CommonNameV3,ScientificNameV3,Recognised
Bates's Sunbird,Nectarinia batesi,R
Olive Sunbird,Nectarinia olivacea,R
Orange-breasted Sunbird,Nectarinia violacea,R
Mouse-coloured Sunbird,Nectarinia veroxii,R
Reichenbach's Sunbird,Nectarinia reichenbachii,R
Principe Sunbird,Nectarinia hartlaubii,R
Newton's Sunbird,Nectarinia newtonii,R
Giant Sunbird,Nectarinia thomensis,R
Cameroon Sunbird,Nectarinia oritis,R
Blue-headed Sunbird,Nectarinia alinae,R
Green-headed Sunbird,Nectarinia verticalis,R
Bannerman's Sunbird,Nectarinia bannermani,R
Blue-throated Brown Sunbird,Nectarinia cyanolaema,R
Socotra Sunbird,Nectarinia balfouri,R
Seychelles Sunbird,Nectarinia dussumieri,R
Carmelite Sunbird,Nectarinia fuliginosa,R
Amethyst Sunbird,Nectarinia amethystina,R
Green-throated Sunbird,Nectarinia rubescens,R
Scarlet-chested Sunbird,Nectarinia senegalensis,R
Hunter's Sunbird,Nectarinia hunteri,R
Buff-throated Sunbird,Nectarinia adelberti,R
Purple-rumped Sunbird,Nectarinia zeylonica,R
Crimson-backed Sunbird,Nectarinia minima,R
Purple-throated Sunbird,Nectarinia sperata,R
Black Sunbird,Nectarinia aspasia,R
Copper-throated Sunbird,Nectarinia calcostetha,R
Olive-backed Sunbird,Nectarinia jugularis,R
Apricot-breasted Sunbird,Nectarinia buettikoferi,R
Flame-breasted Sunbird,Nectarinia solaris,R
Souimanga Sunbird,Nectarinia sovimanga,R
,Nectarinia sovimanga,NR
Humblot's Sunbird,Nectarinia humbloti,R
Anjouan Sunbird,Nectarinia comorensis,R
Mayotte Sunbird,Nectarinia coquerellii,R
Variable Sunbird,Nectarinia venusta,R
Ursula's Sunbird,Nectarinia ursulae,R
White-breasted Sunbird,Nectarinia talatala,R
Oustalet's Sunbird,Nectarinia oustaleti,R
Orange-tufted Sunbird,Nectarinia bouvieri,R
Palestine Sunbird,Nectarinia osea,R
Purple Sunbird,Nectarinia asiatica,R
Shining Sunbird,Nectarinia habessinica,R
Long-billed Sunbird,Nectarinia lotenia,R
Miombo Double-collared Sunbird,Nectarinia manoensis,R
Southern Double-collared Sunbird,Nectarinia chalybea,R
,Nectarinia ludovicensis,NR
,Nectarinia prigoginei,NR
,Nectarinia prigoginei,NR
,Nectarinia stuhlmanni,NR
,Nectarinia graueri,NR
,Nectarinia afra,NR
Greater Double-collared Sunbird,Nectarinia afra,R
Northern Double-collared Sunbird,Nectarinia preussi,R
Eastern Double-collared Sunbird,Nectarinia mediocris,R
,Nectarinia mediocris,NR
,Nectarinia usambarica,NR
Olive-bellied Double-collared Sunbird,Nectarinia fuelleborni,R
Neergaard's Sunbird,Nectarinia neergardi,R
Olive-bellied Sunbird,Nectarinia chloropygia,R
Tiny Sunbird,Nectarinia minulla,R
Regal Sunbird,Nectarinia regia,R
Loveridge's Sunbird,Nectarinia loveridgei,R
,Nectarinia loveridgei,NR
Moreau's Sunbird,Nectarinia moreaui,R
Rockefeller's Sunbird,Nectarinia rockefelleri,R
Copper Sunbird,Nectarinia cuprea,R
Dusky Sunbird,Nectarinia fusca,R
Rufous-winged Sunbird,Nectarinia rufipennis,R
Tacazze Sunbird,Nectarinia tacazze,R
Purple-breasted Sunbird,Nectarinia purpureiventris,R
Bocage's Sunbird,Nectarinia bocagii,R
Bronze Sunbird,Nectarinia kilimensis,R
Golden-winged Sunbird,Nectarinia reichenowi,R
Malachite Sunbird,Nectarinia famosa,R
Red-tufted Sunbird,Nectarinia johnstoni,R
Shelley's Sunbird,Nectarinia shelleyi,R
,Nectarinia hofmanni,NR
Red-chested Sunbird,Nectarinia erythrocerca,R
Congo Sunbird,Nectarinia congensis,R
Mariqua Sunbird,Nectarinia mariquensis,R
Purple-banded Sunbird,Nectarinia bifasciata,R
,Nectarinia pembae,NR
Pemba Sunbird,Nectarinia pembae,R
Violet-breasted Sunbird,Nectarinia chalcomelas,R
Long-billed Green Sunbird,Nectarinia notata,R
Splendid Sunbird,Nectarinia coccinigaster,R
Johanna's Sunbird,Nectarinia johannae,R
Superb Sunbird,Nectarinia superba,R
Beautiful Sunbird,Nectarinia pulchella,R
Black-bellied Sunbird,Nectarinia nectarinioides,R
Grey-hooded Sunbird,Aethopyga primigenia,R
Apo Sunbird,Aethopyga boltoni,R
Lina's Sunbird,Aethopyga linaraborae,R
Flaming Sunbird,Aethopyga flagrans,R
Metallic-winged Sunbird,Aethopyga pulcherrima,R
Elegant Sunbird,Aethopyga duyvenbodei,R
,Aethopyga shelleyi,NR
Lovely Sunbird,Aethopyga shelleyi,R
Handsome Sunbird,Aethopyga bella,R
Gould's Sunbird,Aethopyga gouldiae,R
Green-tailed Sunbird,Aethopyga nipalensis,R
White-flanked Sunbird,Aethopyga eximia,R
Fork-tailed Sunbird,Aethopyga christinae,R
Black-throated Sunbird,Aethopyga saturata,R
Crimson Sunbird,Aethopyga siparaja,R
Scarlet Sunbird,Aethopyga mystacalis,R
Fire-tailed Sunbird,Aethopyga ignicauda,R
Little Spiderhunter,Arachnothera longirostra,R
Thick-billed Spiderhunter,Arachnothera crassirostris,R
Long-billed Spiderhunter,Arachnothera robusta,R
Spectacled Spiderhunter,Arachnothera flavigaster,R
Yellow-eared Spiderhunter,Arachnothera chrysogenys,R
Naked-faced Spiderhunter,Arachnothera clarae,R
Grey-breasted Spiderhunter,Arachnothera affinis,R
Bornean Spiderhunter,Arachnothera everetti,R
Streaked Spiderhunter,Arachnothera magna,R
Whitehead's Spiderhunter,Arachnothera juliae,R
Gurney's Sugarbird,Promerops gurneyi,R
Cape Sugarbird,Promerops cafer,R
White-browed Sparrow-weaver,Plocepasser mahali,R
Chestnut-crowned Sparrow-weaver,Plocepasser superciliosus,R
Chestnut-backed Sparrow-weaver,Plocepasser rufoscapulatus,R
Donaldson-Smith's Sparrow-weaver,Plocepasser donaldsoni,R
Rufous-tailed Weaver,Histurgops ruficaudus,R
Grey-headed Social-weaver,Pseudonigrita arnaudi,R
Black-capped Social-weaver,Pseudonigrita cabanisi,R
Sociable Weaver,Philetairus socius,R
Saxaul Sparrow,Passer ammodendri,R
House Sparrow,Passer domesticus,R
Spanish Sparrow,Passer hispaniolensis,R
Sind Sparrow,Passer pyrrhonotus,R
Somali Sparrow,Passer castanopterus,R
Russet Sparrow,Passer rutilans,R
Plain-backed Sparrow,Passer flaveolus,R
Dead Sea Sparrow,Passer moabiticus,R
Iago Sparrow,Passer iagoensis,R
Kenya Rufous-sparrow,Passer rufocinctus,R
,Passer insularis,NR
Socotra Sparrow,Passer insularis,R
Abd 'Al Kuri Sparrow,Passer hemileucus,R
,Passer motitensis,NR
,Passer motitensis,NR
Southern Rufous-sparrow,Passer motitensis,R
Shelley's Rufous-sparrow,Passer shelleyi,R
Kordofan Rufous-sparrow,Passer cordofanicus,R
Cape Sparrow,Passer melanurus,R
Northern Grey-headed Sparrow,Passer griseus,R
,Passer griseus,NR
Swainson's Sparrow,Passer swainsonii,R
Parrot-billed Sparrow,Passer gongonensis,R
Swahili Sparrow,Passer suahelicus,R
Southern Grey-headed Sparrow,Passer diffusus,R
Desert Sparrow,Passer simplex,R
African Desert Sparrow,Passer simplex,UR
Asian Desert Sparrow,Passer zarudnyi,UR
Eurasian Tree Sparrow,Passer montanus,R
Sudan Golden Sparrow,Passer luteus,R
Arabian Golden Sparrow,Passer euchlorus,R
Chestnut Sparrow,Passer eminibey,R
,Passer yatii,NR
Yellow-spotted Petronia,Petronia pyrgita,R
Chestnut-shouldered Petronia,Petronia xanthocollis,R
Yellow-throated Petronia,Petronia superciliaris,R
Bush Petronia,Petronia dentata,R
Rock Sparrow,Petronia petronia,R
Pale Rock Sparrow,Petronia brachydactyla,R
White-winged Snowfinch,Montifringilla nivalis,R
Tibetan Snowfinch,Montifringilla henrici,UR
Black-winged Snowfinch,Montifringilla adamsi,R
White-rumped Snowfinch,Montifringilla taczanowskii,R
Small Snowfinch,Montifringilla davidiana,R
Rufous-necked Snowfinch,Montifringilla ruficollis,R
Plain-backed Snowfinch,Montifringilla blanfordi,R
Afghan Snowfinch,Montifringilla theresae,R
Speckle-fronted Weaver,Sporopipes frontalis,R
Scaly Weaver,Sporopipes squamifrons,R
White-billed Buffalo-weaver,Bubalornis albirostris,R
Red-billed Buffalo-weaver,Bubalornis niger,R
White-headed Buffalo-weaver,Dinemellia dinemelli,R
Grosbeak Weaver,Amblyospiza albifrons,R
Bannerman's Weaver,Ploceus bannermani,R
Bates's Weaver,Ploceus batesi,R
Black-chinned Weaver,Ploceus nigrimentus,R
Baglafecht Weaver,Ploceus baglafecht,R
Bertrand's Weaver,Ploceus bertrandi,R
Slender-billed Weaver,Ploceus pelzelni,R
Loango Weaver,Ploceus subpersonatus,R
Little Weaver,Ploceus luteolus,R
Lesser Masked Weaver,Ploceus intermedius,R
Spectacled Weaver,Ploceus ocularis,R
Black-necked Weaver,Ploceus nigricollis,R
Black-billed Weaver,Ploceus melanogaster,R
Strange Weaver,Ploceus alienus,R
Bocage's Weaver,Ploceus temporalis,R
Cape Weaver,Ploceus capensis,R
African Golden Weaver,Ploceus subaureus,R
Holub's Golden Weaver,Ploceus xanthops,R
Principe Golden Weaver,Ploceus princeps,R
Orange Weaver,Ploceus aurantius,R
Golden Palm Weaver,Ploceus bojeri,R
Taveta Golden Weaver,Ploceus castaneiceps,R
Southern Brown-throated Weaver,Ploceus xanthopterus,R
Northern Brown-throated Weaver,Ploceus castanops,R
Kilombero Weaver,Ploceus burnieri,R
Rueppell's Weaver,Ploceus galbula,R
Heuglin's Masked-weaver,Ploceus heuglini,R
Northern Masked-weaver,Ploceus taeniopterus,R
Vitelline Masked-weaver,Ploceus vitellinus,R
Southern Masked-weaver,Ploceus velatus,R
,Ploceus velatus,NR
Katanga Masked-weaver,Ploceus katangae,R
Lake Lufira Weaver,Ploceus ruweti,R
Tanzania Masked-weaver,Ploceus reichardi,R
,Ploceus reichardi,NR
Village Weaver,Ploceus cucullatus,R
Giant Weaver,Ploceus grandis,R
Speke's Weaver,Ploceus spekei,R
Fox's Weaver,Ploceus spekeoides,R
Vieillot's Black Weaver,Ploceus nigerrimus,R
Weyns's Weaver,Ploceus weynsi,R
Clarke's Weaver,Ploceus golandi,R
Black-headed Weaver,Ploceus melanocephalus,R
,Ploceus victoriae,NR
Salvadori's Weaver,Ploceus dichrocephalus,R
Golden-backed Weaver,Ploceus jacksoni,R
Cinnamon Weaver,Ploceus badius,R
Chestnut Weaver,Ploceus rubiginosus,R
Golden-naped Weaver,Ploceus aureonucha,R
Yellow-mantled Weaver,Ploceus tricolor,R
Maxwell's Black Weaver,Ploceus albinucha,R
Nelicourvi Weaver,Ploceus nelicourvi,R
Sakalava Weaver,Ploceus sakalava,R
Black-breasted Weaver,Ploceus benghalensis,R
Streaked Weaver,Ploceus manyar,R
Baya Weaver,Ploceus philippinus,R
Asian Golden Weaver,Ploceus hypoxanthus,R
Yellow Weaver,Ploceus megarhynchus,R
Forest Weaver,Ploceus bicolor,R
Preuss's Weaver,Ploceus preussi,R
Yellow-capped Weaver,Ploceus dorsomaculatus,R
Usambara Weaver,Ploceus nicolli,R
Olive-headed Weaver,Ploceus olivaceiceps,R
Brown-capped Weaver,Ploceus insignis,R
Bar-winged Weaver,Ploceus angolensis,R
Sao Tome Weaver,Ploceus sanctithomae,R
Compact Weaver,Ploceus superciliosus,R
Yellow-legged Weaver,Ploceus flavipes,R
Red-crowned Malimbe,Malimbus coronatus,R
Black-throated Malimbe,Malimbus cassini,R
Gola Malimbe,Malimbus ballmanni,R
Rachel's Malimbe,Malimbus racheliae,R
Red-vented Malimbe,Malimbus scutatus,R
Ibadan Malimbe,Malimbus ibadanensis,R
Red-bellied Malimbe,Malimbus erythrogaster,R
Gray's Malimbe,Malimbus nitens,R
Crested Malimbe,Malimbus malimbicus,R
Red-headed Malimbe,Malimbus rubricollis,R
Red-headed Weaver,Anaplectes rubriceps,R
Cardinal Quelea,Quelea cardinalis,R
Red-headed Quelea,Quelea erythrops,R
Red-billed Quelea,Quelea quelea,R
Madagascar Red Fody,Foudia madagascariensis,R
,Foudia bruante,NR
Red-headed Fody,Foudia eminentissima,R
,Foudia eminentissima,NR
Forest Fody,Foudia omissa,R
Mauritius Fody,Foudia rubra,R
Seychelles Fody,Foudia sechellarum,R
Rodrigues Fody,Foudia flavicans,R
Bob-tailed Weaver,Brachycope anomala,R
Yellow-crowned Bishop,Euplectes afer,R
Fire-fronted Bishop,Euplectes diadematus,R
Black Bishop,Euplectes gierowii,R
Black-winged Bishop,Euplectes hordeaceus,R
Orange Bishop,Euplectes franciscanus,R
Red Bishop,Euplectes orix,R
Zanzibar Bishop,Euplectes nigroventris,R
Golden-backed Bishop,Euplectes aureus,R
Yellow Bishop,Euplectes capensis,R
Fan-tailed Widowbird,Euplectes axillaris,R
Yellow-shouldered Widowbird,Euplectes macroura,R
White-winged Widowbird,Euplectes albonotatus,R
Red-collared Widowbird,Euplectes ardens,R
Marsh Widowbird,Euplectes hartlaubi,R
Buff-shouldered Widowbird,Euplectes psammocromius,R
Long-tailed Widowbird,Euplectes progne,R
Jackson's Widowbird,Euplectes jacksoni,R
,Parmoptila rubrifrons,NR
Red-fronted Antpecker,Parmoptila rubrifrons,R
Jameson's Antpecker,Parmoptila jamesoni,R
Woodhouse's Antpecker,Parmoptila woodhousei,R
White-breasted Negrofinch,Nigrita fusconotus,R
Chestnut-breasted Negrofinch,Nigrita bicolor,R
Pale-fronted Negrofinch,Nigrita luteifrons,R
Grey-headed Negrofinch,Nigrita canicapillus,R
Fernando Po Oliveback,Nesocharis shelleyi,R
White-collared Oliveback,Nesocharis ansorgei,R
White-cheeked Oliveback,Nesocharis capistrata,R
,Pytilia lineata,NR
,Pytilia phoenicoptera,NR
Red-winged Pytilia,Pytilia phoenicoptera,R
Orange-winged Pytilia,Pytilia afra,R
Green-winged Pytilia,Pytilia melba,R
Red-faced Pytilia,Pytilia hypogrammica,R
Cut-throat,Amadina fasciata,R
Red-headed Finch,Amadina erythrocephala,R
Green-backed Twinspot,Mandingoa nitidula,R
Red-faced Crimson-wing,Cryptospiza reichenovii,R
Abyssinian Crimson-wing,Cryptospiza salvadorii,R
Dusky Crimson-wing,Cryptospiza jacksoni,R
Shelley's Crimson-wing,Cryptospiza shelleyi,R
Crimson Seedcracker,Pyrenestes sanguineus,R
Black-bellied Seedcracker,Pyrenestes ostrinus,R
Lesser Seedcracker,Pyrenestes minor,R
Grant's Bluebill,Spermophaga poliogenys,R
Western Bluebill,Spermophaga haematina,R
Red-headed Bluebill,Spermophaga ruficapilla,R
Brown Twinspot,Clytospiza monteiri,R
Peters's Twinspot,Hypargos niveoguttatus,R
Pink-throated Twinspot,Hypargos margaritatus,R
Dybowski's Twinspot,Euschistospiza dybowskii,R
Dusky Twinspot,Euschistospiza cinereovinacea,R
Bar-breasted Firefinch,Lagonosticta rufopicta,R
,Lagonosticta rufopicta,NR
Brown Firefinch,Lagonosticta nitidula,R
Red-billed Firefinch,Lagonosticta senegala,R
Black-bellied Firefinch,Lagonosticta rara,R
African Firefinch,Lagonosticta rubricata,R
,Lagonosticta rubricata,NR
Pale-billed Firefinch,Lagonosticta landanae,R
Mali Firefinch,Lagonosticta virata,R
,Lagonosticta umbrinodorsalis,NR
,Lagonosticta rhodopareia,NR
,Lagonosticta rhodopareia,NR
Jameson's Firefinch,Lagonosticta rhodopareia,R
Rock Firefinch,Lagonosticta sanguinodorsalis,R
,Lagonosticta vinacea,NR
,Lagonosticta larvata,NR
Black-throated Firefinch,Lagonosticta larvata,R
Blue-breasted Cordonbleu,Uraeginthus angolensis,R
Red-cheeked Cordonbleu,Uraeginthus bengalus,R
Blue-capped Cordonbleu,Uraeginthus cyanocephalus,R
Purple Grenadier,Uraeginthus ianthinogaster,R
Common Grenadier,Uraeginthus granatinus,R
Lavender Waxbill,Estrilda caerulescens,R
Black-tailed Waxbill,Estrilda perreini,R
Cinderella Waxbill,Estrilda thomensis,R
,Estrilda quartinia,NR
,Estrilda melanotis,NR
Swee Waxbill,Estrilda melanotis,R
Anambra Waxbill,Estrilda poliopareia,R
,Estrilda paludicola,NR
,Estrilda paludicola,NR
Fawn-breasted Waxbill,Estrilda paludicola,R
,Estrilda ochrogaster,NR
Orange-cheeked Waxbill,Estrilda melpoda,R
Crimson-rumped Waxbill,Estrilda rhodopyga,R
Arabian Waxbill,Estrilda rufibarba,R
Black-rumped Waxbill,Estrilda troglodytes,R
Common Waxbill,Estrilda astrild,R
,Estrilda astrild,NR
Black-lored Waxbill,Estrilda nigriloris,R
Black-crowned Waxbill,Estrilda nonnula,R
,Estrilda kandti,NR
,Estrilda atricapilla,NR
Black-headed Waxbill,Estrilda atricapilla,R
Black-cheeked Waxbill,Estrilda erythronotos,R
Red-rumped Waxbill,Estrilda charmosyna,R
Red Avadavat,Amandava amandava,R
Green Avadavat,Amandava formosa,R
Zebra Waxbill,Amandava subflava,R
,Ortygospiza atricollis,NR
,Ortygospiza gabonensis,NR
Quailfinch,Ortygospiza atricollis,R
Locust Finch,Ortygospiza locustella,R
Painted Finch,Emblema pictum,R
Beautiful Firetail,Stagonopleura bella,R
Red-eared Firetail,Stagonopleura oculata,R
Diamond Firetail,Stagonopleura guttata,R
Mountain Firetail,Oreostruthus fuliginosus,R
Red-browed Finch,Neochmia temporalis,R
Crimson Finch,Neochmia phaeton,R
Star Finch,Neochmia ruficauda,R
Plum-headed Finch,Neochmia modesta,R
Masked Finch,Poephila personata,R
Long-tailed Finch,Poephila acuticauda,R
Black-throated Finch,Poephila cincta,R
Zebra Finch,Taeniopygia guttata,R
Double-barred Finch,Taeniopygia bichenovii,R
Tawny-breasted Parrotfinch,Erythrura hyperythra,R
Pin-tailed Parrotfinch,Erythrura prasina,R
Green-faced Parrotfinch,Erythrura viridifacies,R
Tricoloured Parrotfinch,Erythrura tricolor,R
Blue-faced Parrotfinch,Erythrura trichroa,R
Red-eared Parrotfinch,Erythrura coloria,R
Papuan Parrotfinch,Erythrura papuana,R
Red-throated Parrotfinch,Erythrura psittacea,R
Fiji Parrotfinch,Erythrura pealii,R
Red-headed Parrotfinch,Erythrura cyaneovirens,R
Royal Parrotfinch,Erythrura regia,R
Pink-billed Parrotfinch,Erythrura kleinschmidti,R
Gouldian Finch,Erythrura gouldiae,R
Madagascar Munia,Lonchura nana,R
African Silverbill,Lonchura cantans,R
White-throated Munia,Lonchura malabarica,R
Grey-headed Silverbill,Lonchura griseicapilla,R
Bronze Munia,Lonchura cucullata,R
Black-and-white Munia,Lonchura bicolor,R
Brown-backed Munia,Lonchura nigriceps,R
Magpie Munia,Lonchura fringilloides,R
White-rumped Munia,Lonchura striata,R
Javan Munia,Lonchura leucogastroides,R
Dusky Munia,Lonchura fuscans,R
Black-faced Munia,Lonchura molucca,R
Black-throated Munia,Lonchura kelaarti,R
Scaly-breasted Munia,Lonchura punctulata,R
White-bellied Munia,Lonchura leucogastra,R
Streak-headed Munia,Lonchura tristissima,R
White-spotted Munia,Lonchura leucosticta,R
,Lonchura malacca,NR
Tricoloured Munia,Lonchura malacca,R
Chestnut Munia,Lonchura atricapilla,R
White-capped Munia,Lonchura ferruginosa,R
Five-coloured Munia,Lonchura quinticolor,R
,Lonchura pallidiventer,NR
White-headed Munia,Lonchura maja,R
Pale-headed Munia,Lonchura pallida,R
Grand Munia,Lonchura grandis,R
Grey-banded Munia,Lonchura vana,R
Grey-headed Munia,Lonchura caniceps,R
Grey-crowned Munia,Lonchura nevermanni,R
Hooded Munia,Lonchura spectabilis,R
Mottled Munia,Lonchura hunsteini,R
New Ireland Munia,Lonchura forbesi,R
New Hanover Munia,Lonchura nigerrima,R
Yellow-rumped Munia,Lonchura flaviprymna,R
Chestnut-breasted Munia,Lonchura castaneothorax,R
Black Munia,Lonchura stygia,R
Black-breasted Munia,Lonchura teerinki,R
Snow Mountain Munia,Lonchura montana,R
Alpine Munia,Lonchura monticola,R
Bismarck Munia,Lonchura melaena,R
Java Sparrow,Padda oryzivora,R
Timor Sparrow,Padda fuscata,R
Pictorella Munia,Heteromunia pectoralis,R
Village Indigobird,Vidua chalybeata,R
Dusky Indigobird,Vidua purpurascens,R
Jambandu Indigobird,Vidua raricola,R
Baka Indigobird,Vidua larvaticola,R
,Vidua funerea,NR
Variable Indigobird,Vidua funerea,R
Cameroon Indigobird,Vidua camerunensis,R
Quailfinch Indigobird,Vidua nigeriae,R
Jos Plateau Indigobird,Vidua maryae,R
Twinspot Indigobird,Vidua codringtoni,R
Pale-winged Indigobird,Vidua wilsoni,R
Pin-tailed Whydah,Vidua macroura,R
Steel-blue Whydah,Vidua hypocherina,R
Straw-tailed Whydah,Vidua fischeri,R
Queen Whydah,Vidua regia,R
,Vidua orientalis,NR
,Vidua paradisaea,NR
Eastern Paradise-whydah,Vidua paradisaea,R
Long-tailed Paradise-whydah,Vidua interjecta,R
Togo Paradise-whydah,Vidua togoensis,R
Broad-tailed Paradise-whydah,Vidua obtusa,R
Cuckoo Finch,Anomalospiza imberbis,R
Alpine Accentor,Prunella collaris,R
Rufous-streaked Accentor,Prunella himalayana,R
Robin Accentor,Prunella rubeculoides,R
Rufous-breasted Accentor,Prunella strophiata,R
Siberian Accentor,Prunella montanella,R
Radde's Accentor,Prunella ocularis,R
Yemen Accentor,Prunella fagani,R
Brown Accentor,Prunella fulvescens,R
Black-throated Accentor,Prunella atrogularis,R
Mongolian Accentor,Prunella koslowi,R
Hedge Accentor,Prunella modularis,R
Japanese Accentor,Prunella rubida,R
Maroon-backed Accentor,Prunella immaculata,R
Olive Warbler,Peucedramus taeniatus,R
Forest Wagtail,Dendronanthus indicus,R
,Motacilla alba,NR
White Wagtail,Motacilla alba,R
,Motacilla lugens,NR
,Motacilla yarrellii,NR
,Motacilla personata,NR
,Motacilla baicalensis,NR
,Motacilla ocularis,NR
,Motacilla leucopsis,NR
,Motacilla alboides,NR
,Motacilla subpersonata,NR
Japanese Wagtail,Motacilla grandis,R
White-browed Wagtail,Motacilla madaraspatensis,R
Mekong Wagtail,Motacilla samveasnae,R
African Pied Wagtail,Motacilla aguimp,R
Cape Wagtail,Motacilla capensis,R
Madagascar Wagtail,Motacilla flaviventris,R
Citrine Wagtail,Motacilla citreola,R
,Motacilla werae,NR
,Motacilla flava,NR
Yellow Wagtail,Motacilla flava,R
,Motacilla flavissima,NR
,Motacilla iberiae,NR
,Motacilla cinereocapilla,NR
,Motacilla leucocephala,NR
,Motacilla lutea,NR
,Motacilla thunbergi,NR
,Motacilla simillima,NR
,Motacilla taivana,NR
,Motacilla feldegg,NR
,Motacilla tschutschensis,NR
Grey Wagtail,Motacilla cinerea,R
Mountain Wagtail,Motacilla clara,R
Golden Pipit,Tmetothylacus tenellus,R
Yellow-throated Longclaw,Macronyx croceus,R
Fuelleborn's Longclaw,Macronyx fuellebornii,R
Cape Longclaw,Macronyx capensis,R
Abyssinian Longclaw,Macronyx flavicollis,R
Rosy-throated Longclaw,Macronyx ameliae,R
Pangani Longclaw,Macronyx aurantiigula,R
Grimwood's Longclaw,Macronyx grimwoodi,R
Sharpe's Longclaw,Macronyx sharpei,R
Yellow-breasted Pipit,Anthus chloris,R
Striped Pipit,Anthus lineiventris,R
Yellow-tufted Pipit,Anthus crenatus,R
,Anthus cinnamomeus,NR
,Anthus camaroonensis,NR
,Anthus richardi,NR
Richard's Pipit,Anthus richardi,R
Mountain Pipit,Anthus hoeschi,R
Paddyfield Pipit,Anthus rufulus,R
Australasian Pipit,Anthus novaeseelandiae,R
Plain-backed Pipit,Anthus leucophrys,R
Buffy Pipit,Anthus vaalensis,R
Long-tailed Pipit,Anthus longicaudatus,R
Long-legged Pipit,Anthus pallidiventris,R
Malindi Pipit,Anthus melindae,R
,Anthus pseudosimilis,NR
Tawny Pipit,Anthus campestris,R
Blyth's Pipit,Anthus godlewskii,R
Berthelot's Pipit,Anthus berthelotii,R
