"","Gavia immer","Gavia stellata","Morus bassanus","Nannopterum auritum","Botaurus lentiginosus","Anser caerulescens","Anas rubripes","Anas acuta","Anas crecca","Spatula discors","Bucephala clangula","Bucephala islandica","Aythya collaris","Aythya marila","Aythya affinis","Clangula hyemalis","Histrionicus histrionicus","Somateria mollissima","Somateria spectabilis","Melanitta perspicillata","Mergus serrator","Mergus merganser","Larus argentatus","Larus hyperboreus","Larus marinus","Rissa tridactyla","Stercorarius pomarinus","Sterna hirundo.1","Sterna paradisaea","Alca torda","Uria lomvia","Uria aalge","Alle alle","Cepphus grylle","Fratercula arctica","Buteo lagopus","Haliaeetus leucocephalus","Pandion haliaetus.1","Falco columbarius","Bubo scandiacus","Aegolius funereus","Surnia ulula","Asio flammeus","Canachites canadensis","Bonasa umbellus","Lagopus muta","Charadrius semipalmatus","Charadrius vociferus","Calidris melanotos","Numenius phaeopus.1","Actitis macularius","Tringa solitaria","Tringa melanoleuca","Calidris minutilla","Phalaropus lobatus","Phalaropus fulicarius","Megaceryle alcyon","Picoides arcticus","Empidonax flaviventris","Setophaga magnolia","Empidonax traillii","Eremophila alpestris","Tachycineta bicolor","Perisoreus canadensis","Corvus corax","Poecile hudsonicus","Sitta canadensis","Euphagus carolinus","Quiscalus quiscula","Pinicola enucleator","Zonotrichia leucophrys","Zonotrichia albicollis","Regulus satrapa","Passerella iliaca","Plectrophenax nivalis","Branta canadensis","Chordeiles minor","Lagopus lagopus","Setophaga petechia","Turdus migratorius","Loxia leucoptera","Phalacrocorax carbo.1","Branta bernicla","Pluvialis dominica","Picoides dorsalis","Colaptes auratus","Melanitta deglandi","Melanitta americana","Larus glaucoides","Bubo virginianus","Strix varia","Corvus brachyrhynchos","Acanthis flammea","Loxia curvirostra","Circus hudsonius","Riparia riparia","Gallinago delicata"
"Stercorarius pomarinus",3.77401036282534,3.22165457591945,4.15678754748486,2.65175776955932,3.7186352751872,2.69712330066954,3.02893263823979,2.07017503138876,3.38175419633728,3.34146400243007,2.62606249132345,2.52567017388498,3.44318085445694,3.53469884165128,3.47122296704957,2.24890279741301,2.6895746427584,2.65134704366474,2.54066526666423,2.95458439674685,2.67270972705606,2.23931342749635,1.44462172427337,2.05626077099665,2.12884343247672,1.46480457315111,0,3.14115823681204,3.39900013728423,2.44425263903559,3.345058366864,3.42087807244142,5.17053437094434,3.7514072134649,3.88511784958451,2.04536749468256,4.19210989782518,2.31431989197092,2.7399728020123,2.33209833527207,3.97080076208901,2.59672023983578,1.44471645648146,3.1331992478364,2.67658027897236,3.11391757119309,5.51330064265176,3.82507915144509,4.63562571768297,3.12699753104599,5.52895441436211,4.84897692344715,3.26355396281238,6.57931474782914,5.74712216102572,5.04369357675084,4.63135648950905,4.85977555667053,7.4375969694993,8.09396131626784,7.18084895809529,5.33505407165478,6.43988900636652,4.73395587393925,3.41947427042938,7.99446875990261,7.79345797413515,4.81857762976333,4.19613549108472,5.1621915371742,6.42875987599534,6.84120327926059,8.62705351728475,6.11172529562178,5.38659661401934,2.39787459781469,4.9504977324825,2.80432675038382,7.86837454517607,4.45076672726629,5.82529011226009,3.18295191324541,1.81255905460144,3.48680070311067,5.01068785010385,4.24084785004019,2.99545098621366,2.93692522371977,0.860957002649484,2.85200248279779,2.78720543255492,2.46218090597931,6.79917376764449,5.47399846122526,1.69946415230548,7.15027303573525,4.67537317760741
"Sterna hirundo.1",5.43989169809488,4.29190206478727,5.7938982352415,4.71485520040605,5.38688547248304,5.09095215594083,4.15914191611799,3.09121088128193,2.98800137510508,3.24318850704982,3.40034395186739,3.70046350735758,3.91850402812862,4.21006140912014,3.9367310397653,3.27857680722061,3.17231613472639,4.43485125077122,3.98680345807619,3.97878522487494,3.34885883047412,3.77006494662949,4.06576071877715,4.72576438518876,4.79406700583174,1.91205851078964,3.14115823681204,0,0.813981748064386,2.94732306588078,3.45341335851453,3.22471591242173,4.12682993636387,3.38157110731106,3.89366384567303,4.90602427856639,6.77042507060119,4.86045917805746,3.16204806679128,5.13261721262525,4.20726655818712,3.67117091331602,3.34201525498153,3.92094185794558,3.87504587999695,3.31721699961263,3.96264553722996,2.79847511690582,2.93629062620135,3.43841027195869,3.89605792692234,3.26245377326694,3.16254197566933,5.03894913127741,3.81804685798224,3.24963156889019,4.0324403162186,4.64615370674138,6.47529707171065,7.05871215909432,6.33249459487178,4.41838811440212,4.7529436122557,5.36615233255463,5.74424219160569,7.05471253442932,6.50154604076776,4.51811009710166,4.52973887172658,4.82740151030102,5.82380391471889,6.31565247483885,7.43969954645881,5.60534288088529,4.51744074393812,4.92904288402102,3.47621630056755,3.7899956686106,6.83372696739224,4.40677226303342,4.64341280019601,5.2227785900534,3.8555566542209,2.51050400413209,4.48434470421812,4.48257618310581,4.41348383356836,4.04529814354554,3.52768228774221,5.47995771799427,5.21773947363745,4.52348675777666,5.75147906508454,4.47897502642471,4.46274186299595,5.40984689462377,3.49295477309401
"Sterna paradisaea",6.01329941064665,4.97445210761032,6.00978834450006,5.08264471098589,5.90898191624946,5.45366678772178,4.65070499008365,3.44920742854526,3.52484324527117,3.7660721266055,3.83687495876198,4.11728151174415,4.45627838238821,4.73130526560127,4.48422766167713,3.54726566844532,3.56803363114174,4.88810387861673,4.4304364000403,4.46294557607857,3.96652271208283,4.2628207897445,4.3775810669955,5.00405016338658,5.07882388163315,2.37836336079699,3.39900013728423,0.813981748064386,0,3.37095047622428,4.11306531722754,3.90662925927813,4.57405562039932,3.98821678319077,4.44282926208004,5.07007181678826,6.94100235469119,5.04556296537451,3.37490110339124,5.32893708261199,4.41612878842761,3.74905660787118,3.57284812904148,4.21098580918627,4.11225862613139,3.62623071950841,4.25211767678366,3.17900356114939,3.48610547408226,4.03019878852199,4.30721304072556,3.80657180737677,3.81882283170007,5.40392788264761,4.1967062482833,3.77758373287808,4.32775447803519,4.95170903484366,6.69379935533886,7.28592141321874,6.54469447590159,4.65551826668532,4.86064131111045,5.5930693780611,5.97199069603556,7.22753010693128,6.77635175134582,4.8294660849839,4.84656339256644,5.03536031329454,6.05699128035727,6.53526788993657,7.62935654576248,5.8348414938139,4.74075478568051,5.28613125178163,3.44144753748873,4.08474495491686,7.08580248724494,4.71316906401953,4.91125589467686,5.59631709739637,4.28800978180959,3.08080724691141,4.79525279521994,4.82094660087456,4.84935700137016,4.50608933418697,3.85684726892168,5.73133468672941,5.42139585769826,4.82352600966954,5.92920743660775,4.77206619202946,4.66469931870803,5.49859093101255,4.12616448089587
"Alca torda",3.72218554298193,2.85394105151728,4.53289230858106,3.18693098098487,3.83856843394927,3.24270705775517,2.18356773775147,1.47355573988426,1.71744936552713,1.68400655776387,1.50361258310619,1.71146850369582,1.97494979254352,2.18311403025476,1.98731402060729,1.66432920997195,1.67642465912557,2.33756310961613,1.9458288589116,1.79725212696639,2.13345402339574,2.36515947930683,2.95899760617869,3.42859987117593,3.51013945878819,1.87957324248298,2.44425263903559,2.94732306588078,3.37095047622428,0,1.79747199334401,1.86214343993175,3.62549950946815,2.46691359293759,1.70752719492399,3.72763778877105,5.27699670312877,3.47231547621837,2.45252332607912,3.55644447581295,3.41704889247838,2.7159705422712,2.29959784416116,2.94576335103134,2.69224673409832,2.73000551686923,4.75360340441079,3.57769262349031,3.65137236457274,3.12549219843696,4.70729996971527,4.11803524078373,3.12301100080237,5.63916812418104,4.95867713581603,4.26406948991924,3.41803540227819,4.00570676348066,6.47997493842303,7.23900275784605,6.24516202010392,4.62265828801655,5.72851370401573,4.51518014504518,4.19160446648951,7.19825569608624,6.77884742353397,4.17711466962734,3.59679756218004,4.08208393446478,5.58276177925106,5.95940788294172,7.84333020847267,5.20373994207067,4.51311551279289,3.2825002484844,4.9372321938918,2.50606965750798,6.96757260824766,3.94911516520902,4.55832661517465,3.67423126246581,2.10748792515348,3.10664302329741,4.03895218365623,3.74849456061817,2.35844054996856,2.03486494784335,2.60528561238444,3.7168796401766,3.76314784952725,3.00419223598153,5.75370150682985,3.99696001070191,3.41710195241175,6.37862794016438,3.54879125429803
"Uria lomvia",3.29541389891911,1.8233952007251,5.13949268114992,3.48895212409399,3.5073820243336,3.67941658747666,2.04155920644895,2.33239367963989,1.33266794784443,1.47294139800183,1.76313685338977,1.9477483122334,1.39208381427351,1.59396494819683,1.34500954669533,2.50961226692912,1.99828355447119,2.37324886806913,1.94868114272547,1.79667825326195,1.62158899255438,2.3614119641177,3.6666248587235,4.11995803028482,4.18789193910395,2.51400597270588,3.345058366864,3.45341335851453,4.11306531722754,1.79747199334401,0,0.872127989220621,3.09810950851549,1.6201799887058,1.4932157597198,4.47628292719141,5.90155987564609,4.16349860955276,3.0995351234205,4.29692341791715,3.63111452011497,3.5866547642369,3.11265645665864,3.16718313367986,3.26791235102175,2.9129896001265,4.54696377656007,3.54680949225741,3.1638727844981,2.88820664677431,4.2564801197807,3.55311506751054,2.66550547887117,5.05100645298832,4.45403945048914,3.67653275946396,3.31228088706273,3.79400773323695,6.17808721579412,6.88151952714224,6.0033365420683,4.52786572056592,5.58922220134698,4.63145351769681,4.79290440765061,6.9477553637178,6.26540828362763,4.05323033535834,3.6787222294416,4.17532504249182,5.43380487522866,5.81653346556516,7.50203607628603,5.12591565135496,4.45599375591099,3.58025685590589,5.14435718842169,2.8783757085286,6.57437207597233,3.90554678408196,4.38625008302196,3.83747464856349,2.39252660316039,2.88784472718842,3.75411008725191,3.5835195097007,2.32166705926006,1.93714838925197,3.33190379553685,4.27433142200601,4.37189681121755,3.49174371277758,5.64180605758374,3.85750403671497,4.17335639973534,6.21067742780333,2.77307475837947
"Uria aalge",3.23989603752866,1.9593755976104,4.87471331192729,3.50949224496179,3.59923954059838,3.71224570654025,2.07770378041734,2.20160123698101,1.47242558781988,1.47078002061758,2.08395619617464,2.35348787725032,1.67418439673099,1.91723831328722,1.59346771013773,2.69469402223544,2.33190137029382,2.63080822156836,2.32130937955327,1.99649389358944,1.48299948713913,2.36729544823917,3.6699560865375,4.14932294905604,4.21176626235573,2.53802946721257,3.42087807244142,3.22471591242173,3.90662925927813,1.86214343993175,0.872127989220621,0,3.43443490223625,2.01771894827486,1.85377904175309,4.69064229219203,5.9730568628873,4.35247386088723,3.43616560979582,4.52947607546171,4.16302408394027,3.96470037401617,3.44382813795254,3.63541678169793,3.60766964074639,3.34273215580879,4.70490040466489,3.65391155633247,3.11898044568358,2.43300311990579,4.3264229394067,3.52591883221688,2.3894149660961,5.25131378724494,4.49824259139054,3.592394280538,3.50815595797367,4.15310091920728,6.52019660305316,7.2134553598863,6.35882545908848,4.85182542456926,5.84098117875787,5.06326559567201,4.86020169821728,7.31026941967608,6.57902956269991,4.39298646559772,3.99524351456221,4.61419610377626,5.81559624855646,6.2048085051653,7.82561569368613,5.52538238874776,4.83058926111256,3.72314121863417,5.32083928297606,3.37095312141541,6.89488280440322,4.29319677774692,4.69627831078515,3.88836133489755,2.61837806726171,2.9129651106393,4.10728373028103,3.90457111515831,2.54516287298382,2.24218756923032,3.37412129952734,4.59142952701926,4.69881140865026,3.69172047052917,6.00021625967724,4.18674980282698,4.36885810702943,6.46301601147454,2.51837381374667
"Alle alle",6.31718013189067,4.58771605378059,7.85182561408868,6.04835805065727,5.96766643992563,6.34152527822513,4.70232617355058,4.49434178688531,2.65549426053604,3.18245312357274,3.29012096354209,3.56618267465074,3.48324604420446,3.73125636381374,3.44558240569573,3.83930367922763,2.88436089651905,4.91206695523539,4.08339140350028,4.07619539928747,4.27608801716943,4.95138760599146,6.11102777726836,6.64785420547462,6.73875788895287,4.14372043801139,5.17053437094434,4.12682993636387,4.57405562039932,3.62549950946815,3.09810950851549,3.43443490223625,0,2.28444055368851,3.00656965999199,6.39641832997105,8.45219518671206,6.41585678787715,3.14074150855405,6.46000767425391,3.18652395670983,4.30863323200812,4.38349112030466,3.34446424813702,3.88928385657432,2.6766261281868,2.31066568592523,2.79776096527274,2.31827973652031,5.17302410506142,2.61294498869968,2.844495445637,4.27055004507036,3.02346179017557,2.84503785366208,2.83137993693984,4.13002595911682,3.53519606358377,3.85285386794471,4.55654222097892,3.78466639740639,2.54526252635337,3.04708056431712,4.52867231014318,7.25487909289566,4.71001690381516,3.89840221770299,3.22355464624697,3.90841642708787,2.89099207519039,3.55616472605601,3.932395163498,5.01850401308856,3.24170786974466,2.31535589716479,6.04185193764609,3.71005188701138,3.34891768744749,4.22048878234782,3.21172313815867,2.39858554242032,6.479434137096,4.64410165500717,2.73478246227013,3.08211295057247,4.13338673450685,4.60440311403941,3.89225162171185,5.57799667449873,6.29427307430406,6.16480867134127,5.56183988212417,3.23472227333334,2.08357463211409,5.83577744018783,3.50917899446486,3.57160440972682
"Cepphus grylle",4.46821830728737,2.73539801183923,6.25546906444779,4.0709452586155,3.8735908019717,4.73750292073434,3.18930982036447,3.13788263112268,1.60403640835303,2.06430552091206,2.23847861927532,2.35059691631362,2.18576336329035,2.56017646065591,2.2925865174328,2.75332546667911,1.95955978259567,3.27517426264744,2.76957474186169,2.79331937807636,2.30162557632368,2.99342949204434,4.43917737485485,4.92998352264881,5.01351642038819,2.84347292251914,3.7514072134649,3.38157110731106,3.98821678319077,2.46691359293759,1.6201799887058,2.01771894827486,2.28444055368851,0,2.11559985518499,4.81972790809184,6.70001962913853,4.81942469822452,2.59087348225167,4.83405646211165,2.58731056891198,3.18280367321794,3.15489285934773,2.33125187665319,2.70993837034342,2.1890114123273,3.45699087513327,2.5114445952493,2.06895373742154,3.27798113824087,2.90222870632175,2.36554495149399,2.46579917034333,3.58557536765435,3.18712546083894,2.58325060538146,2.81093901907273,2.58414476570013,4.69467199082015,5.34405613299231,4.51493071463612,3.09995328791619,4.47922757437298,3.50956660501084,5.46497762477587,5.40115102321557,4.77457576855107,2.54654602794697,2.53997739078879,2.9183478852229,3.91048945973995,4.31829994209523,5.9857284650478,3.66365771625695,3.08696726120345,4.47713710437741,4.3324817324696,2.30941359284091,5.0523500027696,2.48326917231596,2.96919036641203,4.45842192264599,3.2292124868575,2.26521077277837,2.41556527206284,2.55937442815284,3.31622146682394,2.63916579020111,3.9627290575575,4.59141497011219,4.44665216739677,3.7456328386846,4.21528245545787,2.60237314578872,4.36003767575548,5.09369655878122,2.11194722687056
"Fratercula arctica",4.07276082741638,2.97167667949673,5.61735325386709,4.14252821543927,4.20008840237196,4.24903714204273,2.7695500207491,2.88026022713094,1.89819310589111,1.96954177384903,2.25626969184476,2.46182519084198,2.01119026631522,2.24351209590166,2.0368685875983,2.89767129976655,2.43076673675413,3.01026419413215,2.69574545267049,2.30006231746342,2.7134377812195,3.24833902436382,4.23491123353338,4.63887127506127,4.69954698960876,3.12020568402835,3.88511784958451,3.89366384567303,4.44282926208004,1.70752719492399,1.4932157597198,1.85377904175309,3.00656965999199,2.11559985518499,0,4.99625637690072,6.3510942290026,4.68682761069966,3.29711849608474,4.72764433794711,3.63214268780883,3.70068818477836,3.51061294382148,3.46618367738419,3.54361452637559,3.25716394486819,4.69607091174531,4.00634305890849,3.55676253729994,3.83282588954067,4.51926429236842,4.03739027931845,3.60326900503792,5.18507411202614,4.80564084883218,4.20144845325131,3.34616041006937,3.91751456332779,6.04578174472991,6.76064006646447,5.84779316811047,4.55149222080825,5.65407142335879,4.70742926265156,5.20403751585336,6.80178033749549,6.20250646829413,4.13470105883465,3.73714798346675,3.89816871614128,5.24997739142325,5.59224427057015,7.3943789488841,4.89906397085362,4.3580101172769,4.3291214365348,5.46377725551165,3.12193399040577,6.47857480499829,4.00881582325493,4.10462780069206,4.48365426117183,3.16492653053044,3.50494001530216,3.86537676951771,3.89775580757575,3.00463224606215,2.57502127002748,3.92370216932532,4.63662476958384,4.71464012494469,3.96816672274457,5.35806965498577,3.50302454071616,4.68504870727404,6.21475906359102,3.32454166193495
"Buteo lagopus",3.93398718340874,3.92014546433156,3.98336260812866,2.24615679681739,3.39085813209511,2.42480563104457,3.52871542170747,3.09688656837773,4.50174198711042,4.38371242227834,3.60136132846353,3.2128791884766,4.20148907175187,4.17580816618422,4.28219734288154,3.07120562547977,3.68092472911766,2.85362657323605,3.03880639483663,3.67966054777908,3.60098404422341,2.76499461719469,1.93122934447573,1.83112057329741,1.93814468570754,3.29326721119981,2.04536749468256,4.90602427856639,5.07007181678826,3.72763778877105,4.47628292719141,4.69064229219203,6.39641832997105,4.81972790809184,4.99625637690072,0,2.85413878935148,1.33067748872742,3.66888858511777,0.95322522322108,4.42054159163182,2.89579096817744,2.16891999874698,3.66214704252176,3.07886390488101,4.13664463553353,6.89745473107498,5.17542299963964,6.05292649682891,4.06760365760671,6.82440571314963,6.1684438464166,4.33711508115373,7.68137913832221,7.07699736367464,6.41529754214916,5.21614159252646,5.23633204212133,8.14399988197232,8.83752796121663,7.83888637320659,6.27904316337582,7.70464112497478,4.66709428564265,2.32266361077467,8.64074300653277,8.6511376150241,5.41517416106956,4.47787592071919,5.69860397349888,7.06199577389031,7.37043064512232,9.4545908123953,6.73137086319158,6.31398460696745,1.99692900949924,6.33223850451709,3.37228514529598,8.63309152683314,5.02438094897511,6.76996823906472,2.58214273202326,2.42576006965547,5.01636277304217,5.55896285528683,4.45035910933375,3.33114379395657,3.5135273957109,1.94488973419204,1.42402454871842,1.45928688814766,1.85005313211735,7.61915916562198,6.35383265388382,0.969682638237947,8.4012428844293,5.79722812276299
"Haliaeetus leucocephalus",3.90533581676209,5.08176716506838,2.69207922973577,2.84348834889881,4.01135440845143,2.53605557828002,4.2738062122103,4.38879611288382,6.1175029720948,5.77058050929642,5.31610830144538,4.97882309655201,5.43285635509106,5.28681321327438,5.51583591491776,4.91828053429144,5.69823329932068,3.77870186809973,4.53384723567565,4.78217975930006,4.88707806686594,3.94936368556046,3.07602895173938,2.37083809516956,2.40334655958937,5.28143348496312,4.19210989782518,6.77042507060119,6.94100235469119,5.27699670312877,5.90155987564609,5.9730568628873,8.45219518671206,6.70001962913853,6.3510942290026,2.85413878935148,0,2.23830078697166,6.15481649172184,2.28867723577819,6.73107122254921,5.19730332818628,4.67350419935592,6.07164335589765,5.44651090250137,6.5795411197906,9.35102612285447,7.64967249617928,8.152649823932,5.1592232677908,9.10146416267678,8.31017482669119,6.0261268896816,9.94752804004529,9.31683655859544,8.52602354024359,6.45299167696977,7.10093385107653,10.4362599979501,11.2010032955148,10.129585524925,8.75798184043343,10.1817391189815,6.77566612633521,1.57274862946478,11.0145638896515,10.9266023076911,7.6797156496352,6.45767835382534,7.84332627874929,9.38241020959897,9.64587806406284,11.9155200454955,9.0600755224775,8.75268436558495,2.79286424772039,8.88328194006675,5.72921723822849,10.9899681725881,7.35962402264221,8.93949425805684,2.62407741362527,4.04668349370983,7.31991688399005,7.51596601714298,6.23800476161906,4.29091359560979,4.86831763700463,3.64101752752498,2.77014255826468,3.24965276353171,3.28871177994224,9.96373416769378,8.39944307165219,3.67076371719182,10.8765095887964,7.30518918208773
"Pandion haliaetus.1",3.41554523934451,3.7263859046839,3.05033826478,1.86435789374173,3.27687858348933,1.72581267410279,2.82755433464452,2.6229288194258,4.21802989290676,3.98614783534592,3.36364422702247,3.02372116527186,3.74207095752962,3.63989895013588,3.82549340056738,2.91198809518488,3.65314140861893,2.25076013681206,2.68221864253914,3.13186588214869,3.32661417511704,2.43549559754544,1.72941221922234,1.43919119420928,1.59675912678984,3.30773117110138,2.31431989197092,4.86045917805746,5.04556296537451,3.47231547621837,4.16349860955276,4.35247386088723,6.41585678787715,4.81942469822452,4.68682761069966,1.33067748872742,2.23830078697166,0,4.03694283762539,0.800928968705103,4.71473600858333,3.17648047845058,2.54366737942731,4.06729891292463,3.51142356680713,4.4584980152565,7.23374514834352,5.59949008806442,6.20292641115257,3.91731802641885,7.11270349070402,6.40156363558676,4.47583167691325,7.96112579286716,7.30333757670017,6.60315296761238,4.8287507805992,5.31952761199311,8.48476457850801,9.26373318115083,8.19514621675825,6.69350923065854,7.9872587071657,5.11574364857837,1.62107120038927,9.08549708199745,8.95102462093466,5.81355683923146,4.77936042281123,5.91676631102846,7.48216737186834,7.7917069682602,9.92396480828405,7.14225544156319,6.67549976842927,1.47444601034007,6.70795535151623,3.69446458764025,9.04699942559216,5.46158465759657,6.96033524918322,2.06468947873273,2.18249115531823,5.31868085837086,5.65190594434567,4.57555829136618,2.697607179307,3.10515952539842,1.96755904505149,1.63837704231625,1.94431058184452,1.76153337859152,7.95295782562,6.44503567327732,2.02490410147051,8.680419939465,5.70023719809243
"Falco columbarius",5.26264560838675,3.90815796789251,6.09528306858678,4.14953789696428,4.62785249129693,4.47754337962677,3.69551515500803,2.90240595106372,2.50529187215758,2.86917640270724,2.1822568922191,2.14002509513264,3.14376467097792,3.34104120580017,3.17391254758383,1.94612065147627,1.4931775257631,3.53050166195273,2.69389848012142,3.21942239695248,3.32814327173463,3.43845616604102,3.92858894079789,4.42650513581097,4.53434120504707,2.37022169871632,2.7399728020123,3.16204806679128,3.37490110339124,2.45252332607912,3.0995351234205,3.43616560979582,3.14074150855405,2.59087348225167,3.29711849608474,3.66888858511777,6.15481649172184,4.03694283762539,0,3.9826791261092,1.88183986037629,1.72097227894506,1.6298589987213,1.48191318498495,1.56490304683173,1.10966277319128,3.47140794554278,2.23302422266169,3.23884129577786,4.14092227487072,3.79103561493132,3.53959411105619,3.46535600920882,4.60545829029567,4.07481546128448,3.72689900671853,3.89439587530498,3.25568700305774,5.06943361595529,5.80143805704801,4.81134966248328,2.96543258130527,4.2318396965074,3.26757036564081,5.08822876114698,5.66548053301404,5.53162219599714,2.90176491137284,2.87890328416016,2.85605931099971,4.16159271321666,4.54868809534356,6.31068258315534,3.74171317257343,2.91147690548943,4.05818152747869,3.32386489483206,1.26514374537427,5.55150476111962,2.54266085014719,3.59098910026017,4.69375834318809,2.83617011443486,2.38457006027692,3.18557647461664,3.22454315022732,3.44619212517884,2.88843139883054,3.34409406306886,3.93634209689678,3.67315796212064,3.38977403477296,4.33568807503512,3.22939700107583,3.04729939746595,4.90498399142909,4.07406210025301
"Bubo scandiacus",3.51202627991887,3.78584629180963,3.49011651004305,1.88588749706788,3.18866259115917,1.91088987205406,3.1328629189709,2.91371827484785,4.42189198786163,4.22058886014314,3.47259807032772,3.08166128718748,3.93070723381211,3.85624108215365,4.02493661620547,3.01727089711767,3.71114008047513,2.38266516537798,2.81798574601805,3.32860432507641,3.48164180269356,2.5638486536363,1.85035388680655,1.53167936530104,1.65425475140276,3.47428459577534,2.33209833527207,5.13261721262525,5.32893708261199,3.55644447581295,4.29692341791715,4.52947607546171,6.46000767425391,4.83405646211165,4.72764433794711,0.95322522322108,2.28867723577819,0.800928968705103,3.9826791261092,0,4.59790751530816,3.0736911805513,2.49068777709646,3.88275172995641,3.29661988858873,4.38027240325938,7.24204718385557,5.58716859278762,6.28038436710012,4.11023622483242,7.12326382650663,6.45798193585019,4.55650186942398,7.94978919845885,7.37737271979333,6.69605402267546,5.0254669190224,5.30276105638809,8.38639031194208,9.12686721043156,8.07923101122343,6.61095430595454,8.04309465275581,4.87678717843196,1.76313190196604,8.93417268832391,8.89450922577384,5.66599366615924,4.60340712494905,5.81800962603106,7.30515342416504,7.59813835462323,9.79010251832104,6.96528362805104,6.59296569927131,1.64736115224626,6.77907907227487,3.5269660294566,8.91873657406984,5.28935433693154,6.92455138392067,2.09883137414693,2.31343457678096,5.35919884815681,5.6539285022318,4.51863019585323,2.94695857127364,3.25558854545513,2.0625027208104,1.06698140875835,1.46602455667659,1.70251510736507,7.85999217437691,6.43917663286711,1.72685558231781,8.73526816269373,5.83676799408959
"Aegolius funereus",5.91331711396513,4.49614098222357,7.01278706863646,4.64710031028244,4.78592808932642,5.3734459436589,4.35230627647013,3.95552445209725,3.09232296022559,3.47034974990638,2.98007039369168,2.82512494589856,3.5309958783951,3.77977882611813,3.69950249751161,2.88099704816729,2.40109791206369,4.04624653580501,3.46437359692933,3.84229013496887,3.94913112771346,4.03982576872823,4.94867558535725,5.32306461190813,5.44031145178917,3.59779875739729,3.97080076208901,4.20726655818712,4.41612878842761,3.41704889247838,3.63111452011497,4.16302408394027,3.18652395670983,2.58731056891198,3.63214268780883,4.42054159163182,6.73107122254921,4.71473600858333,1.88183986037629,4.59790751530816,0,1.86608384758514,2.71180648044838,1.29446427347555,1.86790886846013,1.80971695735278,3.77688236015225,2.93061309328135,3.54464977030151,4.87180182218791,3.71523910807402,3.71395023735924,4.1141238455176,4.0247069325938,4.01746678712895,3.9762321040076,3.20326024204136,1.99624325481248,3.97054550234643,4.7323782946382,3.66488822178856,2.43897365716235,4.15912195369367,1.93156917701894,5.56153575718454,4.48296292721861,4.52661070032247,1.83034704704828,1.91425554576588,1.50163604080942,2.95280275477808,3.2722310010975,5.37525705965187,2.59183315659724,2.29224405495901,4.92951180587523,3.94465523373713,1.47653664765963,4.55546844522255,1.48637978638951,2.70823978549436,5.04215663787945,3.86536680812486,3.41239111727824,1.96827042710076,2.22904180053901,4.10940403129886,3.4557090073875,4.42883579520865,4.2103808405767,3.80429271444774,3.71159249852121,3.36703675416373,2.43433186875688,3.9804598389963,4.74556585590754,4.13082439771626
"Surnia ulula",5.11073130696934,4.16079334501634,5.57242841363752,3.45570123209136,4.19264668416869,4.11761163869941,3.6313196041081,2.88442632373324,3.10609195799316,3.28035977871995,2.56586751003024,2.32677781393905,3.36740395411189,3.55166620285927,3.53226764017515,1.97177288506803,2.18511263317424,3.20149435829554,2.81184947853606,3.28975858204899,3.40293442375512,3.12890795662395,3.52675361120825,3.84261085085643,3.96922856837661,2.69127493274915,2.59672023983578,3.67117091331602,3.74905660787118,2.7159705422712,3.5866547642369,3.96470037401617,4.30863323200812,3.18280367321794,3.70068818477836,2.89579096817744,5.19730332818628,3.17648047845058,1.72097227894506,3.0736911805513,1.86608384758514,0,1.47015435122581,1.66207493871185,1.36044588852321,2.17609634330237,4.82293565947864,3.44937675673589,4.25880730455365,4.23472540990924,4.80235325602423,4.48155647553181,3.91613855234243,5.46348009786728,5.04680676177775,4.72253312905818,3.34773045989206,3.08307423613427,5.68923127522506,6.44078808139199,5.37858687931316,3.9038621057571,5.35857705428024,2.80323254827595,4.15159754922178,6.17713254509624,6.23566283571032,3.20184875672223,2.57138385653347,3.1060994234611,4.63342575488177,4.95720372717575,7.04764642302732,4.28320057209749,3.83390258697762,3.72611917376762,4.40284772609816,1.42711359185763,6.26778361712581,2.83666832747526,4.21298795272655,3.90188608733297,2.91372039021783,3.69077897229923,3.26141024201848,2.7279428432666,3.40909526054448,3.00099722038882,3.07141014444951,2.94974437537653,2.51030731820716,2.5249111526751,5.03184803537186,3.84482256819541,2.61875480181022,6.01808824589661,4.49233102704806
