"","Gavia immer","Gavia stellata","Morus bassanus","Nannopterum auritum","Botaurus lentiginosus","Anser caerulescens","Anas rubripes","Anas acuta","Anas crecca","Spatula discors","Bucephala clangula","Bucephala islandica","Aythya collaris","Aythya marila","Aythya affinis","Clangula hyemalis","Histrionicus histrionicus","Somateria mollissima","Somateria spectabilis","Melanitta perspicillata","Mergus serrator","Mergus merganser","Larus argentatus","Larus hyperboreus","Larus marinus","Rissa tridactyla","Stercorarius pomarinus","Sterna hirundo.1","Sterna paradisaea","Alca torda","Uria lomvia","Uria aalge","Alle alle","Cepphus grylle","Fratercula arctica","Buteo lagopus","Haliaeetus leucocephalus","Pandion haliaetus.1","Falco columbarius","Bubo scandiacus","Aegolius funereus","Surnia ulula","Asio flammeus","Canachites canadensis","Bonasa umbellus","Lagopus muta","Charadrius semipalmatus","Charadrius vociferus","Calidris melanotos","Numenius phaeopus.1","Actitis macularius","Tringa solitaria","Tringa melanoleuca","Calidris minutilla","Phalaropus lobatus","Phalaropus fulicarius","Megaceryle alcyon","Picoides arcticus","Empidonax flaviventris","Setophaga magnolia","Empidonax traillii","Eremophila alpestris","Tachycineta bicolor","Perisoreus canadensis","Corvus corax","Poecile hudsonicus","Sitta canadensis","Euphagus carolinus","Quiscalus quiscula","Pinicola enucleator","Zonotrichia leucophrys","Zonotrichia albicollis","Regulus satrapa","Passerella iliaca","Plectrophenax nivalis","Branta canadensis","Chordeiles minor","Lagopus lagopus","Setophaga petechia","Turdus migratorius","Loxia leucoptera","Phalacrocorax carbo.1","Branta bernicla","Pluvialis dominica","Picoides dorsalis","Colaptes auratus","Melanitta deglandi","Melanitta americana","Larus glaucoides","Bubo virginianus","Strix varia","Corvus brachyrhynchos","Acanthis flammea","Loxia curvirostra","Circus hudsonius","Riparia riparia","Gallinago delicata"
"Bucephala clangula",3.85677358456185,2.7248794372897,4.84566471712666,3.17534014688029,3.6756553363623,3.25736361214444,1.89813361404409,1.57251505494295,1.40470136841289,1.32874236427485,0,0.556828251823132,1.28109080025019,1.4001671735724,1.27243903271225,0.976326925616156,0.785654417898028,1.87573302223283,1.15882668142058,1.17292848467382,2.08187392247923,2.20325494255326,3.25479053854875,3.66178043480593,3.78524538823532,2.27460951543631,2.62606249132345,3.40034395186739,3.83687495876198,1.50361258310619,1.76313685338977,2.08395619617464,3.29012096354209,2.23847861927532,2.25626969184476,3.60136132846353,5.31610830144538,3.36364422702247,2.1822568922191,3.47259807032772,2.98007039369168,2.56586751003024,2.1291629691768,2.31097149269847,2.14034207392027,2.20775568540641,4.55163410036849,3.38395305744833,3.61385352020006,3.2456370342952,4.53240627415505,4.04811463640454,3.10546726222036,5.40180306170392,4.78453144139447,4.15285986455446,3.38669638079899,3.4771572317051,5.99974987665132,6.85098515894919,5.77735145350352,4.29367972707714,5.40625180321991,4.00014795825006,4.21167647308185,6.8282350759454,6.40725215331707,3.82593120763995,3.30672480132851,3.73244132891219,5.22306199329787,5.57360603126336,7.50200275597932,4.85193663922907,4.20778063603306,2.94143459423833,4.6973318631411,1.928258366275,6.56622909735235,3.52736563558763,4.43216265255865,3.62331608076814,1.65831917207081,3.01030072474244,3.54330332079271,3.29396000565614,1.58738192254259,0.91961907357022,2.88903815217655,3.51732735635755,3.61005342716884,2.81437566141859,5.48480977530458,3.84950630855912,3.2681441684671,6.05408720822143,3.59883678184073
"Bucephala islandica",3.69343871063454,2.6234573844627,4.74322016237983,2.86476054088073,3.34704693860755,3.00906708823674,1.82860072153182,1.66403607371785,1.70641739777798,1.63390664145051,0.556828251823132,0,1.38885348708093,1.44436723397912,1.43155174659864,0.963047296878117,0.921266487772923,1.60058867288038,0.861638360508143,1.22792763876727,2.07902074977755,2.02905109653145,3.08452880800412,3.43033143346923,3.55965180767778,2.39791162688913,2.52567017388498,3.70046350735758,4.11728151174415,1.71146850369582,1.9477483122334,2.35348787725032,3.56618267465074,2.35059691631362,2.46182519084198,3.2128791884766,4.97882309655201,3.02372116527186,2.14002509513264,3.08166128718748,2.82512494589856,2.32677781393905,1.87962057363562,2.11380144633133,1.89170892220488,2.23091047421592,4.79593272738787,3.54051973983054,3.87532540488422,3.28358242016352,4.74335407532932,4.24187585405871,3.14876837309799,5.55391588480315,5.01528762598709,4.38905736570792,3.40927961070152,3.37761584701637,6.05529407433488,6.90161259610384,5.81164771363702,4.36967305518492,5.63577714089905,3.72848562341128,3.87247138076055,6.84599876402387,6.50094976583465,3.7584207349153,3.11901821701573,3.69170239989442,5.2170475891789,5.5454781523352,7.57499209673844,4.83836784898719,4.28778133033087,2.63236952132264,4.91056082595091,1.70217644444185,6.62397434767492,3.43210098057065,4.54844034460149,3.30032366785085,1.42041549826689,3.22696198882846,3.51148960900133,3.09773757068963,1.42124224460931,0.806698138772875,2.74265881045987,3.04097075499074,3.14730145193579,2.40800838000412,5.56140491896478,3.96099086506941,2.91268141300262,6.28841158253685,3.77630105768849
"Aythya collaris",3.42289744797413,2.35426728251345,4.72183077516577,3.13609597434035,3.23683414111666,3.33536420484341,1.37478533088836,1.95524978381972,1.26663315068685,0.882685672976219,1.28109080025019,1.38885348708093,0,0.506479205687853,0.362363616315022,1.97627315107855,1.76075652490009,1.77732279610369,1.50525625943446,0.896922216791292,1.81086253133206,2.16731859460498,3.66526550056313,3.97836056536223,4.09572900082584,2.975605097728,3.44318085445694,3.91850402812862,4.45627838238821,1.97494979254352,1.39208381427351,1.67418439673099,3.48324604420446,2.18576336329035,2.01119026631522,4.20148907175187,5.43285635509106,3.74207095752962,3.14376467097792,3.93070723381211,3.5309958783951,3.36740395411189,3.04580333451339,3.08343752636766,2.98335332977271,3.14006664563968,5.06526042815626,4.01864745331696,3.7561958674812,2.99132671849448,4.75123180295667,4.14656491430229,3.00825084785079,5.49825566733535,4.97426627682098,4.24731412956451,2.99986385372052,3.41893465564157,6.17968163924921,7.04146735511303,5.97838495656952,4.75963371765332,5.94170867570929,4.27464262587194,4.20980027865225,7.07304019985274,6.48672819627043,4.08146892142747,3.42910897216729,4.01029723195318,5.49548335078941,5.80664083669055,7.76957675610253,5.16357305042794,4.67783133885933,3.19830443979779,5.55304081435615,2.78436613352245,6.74137437625927,3.90374112276616,4.58637967299526,3.45292358255413,2.16698636450024,3.55470173550603,3.52624413701963,3.23646229543473,1.46050405674377,0.952541991404989,3.42588492425398,3.837169881052,4.00291760881614,2.96271545304658,5.77291103970385,3.92534789439586,3.96459362837625,6.54804972970236,3.13046103135809
"Aythya marila",3.30944016856009,2.39038674650869,4.59615524360301,3.16535677793803,3.32174650984913,3.15967572418171,1.22732951449575,2.0362826769464,1.6023202843726,1.24786385770327,1.4001671735724,1.44436723397912,0.506479205687853,0,0.430299325807617,2.0953595394238,1.95558779483473,1.65324410657491,1.33806871718612,0.827238903056261,2.03610882451207,2.28054608012333,3.66893550729747,3.93457982082052,4.05205853030574,3.16662801840808,3.53469884165128,4.21006140912014,4.73130526560127,2.18311403025476,1.59396494819683,1.91723831328722,3.73125636381374,2.56017646065591,2.24351209590166,4.17580816618422,5.28681321327438,3.63989895013588,3.34104120580017,3.85624108215365,3.77977882611813,3.55166620285927,3.14842947712504,3.30722914365185,3.19991340088874,3.34272275576599,5.3659764310297,4.34309136920968,4.14938977387073,3.2512701357168,5.14110033003472,4.54241546846577,3.34666203026564,5.86964363055032,5.34841630908724,4.63052464191944,3.35197884578492,3.77069391717859,6.50783522738288,7.38356738938942,6.30811000197853,5.09050550544856,6.21237169479605,4.55597287064587,4.1446492907625,7.40774558378938,6.8264976993904,4.45511433826467,3.79671013320999,4.32001774678659,5.84077565328815,6.13973344564091,8.10238867279774,5.49068254843868,4.98887917235887,3.00758832598709,5.78523108696026,2.97132668567005,7.07818132145328,4.25292751391044,4.95948937948115,3.44624267542472,2.06474937152252,3.84269632303579,3.88675257131659,3.58300678529601,1.15335330610441,0.870716008595794,3.47952771804586,3.80412815972601,4.04811214453832,3.04064140208889,6.10245343863751,4.27725839583945,4.00198851440977,6.8151343509794,3.57019782689918
"Aythya affinis",3.40735606353016,2.33026770343966,4.72753844778144,3.27626862821863,3.4052954690383,3.32252789717695,1.37775123679194,1.9606637019253,1.27506019116184,0.922162922807719,1.27243903271225,1.43155174659864,0.362363616315022,0.430299325807617,0,2.03111109190187,1.77362174049529,1.86478681207665,1.45095334218407,0.913252876959556,1.89465540550101,2.29083824545635,3.70110758409924,4.03020263690406,4.14262777592719,2.98593526617865,3.47122296704957,3.9367310397653,4.48422766167713,1.98731402060729,1.34500954669533,1.59346771013773,3.44558240569573,2.2925865174328,2.0368685875983,4.28219734288154,5.51583591491776,3.82549340056738,3.17391254758383,4.02493661620547,3.69950249751161,3.53226764017515,3.11161857416428,3.21228707397764,3.12234650321375,3.16711876302209,5.04177888462269,4.03606515194049,3.78762681254869,3.06842189308863,4.80709468951111,4.2006688763684,3.07891360709138,5.58303445847793,5.02261874705713,4.27858008116708,3.30212905202542,3.67870402289748,6.30505098646539,7.16404835543517,6.11336791373287,4.84314937149844,5.94532607102667,4.51737470026176,4.34453032044652,7.21044007486648,6.59714232638213,4.26806993150764,3.68653267624561,4.18274749862463,5.64788834628917,5.96387926028734,7.8679236425225,5.30128056039683,4.75654507337908,3.18462412696706,5.53491616213045,2.8951954991264,6.85071567229647,4.08378429736286,4.7186610627905,3.60767914107144,2.11769387945487,3.50689074614113,3.75025638655693,3.52653130543313,1.41453604182462,0.980791212700126,3.46227974910232,3.98270047694221,4.182835378176,3.1541913923335,5.88315334387745,4.05263121020494,4.02908407506218,6.54952370578365,3.26433941504421
"Clangula hyemalis",4.14159882414779,3.24148080141152,4.58184449944399,2.92868590507317,3.76130785399198,3.15809037454175,2.20609908476485,1.35625821136143,1.93199074942187,1.86182010052101,0.976326925616156,0.963047296878117,1.97627315107855,2.0953595394238,2.03111109190187,0,1.031374984712,2.06277277884455,1.47881738929575,1.7225871163431,2.36454480281585,2.20949140393674,3.00170551539592,3.37559040976729,3.52021306119751,2.18540566565158,2.24890279741301,3.27857680722061,3.54726566844532,1.66432920997195,2.50961226692912,2.69469402223544,3.83930367922763,2.75332546667911,2.89767129976655,3.07120562547977,4.91828053429144,2.91198809518488,1.94612065147627,3.01727089711767,2.88099704816729,1.97177288506803,1.69970338649262,2.1887214194711,1.73462466774589,2.24765118739217,4.7959097140649,3.45543502565862,3.92655364648438,3.32117039752968,4.79329264494091,4.32370709370747,3.28006016311187,5.69423246936934,5.02813016157435,4.43668348427671,3.40388370845875,3.50075899905072,6.17049551252523,7.03462503106767,5.91789594853034,4.39570355025348,5.57219043596975,3.82208492090451,3.83511030092586,6.93494916957422,6.66761784414226,3.85408206398847,3.20762374011684,3.75718980576987,5.32819389419486,5.66645263533282,7.67990023308993,4.94993349808375,4.33382536525265,2.81376855245778,4.63895354523976,1.79850834558649,6.77402389889108,3.53578208163124,4.62256313125381,3.43450298843057,1.73289469540215,3.26226673655193,3.62704798086453,3.21846762381425,1.89103917087601,1.4510922860678,2.63357821543387,3.14228378631574,3.14378893281682,2.43545644433909,5.62293833195483,4.0693988254183,2.7742040270547,6.24027177358316,3.93491505425761
"Histrionicus histrionicus",4.33780012801883,3.01588754378437,5.32909173093561,3.48216932867047,3.92376180738247,3.74000229809882,2.47942506534231,1.95254538009614,1.36891953228018,1.59514303020341,0.785654417898028,0.921266487772923,1.76075652490009,1.95558779483473,1.77362174049529,1.031374984712,0,2.45041920068127,1.59155484018694,1.88638669052289,2.34135513254171,2.54726139971521,3.559065294932,4.01473111063543,4.13723622476196,2.21257433319549,2.6895746427584,3.17231613472639,3.56803363114174,1.67642465912557,1.99828355447119,2.33190137029382,2.88436089651905,1.95955978259567,2.43076673675413,3.68092472911766,5.69823329932068,3.65314140861893,1.4931775257631,3.71114008047513,2.40109791206369,2.18511263317424,1.91599934966806,1.77139952595366,1.71395669045026,1.56437177235871,3.95059705732945,2.76754047407436,3.15918796294227,3.40908217906028,3.99131813889774,3.57838897409347,2.99875138786574,4.84861290078346,4.2536520787,3.69668854754799,3.30591637629095,3.08538242036246,5.42552686299854,6.26066417901021,5.19683613499718,3.61305860082912,4.80215758422873,3.56874735104724,4.56752577620416,6.21248490745288,5.84433311560579,3.24694268205531,2.90448156348573,3.16729516293217,4.63086777831962,4.9936294118288,6.88199745510812,4.24212040583303,3.53636547821056,3.36814390722168,4.11076308687344,1.43055339395578,5.97428067759268,2.94905278547562,3.86658059374932,3.97748558204784,2.04243031182677,2.54086773176587,3.081889686327,2.9952230756658,2.21370210433944,1.54217378543343,3.09224409329958,3.68565520843279,3.64165079822055,2.96432460132751,4.86462391739536,3.32262298466469,3.230190315282,5.46189020794415,3.44986784280287
"Somateria mollissima",2.42643713883025,2.17270185640688,3.5945143732928,1.78812515788863,2.40874056354881,1.819141755626,1.06647723665755,1.75502537678107,2.6789873899551,2.33009405681824,1.87573302223283,1.60058867288038,1.77732279610369,1.65324410657491,1.86478681207665,2.06277277884455,2.45041920068127,0,1.20121396557627,1.19768228868124,1.85817100075044,1.30685271181705,2.38739341323188,2.48348760690926,2.60482181863127,2.91824908851818,2.65134704366474,4.43485125077122,4.88810387861673,2.33756310961613,2.37324886806913,2.63080822156836,4.91206695523539,3.27517426264744,3.01026419413215,2.85362657323605,3.77870186809973,2.25076013681206,3.53050166195273,2.38266516537798,4.04624653580501,3.20149435829554,2.60536546008271,3.32645477460908,2.96170136606271,3.64264022902852,6.19867141181706,4.78511008030466,4.95265516745326,2.97443685018343,5.92989805618897,5.23457195664032,3.40727537663603,6.73878741697549,6.17721980320555,5.4075322662526,3.80026659704565,4.26824163831295,7.35522486223576,8.16571801715623,7.10417782169524,5.76303134208099,7.09686012519551,4.53986895196459,2.72979179987756,8.11447452318914,7.74393709256476,4.8615063707627,3.8969322161188,4.95236307897717,6.46174213691294,6.7700660891402,8.89049532666325,6.13140463409708,5.7142896366676,1.64204727462432,6.26724682299001,2.95027845305377,7.90094850845783,4.56715620150598,5.81123194069071,2.03522890378383,1.28357472113608,4.33894976104184,4.53962291108587,3.67913147049058,0.959826414117788,1.2736549151527,2.38834222074843,2.41360938649967,2.79685230582994,1.88343651036343,6.927843085281,5.22106074373706,2.91527880842288,7.7578140973541,4.24932520172377
"Somateria spectabilis",3.0835353943028,2.24436450602919,4.24213883430533,2.5520600292332,3.10949037824936,2.43278370427446,1.37053608464999,1.59897578703778,2.03333367873295,1.90598517665352,1.15882668142058,0.861638360508143,1.50525625943446,1.33806871718612,1.45095334218407,1.47881738929575,1.59155484018694,1.20121396557627,0,1.17765198231633,1.94843765975725,1.81572824082072,2.79040236638233,3.07257994829128,3.19193889797484,2.52919848082856,2.54066526666423,3.98680345807619,4.4304364000403,1.9458288589116,1.94868114272547,2.32130937955327,4.08339140350028,2.76957474186169,2.69574545267049,3.03880639483663,4.53384723567565,2.68221864253914,2.69389848012142,2.81798574601805,3.46437359692933,2.81184947853606,2.13568176697727,2.74571238362098,2.51720880524747,2.80505351749317,5.34917639063702,4.05705200625641,4.34089909622478,3.21235416285617,5.29815743610473,4.68027479676077,3.27928308421513,6.11239127172399,5.52427995173311,4.81564195077683,3.7975166569594,3.98235893947458,6.74207900190071,7.56666295518567,6.50656511390363,5.02795158459023,6.23021647156865,4.32418130040488,3.54795251753077,7.51487413553923,7.11997944061087,4.40742829197701,3.71577975261538,4.38319956011283,5.91199714100577,6.23573205705024,8.22535952339201,5.52988668497431,4.94975429214347,2.06491125882387,5.41698301514959,2.32050877275611,7.27492251425212,4.10168196377799,5.20320908189319,2.94213447258298,0.968434466843583,3.59899915754178,4.1281527458723,3.59917372105166,0.92410851078507,0.896431217051351,2.56027295187547,2.88750417208072,3.14114209407838,2.36035975433867,6.24537739055801,4.59594058423477,2.88702913802954,6.88874367847432,4.0711651801123
"Melanitta perspicillata",3.09370915457615,2.40163562649838,4.10774355734455,2.73743071454582,3.16691993164038,2.63944830243641,0.975250396728246,1.48823554172916,1.8337589762386,1.36399537052601,1.17292848467382,1.22792763876727,0.896922216791292,0.827238903056261,0.913252876959556,1.7225871163431,1.88638669052289,1.19768228868124,1.17765198231633,0,1.87719161582072,1.8819950479061,3.04291481374052,3.31003105442645,3.43015161105672,2.78058542564159,2.95458439674685,3.97878522487494,4.46294557607857,1.79725212696639,1.79667825326195,1.99649389358944,4.07619539928747,2.79331937807636,2.30006231746342,3.67966054777908,4.78217975930006,3.13186588214869,3.21942239695248,3.32860432507641,3.84229013496887,3.28975858204899,2.769624054997,3.24151932527859,2.96903166657816,3.31845156988077,5.52850683076514,4.34586381864685,4.31910880670577,3.01580220565944,5.33584137594294,4.71624839168525,3.27437478264165,6.1744785110384,5.57560737028974,4.8279551654574,3.49243365848671,3.98603265922517,6.80830014912953,7.6708389831549,6.58678212368471,5.26142121935561,6.41283060072546,4.57917648093427,3.65150388511556,7.67477194705005,7.18162877540111,4.5855366687748,3.81530181097532,4.51101957352285,6.04570254127146,6.36498427807061,8.38302668692923,5.69530133416149,5.17963159488686,2.54254230186755,5.77133409281912,2.8582268466015,7.38414446861669,4.33105640759427,5.20907408795866,3.06771120760397,1.6183928637461,3.84738943512652,4.15193057980395,3.67232532752158,0.88921533106223,0.675550767812426,2.88910326604043,3.38505164166384,3.6548173252818,2.64499357498222,6.35398546995392,4.56405070523705,3.52191565606985,7.04229452268646,3.76618959851143
"Mergus serrator",2.5513596373605,1.4060556124959,4.1707578429365,2.22708368415756,2.3936782318736,2.89047307667393,1.65056270741955,1.80292828928214,2.01781891173332,1.88132867088536,2.08187392247923,2.07902074977755,1.81086253133206,2.03610882451207,1.89465540550101,2.36454480281585,2.34135513254171,1.85817100075044,1.94843765975725,1.87719161582072,0,1.03011278829829,2.7309457873736,3.14409154713972,3.22341073762066,2.23947055737133,2.67270972705606,3.34885883047412,3.96652271208283,2.13345402339574,1.62158899255438,1.48299948713913,4.27608801716943,2.30162557632368,2.7134377812195,3.60098404422341,4.88707806686594,3.32661417511704,3.32814327173463,3.48164180269356,3.94913112771346,3.40293442375512,2.82486442286046,3.23832369073602,3.03868327543219,3.32034847366598,5.24317622150383,3.74854051985116,3.60036040636456,1.49968348396423,4.69954055099346,3.80539524541516,1.78782370711148,5.6258987940909,4.8909895703143,3.96280363100799,3.31749690362805,3.86652143192801,6.75434005891806,7.4404641555727,6.54726796572543,5.04705981868369,6.33380343097438,4.48066888156246,3.73858535650624,7.46650258178697,6.91741400360875,4.20932685693353,3.50218322208246,4.68698058205606,5.90981679142208,6.28854518978293,8.10941944313501,5.65508364104087,5.10834079049418,2.78545386445767,5.54394638074536,3.02033041127712,7.15660765811448,4.04925553939422,5.07521619585172,2.61401504415329,1.97261149939777,3.19127282953263,3.99673048050674,3.25625492585234,2.15296497890445,1.96724332102664,2.48710532994687,3.49519906820048,3.56822622313818,2.51664335560975,6.33203028137262,4.62098536401266,3.36771888652643,7.00586254410554,2.69090660495525
"Mergus merganser",2.34854728958464,1.83636686474502,3.58985777077463,1.32045485007852,1.99368661909064,2.17141976596499,1.56867706117334,1.65962950329188,2.64052379938421,2.39723060603174,2.20325494255326,2.02905109653145,2.16731859460498,2.28054608012333,2.29083824545635,2.20949140393674,2.54726139971521,1.30685271181705,1.81572824082072,1.8819950479061,1.03011278829829,0,2.04862198399244,2.32665698937528,2.43123330148504,2.38025518828319,2.23931342749635,3.77006494662949,4.2628207897445,2.36515947930683,2.3614119641177,2.36729544823917,4.95138760599146,2.99342949204434,3.24833902436382,2.76499461719469,3.94936368556046,2.43549559754544,3.43845616604102,2.5638486536363,4.03982576872823,3.12890795662395,2.51311752590128,3.23586748408168,2.84672710447581,3.53674525054834,5.87249104776665,4.24614334356655,4.39041508423854,1.86447755428985,5.40245437731534,4.57141594701813,2.41581817530598,6.3129019180537,5.61932516209498,4.75684176572306,3.58076719601242,4.09343979155505,7.21000789134057,7.92879451741184,6.96800021381737,5.49928854693041,6.8804746855695,4.40153625051433,2.82805145497332,7.89189270985014,7.50019530548338,4.52406801051095,3.59477552036834,4.95926825942819,6.28128390652123,6.63492696932102,8.6246674720824,6.01399761228065,5.55329674774601,2.00412347288959,5.91429719309245,2.97974679893554,7.67062607183341,4.28566716617253,5.61581882977519,1.74355979680406,1.5912847258557,3.81153687248078,4.34220956175147,3.32761485139481,1.90265519270362,1.92093062283387,1.9433319031925,2.62551477703633,2.76567580263605,1.72616635893319,6.79934346323822,5.14806564295077,2.70170233089552,7.56960903220111,3.5396800849076
"Larus argentatus",2.83809464106109,3.05771294641389,3.02872829863353,1.95846562874856,3.17106498698596,1.68256853814572,2.76878145276944,2.30469430832552,3.96012233632374,3.74261467875297,3.25479053854875,3.08452880800412,3.66526550056313,3.66893550729747,3.70110758409924,3.00170551539592,3.559065294932,2.38739341323188,2.79040236638233,3.04291481374052,2.7309457873736,2.04862198399244,0,0.730512259834123,0.76869466008975,2.43420971942051,1.44462172427337,4.06576071877715,4.3775810669955,2.95899760617869,3.6666248587235,3.6699560865375,6.11102777726836,4.43917737485485,4.23491123353338,1.93122934447573,3.07602895173938,1.72941221922234,3.92858894079789,1.85035388680655,4.94867558535725,3.52675361120825,2.48626227703888,4.15356168972026,3.64203950294088,4.30039508112985,6.72335363327383,5.02959548717342,5.56863136582632,3.03606104945862,6.57215636779862,5.75352446473289,3.64894662073779,7.5870853829032,6.78441518576405,5.96017968968933,5.00356869450106,5.55795912080801,8.48455755165365,9.15878197788636,8.21997218690901,6.49791325314561,7.70112248139046,5.47039798150469,2.43713573183594,9.07211942419353,8.81384229998199,5.75101744080661,4.87227100983362,6.0952546283377,7.45564299168009,7.83814500143367,9.75932296157654,7.14345912301166,6.53765355966963,1.74153083593456,6.31490297994127,3.7909061044697,8.92566981667002,5.41962389522618,6.80954068915851,2.34103461500899,1.96222645981619,4.55957516096262,5.79976894357798,4.79637543483347,2.93049579873627,3.19826697032208,0.680931309474555,2.53159435753438,2.72818361239935,2.27845320223072,7.89087343335443,6.37712797748242,2.05536337315678,8.40786679993673,5.11607054013076
"Larus hyperboreus",2.80552216089285,3.39778876333774,2.68350179687315,1.83107334745797,3.13255261814601,1.41457738549936,2.95192057332441,2.69803735229838,4.42677465281085,4.15372333856856,3.66178043480593,3.43033143346923,3.97836056536223,3.93457982082052,4.03020263690406,3.37559040976729,4.01473111063543,2.48348760690926,3.07257994829128,3.31003105442645,3.14409154713972,2.32665698937528,0.730512259834123,0,0.195110684714989,3.11496304619258,2.05626077099665,4.72576438518876,5.00405016338658,3.42859987117593,4.11995803028482,4.14932294905604,6.64785420547462,4.92998352264881,4.63887127506127,1.83112057329741,2.37083809516956,1.43919119420928,4.42650513581097,1.53167936530104,5.32306461190813,3.84261085085643,2.92290529383113,4.54869337990421,3.99007923465758,4.81559853936862,7.35897266885138,5.65945912962207,6.18381920013452,3.4450792073092,7.17625849436944,6.36077063391592,4.16461393220556,8.14784312519956,7.39949279395244,6.57677490358269,5.28502925144449,5.87617295457247,8.93845013389675,9.63537448098609,8.6600038226092,7.02803281200978,8.30870631508456,5.70829415790666,1.88894243812886,9.52647751468917,9.31212154710947,6.17263589413956,5.17443724061811,6.47367361746193,7.88824616967447,8.24141917579415,10.2709669061977,7.57171699205442,7.05369092508233,1.61724871745446,6.95012152393082,4.18082573733539,9.40791892712637,5.83721222004651,7.29905534696416,2.06942279941449,2.30576179795514,5.22133034162051,6.17343265404869,5.06742335199648,3.08279039152565,3.46675546741603,1.36221328112491,2.27452113867253,2.59752491728384,2.26273088935124,8.37311297215566,6.83318908706535,2.22674144525692,9.01326371237177,5.59817689504433
"Larus marinus",2.78417133814337,3.42691781916264,2.72074279962756,1.9399732230373,3.19343051305596,1.48955289195458,3.06583979067341,2.82562264059299,4.53733142669037,4.27164042969454,3.78524538823532,3.55965180767778,4.09572900082584,4.05205853030574,4.14262777592719,3.52021306119751,4.13723622476196,2.60482181863127,3.19193889797484,3.43015161105672,3.22341073762066,2.43123330148504,0.76869466008975,0.195110684714989,0,3.17731254607808,2.12884343247672,4.79406700583174,5.07882388163315,3.51013945878819,4.18789193910395,4.21176626235573,6.73875788895287,5.01351642038819,4.69954698960876,1.93814468570754,2.40334655958937,1.59675912678984,4.53434120504707,1.65425475140276,5.44031145178917,3.96922856837661,3.03375471056038,4.66223327477277,4.11590184211122,4.91408507237677,7.43799633686018,5.73904451193411,6.26083843918448,3.50627804772576,7.25717161503185,6.43290808800388,4.22826729096127,8.23244945688145,7.48204282336372,6.6525520529298,5.40780023895586,6.00826911043076,9.05136991234804,9.73424551404222,8.77372432912072,7.1270360502325,8.40394423092672,5.83042019717208,2.00230465852139,9.62827398542773,9.41127713570284,6.27798000688903,5.28927908000909,6.59416926386937,7.9912518376277,8.34786844274223,10.3628220518643,7.67648019379469,7.15364438102492,1.73088610797787,7.03380636449004,4.29392557402006,9.50691688504974,5.94350957487522,7.39974627574802,2.15779306390779,2.41613146716438,5.28527242145605,6.30057764952355,5.19301458137652,3.21498266886274,3.60056303881572,1.41517665357479,2.38238790888552,2.70593092180492,2.41063664202824,8.47723863720882,6.941424537799,2.32553674020113,9.10904748170815,5.67656220799181
"Rissa tridactyla",3.98514726589803,2.9377519738253,4.7384295773101,3.27789745394126,4.0413965921241,3.47388689204285,2.93547698188362,1.96066361456359,2.49198293134946,2.63718549264377,2.27460951543631,2.39791162688913,2.975605097728,3.16662801840808,2.98593526617865,2.18540566565158,2.21257433319549,2.91824908851818,2.52919848082856,2.78058542564159,2.23947055737133,2.38025518828319,2.43420971942051,3.11496304619258,3.17731254607808,0,1.46480457315111,1.91205851078964,2.37836336079699,1.87957324248298,2.51400597270588,2.53802946721257,4.14372043801139,2.84347292251914,3.12020568402835,3.29326721119981,5.28143348496312,3.30773117110138,2.37022169871632,3.47428459577534,3.59779875739729,2.69127493274915,1.82930661759089,2.97001206489166,2.80654257654283,2.57718791769518,4.48494262806558,2.94184263634813,3.4637120145097,2.79981072356346,4.4710881764012,3.74797308060252,2.66605321788103,5.54706163224242,4.60167388226835,3.89688561034481,3.94463025618301,4.36770920457391,6.71690005489243,7.34863956815485,6.50641312883081,4.56566245612053,5.43847527312206,4.69582614673583,4.33404424788945,7.30494235580948,6.89779178218418,4.286143431324,3.94540862263291,4.61058446320078,5.82451046754833,6.28684863255481,7.83438504592543,5.52865039974959,4.60850388126599,3.24966931905015,4.09952477300435,2.67698858168012,7.10621899565345,4.01193035142417,4.91767552298974,3.80109547404216,2.17286743020436,2.45903736942603,4.36748337980747,3.94054257759579,3.0796971243523,2.82556370390728,1.8301458453151,3.83778832730131,3.69881341791845,3.10779838890631,6.01574203166861,4.60080927347017,2.88539089823435,6.14496299171622,3.68584971595748
