"","Onychoprion aleuticus","Cinclus mexicanus","Falco sparverius","Synthliboramphus antiquus","Calypte anna","Sterna paradisaea.2","Haliaeetus leucocephalus.1","Hirundo rustica.1","Bucephala islandica.1","Megaceryle alcyon.1","Haematopus bachmani","Arenaria melanocephala","Poecile atricapillus","Phoebastria nigripes","Rissa tridactyla.1","Chroicocephalus philadelphia","Aegolius funereus.2","Bucephala albeola","Perisoreus canadensis.1","Aythya valisineria","Ptychoramphus aleuticus","Poecile rufescens","Petrochelidon pyrrhonota","Bucephala clangula.2","Gavia immer.1","Mergus merganser.2","Uria aalge.2","Corvus corax.2","Nannopterum auritum.1","Dryobates pubescens","Calidris alpina.1","Hydrobates furcatus","Larus glaucescens","Aquila chrysaetos.1","Ardea herodias","Aythya marila.2","Tringa melanoleuca.1","Anas crecca.2","Dryobates villosus","Histrionicus histrionicus.1","Catharus guttatus","Larus argentatus.3","Eremophila alpestris.1","Fratercula corniculata","Brachyramphus brevirostris","Calidris minutilla.1","Aythya affinis.1","Tringa flavipes","Limnodromus scolopaceus","Clangula hyemalis.2","Anas platyrhynchos.1","Fulmarus glacialis.1","Glaucidium gnoma","Aegolius acadicus","Leiothlypis celata","Pandion haliaetus.3","Stercorarius parasiticus","Urile pelagicus","Falco peregrinus.2","Cepphus columba","Pinicola enucleator.1","Spinus pinus","Progne subis","Mergus serrator.2","Phalaropus lobatus.2","Buteo jamaicensis","Gavia stellata.2","Cerorhinca monocerata","Columba livia","Lagopus muta.2","Buteo lagopus.2","Bonasa umbellus.1","Selasphorus rufus","Antigone canadensis","Charadrius semipalmatus.1","Asio flammeus.2","Bubo scandiacus.2","Melospiza melodia","Ardenna grisea","Cyanocitta stelleri","Melanitta perspicillata.2","Catharus ustulatus","Setophaga townsendi","Tachycineta bicolor.1","Cygnus buccinator","Fratercula cirrhata","Ixoreus naevius","Tachycineta thalassina","Calidris mauri","Numenius phaeopus.3","Zonotrichia leucophrys.1","Cardellina pusilla","Gavia adamsii","Canachites canadensis.1","Meleagris gallopavo","Strix nebulosa.1","Surnia ulula.2","Corvus brachyrhynchos.1","Turdus migratorius.1","Riparia riparia.2","Strix varia.1","Branta bernicla.1","Branta canadensis.1","Chordeiles minor.1","Junco hyemalis","Catharus minimus","Bubo virginianus.1","Brachyramphus marmoratus","Zenaida macroura","Colaptes auratus.1","Accipiter striatus","Melanitta deglandi.1","Lagopus lagopus.2","Patagioenas fasciata","Pica hudsonia","Setophaga petechia.1","Picoides dorsalis.1","Branta hutchinsii","Hydrobates leucorhous","Larus brachyrhynchus","Accipiter atricapillus","Circus hudsonius.1","Stelgidopteryx serripennis","Gavia pacifica","Troglodytes pacificus","Sphyrapicus ruber","Dendragapus fuliginosus","Cygnus columbianus","Megascops kennicottii","Gallinago delicata.1"
"Selasphorus rufus",7.116232920436,6.27021799493127,7.74210614976045,6.14578375722596,1.0382960398915,7.17266031317235,12.6577787893242,4.93701065743439,8.69321524675473,7.67964380246319,9.16213718909551,6.00604036558425,6.08268184240375,11.6625750985207,8.29949468970686,7.43176510765403,7.68789554452554,7.52571786595324,8.41422447879596,9.05482768381837,6.42444170222465,5.85550949225865,4.92945659560754,8.38095080616245,10.7323265007556,9.38029080464398,7.97935966449905,11.4931025942432,10.3572362318309,5.83022383470689,5.37379263276631,5.93637059776449,10.3436492291004,12.5805469078168,12.5470110566047,8.79434666034203,7.90892814051647,7.52171990935099,7.29913936743469,7.96695270133466,6.1993290151665,10.3455108708596,5.92659223662359,8.2304025092298,5.53122245854774,4.83127348077626,8.48366227127056,6.65531942321641,7.12429345469396,8.59952432448595,9.43761092571696,9.40211347419938,6.70752594296414,7.25272356522581,5.66698331873355,10.853622632167,8.62720339510464,9.57995065607313,9.4245331400688,7.52727369046399,6.97449303825645,5.01869954293922,5.75997673070029,8.67256302937585,4.80888587934094,11.0677883393046,9.18352118786261,7.74828834561477,7.3758443933968,7.52363125330627,10.7211427094326,8.47893061368402,0,12.2355184255793,5.18049047959142,8.96414137161279,10.9589733022175,6.4785284773062,8.76124118829201,8.90481322705232,9.03229047435787,6.23401549446261,5.28447695140838,4.8079534799555,12.9685791744969,8.7182234404123,6.73041003930273,4.73885132001969,4.62027502377603,8.77460524463321,6.37499726784246,5.69747759261175,10.8296308935991,8.06717385547807,12.4240900982133,11.0298418985134,8.66267181693901,9.97278456653666,7.19815142797455,4.50097622224547,10.5364047563994,9.51326254227848,10.7149286108276,6.14685184539713,6.30203962062827,6.2940569673366,10.8608837387326,5.22858787945404,6.48467064985104,8.05264495497341,8.4281143686593,9.57984843005141,8.26226316724975,7.88455619684132,9.55698851519877,5.58695693924802,6.89672523153634,10.4703984044352,5.64037798544785,8.91722132747936,10.4669613668806,10.1289598973506,4.67390316543634,9.55319992361087,5.48637611958291,6.89727377063942,8.80380989453983,12.1967894828208,8.22926064236176,6.77396222020739
"Antigone canadensis",6.04369944525237,7.80419448653288,5.97767471398032,6.91093862023212,11.4323364471576,6.12963295385973,2.64113613177745,8.87898238302032,4.65223539917343,5.8058962973134,3.30981653441779,6.63770221875219,9.76339709980359,2.86819235520608,4.58197493330915,5.39905413920587,6.37606551248144,5.59124386294229,6.36280352999937,4.32727530160311,7.03133479121638,10.1761138205532,8.9880726621656,4.86608329317286,2.61038805206134,3.13370894021769,4.78987428741893,2.62385756604451,2.44999693631978,8.26184703415352,7.00377522934875,7.25726894978715,2.77822634414163,2.59644629243712,1.40333196208249,4.75234015626505,4.43852324973906,5.32993281314813,6.42540630398411,5.20910126358184,8.09525577703537,2.8069470414303,7.78875311729316,5.21095731570229,7.63487072951269,8.48400151183154,4.84000865887661,5.87593808000806,5.37742336194429,4.74162908544041,3.82309434415379,3.65344198309732,8.23105064732748,6.88536863476655,9.69590599755288,3.14548848701,4.80266329318606,3.34899133986814,4.10477845073486,5.42276939162859,7.29921456851286,9.02517973558113,7.50269041286007,3.75074043887097,7.82349938916564,3.17138485120225,3.68162217886384,5.18543558433299,5.8608015730574,5.97236768172334,3.29680970419481,5.12471487244257,12.2355184255793,0,8.0984252264656,4.5704920043162,3.11324553772825,8.94036121822493,3.91386820952619,6.07574069470169,4.36219613345086,7.90508425868641,9.61434460367901,9.05529120712184,2.40745821481208,4.87361850290429,6.60095013768643,9.38703830403019,8.23736410650121,3.59661222314552,8.44243067370237,10.1309086884183,2.59944112179198,5.60357228599768,3.04169889363664,3.40995249431898,5.25190115068082,3.31981439081429,6.56010012714834,9.68648424961906,3.65417963799666,3.71888011373614,2.84547597098626,7.96479706235013,8.95015331114082,7.79538276338726,3.31420737303492,7.651071695885,7.27425174608666,5.56842737054691,5.82266606842998,4.10982012242937,5.38523445783553,5.52830836559598,4.74968707626493,9.73342714713847,6.73341398574667,3.16479919547837,7.42435147938651,4.13933793864194,3.58100541064336,3.63071883189539,9.50129773165297,3.34708329482087,10.8238144884395,6.57760936257586,4.72647390675837,2.26145521512341,5.78536368557365,5.76143711345055
"Charadrius semipalmatus.1",3.77828642806881,2.89817043444728,3.18230680811658,1.93182382970212,4.31767654829078,3.93207394488632,8.54779507320567,1.56590334930471,4.46782680252753,4.90089221539167,5.47118156266562,1.63808919540184,3.94989136731652,7.89667951709267,4.14785524419352,3.15130206559006,3.48671329002392,3.45649319703172,4.58911424600223,5.3325490541903,2.6050400854547,4.10463834162019,1.47530837918578,4.26865919729964,6.87222152615058,5.42087581684633,4.41920870615366,7.51561225690566,6.36461170867583,2.92442099613602,2.32366310716387,1.40067638878976,6.1336992310898,8.26227367825479,8.6395021235409,5.05402199965803,4.1658725688612,3.8043668080202,3.94463928826787,3.68600974874532,2.8038806480535,6.14686719586467,1.77458674876043,4.42309621228794,1.56527994159622,2.20849498396891,4.75099861998622,2.91454729609312,4.15620862517839,4.46680860988068,5.66608144868784,5.11143277845921,3.49432715425425,3.2054669725257,3.60428885041601,6.62915866168404,4.22700600745703,5.52562776650943,5.03776930772261,3.52571401661146,3.40321075189019,2.51744454030193,1.53705610878734,4.86518556750729,1.69782338466168,6.60094259887821,5.17031185820354,4.06152656889352,2.8443133039132,2.81818389538398,6.21303403210307,4.04029094109378,5.18049047959142,8.0984252264656,0,4.4131103660621,6.59497328118213,3.83107428298326,4.65722889816072,5.30230389249745,5.19765822653675,2.37280392301085,3.12940836522528,1.36881499550126,8.87092215188139,5.09126418902438,2.69549177017375,1.63139588332005,1.57553319022579,5.28517687015872,3.2887631469373,3.94949444247434,7.05880856755808,3.54704559154185,7.96510019910693,6.67386887139159,4.40821411374396,5.85245134170652,3.1428284276456,1.86915331905072,6.19735103908314,5.15735922844411,6.39384748021483,2.01940870688999,3.45353255013081,2.4483971600277,6.48722444502297,1.95053897764073,2.52646543940512,4.51079132978334,3.84824329477487,5.61005043330125,3.73193510025091,3.62311531065448,5.62567828304617,3.53567801610023,3.60475315379488,5.99420475573653,1.09093729948112,4.57544483535857,6.01416106184128,5.51593196437444,1.76100263244422,5.57033043776874,4.56382999491267,3.38756217525053,4.30362866099057,8.08501637988686,3.93289235544077,3.98732124584424
"Asio flammeus.2",3.10185504903304,4.74771550052323,1.76096568891619,3.60154059643287,8.21941361269124,3.18326586874211,4.30202885191448,4.84033683994407,1.73719786514301,3.57801218463471,2.89375620272131,3.27992003514743,6.29700840805417,4.42355566739043,1.71273719081519,2.25878194225179,2.49422737106454,2.38008670679785,3.49006328742615,3.04311031564807,3.79087495686675,6.78769564568929,4.99754330264859,1.94206886051966,3.93793029379426,2.36860970619733,3.1382405909338,3.45253472562267,2.76748635065551,4.82226500761762,4.35229332116351,3.51478685105746,2.24874462179196,3.97498459108843,5.03216013148548,2.90293727019022,3.11833694442447,2.58031799981123,3.60240238102572,1.72011711661153,4.83475242748354,2.32172737723821,4.00863751425317,2.64682323606977,4.07449576852159,5.32842274896249,2.85246279899114,3.70512734850341,3.99717713345089,1.55929731393961,2.66803442427848,1.253418679924,4.67248702319273,3.16490802295424,6.2756595782189,2.36734492103941,1.54114440759665,2.49472915294078,1.04726203203355,2.80947133520203,3.65252267758306,5.35098785596071,3.45876035185073,2.63297439406287,4.73697392465052,2.3940960746503,3.05149797309507,2.76718741756588,2.16142945721287,1.97906215611788,1.91154795179756,1.58894589957209,8.96414137161279,4.5704920043162,4.4131103660621,0,2.28034586673109,5.57076798710474,2.30520400567697,3.95802971945291,2.58535038822317,4.37949862303597,6.13638100771514,5.05437322971778,4.84862510352334,2.98752630785651,3.3275792055448,5.33771240177589,5.08305701879843,3.37940534934484,5.01195059514828,6.7398155984909,4.14040479977561,1.91431079825621,4.01016760378999,2.4809575465363,1.31068739328221,2.08488272699163,3.23246129794409,5.67612419041164,2.21561107437841,1.70301125600346,2.54122567471768,4.01055180815933,5.45386197264568,4.33749307241388,2.3998940903248,4.41499634183085,3.69331424074948,3.21402212460503,2.25109329487021,2.63661057557413,1.5458786563733,2.00192520801723,2.77849571709408,6.37637968902145,3.67771531806632,2.12694853655655,3.70822310521925,1.63949562408994,1.84824982507572,1.39091788023913,5.51065452255565,3.22926094121308,7.69615403525702,3.40423916647725,1.22387242878349,4.13583545451874,2.5655807480998,4.1144535455706
"Bubo scandiacus.2",4.71388706580304,6.45913332888034,3.80835439420098,5.50923409145678,10.244791431845,4.75478523995664,2.12308895624297,7.03381506403608,2.74058253303274,4.37171025817788,2.98438939895745,5.2861827155914,8.06684124260696,3.24869794174313,3.158962252,4.11442118803477,4.17879382618431,3.89892650017887,4.58076553585766,3.29013912033594,5.51947944813848,8.5873857974005,7.17203886270315,3.07364628692213,3.19967189827404,2.33799147484209,4.04590865841769,1.6696378528489,1.75608348737681,6.60507739022906,6.14725183775757,5.70567439442508,1.59999662986287,1.77395056676368,3.37774606713096,3.42241405082201,4.19785378019479,3.90643685988906,4.89595228069287,3.30840285507547,6.63947815718981,1.74979950464548,6.05687828470578,3.70200239765845,6.07750484221129,7.25150084203303,3.57352407557765,5.33888406931652,5.12185313331113,2.66496620439858,2.62806696281695,1.77606054993904,6.31520076947033,4.86484611872321,8.10435463804417,0.722005533640238,3.11451692910221,2.35352858572294,1.8243681447663,4.16638868680736,5.28298351933776,7.31467511883366,5.62212396713803,3.15547626388841,6.70447099775801,0.868278293712597,3.42338747282096,3.92642393560511,4.1182737628776,3.97940549471837,0.887925477692838,3.02770537341476,10.9589733022175,3.11324553772825,6.59497328118213,2.28034586673109,0,7.22431328952167,3.16124662378761,4.62432688087984,2.95794086515231,6.28796209729104,8.06198430069424,7.26212955295956,2.81343156240328,3.55683755537577,5.09020757901984,7.56416616431277,7.08778513219641,3.79613941225493,6.7433941215119,8.57115185521667,3.36094238590333,3.56463843664033,2.26517704642634,1.08493264189331,2.74971673609296,1.58337339305111,4.8915481436698,7.88350116556268,1.40334603501319,2.08206041484438,1.50446411409536,6.17549764784468,7.21646006558044,6.21869946610552,1.01120662077534,6.31468956491209,5.59177610413832,4.16145236945425,3.81613477942513,2.64146976157328,3.21313887077617,3.61200619394131,3.00899356411293,8.22258400387726,5.11923867323781,1.40187076436683,5.91049819563094,2.83816937437109,1.09826748545295,1.59826927133226,7.71001762179352,3.31407983388286,9.49626556010306,4.9432040980824,2.54149676185975,2.28346931354805,3.94641624125398,5.30218718512504
"Melospiza melodia",6.29303572804557,1.81545505114792,3.98602430096975,4.02804358771871,5.87942319128158,6.34634474772172,9.10052229641327,3.75887981347542,5.38800034188488,4.76217505042232,6.23493715173459,3.93610408246694,1.17997572561309,9.2015938260966,6.13763673363685,5.56507883258011,3.25780679692834,4.43750016223006,3.07069041705276,5.94494615774029,3.3272711062529,1.78406906952772,3.42545433442585,5.42683305738203,7.93548681057924,6.39069222722883,5.99173337360919,7.92529269579661,6.96192032620861,1.50466792975341,4.34920582170315,4.48733234389458,7.38620009775148,8.72709374142145,9.07746400315174,5.93297217657416,5.60623950960542,5.12299928917141,2.94132964199919,4.88134029114467,1.69794404909543,7.5063757471429,2.32341983945174,5.48749282044202,4.11613676009381,2.8227718020694,5.76570633395521,4.89477902156651,5.43499599153784,5.51037720392652,6.58715196733117,6.32426687672529,1.22076403252402,2.54672686658304,1.29099545713049,7.44672628445473,6.22072601773656,5.90504425970326,6.25767631081491,4.37296551152908,2.18431660711587,1.79238235303946,3.75730550450083,6.076939355527,3.85953335445127,6.92750005535086,6.42462199570479,5.28386045690553,4.50004958701498,4.21988290247424,6.98796198785262,4.40367286610654,6.4785284773062,8.94036121822493,3.83107428298326,5.57076798710474,7.22431328952167,0,6.59375481725273,3.57711402445062,6.15788360422237,1.8206715012703,1.74465689812574,3.79569761996115,9.520587026253,5.91136493308501,2.65589205247189,3.9943257808787,3.56306349333537,6.63727749884033,0.740793487163905,1.71957428706937,8.16133065720384,3.91771224775595,7.99614933637532,6.96082195772759,4.81731628539835,6.16824542450486,2.53417081765675,3.90469810207761,6.24529252790102,6.46163111444389,7.46257805908202,4.99892607415076,0.64788503506996,1.87290576745978,6.63337027174798,4.49077033710588,3.38772275034554,3.79873506610779,3.6910212503272,6.54113278013169,4.28156230862152,4.22439055653764,4.99842002327829,1.59437672771574,2.76907096573609,6.95276905777532,4.28122557436731,6.49327439617361,6.38660742379081,6.43137714952388,3.78694767490945,6.78083968236724,2.75657813070443,2.82335953629943,4.93968285007304,8.85830835837244,3.46006088734049,4.97557371626721
"Ardenna grisea",2.70558549196927,5.3854182809722,3.29002227523866,3.52425429368507,7.9732671449955,2.92597492980434,4.51167773523682,5.50414345320057,2.15722330681568,3.85808509089809,2.17705926387161,3.32175514730604,7.30530376627096,3.35694436199586,1.37223982216343,2.0485521543235,4.0310060624294,2.59519802858499,4.90520357619777,2.58438234633337,4.04803179391288,7.67715214789848,5.63327922336417,2.0304614867671,2.73086467634619,1.71265367781044,1.71970327794899,3.69525607443923,2.58595610974074,5.6439630881095,3.83183094500986,3.80196424299467,2.10344981553649,4.47664737083952,4.5225834842109,2.44376087522738,2.0646821155162,2.11769541668462,4.39202720969822,2.1989744414556,5.6493893887949,2.06274420323258,4.87111752871945,2.55587167752297,4.1607410699436,5.56618759926557,2.25383113085365,3.01646547698378,2.88350620411863,2.15272655874181,2.0823483816158,1.60021362959563,5.79600369309263,4.44946594430404,7.09927539067602,2.97664507856104,2.03663892468652,2.71839011882673,1.95819046448869,2.77984399269836,4.84122604399776,6.0612420959529,4.09621932442811,1.45172378698979,4.64400814207307,3.50631400766074,1.8645144780484,2.19399059091273,3.01653835974915,3.01304754240807,3.05063385368584,3.05586507950412,8.76124118829201,3.91386820952619,4.65722889816072,2.30520400567697,3.16124662378761,6.59375481725273,0,5.0973988128207,2.155251512415,5.2660201146577,6.89292542280181,5.62987283863376,4.63245006645703,2.61800758519405,4.10945510168734,5.92554241420007,5.03923703557821,1.89570647519946,6.03169865446854,7.58073083497649,2.8434897425132,3.3088723232616,4.82713278673434,3.74902820373288,3.24373124538607,2.79905664111778,4.31147731043196,6.25241046576121,3.59481448816591,1.55173580279687,2.40243854508306,4.61150581433245,6.49338568040664,5.21419030714616,3.49961442533301,4.07058055966493,4.65368397239596,4.00048575684706,3.92842123950222,2.31938169516367,3.01939603201659,3.27648693379221,4.12022110069723,7.12609455914694,4.43605427462339,2.48009343078523,3.96424066383368,1.48211709306818,3.25427380848233,2.700843382754,6.1245992643489,1.96799983978471,8.27865077265909,4.19723184316912,2.70318905859017,3.88712444019015,3.89721764750808,3.27428517150832
"Cyanocitta stelleri",5.72315199007322,3.32073747760606,3.33472341138445,4.59046341259355,8.22513750754914,5.76634841128273,6.14512552351459,5.50554665912465,3.77719778685883,3.18078981509789,3.9081015461425,4.27531205230234,4.44804756872503,6.8319227698746,4.8851929326099,4.8794935410554,2.57279879235064,3.57885073091865,1.03147450261932,3.98280853175775,3.88076089098874,4.9753638907916,5.42347175481024,4.05248734395617,5.63845021274878,4.11205452642325,4.83918846495508,5.00326740016567,4.23634363554891,3.44174710508275,4.81071589295399,5.18850641864635,5.13060374023099,5.75378562569694,5.99523997963458,4.33097227780851,4.19986050152181,4.14140273043604,1.85074412732777,3.77087320901019,3.49423179312248,5.29737537350773,3.83165844165286,4.4711464957978,5.11371087280887,4.66782533012128,4.32180032049832,4.54378071920315,4.49374182484231,3.93717986888942,4.52031091668561,4.32811905209114,3.15790204853467,2.61485769673911,4.60980065718942,4.90021510444162,5.01323155339512,3.24148517154693,4.43273469413203,3.43286146751971,2.63719981392031,4.50720778148643,4.5890734366745,4.22437514302629,4.95776876557275,4.15882867435533,4.64282168866923,4.28203195199723,3.89384974118046,3.76443700503719,4.52071385000298,2.78208633500406,8.90481322705232,6.07574069470169,5.30230389249745,3.95802971945291,4.62432688087984,3.57711402445062,5.0973988128207,0,4.39551551846705,3.50650720367262,4.82030595980802,5.71966461460303,6.56413316783121,4.52998465758622,2.68883077685312,6.05958821242016,5.13752726035147,4.74642875243064,3.34091911258693,4.98922410621771,5.8572359352279,2.74440959127956,4.88374437317463,4.1663384277964,3.18606953751178,3.43747975231746,2.22391655722207,6.16030583272748,3.43112254839588,4.57162601003813,5.07640641952,5.81257267427019,3.7699827936775,3.38624844568909,3.81706305065981,5.42282652624808,3.84113518313492,1.52729581089173,2.45565819988933,4.57197699758605,3.02254701026885,2.90370770938371,2.04550050863501,4.76122838461566,2.2578663722428,4.59820682691355,5.12957352720998,5.00421856307265,3.80804182219136,4.2344356741309,5.97118430938023,4.83806766532878,5.86175250955266,2.31080315429874,3.18011605328688,6.02183423606852,2.09043351613469,4.18159326491014
"Melanitta perspicillata.2",3.93529435286208,5.30221495434559,3.28314755679557,3.69246018805556,8.34905893662959,4.11464877484664,4.25456571530988,5.77572445761321,1.16879443572282,3.1060168156512,2.32717713465803,3.87203200053842,7.05413771215123,3.40546496039087,2.65062346044554,3.3833227147978,3.63021909123627,1.95085033632583,4.36118024910617,1.19627882781852,3.69050706823874,7.49579993587595,5.79565049105044,1.10698881564956,2.76947014708326,1.73300139454206,1.88049791070143,3.24895018402398,2.45035431550262,5.3772489603202,4.46397982506557,4.6688874336546,2.6521614788802,4.36062212311767,4.46370296947051,0.753464627468054,3.08198903405175,1.68922372271449,3.82330071366184,1.79156738291182,5.64715148466977,2.75819918980688,4.97908428617691,2.1340286385351,4.43627038510812,5.79927134682279,0.83399033814659,4.07842959250897,3.43771430894124,1.59324318433093,0.925378257424715,1.83636940338518,5.26804583047398,3.99600148989806,6.86578209439966,2.79899778212108,3.17993122846563,2.66915580981281,1.99010011006156,2.60978390684463,4.24698671471185,5.87884632537225,4.29735417902794,1.78550307229539,5.22545265932593,3.29347837651776,2.18801595770852,1.77737839585807,3.63004506511421,3.16030298851248,3.27251946799512,2.79352729814289,9.03229047435787,4.36219613345086,5.19765822653675,2.58535038822317,2.95794086515231,6.15788360422237,2.155251512415,4.39551551846705,0,5.24978809136324,6.84078462023345,5.94461631755692,4.22947261209473,1.69643457759279,4.14151032321223,6.23392024932146,5.50695105730817,2.82221814297684,5.73745604567936,7.39697237868437,2.94610755824701,3.08509350123696,4.6320334632557,3.62518578458684,3.05386255549015,2.3790602697217,4.13275933404816,6.50860295281326,3.2982654707388,1.45869250948759,2.22165136121974,5.40963372572912,6.20706645692919,5.19760561111315,3.01133132044383,4.33639652874154,5.07086919959838,3.48762887286159,3.81570840746493,0.818213023361726,2.71964249003553,3.41376892541877,3.67458569819112,6.97400268959662,3.89580942212828,2.29796619634885,4.74175790709839,2.87353539125187,3.16428039143225,3.13635736747887,6.39419708233067,2.22344430501887,8.1733150243423,3.77002447191378,2.54170511727362,3.48636307125983,3.51093661049373,3.55540845576051
"Catharus ustulatus",4.92718199155162,1.19947442574662,2.82619525957836,2.78991069482494,5.45661949653895,5.02489554728275,8.24901121339441,2.55204891194017,4.38448342680549,4.3173184826659,5.2612900157065,2.45624732423122,2.16081045713495,8.18011432540401,4.802119156358,4.06019435850752,2.45215292570051,3.42181117799865,2.7818454891122,5.11528854272116,2.45175679657067,2.55917180395629,2.29283281082318,4.39114959792807,6.96014011468935,5.34436523295043,4.94149182688456,7.11766309586234,6.05007838042908,1.23363328018595,3.12698902952768,2.97269964152289,6.26416666864476,7.85274194760256,8.23866000318493,5.06060522745908,4.33488020150319,4.09568011554339,2.52943347609527,3.77032987086676,0.832326594914911,6.34813773335118,0.818250866712926,4.68331886819745,2.88441555129571,1.94846112034589,4.84979286131325,3.45988928219162,4.4029569376045,4.4813113990922,5.66901343403924,5.17968988566344,1.70626158491148,1.90529536154983,2.02861441663516,6.45526713018038,4.83074209204033,4.97837533891354,5.12901012138987,3.35921320849998,1.96260733499855,1.64862669994262,2.38720987620662,4.98456986625108,2.54139790124253,6.0389002628679,5.31219478841417,4.36172310070459,3.02450751537421,2.90134101251454,5.92464200526584,3.41098647401342,6.23401549446261,7.90508425868641,2.37280392301085,4.37949862303597,6.28796209729104,1.8206715012703,5.2660201146577,3.50650720367262,5.24978809136324,0,1.85361643591336,2.60011131440909,8.63383842961546,5.20093192830503,1.48287627370091,2.89958154075074,2.41556338196761,5.48228376338109,1.20384459789996,2.44324817584361,7.18635868421781,2.84504541427031,7.20301607931134,6.09344354421734,3.91380730231446,5.30560773843709,1.59333016560197,2.92528461661566,5.45952636747984,5.30329800412302,6.37441686400034,3.46156282563589,1.43977242005746,0.259053469622749,5.84707621824266,3.37596756005824,2.05610197933766,3.24154409409785,2.71726090271737,5.59737457825332,3.24747766225877,3.05477504204402,4.44957139841791,2.05186101289442,2.27069202192546,5.84757186122536,2.74300103954885,5.11139064519281,5.47552546151801,5.27460662350831,2.74332232600099,5.69279999248159,3.42188261539206,2.13933670412838,3.88993822295902,7.90809985321132,2.72845298543178,4.05605102326109
"Setophaga townsendi",6.21170072886029,1.97833670095905,4.55512930756363,3.95092577757487,4.6153282900565,6.28651460370764,10.0011483652405,2.98059164980465,6.0756378771148,5.4962367277672,6.82114467328659,3.75367113791505,1.12972497429462,9.85914635434004,6.38336534357367,5.53953588173194,4.06439182412673,4.99663705547027,4.21663094816754,6.65145813658617,3.58466820587865,1.07489357609363,2.59205073919554,6.02913691884515,8.55204087317431,7.00256071117321,6.35234261962036,8.82669812226146,7.74356266369998,1.73883707797349,3.9549707264323,4.10410223807993,7.98027225540809,9.62786935114133,9.89965269692683,6.59754152274795,5.79237038414128,5.57085006836654,3.81534803613381,5.4418159425147,1.61310180368425,8.06051749011807,2.20333772405053,6.09049175195808,3.75027034264733,1.92891223971763,6.37143811919793,4.68464781453556,5.56076087783289,6.17453075763631,7.2881606330584,6.92396186930382,2.40781447228011,3.40303803593264,0.709498408006574,8.21517150434296,6.47068975580101,6.64929451588752,6.887256853184,4.81752441455808,3.23140675858034,1.34597901958852,3.54914048267133,6.55105416237853,3.10365942996503,7.82118500898248,6.86417228636904,5.76860115775474,4.62297416726285,4.58216724444501,7.72410742811053,5.18415878572303,5.28447695140838,9.61434460367901,3.12940836522528,6.13638100771514,8.06198430069424,1.74465689812574,6.89292542280181,4.82030595980802,6.84078462023345,1.85361643591336,0,2.89154967948403,10.3835893285339,6.62566502092831,3.07831858715694,3.02608022411806,2.70681346566255,6.96745500386474,1.63428799071748,0.851125734250752,8.7656566050848,4.60959942769738,8.9656591819971,7.83029793303781,5.59168229626486,7.02403013359082,3.23643818343644,2.82815419490758,7.18638229037757,7.04597984871737,8.15192979718127,4.44112273161339,1.33992367070483,1.91751092941856,7.59826926332973,4.12744768844623,3.25665645811027,4.67100345628596,4.48212063556114,7.25547652271039,4.99655534211175,4.72752558983526,6.04470799664806,0.58172826619437,3.53254339184932,7.64293106624098,3.79304657641252,6.76250512326666,7.25332623301411,7.0834101719836,2.71299671449133,7.26095423349033,1.77975651785131,3.52401795659338,5.66603470950811,9.65983462393787,4.35418017763292,5.12693510825846
"Tachycineta bicolor.1",4.42093184179881,3.31797271710884,3.70200366659784,2.87779386854332,4.08475287174411,4.53577355493564,9.24762164121548,0.586472740626881,5.16418347266535,5.36166701310632,6.35072895407264,2.64473595010718,3.64765996713794,8.7758645563296,4.97924695907471,4.03288675706085,3.79915416613763,4.1702111908364,4.90461966272608,6.07858701970528,3.24836441344875,3.77585341391006,0.494938763167521,4.98569230435285,7.84595993659593,6.27855098920344,5.40274252158628,8.21804256055183,7.18693877429413,2.91290797757567,3.30355455312925,2.28735018985274,6.95900178032474,8.95513965340741,9.53171305755585,5.77095014257995,5.20272099673238,4.58416303434765,4.35035753125547,4.39486705053805,3.02708264114538,6.97575463175634,2.0535440478053,5.28563874416799,2.21557611134288,2.5419571412807,5.51507266170274,4.03119791138507,5.15976187431021,5.12103088571878,6.43004772984161,5.86861517425857,3.52736035968632,3.51483939395025,3.38816042921232,7.26680561934239,4.97107047987421,6.30488994924673,5.72459380342153,4.36915586127545,3.6023671736186,2.34650769731799,1.7359488145774,5.79922858852049,2.37782931606231,7.25800899831554,6.1584587980148,4.94305394210219,3.45109496996275,3.45394583861834,6.87329448892905,4.64946811995074,4.8079534799555,9.05529120712184,1.36881499550126,5.05437322971778,7.26212955295956,3.79569761996115,5.62987283863376,5.71966461460303,5.94461631755692,2.60011131440909,2.89154967948403,0,9.62727898286439,5.93516622472141,3.305060591466,0.464126856971811,2.30794345525362,6.27304970236465,3.33828517450831,3.64841917907807,8.03836285598379,4.1054988287165,8.63698250849455,7.26739401120956,4.86854371600411,6.54667471853042,3.61642525854099,0.656336401220699,6.80962751799919,5.94438031946824,7.15571135962901,2.05626039844004,3.34124671596409,2.69939677742398,7.14613978985667,2.72428311914555,2.7717047048244,5.01337726077702,4.34566657166404,6.31651784187365,4.32385512713917,4.11255777915446,6.147867617605,3.34356426636203,3.93223562558923,6.71357117428661,1.97332091882695,5.4120073484361,6.66071894256861,6.21878021501969,0.563080572541337,6.55776281065753,4.37146799790158,3.77403649411577,4.94709189348279,8.83559875797023,4.48225120821854,4.90133841593024
