"","Onychoprion aleuticus","Cinclus mexicanus","Falco sparverius","Synthliboramphus antiquus","Calypte anna","Sterna paradisaea.2","Haliaeetus leucocephalus.1","Hirundo rustica.1","Bucephala islandica.1","Megaceryle alcyon.1","Haematopus bachmani","Arenaria melanocephala","Poecile atricapillus","Phoebastria nigripes","Rissa tridactyla.1","Chroicocephalus philadelphia","Aegolius funereus.2","Bucephala albeola","Perisoreus canadensis.1","Aythya valisineria","Ptychoramphus aleuticus","Poecile rufescens","Petrochelidon pyrrhonota","Bucephala clangula.2","Gavia immer.1","Mergus merganser.2","Uria aalge.2","Corvus corax.2","Nannopterum auritum.1","Dryobates pubescens","Calidris alpina.1","Hydrobates furcatus","Larus glaucescens","Aquila chrysaetos.1","Ardea herodias","Aythya marila.2","Tringa melanoleuca.1","Anas crecca.2","Dryobates villosus","Histrionicus histrionicus.1","Catharus guttatus","Larus argentatus.3","Eremophila alpestris.1","Fratercula corniculata","Brachyramphus brevirostris","Calidris minutilla.1","Aythya affinis.1","Tringa flavipes","Limnodromus scolopaceus","Clangula hyemalis.2","Anas platyrhynchos.1","Fulmarus glacialis.1","Glaucidium gnoma","Aegolius acadicus","Leiothlypis celata","Pandion haliaetus.3","Stercorarius parasiticus","Urile pelagicus","Falco peregrinus.2","Cepphus columba","Pinicola enucleator.1","Spinus pinus","Progne subis","Mergus serrator.2","Phalaropus lobatus.2","Buteo jamaicensis","Gavia stellata.2","Cerorhinca monocerata","Columba livia","Lagopus muta.2","Buteo lagopus.2","Bonasa umbellus.1","Selasphorus rufus","Antigone canadensis","Charadrius semipalmatus.1","Asio flammeus.2","Bubo scandiacus.2","Melospiza melodia","Ardenna grisea","Cyanocitta stelleri","Melanitta perspicillata.2","Catharus ustulatus","Setophaga townsendi","Tachycineta bicolor.1","Cygnus buccinator","Fratercula cirrhata","Ixoreus naevius","Tachycineta thalassina","Calidris mauri","Numenius phaeopus.3","Zonotrichia leucophrys.1","Cardellina pusilla","Gavia adamsii","Canachites canadensis.1","Meleagris gallopavo","Strix nebulosa.1","Surnia ulula.2","Corvus brachyrhynchos.1","Turdus migratorius.1","Riparia riparia.2","Strix varia.1","Branta bernicla.1","Branta canadensis.1","Chordeiles minor.1","Junco hyemalis","Catharus minimus","Bubo virginianus.1","Brachyramphus marmoratus","Zenaida macroura","Colaptes auratus.1","Accipiter striatus","Melanitta deglandi.1","Lagopus lagopus.2","Patagioenas fasciata","Pica hudsonia","Setophaga petechia.1","Picoides dorsalis.1","Branta hutchinsii","Hydrobates leucorhous","Larus brachyrhynchus","Accipiter atricapillus","Circus hudsonius.1","Stelgidopteryx serripennis","Gavia pacifica","Troglodytes pacificus","Sphyrapicus ruber","Dendragapus fuliginosus","Cygnus columbianus","Megascops kennicottii","Gallinago delicata.1"
"Bucephala clangula.2",3.35335912709121,4.58192464916405,2.33333587091937,2.92437685426936,7.67781458964388,3.53593000910685,4.7654836313396,4.81264011959036,0.498305316695017,3.03506794396255,2.62247861844068,3.03005406382912,6.26407163326127,4.15502463021412,2.17008492243346,2.67821825005006,2.81233175376722,1.14871653047967,3.80741347269713,1.77671366559625,3.02505299529188,6.71607048964505,4.85414720678161,0,3.47830098645123,2.01640155021933,1.94967633364372,3.78747881689687,2.85397487802005,4.62940241613167,3.88494910871076,3.72619551501759,2.85454703904015,4.70464711924026,5.15238385082351,1.29722478205905,2.89171327909397,1.27962231734674,3.34526840422632,0.75109005431827,4.85051784011551,2.9397502505636,4.06382796499054,1.9846241094868,3.59516665859609,5.0645504873729,1.17214535300304,3.54905732453563,3.3505986633816,0.876299357114756,1.72891939085011,1.70519219658387,4.51727625698332,3.20481436210318,6.10052361162078,3.0101589985507,2.52788205806223,2.64542615508212,1.64524390311305,2.13493997231487,3.51465714138167,5.08490642285395,3.33737265310381,1.95060809992831,4.47585859996803,3.34200888560322,2.4480420629996,1.62906759262425,2.70061560328929,2.10918549294807,3.1577060197007,1.98795305792417,8.38095080616245,4.86608329317286,4.26865919729964,1.94206886051966,3.07364628692213,5.42683305738203,2.0304614867671,4.05248734395617,1.10698881564956,4.39114959792807,6.02913691884515,4.98569230435285,4.9187325944663,2.00665932387377,3.36590758480213,5.2866369502176,4.76114955968596,3.02191100454722,4.96298297460644,6.61899619777884,3.68220177758455,2.19587327485708,4.76082673118942,3.61054089621855,2.35416847991817,2.51934608978668,3.37214150517222,5.56581250712879,3.22295028042758,1.44578794753681,2.58394449827594,4.39580193709391,5.41449570042251,4.35584566286531,3.10723239714107,3.63212516039775,4.14267408760772,3.12967500614792,3.03276621684053,1.46689451239163,1.82797062113876,2.59523696914619,3.41496072974451,6.19936161003967,3.32553421677318,2.38629422920187,3.82658435832441,2.47839456442277,2.99921083568336,2.83662456949044,5.4469291176597,2.62327688523787,7.44600431778743,3.15418145157717,1.78725232838952,4.14409521455386,2.89834491503318,3.39706569645593
"Gavia immer.1",5.15785379112604,6.74463688294155,5.15211547291924,5.29503014711088,9.97919387586416,5.3230317610906,3.52299902477119,7.76559899174635,3.36791332541814,4.5330595892859,2.33301092410444,5.38562275492577,8.79164484757235,2.46618412920561,3.60050920314868,4.42228026860403,5.42542314598951,4.13584761880473,5.85764520729704,2.5622420002639,5.39042941915482,9.14845368186878,7.74578807317255,3.47830098645123,0,2.10947356017731,2.84665637622428,2.99642020329808,2.1476725544048,7.13341347251279,5.67904015369021,6.2292516762216,2.51973277440669,3.69442410123063,2.76516709312142,2.96039511634183,3.53729054677608,3.67296840535583,5.41490224900585,3.94339604820749,7.20540810076089,2.58299543596751,6.74535220521567,3.47191412255928,6.06108021799606,7.2389593579107,3.04527886913982,4.90278931432297,4.05367125763935,3.73555182137389,2.34624303423542,2.89881386932142,7.08291600139323,5.79792302824609,8.60532074360982,3.08132599315083,4.28072028510616,2.92774518253038,3.3543287582785,3.83240732478076,6.19547459721827,7.75417335673786,6.2883430733976,2.28398541606471,6.61956013389165,3.48471150167001,1.82721550707463,3.30499513863685,5.01043494372313,4.91184348067206,3.60905648979708,4.50002921501481,10.7323265007556,2.61038805206134,6.87222152615058,3.93793029379426,3.19967189827404,7.93548681057924,2.73086467634619,5.63845021274878,2.76947014708326,6.96014011468935,8.55204087317431,7.84595993659593,3.12183569444983,2.91790148651328,5.66964724777018,8.13659327882944,6.91696812096419,2.78499458324175,7.46419474357628,9.110362143964,0.329417798668432,4.77805286266888,4.34469284113308,3.82334154805697,4.63551438267401,3.04005421312621,5.73259624279955,8.44560197287463,3.76465873966933,2.61265032376363,2.33707261151119,7.0778243448156,7.95633280592521,6.87674774041217,3.34573754372998,5.92286083100619,6.54920362567102,4.81380887637703,5.30318906815608,2.66491148229482,4.46267606775363,4.87036675888309,4.76391811862639,8.65772012986555,5.64773717697777,2.73102325620688,6.33258464543482,3.52668788384752,3.74761697643194,3.77807671081733,8.28323161018282,1.43146758173113,9.69135279467049,5.51670187887169,4.03812311926228,2.70657061680305,4.88915062395621,4.3988969898606
"Mergus merganser.2",3.67775007594138,5.28110843078333,3.43964913616016,4.09988180450728,8.63811402984786,3.81686261974463,3.58115701181887,6.097633185955,1.89266114151828,3.04825319347598,0.992920990987121,3.87860305497689,7.20960696780002,3.15681865102856,2.21918941794365,2.99190161556444,3.75451952493426,2.64095539961549,4.18810839046396,1.72784082646576,4.18597476865233,7.62572310764857,6.18119340143204,2.01640155021933,2.10947356017731,0,2.10461412838761,2.58158285654454,1.18436863034221,5.53445616543278,4.36141961561548,4.70333795260345,1.797488445506,3.55060438901922,3.42674461343083,2.07463806300806,2.24999660546718,2.33786597102294,3.796172514883,2.34887162289027,5.60648454445934,1.89643058677464,5.11863222462819,2.65815583647991,4.77537512102574,5.81427945520417,2.06992499587069,3.5883589548073,3.00940918377846,2.03215377529393,1.42503635926843,1.43124518703591,5.57423959995335,4.2259287358419,7.09229590637989,2.23359101047865,2.79367287057643,1.34707973784189,1.97726325027002,2.61621365153318,4.58741217087593,6.22807525705377,4.64274017313662,0.929341375895547,5.14635930912692,2.58402613107352,1.63406918264494,2.32487137375714,3.29717716438974,3.30198961223881,2.50843974977638,2.68503184303993,9.38029080464398,3.13370894021769,5.42087581684633,2.36860970619733,2.33799147484209,6.39069222722883,1.71265367781044,4.11205452642325,1.73300139454206,5.34436523295043,7.00256071117321,6.27855098920344,3.69811190700207,2.40377618850827,4.00282117647964,6.61838190146915,5.56659142661135,1.73565016449488,5.8810825142944,7.57237119412707,2.27038421342055,3.05181209302048,3.73861496645719,2.77232012301166,2.8795715857383,1.59775333411079,4.03825853617205,6.89818225548025,2.54149343537252,1.51318047993833,1.84900325981486,5.45816383043244,6.39050333070394,5.24997205288574,2.40093157264157,4.76605808790325,4.76256262154621,3.11785841244441,3.65219070362122,1.8055644145168,2.80475030827891,2.98148101669706,3.07392429184002,7.15541112176015,3.98283993810078,1.85999009889978,4.8099955718535,2.24336779154686,2.46222874754944,2.46233032186924,6.73295921357072,1.57503577730272,8.29810732299564,3.83337392042743,2.31253981252003,2.97913818304518,3.4240204144118,3.22126176028994
"Uria aalge.2",3.2892380670855,4.80615129270668,3.52898858184428,2.83492695865944,7.24736092402274,3.51682378181975,5.345941287362,5.3472420286553,2.19365538726379,3.10835717318324,2.22849462467258,3.01299068990377,6.76921810422487,4.05645822145322,2.32256928576959,2.67511270709382,3.89410617235713,2.07829187681509,4.77066889903672,1.95210093180935,3.1567939465314,7.09139126005175,5.32472516555935,1.94967633364372,2.84665637622428,2.10461412838761,0,4.35901263838206,3.1141695157117,5.04609434975852,3.21717282590261,3.93198316400323,3.21992416836292,5.41031489738967,5.07579161856954,1.82682846153193,2.16624963826527,1.35907639098304,3.82744214644098,2.18369918890911,5.25580620975223,3.25920799622663,4.58139243228485,1.87623149367192,3.58635305151488,4.93071649446932,1.52634494933025,2.91913100766808,2.14813896720389,2.47906682302176,2.07982003556336,2.57212412021478,5.18551378955088,4.07115818964314,6.47732513104987,3.90633968733098,3.21882564875986,3.03370778178467,2.87275071097899,2.0029474144545,4.33934748637894,5.40724464312815,3.92392277661937,1.32016364099195,4.19954458467877,4.33908134802838,1.67386398605298,1.02820182891805,3.35216144077393,3.13930391775584,4.16620794394389,3.33562216508553,7.97935966449905,4.78987428741893,4.41920870615366,3.1382405909338,4.04590865841769,5.99173337360919,1.71970327794899,4.83918846495508,1.88049791070143,4.94149182688456,6.35234261962036,5.40274252158628,5.33841473934335,1.72229500939583,3.79248471189712,5.6859340579186,4.45168614308922,2.18374104963796,5.51640088049609,6.99900369685534,2.96285565687429,3.40080915098801,5.69189012388862,4.58343883679291,3.62526284103313,3.31383782116507,4.06222182835,5.96517251091039,4.22086772383831,2.35634958010833,3.31814311153347,4.95120761803251,5.9803917890886,4.89548088236905,4.10962865960992,3.24985104737294,4.68410159491579,3.66388940438487,4.16567046051528,2.37899300155622,3.14513017646222,3.52304789063422,4.39767318211042,6.52453743987434,3.84770903638706,3.37459130228408,3.9771865422522,2.80408320670126,4.09346804365118,3.86911087667198,5.85328381663615,1.8962929880793,7.55115783751815,3.6928316627176,3.1177107735805,4.64597209419638,3.71767692893627,2.37567293217271
"Corvus corax.2",5.34579202717906,7.18169445480685,4.81713049751281,6.32184509315685,10.8022851610467,5.38231883326052,1.43964385928897,7.96356799449621,3.50476551190478,4.41539065976691,2.88536248532067,6.08797994363903,8.8227611991538,2.6201051095603,3.988072808928,4.99240499238167,5.10870081927258,4.56534397137505,5.19875561159372,3.41625041157987,6.24639133209483,9.34729075156342,8.10628821028364,3.78747881689687,2.99642020329808,2.58158285654454,4.35901263838206,0,1.60752679952671,7.28683528111326,6.64255424869186,6.6530381261072,2.15948813740058,1.67311480484171,2.26951375068196,3.68252181854852,4.43862996043466,4.3471194148865,5.30929047882101,4.14160504476163,7.41795400492348,2.30412118893353,6.9365394115741,4.28184187738231,6.98889760482317,7.92376398898362,3.86764087396527,5.84027290222511,5.18552218684084,3.4607320661088,2.59776300890688,2.57686543350899,7.09530285546995,5.728446642763,8.82414951434581,1.50453176049436,4.19919461034161,2.78059267089051,2.87415475767997,4.81067782734409,5.99129711873638,8.04341899746531,6.52249011598002,3.39572303167199,7.3672809424428,1.87181677990165,3.74987804748205,4.36680720038455,5.19780054235197,5.12223608907682,2.20880082500167,4.04144896002743,11.4931025942432,2.62385756604451,7.51561225690566,3.45253472562267,1.6696378528489,7.92529269579661,3.69525607443923,5.00326740016567,3.24895018402398,7.11766309586234,8.82669812226146,8.21804256055183,2.08821423983925,3.84751854592029,5.83183228153865,8.53036207038637,7.77556289181502,3.68551563050849,7.50245827716145,9.3081693829667,3.04151959018552,4.62289416079264,2.6212888051746,2.06658194550751,3.80165726921648,1.8245028955289,5.66315263978028,8.82746296203338,2.25954227428507,2.8861728565117,2.05573482597555,7.28333384206954,7.99316633964573,7.03577628068947,1.87233953854681,7.05816608698628,6.57682030285862,4.50365703961646,4.82945586642269,2.95252853587515,4.30947312235235,4.58628769009675,3.38254997319415,8.95495222068087,5.59534486615778,2.41196529662468,6.8017189045155,3.74393863478261,2.28787570099478,2.75243460286514,8.67540260790339,3.5437698067767,10.1931137201811,5.46212090849792,3.69419705372329,1.7509936126029,4.77048379282028,5.40793100544359
"Nannopterum auritum.1",4.46055088706233,5.99713179233786,3.9972196323812,5.10314383200355,9.62835069834041,4.54112564178071,2.60564913385029,6.98291415670907,2.60088123917073,3.53201302931846,1.50897972936447,4.84515203623218,7.8267549617949,2.84181924837951,3.0113388834255,3.88566273521794,4.25876110166181,3.50826578567453,4.43901719216885,2.40589401949857,5.08393228306834,8.29308653765193,7.0809691454969,2.85397487802005,2.1476725544048,1.18436863034221,3.1141695157117,1.60752679952671,0,6.2363818744458,5.34052555127277,5.57655607488733,1.71355917961739,2.56513673358471,2.53114685108058,2.81698425536229,3.09938849030269,3.27400921107948,4.32371680163208,3.15400812456429,6.30184758157059,1.864355753603,5.87438698653602,3.35584394535443,5.78664092664938,6.68371639769727,2.91299411836269,4.50596712013785,3.87924694453795,2.64072241385233,1.87363737709725,1.81962861078413,6.14794567523759,4.80395291028862,7.78122791512042,1.72684553544279,3.40470689394897,1.40092293388837,2.29629227395024,3.51049872433243,5.12660621431013,7.00507855557685,5.53064461768784,1.99364521983366,6.09894656576765,1.9234305172601,2.44326233869568,3.24663699043289,4.07769833899064,4.07054930914996,2.09440004666045,3.12759036174931,10.3572362318309,2.44999693631978,6.36461170867583,2.76748635065551,1.75608348737681,6.96192032620861,2.58595610974074,4.23634363554891,2.45035431550262,6.05007838042908,7.74356266369998,7.18693877429413,2.89889997276677,2.98474426528601,4.68925991222524,7.52767456481785,6.51119667796204,2.43196602387807,6.49435864812712,8.26013576331335,2.26233088391198,3.62595882433977,2.88727537592202,2.13931726235931,3.14121526359066,1.20765157406678,4.62540780359768,7.80894077621269,2.01802436761439,2.07295870433116,1.71387910711664,6.30935494142987,7.00186838506305,5.95926067206177,1.77008541305702,5.82361244430355,5.46859804473736,3.50803654876227,4.0108499176643,2.28884443297276,3.36493386876573,3.5476593156458,2.87963124020762,7.86953946812803,4.59040307314501,1.86262832167825,5.71424676711638,2.87900574491693,2.02538163812418,2.35780928822371,7.64224026986564,2.26958339888487,9.03034440070521,4.45531919734602,2.74293323434016,2.33083574746763,3.84825858818958,4.09145360528724
"Dryobates pubescens",5.18421930347537,1.24425962014893,3.34424309062007,3.0455304560312,5.16573663952511,5.26815907709458,8.47719084786019,2.85698997763675,4.63619701210946,3.84273280092214,5.34630708479179,2.81766170086565,1.85503891213096,8.4261471297355,5.15735111106819,4.49788101947713,2.6266194413642,3.60090095817354,2.85601842419414,5.11568978797303,2.4294091488413,2.2327591715945,2.55077648705439,4.62940241613167,7.13341347251279,5.53445616543278,5.04609434975852,7.28683528111326,6.2363818744458,0,3.19945953862903,3.56618860747069,6.60687254028093,8.15626111789976,8.43521489304782,5.11575294468372,4.61492323312762,4.16464887743,2.17685716528337,4.07459487605305,1.2299470279206,6.70337749176654,1.49128897670954,4.8005389379502,3.03147348503358,1.77733213186913,4.92881185292543,3.84604237958691,4.40427961356732,4.75884202016189,5.77113682888238,5.51595028927212,1.34457078141365,2.00544578367527,1.72374294413423,6.7182916223548,5.36165098782557,5.16019114067603,5.50731425769651,3.42459046165868,1.78815488406766,1.25724556167555,2.67449635465908,5.13593829639143,2.6421334674344,6.3879749839494,5.52784388781328,4.40717140640505,3.48019210864541,3.41570717932154,6.35170926385665,3.83988594592316,5.83022383470689,8.26184703415352,2.92442099613602,4.82226500761762,6.60507739022906,1.50466792975341,5.6439630881095,3.44174710508275,5.3772489603202,1.23363328018595,1.73883707797349,2.91290797757567,8.85991971678405,5.22349315305467,1.80375542289061,3.18608454246411,2.53147995294853,5.67099213143204,1.06897121140376,2.20531275094216,7.34316734089127,3.27393636482797,7.59434793834636,6.38661281100627,4.17999289626692,5.50488433968549,1.90979937791571,3.15389634893936,5.73105944860424,5.65683012118403,6.71010962004518,4.04261663401008,1.28309374059366,1.22095060434162,6.12630331765637,3.40622868729713,2.46357850607382,3.07864106971447,3.29374961364925,5.76520639934027,3.6402512660968,3.34905853117226,4.61074850708957,1.85113733771419,1.85386002140464,6.22512836082693,3.27411697195576,5.57507932670954,5.85533829009668,5.80218098093552,2.99523614691348,5.90752382448162,3.10863708699661,1.88478784038031,4.28985084830086,8.1570770126443,2.96518058400968,3.92092867437785
"Calidris alpina.1",3.30996796445764,2.97316129945306,3.59054201551551,2.04168142092544,4.50213943053759,3.49033386136966,7.79711505782414,3.31480920503933,4.10589439190196,3.67571161944342,4.07800724085176,1.46715083672755,4.69885765898679,6.90961135784141,3.62830351815949,2.80148648624409,3.7554460453852,3.09417755196177,4.45700230370736,4.34421067425266,2.54719510337676,4.83662254054659,3.29013083841884,3.88494910871076,5.67904015369021,4.36141961561548,3.21717282590261,6.64255424869186,5.34052555127277,3.19945953862903,0,2.42122690025672,5.43048207007308,7.64510790240701,7.3991630128382,4.29312061873327,2.62889953991904,2.98758512477915,3.28076139847333,3.48945918227744,3.24360500612504,5.44904109956786,2.76729805563042,3.80001450734361,2.27490148504836,2.22107357663962,3.95265477267733,1.41890858564982,2.10950207986465,4.16342998700274,4.73635087384759,4.57897150764641,4.02115300693309,3.54325978593339,4.3026291851357,6.09757334461061,4.17040918049349,4.57851907050611,4.78547300243121,2.70073172734949,3.64577945983912,3.28823968064697,2.60342433593698,3.6120228468622,1.24982400326381,6.17469008426395,4.05103071373016,3.12487007320868,3.02025056150929,3.29562524014506,5.89012015208935,4.01076917570523,5.37379263276631,7.00377522934875,2.32366310716387,4.35229332116351,6.14725183775757,4.34920582170315,3.83183094500986,4.81071589295399,4.46397982506557,3.12698902952768,3.9549707264323,3.30355455312925,8.02235921823844,4.23506344327576,2.53349822133172,3.60081872029683,1.57490656965002,3.70548622378081,3.82368247939834,4.70047348118205,5.80412979199174,3.6963225858954,7.48329856802231,6.23923094055033,4.39101050696311,5.08633431712322,3.14936361986887,3.75663833291291,5.74306561122477,4.68519374969464,5.81184326252407,3.54721863440206,4.17300631571766,3.0833815042447,6.00433030933587,1.94332055274342,3.07425478335755,3.66217202342577,4.12732434260479,4.97286677882493,3.84546441296351,3.51011650424802,5.07931978171678,4.24019918007372,3.08468389792877,5.57169105800284,2.15688586454267,4.14560829040322,5.67708124888585,5.28670500868378,3.64963825817852,4.4286267243282,5.08126623132883,2.91651723839369,4.20764630494445,7.27428626420214,3.82567134739962,1.90570035923611
"Hydrobates furcatus",2.60455638000962,3.52816239117449,2.58011905431568,2.23561773989713,5.1163861520856,2.71860997288307,7.61974287517484,2.21565157467201,3.92861801655348,4.55712685269354,4.8168500348582,1.50279152857789,4.76559086448386,7.00031665832393,3.10181980901578,2.1251620228501,3.24892097004203,3.17495168819633,4.46700962141495,4.9829381848471,3.06661228055236,5.04289004001591,2.48692774388784,3.72619551501759,6.2292516762216,4.70333795260345,3.93198316400323,6.6530381261072,5.57655607488733,3.56618860747069,2.42122690025672,0,5.14351619021159,7.34622979888353,7.86477607168473,4.68640970795189,3.58580320307838,3.37526011237478,3.96378928525915,3.14092312695687,3.42106311441039,5.13380860261173,2.27129028404506,3.85176279354327,2.06206308421138,3.11701830342563,4.3822299039762,2.56225787746559,3.82070937637954,3.74555692511322,5.02439853833934,4.22488812501863,3.99386205286985,3.25961075233498,4.54808373201601,5.72199408647629,3.07556036153768,4.88111942353298,4.15166332098414,3.36652045184884,3.53327764942479,3.40798598347021,1.55586772712653,4.2423631593426,2.23447020116507,5.78687805821674,4.69123905537485,3.63581441870713,2.18702768917954,2.34159706019854,5.27368369159753,3.44859086288696,5.93637059776449,7.25726894978715,1.40067638878976,3.51478685105746,5.70567439442508,4.48733234389458,3.80196424299467,5.18850641864635,4.6688874336546,2.97269964152289,4.10410223807993,2.28735018985274,8.05747849183705,4.57958006821537,2.71837815316922,2.54707260531314,2.45865665858815,4.56913970680618,3.88122896016546,4.91268010595354,6.39201323677556,3.14648155458563,7.18524885233938,5.8103411414047,3.63301841076426,5.09951393036112,3.13750603278797,2.8775056770861,5.42339615570657,4.41833255968325,5.60902092329038,1.56505962479776,4.16881426866002,3.01236715885411,5.73522627712359,2.40431261828902,2.38314930025095,4.28359764689458,3.45458148122801,5.06449138736984,3.230507052593,3.05173086728552,5.01107231048322,4.53539721113554,3.71031825298561,5.26168430035001,0.511910632066013,3.51207994723398,5.15431840512661,4.57726519123478,2.77095664692721,5.05572901850273,5.64911510397498,3.42096554652556,3.63775755217516,7.28336722913961,3.71745891194282,3.79036402235027
"Larus glaucescens",3.81985900018628,6.36929706551865,3.87537201689623,5.03269760847841,9.60031815345664,3.88582510402283,2.76467036052433,6.75660815215744,2.71843262872478,4.27129967895148,2.41743352332404,4.76930269263467,8.18725989970086,2.59696508028102,2.20250838349205,3.27999890724504,4.45540503551342,3.72237664696179,5.04402396060584,3.13495270094624,5.28524911718324,8.63652895763266,6.92937138118651,2.85454703904015,2.51973277440669,1.797488445506,3.21992416836292,2.15948813740058,1.71355917961739,6.60687254028093,5.43048207007308,5.14351619021159,0,2.70338676123109,3.33165622254636,3.21609189339425,3.35445943154343,3.45082511328157,5.00274172276784,3.15804465957339,6.58487203114258,0.2256133087163,5.93740108937871,3.11659454700612,5.61461923496779,6.89963378863669,3.24360548434891,4.54618778449215,4.27694090806935,2.64079763582566,2.29785388407836,1.37325820649754,6.52895703804162,5.0471657701546,8.11628169421075,1.50312925820409,2.41217311400602,2.49286152545807,1.77315303057578,3.84773716385036,5.4905768441336,7.18722454511615,5.33032296697227,2.41950290707855,6.15780809471384,2.13512922159671,2.70772849847395,3.32090420090979,3.88140945056332,3.90429089797757,1.71826504025801,3.30821922867869,10.3436492291004,2.77822634414163,6.1336992310898,2.24874462179196,1.59999662986287,7.38620009775148,2.10344981553649,5.13060374023099,2.6521614788802,6.26416666864476,7.98027225540809,6.95900178032474,3.18051915073473,3.07337819789229,4.99056257219262,7.24541995563589,6.55887372937526,2.7995718403313,6.8386687378592,8.58327796998005,2.62512169361417,3.77981775593727,3.40014019420739,2.23920726516758,3.12139077178846,1.99423071203491,4.96389028957458,7.59330019080763,2.42154040343974,1.74599128095488,1.57061185194784,5.78581431454543,7.34505328267469,6.18450855528243,2.22231358960079,5.71914159763612,5.46929829800697,4.34186236611762,4.14944283033389,2.60509966714172,3.42233014663782,3.7152396328029,3.61687661446529,8.20121703618737,5.20337512762472,1.78359518775535,5.35310964573388,1.81547643581553,2.09836313869843,1.85961914529033,7.42548200297357,2.59214550569559,9.41725927473153,4.98279264773848,2.84269529991068,2.52480006778621,4.18285211907511,4.60058204093485
"Aquila chrysaetos.1",6.15273203883608,7.96313047632937,5.48149922201695,7.16073796023584,11.8587368584671,6.17543299180724,0.931833889400521,8.72238872172774,4.37038179182034,5.67413175107349,3.99991225078421,6.9094496309669,9.57546553137675,3.31087005985215,4.68115832733703,5.64994820213968,5.79085211099847,5.52996857973395,5.89497516194151,4.52314097973944,7.13905877381078,10.0990258262658,8.86708682289948,4.70464711924026,3.69442410123063,3.55060438901922,5.41031489738967,1.67311480484171,2.56513673358471,8.15626111789976,7.64510790240701,7.34622979888353,2.70338676123109,0,2.62928230834689,4.78775765931989,5.40759329270424,5.4514355188305,6.30762934804103,4.98899133824057,8.15574536687962,2.79645729080295,7.68550239022773,5.24251986305822,7.7629201573558,8.80483796453556,4.98482752545445,6.71377821321153,6.3538571803099,4.31731698246127,3.83784031744108,3.34988327372435,7.86630173613643,6.46905101520655,9.64439214502765,1.90757298726644,4.64729848182179,3.45310891563864,3.48827189828426,5.68042693686918,6.85529865571233,8.9459673288682,7.32662892107834,4.4102665638768,8.25668241374714,1.86853362819674,4.54225909249423,5.44320636198143,5.72710047373029,5.68465892327658,2.17605924441339,4.65053471027503,12.5805469078168,2.59644629243712,8.26227367825479,3.97498459108843,1.77395056676368,8.72709374142145,4.47664737083952,5.75378562569694,4.36062212311767,7.85274194760256,9.62786935114133,8.95513965340741,1.88185148392442,4.94061587554595,6.62986767134612,9.26534916340728,8.66946052483065,4.76336847953163,8.27412404903932,10.0977560095317,3.76737164504512,5.20021806322382,1.793380740499,1.98382955057569,4.38808885685734,2.81646769979659,6.41585266922911,9.58050707014293,2.54373525901761,3.57386011684771,2.50028679421058,7.80351387482529,8.74282647400689,7.77300878285783,2.14207212141516,7.96346430516502,7.14505543190751,5.4601429093078,5.3234160658696,3.92656630045445,4.90011069000659,5.17067533594308,4.10041305738486,9.75627895430581,6.58971476725593,2.67654409003033,7.55216838839594,4.26787469331062,2.472415366462,2.96428934505989,9.4027190159368,4.31102884390472,10.9980858084927,6.44086972547341,4.20078257306788,1.91241059472243,5.4408924561804,6.58844627448912
"Ardea herodias",6.59963874837749,8.08099413811432,6.3480231180981,7.32859537078954,11.7904001538525,6.67638302832731,2.42575339747577,9.34006504549232,4.90289013683578,5.60732469207152,3.41714136956894,7.11918980546569,9.95917544181698,2.94852536129498,5.18519396725337,6.05816556775317,6.58391572870414,5.82577580267949,6.4186949464284,4.2750592278905,7.27497446824669,10.398168001665,9.41759661029694,5.15238385082351,2.76516709312142,3.42674461343083,5.07579161856954,2.26951375068196,2.53114685108058,8.43521489304782,7.3991630128382,7.86477607168473,3.33165622254636,2.62928230834689,0,4.77884764832293,4.88201361637386,5.51787964080399,6.41777582040776,5.53896792573804,8.41864698364093,3.41776389946897,8.15885394889859,5.43422629458725,8.0953809004064,8.8138826127293,4.92959807922784,6.4133570344025,5.60313160773346,5.04001561693397,3.80462348447587,4.05175069013283,8.35823769557173,7.07748249424984,9.9022646940053,3.33548760247605,5.53871947723612,3.57823677382783,4.51115192030739,5.68066884143098,7.38959867020929,9.25332398581507,7.91711967699814,4.05366658310823,8.25982423265762,3.36725234929307,4.04487331876416,5.37759120408819,6.42299436207986,6.46880059242411,3.75533757860756,5.48218868269551,12.5470110566047,1.40333196208249,8.6395021235409,5.03216013148548,3.37774606713096,9.07746400315174,4.5225834842109,5.99523997963458,4.46370296947051,8.23866000318493,9.89965269692683,9.53171305755585,2.12601861229205,4.90735681063264,6.90575432892294,9.862694604948,8.65447946870736,3.96022946693659,8.64950754804042,10.3624181411074,2.70771723326724,5.97345368823971,3.2580837223296,3.61112043866049,5.51842632061667,3.33548852202772,6.81915564937268,10.1462158233448,3.77106991007194,4.14136571597403,3.21527487419813,8.63085668034836,9.15304879029387,8.1301323055024,3.39122700935611,8.06200466290914,7.76626913459457,5.55224352663332,6.16336331975969,4.19170899519684,5.74226758433825,5.91604484066233,4.74255889789523,9.97576562874167,6.76704628441537,3.61142529803404,7.98592548075734,4.86800255332891,3.88393437230122,4.18253424756143,9.97262692316749,3.70642796154945,11.0620952062604,6.65702944265525,5.12859181390341,2.23963824294698,5.96901464644136,5.9234701124848
