"","Terathopius ecaudatus","Aquila rapax","Circaetus pectoralis","Circus ranivorus","Circus macrourus","Necrosyrtes monachus","Falco biarmicus","Falco cuvierii","Sagittarius serpentarius","Ciconia abdimii","Balearica regulorum","Mycteria ibis","Ardea cinerea","Ardea melanocephala","Ardea purpurea","Ardea alba.1","Bostrychia hagedash","Scopus umbretta","Plectropterus gambensis","Cairina moschata","Alopochen aegyptiaca","Alopochen aegyptiaca.1","Anas erythrorhyncha","Fulica cristata","Charadrius tricollaris","Anarhynchus pecuarius","Charadrius hiaticula","Charadrius dubius","Calidris alpina","Actitis hypoleucos.1","Tringa glareola","Vanellus armatus","Vanellus coronatus","Rhinoptilus chalcopterus","Caprimulgus fossii","Lamprotornis superbus","Centropus superciliosus","Laniarius funebris","Corvus albus","Corvus albicollis","Lybius leucocephalus","Oena capensis","Streptopelia semitorquata","Columba guinea","Spilopelia senegalensis","Hirundo rustica","Hirundo angolensis","Hirundo smithii","Cecropis senegalensis","Cecropis abyssinica","Pseudhirundo griseopyga","Neophedina cincta","Psalidoprocne albiceps","Apus caffer","Tachymarptis melba","Vidua fischeri","Colius striatus","Colius striatus.1","Ploceus jacksoni","Eremopterix leucopareia","Cisticola aridulus","Mirafra rufocinnamomea","Motacilla aguimp","Euplectes axillaris","Euplectes gierowii","Euplectes capensis","Quelea quelea","Lagonosticta senegala","Lagonosticta senegala.1","Uraeginthus angolensis","Vidua macroura","Vidua fischeri.1","Cisticola chiniana","Granatina ianthinogaster","Pytilia afra","Chalcomitra senegalensis","Nectarinia kilimensis","Cinnyris pulchellus","Cinnyris mariquensis","Cinnyris venustus","Chalcomitra amethystina","Hedydipna collaris","Anthreptes orientalis","Passer griseus","Sporopipes frontalis","Charadrius tricollaris.1","Charadrius hiaticula.1","Calidris minuta","Tringa glareola.1","Gallus gallus","Milvus migrans.1","Egretta garzetta.1","Apus apus","Pternistis afer","Numida meleagris","Vidua hypocherina","Prinia subflava","Threskiornis aethiopicus","Treron calvus","Streptopelia decipiens","Psalidoprocne pristoptera","Apus affinis","Prionops plumatus","Pycnonotus barbatus","Euplectes orix","Cinnyris bifasciatus","Cecropis daurica","Apus horus","Emberiza tahapisi","Emberiza tahapisi.1","Ptyonoprogne fuligula","Sarkidiornis melanotos","Porphyrio madagascariensis","Cypsiurus parvus","Bubo africanus","Lanius collaris","Struthio camelus","Anthus cinnamomeus","Motacilla flava","Vidua paradisaea","Vidua paradisaea.1","Crithagra atrogularis","Buteo augur","Riparia paludicola","Ardea brachyrhyncha","Bubulcus ibis","Delichon urbicum"
"Streptopelia decipiens",4.77134903898253,4.89437763095941,4.8077863741678,3.58047809304015,3.36374148798495,4.52398760660814,3.4899553619682,2.62619209609745,6.33640845532272,5.28652500219505,5.50290992380741,7.34701242273655,5.71847508387949,5.13598580158378,5.09580249467235,5.05224033718302,5.08561025886095,4.27527542175539,5.71625945654139,4.41492587289952,4.30084260559111,4.30084260559111,3.40989946679865,2.75090121362382,2.1896477963456,2.81580079823214,2.35487025296504,2.49309145470665,2.87948318475352,2.35892862055077,2.54039984944237,1.96808166347127,1.76831204791612,1.8075134716176,1.64600498472265,1.54925710054948,2.32920237422151,2.93330470319529,4.13958621522917,4.92399015546808,3.19663460782704,1.99713201015392,0.461336205883593,1.16098804543614,1.08623992279079,2.73314811660882,2.95496209920627,3.25522601029057,2.09695768713609,2.71212097906508,3.35334512282978,2.40110724648107,3.14761252705268,3.89483440132831,3.2668948019647,3.40830729279152,1.99246295690099,1.99246295690099,3.01716143001128,3.13340602393868,4.1238132935225,2.82707270016499,1.71866774206286,2.66691088617385,3.2338075777939,3.03697007868578,3.33904500988246,4.26276529213463,4.26276529213463,3.98333407342502,3.24122614505307,3.40830729279152,3.60099101513616,3.6338208220711,3.63526142397863,3.21270951637515,2.63146308370293,3.31801878332565,3.16552873629234,4.17475039357797,3.388823352897,4.08561006155337,3.19296104992898,2.69090811286614,3.51605806200651,2.1896477963456,2.35487025296504,3.23313456238919,2.54039984944237,2.50825750519061,4.09322534641302,3.86563434256049,3.74375204258594,2.48624763225293,3.09630351735227,3.44010774633324,3.83266981501987,5.62741317832263,1.29878470781745,0,3.30880965114136,4.04349927877556,1.86513088591636,2.08732566508258,3.14117687218135,4.01338091110192,2.50254629859915,3.89244972780008,2.9022414829045,2.9022414829045,2.96000136763578,4.28706685595445,3.40402214384699,4.46625113036372,3.21975791108506,1.96636865914819,9.09894745920501,2.07912280942279,2.27129274290989,2.7432351439786,2.7432351439786,3.19466357957367,4.10529785849368,3.2728344461766,4.02121150055149,3.2440652708362,3.11608861747453
"Psalidoprocne pristoptera",7.39217998386424,7.75337841359946,7.60037112610259,6.27753716711009,5.76969402649514,7.45679391266882,5.90989117881055,4.17942406121597,9.17498726567153,8.1021486021375,8.4076432508345,10.1444928175053,8.65931335473195,8.05436031862179,8.00460957721832,8.03009760649521,8.10831672014355,7.14613669389726,8.59984223158537,7.26744237661518,7.06988775748024,7.06988775748024,5.69013382356587,5.29778859387835,2.21561687428217,2.50000176049814,2.23692496611591,2.06137956330942,3.57094498383193,3.04025386773765,3.53992643465484,4.39603279102994,4.2220821179618,3.9430023284091,1.95580512927205,3.29247516497895,5.26359987487236,4.61210341668966,6.89940090808775,7.69398664720444,4.89425911483376,1.80305419239499,3.21221340130221,3.84532551749236,2.38240689978072,1.26222752473337,1.20689794435561,0.922501570938555,2.07840438001384,0.797510061908222,0.454665163057896,1.80705482480967,0.519821099740808,1.48735343556537,2.67835729013342,2.9982924596999,3.69792989274766,3.69792989274766,3.61650049734756,3.03097729478945,3.37806248169061,3.55944491684525,2.80367389755357,3.89437743545749,4.41051136632526,4.08070632012677,3.54750661319665,3.69270185009773,3.69270185009773,3.61190567336483,3.10279385791565,2.9982924596999,3.74583898852364,3.85825000413347,3.58428117186317,3.56651315561587,3.61697845986552,3.15894619969349,3.4763533387784,3.89903870493061,3.81941740020326,3.74019108668454,3.39913425238815,3.44545143295429,3.96657202437352,2.21561687428217,2.23692496611591,2.73676477821736,3.53992643465484,5.60710322999442,6.70057761602628,6.69847746112224,1.96774717570189,5.16126995950786,6.09155686988265,3.10627015950902,3.54812648859664,8.53111084612423,3.58580152354017,3.30880965114136,0,2.05457467758083,3.67723325489881,3.41928014681188,3.59557213681314,3.85662378457584,1.30946113441567,1.69976094748861,2.82203233449995,2.82203233449995,1.42459776806475,6.91455991509909,6.20132016656151,1.86986009374269,6.10892556756919,3.79315869108514,11.9119772480475,2.91779757116538,2.4016617986955,3.07137735294736,3.07137735294736,2.71722017849409,7.05751239034515,1.10087972085324,6.98740690379364,6.15631626883943,1.04727765481682
"Apus affinis",6.94166180673151,7.61504433276545,7.46924381268774,6.23679236160726,5.67565451027627,7.37642200219309,5.61175133326154,3.71486100758315,9.15873887386125,7.83316668490114,8.28294510602633,9.75608345101919,8.46675463110583,7.85990717805124,7.7975062994716,7.92977437700848,8.04918188942312,7.01156942547021,8.31740469587779,7.03314960926796,6.74824243154738,6.74824243154738,5.15094350057297,5.06927279444339,2.5466902420138,2.35229910080954,2.17470101393728,2.29623535753065,3.44452079076045,3.14190438254369,3.52247982130963,4.45429803860033,4.38678420586363,3.97613311852515,2.73187756531341,3.64199281692379,5.85131482430599,5.29729090357419,6.7034887818162,7.41353953773938,4.85189929907962,3.21080079347134,3.81534930337948,4.14824424165763,3.42142714105725,1.54174605434577,1.41872199325394,1.53580591525496,2.35484047101145,2.02709314349648,1.89814490064838,1.76633334495623,2.09603301477984,1.51220631564082,2.08522012969145,3.47033029539871,4.45423731461471,4.45423731461471,3.96951364931357,3.45248524871314,4.33155035266835,4.24355120136066,3.75554092688858,4.36675619733025,4.85795055807593,4.31468341805044,3.64527412170466,4.25831070293067,4.25831070293067,4.18772058601761,3.62423336090809,3.47033029539871,4.71314710817714,4.48400639389654,3.85933425565317,4.29618890342235,4.50627432933557,4.16945308061061,4.18081379113407,4.55970189374451,4.43229125835825,4.43342022672574,4.22574672429306,3.79641293538503,4.40298257467215,2.5466902420138,2.17470101393728,2.66649402880363,3.52247982130963,5.92454692007883,6.60116326824306,6.61065887868738,1.22148626546498,5.17791981338698,6.16362388645835,3.60737167041755,4.49807289189161,8.32025935329793,3.6533210126461,4.04349927877556,2.05457467758083,0,4.38160962379624,4.27400739752962,3.75312383628291,4.50992657687916,1.92364875418322,1.17466233691243,3.58182061935634,3.58182061935634,1.23172129967071,6.46298838022045,6.02511022358486,2.08224966563578,6.07819338348589,4.37527717753802,12.0420100146781,3.57498060771295,3.23875779289963,3.57521217605829,3.57521217605829,3.13871453563065,7.02569138471438,1.63356059194505,6.92455481265295,6.10267254814731,1.31585923739013
"Prionops plumatus",5.57676144435131,5.75805498671962,5.75595581759268,4.61406902439021,4.55372861470082,5.45560763078417,4.46931123398496,3.61985923306486,7.25411113547941,5.98624840113912,6.37870027761515,7.76455683965608,6.27114647410134,5.70758881974434,5.56418803360454,5.5903040681395,5.51534066991178,4.78283875600411,6.33368979277092,5.07007859553972,4.97873075231966,4.97873075231966,3.86440400446888,3.28986851980227,2.51391435724528,3.05667013124914,2.98970151979909,2.95642324780677,3.22817550899467,2.66691878958462,2.93754383305255,2.85698120473013,2.76828765258125,2.57955731546291,2.75443138231221,1.22323156848725,2.29625503748898,1.2764640442978,4.8628982212831,5.53229524169377,1.95246532697731,2.60125498673154,2.18693900440285,2.80233750759836,2.05304027444769,3.13090556979065,3.32556459483094,3.71469507856085,3.06912481723195,3.11757131771134,3.62759060682107,2.75310549200293,3.3381072667239,4.63944762719734,4.41037556037659,2.25662815598448,1.70267431141691,1.70267431141691,1.53184261842156,1.96541208302295,3.04595044835594,1.34243447769553,1.15555793320452,0.987003436678298,1.46813052019034,1.47454357388153,2.04911318343896,2.88713405667,2.88713405667,2.5578041112009,2.01220606807298,2.25662815598448,2.24292732819892,2.04766493687689,2.24916400857975,2.01496203660032,1.4454917541437,2.17029844076749,1.92410973361095,2.83751025154969,2.05177281754858,2.73625169189921,1.82702827228709,1.29112284803225,1.87564070489362,2.51391435724528,2.98970151979909,3.2403415991057,2.93754383305255,3.16220575445618,5.18075518663427,4.27295715817458,4.52887825844179,2.32239283496985,3.51239882699599,2.19965086202707,2.53661972426103,6.12880111313877,2.09515230650135,1.86513088591636,3.67723325489881,4.38160962379624,0,0.588964585119841,1.80163361091509,2.69411617467803,3.12858030238166,4.58733740087507,1.74552825886628,1.74552825886628,3.33704034250454,4.93801005631805,3.70613669267974,5.19873505521406,3.94522718839718,0.922947298134225,8.96157992715132,1.18155174286765,1.74476930579481,1.51103101563207,1.51103101563207,2.16906538128319,4.86979896399453,3.37605511976181,4.49091690443275,3.65228665880774,3.4130615238905
"Pycnonotus barbatus",6.08307731904609,6.25908705292997,6.25324500388236,5.07136381055008,4.96984118760851,5.96303714749043,4.92632329799568,3.94700775794318,7.72152599230141,6.51801570379768,6.86163493832168,8.31266355315728,6.81351678857069,6.24324567268695,6.10270713632852,6.12304898548557,6.0617149111546,5.33037322039757,6.86022308918653,5.59040905854944,5.48720325715863,5.48720325715863,4.35054597524927,3.68821386122503,2.47402794631519,3.01095009159419,2.97456814765967,2.8780546679369,3.37286186829872,2.76660245756214,3.08834619675965,3.2081191038962,3.08589647210698,2.85076334496463,2.73312764408851,1.42280919007485,2.72550033813309,1.27852711741873,5.39205368567417,6.06602361702126,2.2963339078307,2.39977911588043,2.39276924994676,3.10094353144122,1.99733227952449,3.03680173954911,3.20137518576017,3.56113504395401,3.11128328665552,2.93054345985381,3.36276232615819,2.74582549372555,3.05361832487315,4.48665125541674,4.46401908846289,1.90079774670733,1.82187938428756,1.82187938428756,1.34734785451639,1.66777456745087,2.5443374158832,0.951155957572904,0.972540975439821,0.985683305391866,1.40228131407731,1.49422057364209,1.90541225864511,2.45993209589672,2.45993209589672,2.15229457665204,1.64630247040317,1.90079774670733,1.7371555997722,1.69297253715232,1.96368651338178,1.78323316626278,1.33382371861689,1.7816020662286,1.68398146196449,2.4885205765226,1.85076733678425,2.34321877546314,1.44354059720543,1.19251144083842,1.60963673945674,2.47402794631519,2.97456814765967,3.17216561518739,3.08834619675965,3.58189833573658,5.65292206741519,4.79280469281071,4.46773018426752,2.76239953339152,3.96399218125872,1.83364796708371,2.04065321720817,6.67221359328629,2.42831578468442,2.08732566508258,3.41928014681188,4.27400739752962,0.588964585119841,0,1.68010267500475,2.37149569963792,3.04027052932375,4.46142924368852,1.33309589424718,1.33309589424718,3.24416054399517,5.43994167695535,4.19409397245037,5.02132740212461,4.42969608708926,1.1975503399213,9.28554638155004,0.956755775925254,1.48702178912899,1.24930621010528,1.24930621010528,1.86965408017139,5.36404557368208,3.14521695376942,5.0235952571145,4.17375767320832,3.25324972043831
"Euplectes orix",6.31264456458876,6.80385878014219,6.80803422336984,5.66678440605956,5.50998702577648,6.56398541551275,5.28071629187264,4.04571990448405,8.41290814175551,6.8701776607306,7.4392139285489,8.53080087437741,7.22256510135,6.62866846638428,6.43070569860368,6.57147438749546,6.53843855697504,5.7149776799519,7.26896097663609,6.01481446486861,5.82553625206482,5.82553625206482,4.30893479373134,3.82820237931309,2.47073204250429,2.6682522757525,2.88742230719408,2.81170249506634,3.16069805237739,2.69095695222484,3.01169369637558,3.62722675651017,3.59220662004674,3.17900662045185,3.34119926314707,1.80063792366543,3.7730833097299,2.06955311620802,5.80270218603243,6.39547361729733,1.84711440673103,3.154688816294,3.25858551129206,3.82022116816041,2.92543343606455,2.99234242752665,3.05514370155728,3.5301562932053,3.43148725639887,3.15276945430224,3.40224005505605,2.63814422322797,3.16438799902155,4.45143797412827,4.49250995201014,1.11332727234204,2.79105259787672,2.79105259787672,0.417775926580037,0.872964050392127,2.4191738935871,1.18767706982188,1.98041435112095,1.0808602842658,1.30620266735437,0.814859504348521,0.297023732487374,1.77391854429972,1.77391854429972,1.53558264487129,1.00211481081115,1.11332727234204,2.04019999294282,1.44179566114025,0.847532335335325,1.82403691888424,2.07912787649883,2.0221547515098,1.62573326206003,2.0780851812405,1.68586748191097,1.9258543572168,1.53978052005266,0.710951146789267,0.998007445506545,2.47073204250429,2.88742230719408,2.68329134207867,3.01169369637558,4.4679613114411,6.22963991626977,5.14495785366686,4.30452287497162,3.08916051070132,4.58261297839432,1.0865221522128,2.06936548804452,7.01885165399389,2.80377922134421,3.14117687218135,3.59557213681314,3.75312383628291,1.80163361091509,1.68010267500475,0,1.97691094686969,3.23371989759102,4.27463677028092,1.29514185323066,1.29514185323066,3.01502908771183,5.64429866353783,4.40588375221396,5.04125176689986,4.97027674600448,1.96253604604042,9.93472299231424,1.38385295539381,1.76801110858395,0.913778941026786,0.913778941026786,1.09856794042469,5.96220557032139,2.88951267419942,5.46592475276826,4.56327969174737,3.06636358036677
"Cinnyris bifasciatus",7.77057225002745,8.21026681962671,8.20134242295835,7.04932981644108,6.90660340251537,7.83469764596312,6.7908298826619,5.53658787856532,9.72807677521562,8.11953952583169,8.74983997581097,9.73151575148802,8.42127210645662,7.83614982051458,7.54965207706674,7.66204099381183,7.62282950120117,6.96577458494881,8.64960560888585,7.37075227974584,7.25731284003309,7.25731284003309,5.75568266868599,5.14799217517867,3.08722937974622,3.25639429133999,3.71644702100801,3.34570016782696,3.63033210246388,3.2236857901888,3.5327374051467,4.65109266535948,4.57348617342355,4.37291514768678,4.12597017165735,2.90658240592094,4.88565627072843,2.66817416435766,7.17818293839479,7.84006133452613,3.34780737989691,3.49429314404243,4.17486354008287,4.85507053663726,3.49829925320421,3.66319115138799,3.59071401361237,3.96071165261094,4.36971259048009,3.70178562988391,3.68003293683936,3.58813542681453,3.43321877686386,4.9693653199587,5.43505099503384,1.85018114623847,3.9084225611914,3.9084225611914,1.82013142945998,1.77839513706335,1.30578976994027,1.70282604557177,2.48485000376484,2.3870995808982,2.27608227795605,2.42618512367421,1.95484407758701,1.59736379291568,1.59736379291568,1.67164416839363,1.91716229760065,1.85018114623847,1.37721742582521,1.96867761400085,1.64601042509594,0.922165712646306,1.9052152256652,1.16270895871577,0.933494409870543,0.257036369128616,0.841749493620829,0.5093853197103,0.963364200406446,2.27797474159109,1.90316838950729,3.08722937974622,3.71644702100801,2.90588144034963,3.5327374051467,5.69964296153713,7.62901074283426,6.14724301837718,5.04866467844692,4.46338542854211,5.98746129288943,1.80822078890464,1.15394913769791,8.14594374837421,4.16324624812655,4.01338091110192,3.85662378457584,4.50992657687916,2.69411617467803,2.37149569963792,1.97691094686969,0,3.99423024549886,4.83674636658152,1.96381084097283,1.96381084097283,3.70415952060202,7.11575754657921,5.81394517539472,5.45473169658546,6.41525003902621,3.21774385970659,10.8219951543773,2.1524364855403,2.15461922291899,2.24346581896319,2.24346581896319,1.99486254106458,7.34751201975147,3.31430605398597,6.58241867092017,5.69035517846661,3.66669791783886
"Cecropis daurica",6.23753099052101,6.59243764803525,6.4283646596566,5.10252622498016,4.57091981663758,6.31338071042357,4.68803240195578,2.93279557472089,8.00345822814578,6.92758315010659,7.25998932683216,8.96744090766407,7.51699684462816,6.91117610791892,6.8992934400517,6.93202329626455,7.02160831507629,6.00311522979799,7.44245416577647,6.11836941630966,5.9120440599281,5.9120440599281,4.5405170315572,4.31212317196967,1.59628785156894,1.96762848674792,1.44536150059877,1.56671958113759,2.89368600667798,2.35606241194016,2.8403772148819,3.41951209532799,3.27110495788571,2.95848371998091,1.17370895868033,2.5771961809872,4.37180065618276,4.17520964000192,5.71691718384604,6.51699601656177,4.16469198553734,1.54783862651582,2.3351896731089,2.86980601809547,1.84305046847957,0.687337067232675,1.02084597556287,0.96949624219997,0.839165528302143,0.624221498801347,1.26278135811134,1.01899511879011,1.39846155870994,1.64268285707212,1.84002751171289,3.01026921558225,2.89899632495989,2.89899632495989,3.29374879836688,2.92483529216493,3.78815739040551,3.36635358992785,2.35183855828489,3.41191693998839,4.02833619402898,3.57358557445696,3.23397168267817,3.8972658816604,3.8972658816604,3.68946454546202,3.02856188170154,3.01026921558225,3.86908795270027,3.71705175837069,3.49650036160875,3.52254163720129,3.31211961879573,3.24762684927931,3.38813917768903,4.09018050676905,3.73853124864945,3.94717268994702,3.39500062818712,2.99323784009312,3.76406615259366,1.59628785156894,1.44536150059877,2.46818320907605,2.8403772148819,4.58858661176579,5.52580073536691,5.65201797877163,1.64005218517395,4.26566442423793,5.0597239190275,3.09810871650504,3.75293699907188,7.39874627115676,2.54928319936863,2.50254629859915,1.30946113441567,1.92364875418322,3.12858030238166,3.04027052932375,3.23371989759102,3.99423024549886,0,1.74035785947947,2.74645688417509,2.74645688417509,1.07465745456179,5.73917905914397,5.13484004498553,2.14503885183679,4.98420660659637,3.04959399181859,11.0197684693897,2.50200915235265,2.09982737930641,2.76746265304422,2.76746265304422,2.64569630770927,5.94018189730255,1.48691492100316,5.90829925078192,5.11785359093963,0.957065054165547
"Apus horus",7.05758860706066,7.64272764998116,7.45583135449619,6.20644909529739,5.59282351236155,7.36287917686608,5.67843079427039,3.80801109881166,9.09663971570263,7.88988071085913,8.2784279380208,9.9254770832737,8.55753857467914,7.94307585915033,7.90548380848929,7.98502036476263,8.14276229245786,7.11608480921887,8.47268782914715,7.19131609423034,6.92428488656919,6.92428488656919,5.45035915699442,5.20255623064245,2.49175002302835,2.41486650269574,2.0729418074644,2.12586145924166,3.39809091962153,3.10897820310383,3.47494929760551,4.41926400159982,4.29521608658849,4.00796541839891,2.44662343184584,3.83661850564844,5.92326790427634,5.56917436037775,6.79248611416022,7.54902366623969,5.37871347240143,2.81894570825321,3.61460340807601,3.94751163007988,3.16143662526546,1.60256050939471,1.38584423325661,1.21085216771394,2.17583203027735,1.83470894759761,1.63107486914501,2.01631843191096,1.91997159127135,0.569740671490105,1.64995351715135,3.91947299058629,4.57214476775459,4.57214476775459,4.42722123974936,3.89387597194228,4.54485214905881,4.54895416659961,3.79882172657146,4.74496324123868,5.28807698527094,4.8092527422235,4.20494815540539,4.73250642225869,4.73250642225869,4.66980870005713,4.05209381367572,3.91947299058629,4.93724384011185,4.93360083653073,4.41846887670196,4.53115008660784,4.65392984684015,4.35636203821175,4.43466340907889,4.90920571476409,4.73772992816827,4.78940893820362,4.49153037758519,4.25089233350386,4.9043099880884,2.49175002302835,2.0729418074644,2.72470761033597,3.47494929760551,5.96612767912229,6.55185712237572,6.70229081562353,0.680637551263394,5.47012475842,6.32805022617013,4.06762887620285,4.75340973582265,8.4116158746082,3.76892156714752,3.89244972780008,1.69976094748861,1.17466233691243,4.58733740087507,4.46142924368852,4.27463677028092,4.83674636658152,1.74035785947947,0,3.91433600586136,3.91433600586136,1.37676201969575,6.68137815380309,6.20641718792897,1.31702505027963,6.16611339020719,4.59523916318687,12.2639880059047,3.78580925765676,3.33766976360185,3.98518133314167,3.98518133314167,3.5996350435523,7.07903569179559,1.68067884141466,7.01536094545521,6.21953205746891,1.34625504965956
"Emberiza tahapisi",6.85509205395723,7.18104558992158,7.14372826274321,5.9118987647325,5.69434067461391,6.93228787580421,5.61743749020271,4.2896820825305,8.69606156969543,7.4468622797275,7.82297355796135,9.25461119581623,7.81187372163382,7.21272349939914,7.07861004164943,7.14132805308201,7.12398278868944,6.28364810966136,7.80051687586451,6.52440822824302,6.34701251527696,6.34701251527696,4.99636517841306,4.42073775367965,2.36882612152405,2.76424577462706,2.83519434014852,2.65774648814598,3.54290296245809,2.93568814943409,3.34382105193915,3.90947662157665,3.7954987857176,3.39694721848299,2.87595143906316,2.00260135241544,3.87931652960009,2.2378077470557,6.27436123544374,6.93738143080438,2.80530117626638,2.43429322287528,3.07952593203063,3.80371356168539,2.41759991369436,2.60986448333148,2.68900565735873,3.04218040998479,3.13145014310638,2.48976010162787,2.69127385547883,2.43676504679177,2.38103373681409,3.96258125822242,4.32617036432609,0.734366804039345,2.51734545770206,2.51734545770206,1.11093957512571,0.688994760311785,1.79611737192085,1.04000856474729,1.53952285259891,1.43256941129195,1.77765678266492,1.62072324389231,1.32570654701126,1.46029802998614,1.46029802998614,1.20196662597944,0.56530272441751,0.734366804039345,1.50628151217364,1.25210158154494,1.15183477319102,1.81125889117419,1.94526493515891,1.50302225756767,1.62746098350943,2.00197721326669,1.85659112240189,1.73106333482083,1.22471993969554,1.0920191737979,1.23683781162895,2.36882612152405,2.83519434014852,2.83764916289852,3.34382105193915,4.63810759364503,6.47721271264132,5.75461145459568,4.02000612264325,3.63834123626349,4.9197668787445,0.680893819968844,1.5185092622921,7.66421339060753,3.01788708934893,2.9022414829045,2.82203233449995,3.58182061935634,1.74552825886628,1.33309589424718,1.29514185323066,1.96381084097283,2.74645688417509,3.91433600586136,0,0,2.7398420443137,6.23330955600519,5.04893557131806,4.46579931556989,5.32684926452148,2.03568958617727,10.3419585908169,1.17468365434046,1.33015403626905,0.658420997305204,0.658420997305204,0.753557792248386,6.30700109169073,2.3700874019697,6.01955304184354,5.13147175606732,2.63898125790901
"Emberiza tahapisi.1",6.85509205395723,7.18104558992158,7.14372826274321,5.9118987647325,5.69434067461391,6.93228787580421,5.61743749020271,4.2896820825305,8.69606156969543,7.4468622797275,7.82297355796135,9.25461119581623,7.81187372163382,7.21272349939914,7.07861004164943,7.14132805308201,7.12398278868944,6.28364810966136,7.80051687586451,6.52440822824302,6.34701251527696,6.34701251527696,4.99636517841306,4.42073775367965,2.36882612152405,2.76424577462706,2.83519434014852,2.65774648814598,3.54290296245809,2.93568814943409,3.34382105193915,3.90947662157665,3.7954987857176,3.39694721848299,2.87595143906316,2.00260135241544,3.87931652960009,2.2378077470557,6.27436123544374,6.93738143080438,2.80530117626638,2.43429322287528,3.07952593203063,3.80371356168539,2.41759991369436,2.60986448333148,2.68900565735873,3.04218040998479,3.13145014310638,2.48976010162787,2.69127385547883,2.43676504679177,2.38103373681409,3.96258125822242,4.32617036432609,0.734366804039345,2.51734545770206,2.51734545770206,1.11093957512571,0.688994760311785,1.79611737192085,1.04000856474729,1.53952285259891,1.43256941129195,1.77765678266492,1.62072324389231,1.32570654701126,1.46029802998614,1.46029802998614,1.20196662597944,0.56530272441751,0.734366804039345,1.50628151217364,1.25210158154494,1.15183477319102,1.81125889117419,1.94526493515891,1.50302225756767,1.62746098350943,2.00197721326669,1.85659112240189,1.73106333482083,1.22471993969554,1.0920191737979,1.23683781162895,2.36882612152405,2.83519434014852,2.83764916289852,3.34382105193915,4.63810759364503,6.47721271264132,5.75461145459568,4.02000612264325,3.63834123626349,4.9197668787445,0.680893819968844,1.5185092622921,7.66421339060753,3.01788708934893,2.9022414829045,2.82203233449995,3.58182061935634,1.74552825886628,1.33309589424718,1.29514185323066,1.96381084097283,2.74645688417509,3.91433600586136,0,0,2.7398420443137,6.23330955600519,5.04893557131806,4.46579931556989,5.32684926452148,2.03568958617727,10.3419585908169,1.17468365434046,1.33015403626905,0.658420997305204,0.658420997305204,0.753557792248386,6.30700109169073,2.3700874019697,6.01955304184354,5.13147175606732,2.63898125790901
"Ptyonoprogne fuligula",6.39598129353106,6.9688220904175,6.82941973711725,5.56602290934952,5.06620951583027,6.67044432378537,5.05119088437996,3.22782623324361,8.52583492418353,7.17009937262137,7.63745122683829,9.1470865814398,7.75914194837665,7.14492907758762,7.05750813965344,7.15419179368088,7.24926921977475,6.25629141745442,7.7069461933507,6.37956966951454,6.14137719210933,6.14137719210933,4.57770092492841,4.3345928093492,1.49477037972723,1.58619870504264,1.32065207097766,1.33855361483194,2.61500571212125,2.17276635784327,2.63119103389818,3.58551655524845,3.48357660528754,3.1585411081893,1.75922094672358,2.63192759240666,4.87471504495002,4.33976974575248,6.02657307727477,6.78455803345835,4.09662512693826,2.14380232364667,2.76568623293986,3.22238510032929,2.28421866451518,0.512254322165696,0.337747183399599,0.898225104703919,1.56293341446153,1.15554907826644,1.30115409010633,0.760706190076088,1.33824849923083,1.60120693919882,1.95638243163086,2.77776436053008,3.54741568192413,3.54741568192413,3.15872435682113,2.68513378902716,3.60778380265116,3.32952047839052,2.6530743480193,3.47627759022814,4.01681745374082,3.53514953159044,2.96437132098223,3.6668017679862,3.6668017679862,3.55057556360918,2.88939867615676,2.77776436053008,3.84884001683217,3.74842091601413,3.20922935838218,3.32794051412958,3.44677721176806,3.2358482037846,3.2245502391346,3.79321082839083,3.50904355713232,3.68100598438105,3.29510325346696,2.97125249029356,3.66656643185569,1.49477037972723,1.32065207097766,1.91308854578156,2.63119103389818,5.06728507720861,5.97338970129736,5.78852120963986,1.42071009950256,4.36126888380347,5.39720874922405,2.91270181898576,3.69564036537815,7.59598725866058,2.76713559611487,2.96000136763578,1.42459776806475,1.23172129967071,3.33704034250454,3.24416054399517,3.01502908771183,3.70415952060202,1.07465745456179,1.37676201969575,2.7398420443137,2.7398420443137,0,5.91275757345703,5.28014846693708,2.3096648199789,5.34669426637082,3.41230408235103,11.3607441054576,2.56970993522269,2.20040909205964,2.75344878336782,2.75344878336782,2.41654413150073,6.31147201056712,0.932319099153694,6.11637901504067,5.265770165769,0.520273182773472
