"","Terathopius ecaudatus","Aquila rapax","Circaetus pectoralis","Circus ranivorus","Circus macrourus","Necrosyrtes monachus","Falco biarmicus","Falco cuvierii","Sagittarius serpentarius","Ciconia abdimii","Balearica regulorum","Mycteria ibis","Ardea cinerea","Ardea melanocephala","Ardea purpurea","Ardea alba.1","Bostrychia hagedash","Scopus umbretta","Plectropterus gambensis","Cairina moschata","Alopochen aegyptiaca","Alopochen aegyptiaca.1","Anas erythrorhyncha","Fulica cristata","Charadrius tricollaris","Anarhynchus pecuarius","Charadrius hiaticula","Charadrius dubius","Calidris alpina","Actitis hypoleucos.1","Tringa glareola","Vanellus armatus","Vanellus coronatus","Rhinoptilus chalcopterus","Caprimulgus fossii","Lamprotornis superbus","Centropus superciliosus","Laniarius funebris","Corvus albus","Corvus albicollis","Lybius leucocephalus","Oena capensis","Streptopelia semitorquata","Columba guinea","Spilopelia senegalensis","Hirundo rustica","Hirundo angolensis","Hirundo smithii","Cecropis senegalensis","Cecropis abyssinica","Pseudhirundo griseopyga","Neophedina cincta","Psalidoprocne albiceps","Apus caffer","Tachymarptis melba","Vidua fischeri","Colius striatus","Colius striatus.1","Ploceus jacksoni","Eremopterix leucopareia","Cisticola aridulus","Mirafra rufocinnamomea","Motacilla aguimp","Euplectes axillaris","Euplectes gierowii","Euplectes capensis","Quelea quelea","Lagonosticta senegala","Lagonosticta senegala.1","Uraeginthus angolensis","Vidua macroura","Vidua fischeri.1","Cisticola chiniana","Granatina ianthinogaster","Pytilia afra","Chalcomitra senegalensis","Nectarinia kilimensis","Cinnyris pulchellus","Cinnyris mariquensis","Cinnyris venustus","Chalcomitra amethystina","Hedydipna collaris","Anthreptes orientalis","Passer griseus","Sporopipes frontalis","Charadrius tricollaris.1","Charadrius hiaticula.1","Calidris minuta","Tringa glareola.1","Gallus gallus","Milvus migrans.1","Egretta garzetta.1","Apus apus","Pternistis afer","Numida meleagris","Vidua hypocherina","Prinia subflava","Threskiornis aethiopicus","Treron calvus","Streptopelia decipiens","Psalidoprocne pristoptera","Apus affinis","Prionops plumatus","Pycnonotus barbatus","Euplectes orix","Cinnyris bifasciatus","Cecropis daurica","Apus horus","Emberiza tahapisi","Emberiza tahapisi.1","Ptyonoprogne fuligula","Sarkidiornis melanotos","Porphyrio madagascariensis","Cypsiurus parvus","Bubo africanus","Lanius collaris","Struthio camelus","Anthus cinnamomeus","Motacilla flava","Vidua paradisaea","Vidua paradisaea.1","Crithagra atrogularis","Buteo augur","Riparia paludicola","Ardea brachyrhyncha","Bubulcus ibis","Delichon urbicum"
"Caprimulgus fossii",5.64234838316864,5.9049948224929,5.7685908912654,4.43464059534015,3.97756630944628,5.58963619800185,4.18032253429969,2.6967617663421,7.30232548653279,6.32185217280322,6.50809538378954,8.41142119666351,6.8596142798731,6.26686281608828,6.26226493453626,6.24574867501907,6.35645074805082,5.42329919343702,6.76904980504886,5.46446587128402,5.26555597175597,5.26555597175597,4.15425626523568,3.65817880865829,1.68187945204914,2.18522936077678,1.5565353224247,1.74437566856873,2.88745074529561,2.3240822565896,2.66018578314365,2.73119234085004,2.53972222636105,2.34110108680811,0,2.15175193777869,3.73236394279066,3.83971419556901,5.13193063334863,5.93679544958415,3.99393934509326,1.46649003162529,1.47408140529152,2.02090888776492,1.14611019428214,1.5041779840721,1.75217777631452,1.9099547998391,0.942455156620819,1.39840855202241,2.04380929249475,1.42882922987773,1.93956441410612,2.36017897835758,2.08881424110976,3.26342574122665,2.65226932277108,2.65226932277108,3.32068859700772,3.09782664878803,3.96237133759985,3.21917702026864,2.08374087068978,3.27564798230649,3.88413033273154,3.54837539296931,3.43692311760525,4.18231155161558,4.18231155161558,3.97025421039515,3.21144917846255,3.26342574122665,3.82670550460411,3.86724228675132,3.67650136368793,3.49111724698044,3.18928092891934,3.37924296155644,3.42519236043104,4.24259759393568,3.73056946675809,4.11361561950355,3.40508639838689,3.01497822495942,3.82038410283578,1.68187945204914,1.5565353224247,2.76314381206263,2.66018578314365,3.78975147088741,4.90359286408028,5.02208439987367,2.3541249398864,3.64166673241703,4.33319680876192,3.3473849116745,3.85826655516048,6.78718725731549,2.00122744550548,1.64600498472265,1.95580512927205,2.73187756531341,2.75443138231221,2.73312764408851,3.34119926314707,4.12597017165735,1.17370895868033,2.44662343184584,2.87595143906316,2.87595143906316,1.75922094672358,5.18008432666795,4.53321870537,2.93784443234108,4.29415589500751,2.79000253587023,10.3121998384248,2.33480005572986,2.15035094637129,2.85586873199491,2.85586873199491,2.96733497236029,5.20348798682082,2.16268260586741,5.23410947928431,4.45521816912706,1.84639984366529
"Lamprotornis superbus",5.09839685290724,5.49574068680962,5.46165464824603,4.24324455824067,4.08322447916468,5.15905803721878,4.01048662382476,2.90285955836638,7.03957338981492,5.62149012361985,6.04701878680114,7.49265231259012,6.01875787301143,5.39640720210595,5.24759712824726,5.3091894406875,5.3814339113217,4.54856553682236,6.08433796554594,4.80291684022865,4.59905943877662,4.59905943877662,3.3146354083786,2.54673785060032,1.64236487359893,2.07069142195084,2.00177765725811,2.05878405604365,2.34189830753801,1.80451545687192,1.95213597894055,1.98082729088437,1.89906547353926,1.61128237276141,2.15175193777869,0,2.74303545961309,2.15884995709558,4.56066283456428,5.25988018858634,2.14216329247741,2.35830607666977,1.64368073822083,2.14596930287187,1.65127973483542,2.52910679788569,2.67141979325954,3.1618163359252,2.41466285652802,2.6941668226778,3.1845904131739,2.06952258514065,2.96503549389403,3.96850720318825,3.55983605978387,2.32858927520978,2.17986288918144,2.17986288918144,1.74214718058023,1.97573259757601,3.21991775583239,1.74013029397782,1.21791038263443,1.58524763802773,2.1266103892933,1.82301501008043,2.01617879445461,3.19702950656506,3.19702950656506,2.94604263238895,2.18239685466079,2.32858927520978,2.72781228755695,2.67212039350956,2.38713070794462,2.21481516225314,1.98684185175458,2.52176163582863,2.13759362031932,3.07349006578794,2.30769066230708,2.99105836080569,2.187537994028,1.56761347157502,2.36571166413021,1.64236487359893,2.00177765725811,2.40425799304603,1.95213597894055,3.08939281130953,4.85957472501918,3.88910024630526,3.79354192108872,2.07057715610387,3.39674520824199,2.36860078393952,2.90143397492762,5.86383138443899,1.42131590288595,1.54925710054948,3.29247516497895,3.64199281692379,1.22323156848725,1.42280919007485,1.80063792366543,2.90658240592094,2.5771961809872,3.83661850564844,2.00260135241544,2.00260135241544,2.63192759240666,4.51148459382688,3.31394196378396,4.62108121972774,3.67768644670582,1.48582531209234,9.24018597426307,0.993738506230044,1.47193538006031,1.75044155080978,1.75044155080978,2.15550975682095,4.63928595385376,2.84092006361861,4.19080411234987,3.2738745564065,2.81612551248496
"Centropus superciliosus",4.29975051037538,3.98493948200103,4.02686945546876,3.08954613364434,3.28795350176748,3.77510824079768,3.27229009268229,3.45247531711933,5.27225947701857,4.45984390108156,4.61760655561842,6.21211842480248,4.64114942857081,4.17336150658996,4.20148354979535,4.09974626657174,3.93444404354596,3.28586796474499,4.65117107126444,3.5427447759699,3.58340010802807,3.58340010802807,3.31474424274621,2.96853239112428,4.0235790536848,4.56142221086815,4.25309108363349,4.43808675912793,4.35382160743286,3.9565756413081,4.05747494631095,2.90582166956777,2.86090427053265,2.89664005883563,3.73236394279066,2.74303545961309,0,2.61896643632509,3.33786725150834,3.92978505448117,2.83127202980568,3.89903783788307,2.62221069674901,2.74684033638283,3.22781004828341,4.6169253252828,4.91068748789174,5.19438417159145,3.92702295736313,4.57862579630845,5.26545804269198,4.18896537982128,5.06216158973516,5.91771561348096,5.14619582474904,4.38364454530415,2.03152361951237,2.03152361951237,3.59543689341382,4.12562257323277,5.22664499715991,3.50434109170581,2.97872558538768,2.85594651406057,3.1957471131403,3.17822195328963,4.02593807310588,5.02469949338286,5.02469949338286,4.6478466784644,4.10707758516428,4.38364454530415,4.31648888307294,3.9623590613299,4.37317890904477,4.16292768859913,3.29786986997569,4.29753398685295,4.08017333337191,5.04363055971461,4.18771606047819,4.96011300870647,4.05298179739967,3.25014980507656,3.86122028841285,4.0235790536848,4.25309108363349,4.92873668848245,4.05747494631095,1.50593697338368,3.60921430754414,3.28601937160476,5.68794395962638,2.0983192737257,2.02902461236951,4.32401650224921,4.66138087632919,4.6250674121303,2.47587951284764,2.32920237422151,5.26359987487236,5.85131482430599,2.29625503748898,2.72550033813309,3.7730833097299,4.88565627072843,4.37180065618276,5.92326790427634,3.87931652960009,3.87931652960009,4.87471504495002,3.70959782261549,2.66869609520778,6.4178187954177,2.40171310786512,1.98601172013854,7.4277749693105,3.23262588331735,3.68504325887212,3.52464352285606,3.52464352285606,4.26438234855141,3.14674059637285,5.15643991642313,3.17622480967487,2.6917965862639,4.99226062011821
"Laniarius funebris",6.16176267317205,6.27743723485852,6.33700813270392,5.28160291872256,5.33204716997838,6.00553532748234,5.22676295290554,4.57530926971282,7.66795162372883,6.42412823695709,6.80203441562981,8.00291281338898,6.59720367990665,6.06710287287978,5.88483996662307,5.91285529316402,5.80573139310331,5.22013807909987,6.71619480938705,5.5531001797537,5.48831085464411,5.48831085464411,4.50884739959525,3.8161281577996,3.44336330614221,3.86313892894153,3.93420243159313,3.86493633506963,4.00186157511491,3.51445230547556,3.71189990978167,3.62512208733689,3.55744588896269,3.37087275518226,3.83971419556901,2.15884995709558,2.61896643632509,0,5.4308987093919,6.0009538339982,2.02990243430315,3.54716565316244,3.25440814214957,3.80910716321067,3.10113021363092,4.16222975982295,4.32158762071192,4.6983910235929,4.15566453038119,4.10567113394338,4.52083587925096,3.82055603244134,4.23996034154386,5.62175627748593,5.4784987251802,2.61049090647879,2.38545770785917,2.38545770785917,1.72988416526761,2.40009526397186,3.08522978776562,1.43702074636403,2.04727767313083,1.17578857544733,0.984313877541655,1.53981875396115,2.3268671276975,2.85124622424633,2.85124622424633,2.55792868724942,2.33399181696621,2.61049090647879,2.02370455644629,1.9036810205524,2.37749695944199,2.23806442409802,1.80968411213565,2.42719405240475,2.17397976813352,2.77677202294136,2.14991903270042,2.68676575019447,1.97201629649301,1.77188540592381,1.73208382123393,3.44336330614221,3.93420243159313,3.97453789182153,3.71189990978167,3.62269704830192,5.89745595068709,4.65174290009872,5.56143762637868,2.67946396397425,3.8952880155686,2.49698190553717,2.43910431100144,6.44440258708681,3.10309316562289,2.93330470319529,4.61210341668966,5.29729090357419,1.2764640442978,1.27852711741873,2.06955311620802,2.66817416435766,4.17520964000192,5.56917436037775,2.2378077470557,2.2378077470557,4.33976974575248,5.47563570817895,4.0685451197,6.15509740410123,4.50814397160151,1.6205593832918,8.46176262277951,1.92514656326535,2.50151230313186,2.04813375417053,2.04813375417053,2.6964806300977,5.36372049431698,4.26861283211,4.86491399876832,4.08837626563946,4.37277722712423
"Corvus albus",1.40347078128792,1.34830931098543,1.34461766598395,1.39252698120573,1.89636100966133,1.18406783963856,1.4758601133804,3.15177250536402,3.09758778587875,1.50236729693881,2.20700411018511,3.50486969798568,2.01625132558592,1.60476498626286,1.94265240631304,1.92672709409801,1.96460268868016,0.947425442196418,1.96905417965628,1.12737354229842,1.10966207589325,1.10966207589325,2.11349018041153,2.86450369484824,5.39588914646251,5.66704698561625,5.30457453746688,5.68784306415301,5.04615356941489,5.02894967180753,4.86893477790416,3.33005764875829,3.49515375558946,3.7168211587514,5.13193063334863,4.56066283456428,3.33786725150834,5.4308987093919,0,0.921960409887753,4.50763039393992,5.87639497503866,4.08536204016601,3.47651960027827,5.12977115390218,5.90365310732511,6.1722440127992,6.4834939082034,4.98207793608485,6.18138988906329,6.88787062169618,5.38893474921447,6.80469098009815,6.91248824561093,5.44452001391328,6.59495865214516,4.62688052991892,4.62688052991892,5.83121281211666,6.27534869873186,7.71991696102788,6.00844692980191,5.33342268116048,5.30161383042194,5.70163965566467,5.39657016101194,6.00002290873812,7.45941447574797,7.45941447574797,7.11059800103825,6.40993978594209,6.59495865214516,7.02472563641799,6.57319260802204,6.55759919536264,6.40440593247226,5.75400693364034,6.76034540946968,6.33509052377402,7.37206404141356,6.4208926385186,7.34811699185153,6.50590935543807,5.48332166617892,6.30071799760736,5.39588914646251,5.30457453746688,6.09628689763731,4.86893477790416,2.56488629628824,1.34474060826914,2.10187510505562,6.37948095424943,3.30632498334983,2.36304039662,6.60338582658058,7.27108612070818,2.14247540377979,3.56903558219938,4.13958621522917,6.89940090808775,6.7034887818162,4.8628982212831,5.39205368567417,5.80270218603243,7.17818293839479,5.71691718384604,6.79248611416022,6.27436123544374,6.27436123544374,6.02657307727477,1.30759858952175,2.02696956716394,7.44882093981575,1.37054153958853,4.53069717944271,7.42696530620315,5.45663294776599,5.79540352480902,5.81339858621301,5.81339858621301,6.3601771880133,1.29368194793242,6.67951161639234,1.62615057058314,2.00122473755786,6.32933699293099
"Corvus albicollis",1.20332154301287,1.12721546041848,1.29750596625214,1.99509699915927,2.56401441531031,1.35800272360854,2.08957834043295,3.85350890434656,2.84597280366521,1.29689060631741,1.94368972868027,2.95255961248877,1.61868317057507,1.40996724376607,1.85735541613986,1.87637009817156,1.90187612123724,1.27574636797431,1.36455140703376,1.26814286105805,1.21543546738514,1.21543546738514,2.65242086218286,3.35865430577757,6.1692349038893,6.41162300051005,6.06437148163246,6.45729763761144,5.79206847486268,5.80088437765829,5.6114878319937,4.0493006750095,4.22792208913211,4.40785893129547,5.93679544958415,5.25988018858634,3.92978505448117,6.0009538339982,0.921960409887753,0,4.98323358622988,6.69024205449001,4.87948003349397,4.25868910458456,5.92500588774531,6.68962917006542,6.94815298149272,7.28489188588142,5.79858593222687,6.97784849480922,7.67696993260468,6.14412444329016,7.57787102421471,7.69013004175716,6.20049421231678,7.22218295545069,5.3364555352258,5.3364555352258,6.43561038870992,6.90649068744099,8.40409585376203,6.6364155364579,6.0902621473355,5.89366855411808,6.24164496288016,5.95366307076459,6.59272555599359,8.07018454211536,8.07018454211536,7.72797393037283,7.03228979925334,7.22218295545069,7.67567433144585,7.18054459333787,7.15006413767324,7.0992108824565,6.48780737466966,7.49003022455418,7.02991024825999,8.03088872459328,7.0862021454278,8.00263206033862,7.18465441824205,6.10228715497092,6.8698125532701,6.1692349038893,6.06437148163246,6.8278152273743,5.6114878319937,3.15437902187449,1.81209998448278,2.54277644149701,7.13273036619328,3.78294090797264,2.72352251710015,7.22962586902739,7.94667885588065,1.91301240246612,4.29897133221832,4.92399015546808,7.69398664720444,7.41353953773938,5.53229524169377,6.06602361702126,6.39547361729733,7.84006133452613,6.51699601656177,7.54902366623969,6.93738143080438,6.93738143080438,6.78455803345835,1.47754996211627,2.34715528559967,8.24485955069627,1.88857401378279,5.19358478125386,7.15476111718075,6.1615991120494,6.54775353582811,6.44717094205851,6.44717094205851,7.01206534223945,1.42964283381482,7.42218670446034,1.96080041939697,2.51621471047602,7.09530852839213
"Lybius leucocephalus",5.06672899753101,5.51783277545747,5.60076271790467,4.69358034562926,4.73605898614851,5.32010233900821,4.31635041324593,3.70196318082108,7.17971985131898,5.50966836000037,6.19539845975863,6.97118224869306,5.75189604193741,5.23155865433083,5.010855408594,5.19621282403452,5.02808564476723,4.30781964051831,5.79222002809608,4.60595431476348,4.49925691078005,4.49925691078005,3.13971996917536,3.02568915595496,3.43074771603474,3.67800380709176,3.7380909197473,3.8506241310093,3.58365358531691,3.26307209055066,3.4289978628593,3.32008408036767,3.38747716743399,3.10449043747666,3.99393934509326,2.14216329247741,2.83127202980568,2.02990243430315,4.50763039393992,4.98323358622988,0,4.11526915011641,3.35541340717865,3.63403974288,3.57533118962097,4.02463450450666,4.20286935099665,4.68522163361895,4.00484665638738,4.28756528968503,4.76719853228631,3.49698380525209,4.53990813045959,5.56990908415064,5.06051516223456,2.87352833426567,2.77221517650438,2.77221517650438,1.88056818027968,2.60167282474761,4.06659405287532,2.35844639778353,2.78300901394044,1.56637005456395,1.64406742272437,1.30789554593102,2.04254067692356,3.40296492890896,3.40296492890896,3.0888813478309,2.68002780554301,2.87352833426567,3.34759792253964,2.58964885066212,2.50752000888911,2.92001601802661,2.68500210224002,3.33806498254827,2.79795194274636,3.48694379084593,2.72918412530135,3.441111358722,2.87234950970266,1.74285594982471,2.17775526640754,3.43074771603474,3.7380909197473,3.8017968347543,3.4289978628593,3.50785917374529,5.18372135968756,3.92694819125338,5.21708449805393,2.00457785880719,3.40081180918431,2.81165781574391,3.55632668239423,5.54607420299694,2.54699055378263,3.19663460782704,4.89425911483376,4.85189929907962,1.95246532697731,2.2963339078307,1.84711440673103,3.34780737989691,4.16469198553734,5.37871347240143,2.80530117626638,2.80530117626638,4.09662512693826,4.31374948062505,3.14434255066721,6.18638253527439,3.81600388540643,1.87880198257046,8.56555065299286,2.44349914129301,3.01127842267228,2.25042751154698,2.25042751154698,2.79800800909133,4.7267170680054,4.29683148751157,4.15634582839776,3.35929538168145,4.28171349774917
"Oena capensis",6.50728581578228,6.69662855817246,6.55496184003791,5.26088583365492,4.85246297172877,6.34620016359935,5.0421439933036,3.60787939422434,8.03679421621562,7.01567185637831,7.3161741108627,9.08060597921766,7.5306133742603,6.92389570874774,6.86982336538821,6.85211703895371,6.89644971872394,6.01399178838048,7.58359380274699,6.24549620198075,6.12013750306065,6.12013750306065,4.89531421315456,4.33113552233341,1.69488123866572,2.33937803701345,1.95883552239419,1.79260455084015,2.92552866668447,2.30967322433125,2.79032376264846,3.39276317968723,3.16298964055713,3.02986262184108,1.46649003162529,2.35830607666977,3.89903783788307,3.54716565316244,5.87639497503866,6.69024205449001,4.11526915011641,0,1.96583942240459,2.74045769394777,1.03134486715284,1.84194508393447,1.94004446825625,1.9516221730276,1.81569398478358,1.4278222744812,1.81360450834409,2.02776571333508,1.72589839012272,2.69132337125044,2.95612684852436,2.87507350312893,2.52320288383816,2.52320288383816,3.05650556649119,2.78006552390598,3.19508502103803,2.84465890679278,1.64285150486222,3.07576891223717,3.63900361615648,3.39721185632512,3.21925359021934,3.6068618071299,3.6068618071299,3.4091841303468,2.82168139984382,2.87507350312893,3.1377911429483,3.35088566721516,3.37752984568287,2.93746011093019,2.57735650260731,2.59342945105116,2.83042426460992,3.61191075942134,3.20697059819694,3.47983968396707,2.81306076803761,2.83809175118714,3.49175802939359,1.69488123866572,1.95883552239419,2.61074184069182,2.79032376264846,4.3463023868346,5.73328504878107,5.55913155323539,2.8787504733157,4.13880559161041,4.95235928667576,2.93237214428686,3.13205772525824,7.3739542912981,2.65565224049827,1.99713201015392,1.80305419239499,3.21080079347134,2.60125498673154,2.39977911588043,3.154688816294,3.49429314404243,1.54783862651582,2.81894570825321,2.43429322287528,2.43429322287528,2.14380232364667,6.01256253178766,5.11631244080188,3.09640643242949,5.04072175190577,2.67472874352417,10.7037693109859,2.07112700522069,1.63632309281216,2.59674760973217,2.59674760973217,2.63322444083458,5.97207776768295,2.0572856731431,5.8253363733707,5.02046564224288,1.99148296220989
"Streptopelia semitorquata",4.64575847473039,4.8517273416836,4.74396229831306,3.50674027610313,3.21628150456797,4.47617330030653,3.34799604199763,2.35266639708975,6.31307279370985,5.20891977507449,5.46078032682218,7.30873076632916,5.69991389271861,5.10296726676564,5.06784515174633,5.04143208186452,5.11093662249158,4.25682622701264,5.70008821114254,4.39119589447628,4.24832462248856,4.24832462248856,3.28161484568106,2.62858763752758,2.01786491991412,2.60315088525475,2.07229999367435,2.26778591593578,2.64398117055656,2.1616675209226,2.32501914308084,1.81744303321902,1.6071304695049,1.65571385171721,1.47408140529152,1.64368073822083,2.62221069674901,3.25440814214957,4.08536204016601,4.87948003349397,3.35541340717865,1.96583942240459,0,0.862831742837208,1.0900413077927,2.57543889749864,2.77505582805665,3.07574577474194,1.85987188096818,2.61412322912562,3.24371311137203,2.24831465726251,3.08086357258795,3.64183910846341,2.89929714670368,3.52533277953375,2.24969901301957,2.24969901301957,3.18470746516696,3.25436311877871,4.27635586334624,3.05511852116007,1.92611587022384,2.90642850578002,3.49107049575285,3.22518453150541,3.43716338729418,4.42653464689382,4.42653464689382,4.16368365072891,3.38484099745794,3.52533277953375,3.83809599544926,3.86607762205884,3.77876682183644,3.38777983407908,2.87771965045679,3.51036725503499,3.33347203590015,4.34192739817558,3.56846484245754,4.25663931484781,3.4005068936026,2.86630728168432,3.7335392397397,2.01786491991412,2.07229999367435,3.05718144458813,2.32501914308084,2.64567839473935,3.99897524563206,3.84895737936823,3.44768006586999,2.60766359607317,3.19828993275323,3.57849555518668,4.03593881353775,5.59479623598324,1.16926757425199,0.461336205883593,3.21221340130221,3.81534930337948,2.18693900440285,2.39276924994676,3.25858551129206,4.17486354008287,2.3351896731089,3.61460340807601,3.07952593203063,3.07952593203063,2.76568623293986,4.19600363797444,3.38246505626922,4.23534212504956,3.21715813917383,2.22319071097961,9.27659162607309,2.23422406031403,2.35183597745981,2.90692420525617,2.90692420525617,3.28658627371746,4.11126476177047,3.15004234941846,4.02816800805277,3.24733430656597,2.95263799170672
"Columba guinea",3.91335610089786,4.18300349975951,4.05729170239288,2.8774962686833,2.59107925920934,3.7875411694908,2.71434503427139,1.99135673600526,5.67969577811549,4.5474121942411,4.77165817737167,6.69515240976548,5.08085098290989,4.48208737304391,4.47900355541873,4.45153038459777,4.58241837397883,3.71939347479587,5.0483332045221,3.78496876215433,3.60277337832049,3.60277337832049,2.81361496622842,2.18907512481528,2.54180236871478,2.99278521377945,2.43941805940675,2.73448581622985,2.83178147543825,2.52146200472892,2.50417160698418,1.48777298992443,1.33749754406053,1.54162133627312,2.02090888776492,2.14596930287187,2.74684033638283,3.80910716321067,3.47651960027827,4.25868910458456,3.63403974288,2.74045769394777,0.862831742837208,0,1.90293648144048,3.09740327970835,3.28415760314838,3.60593948744831,2.24353338707534,3.25074060234136,3.87357141408087,2.70959703574065,3.74626648119685,4.02236313010079,2.93056849534401,4.1985103889724,2.82828666467963,2.82828666467963,3.78960509286021,3.90042293842412,5.03105996873529,3.72389132403364,2.70493252256735,3.48229340166937,4.04314360417548,3.74550735881716,4.00232877699176,5.1342149871582,5.1342149871582,4.8724929368818,4.06336262905927,4.1985103889724,4.58163119726939,4.56286255264862,4.3986901746299,4.05712277917251,3.57798579690992,4.28070149781151,4.0140722820573,5.03132849240864,4.20971461633273,4.963136603088,4.12192353488556,3.46793793485277,4.35900990360875,2.54180236871478,2.43941805940675,3.47641149753017,2.50417160698418,2.36406317608943,3.34024353488652,3.36913474847249,3.71248520837065,2.51390563127617,2.82024323860604,4.26137689995334,4.79845483627356,5.00251113988399,1.26180204404587,1.16098804543614,3.84532551749236,4.14824424165763,2.80233750759836,3.10094353144122,3.82022116816041,4.85507053663726,2.86980601809547,3.94751163007988,3.80371356168539,3.80371356168539,3.22238510032929,3.56253950668922,2.93881845050179,4.63393408107109,2.68016497876833,2.78481476087031,9.0045077790458,2.92462785151422,3.09194167742599,3.57085157490292,3.57085157490292,3.95600613081228,3.50067931076889,3.73299089215852,3.49505705618617,2.78131749316091,3.48717094834518
"Spilopelia senegalensis",5.70780931523502,5.91945602953773,5.81119943614458,4.53848695275552,4.21669655609543,5.54669479691938,4.37255001593403,3.1210456790041,7.32833285030993,6.250664759618,6.50493352331725,8.31290206167232,6.7229282737607,6.1193708108913,6.05005284765041,6.02883966275224,6.08907010753814,5.25716141666918,6.74893727631105,5.42749588947367,5.28721137636379,5.28721137636379,4.17955363778236,3.47210246546395,1.57276715534005,2.25209863514634,1.8207836732439,1.78624684938137,2.66843420187044,2.04872594649451,2.38072849514749,2.57078098950299,2.34089170304594,2.26042978451835,1.14611019428214,1.65127973483542,3.22781004828341,3.10113021363092,5.12977115390218,5.92500588774531,3.57533118962097,1.03134486715284,1.0900413077927,1.90293648144048,0,2.05041625134553,2.1912214795647,2.44439497745658,1.76019931423767,1.89346694961333,2.41704733515883,1.92755411122262,2.20993851301776,3.13067201630335,2.9516856646637,2.89639744201323,2.27491837358611,2.27491837358611,2.80784260846897,2.68613908758647,3.39577743116899,2.5545496436747,1.33541772349825,2.70237612053453,3.26861213038288,3.06103759193006,3.06431298177788,3.72436282756389,3.72436282756389,3.50830318350135,2.79356585579272,2.89639744201323,3.11402842303543,3.34080498493782,3.26334787711823,2.79052273945363,2.40816502756103,2.73473610742455,2.73710637984284,3.6393435535536,3.03451949769196,3.52979988862516,2.73490641675045,2.56556535718974,3.30788828207204,1.57276715534005,1.8207836732439,2.61951786947461,2.38072849514749,3.52393449514174,5.04963821132859,4.7442139282502,3.15071726219166,3.26538498767952,4.09646919025479,2.9567394303372,3.24585484135329,6.59347270904457,1.90145698000832,1.08623992279079,2.38240689978072,3.42142714105725,2.05304027444769,1.99733227952449,2.92543343606455,3.49829925320421,1.84305046847957,3.16143662526546,2.41759991369436,2.41759991369436,2.28421866451518,5.22113394598505,4.29709525715351,3.68824238766931,4.23701420481083,2.25772021995126,9.95419574440501,1.72610710544375,1.62674243921774,2.44745072714176,2.44745072714176,2.67686140129151,5.14712256974189,2.41325213261004,4.9873791716672,4.16352933241968,2.34011080503804
"Hirundo rustica",6.36990277734332,6.84273976575088,6.69928472713887,5.40952003670759,4.91237330524757,6.53977665521786,4.93641125333265,3.15129088651268,8.34715406874624,7.08262369248947,7.51826732936439,9.06809743012091,7.65859024211608,7.05317538884219,6.98514706057974,7.05893799480748,7.13065548894363,6.13987161914543,7.60605195217423,6.26222518442164,6.05558520121795,6.05558520121795,4.54399519007027,4.35471683914797,1.46796973128293,1.71966992276654,1.39431852732327,1.41680955770603,2.68896674911326,2.17777549628261,2.68644017206573,3.52798449394035,3.41217627895636,3.10234188808442,1.5041779840721,2.52910679788569,4.6169253252828,4.16222975982295,5.90365310732511,6.68962917006542,4.02463450450666,1.84194508393447,2.57543889749864,3.09740327970835,2.05041625134553,0,0.483682615507843,0.76737156953696,1.26020177966578,0.794824070259462,1.17427098118553,0.678695015215004,1.23844586710435,1.66861714604762,2.0032186080305,2.76113652608347,3.19714705484382,3.19714705484382,3.09163104995095,2.66710735196937,3.55293841576961,3.22746705861802,2.39972219370309,3.33943925338579,3.90710877518694,3.44098344470396,2.96060125538707,3.63153283353805,3.63153283353805,3.46517259931144,2.83507626728278,2.76113652608347,3.72794263308149,3.58945601080895,3.20037488309391,3.23683597144085,3.21059134037971,3.05261644489635,3.12148086595905,3.7530931116894,3.43656534468746,3.63618182304177,3.17664200019577,2.85341711950646,3.57931983583283,1.46796973128293,1.39431852732327,2.09894640827061,2.68644017206573,4.85968079388171,5.8225606640313,5.70973734334264,1.56918957860904,4.28992321861395,5.25833178687593,2.86587380435627,3.57266272950329,7.50588384265461,2.6529441563922,2.73314811660882,1.26222752473337,1.54174605434577,3.13090556979065,3.03680173954911,2.99234242752665,3.66319115138799,0.687337067232675,1.60256050939471,2.60986448333148,2.60986448333148,0.512254322165696,5.8482061558243,5.23408335924337,2.26825875376605,5.2136323435622,3.16985293548014,11.1979588790315,2.42095412067813,2.01739227545842,2.63803618637623,2.63803618637623,2.38018191546431,6.18058704210052,1.09900119332547,6.01788755648502,5.18711239417071,0.560920146357169
