"","Cygnus columbianus","Cygnus buccinator","Branta bernicla.1","Branta hutchinsii","Branta canadensis.1","Anas crecca.2","Anas platyrhynchos.1","Aythya valisineria","Aythya marila.2","Aythya affinis.1","Bucephala clangula.2","Bucephala islandica.1","Bucephala albeola","Mergus serrator.2","Mergus merganser.2","Melanitta deglandi.1","Melanitta perspicillata.2","Clangula hyemalis.2","Histrionicus histrionicus.1","Canachites canadensis.1","Dendragapus fuliginosus","Lagopus muta.2","Lagopus lagopus.2","Bonasa umbellus.1","Meleagris gallopavo","Gavia stellata.2","Gavia adamsii","Gavia immer.1","Gavia pacifica","Nannopterum auritum.1","Urile pelagicus","Ardenna grisea","Fulmarus glacialis.1","Phoebastria nigripes","Hydrobates furcatus","Hydrobates leucorhous","Ardea herodias","Numenius phaeopus.3","Phalaropus lobatus.2","Tringa melanoleuca.1","Tringa flavipes","Gallinago delicata.1","Limnodromus scolopaceus","Arenaria melanocephala","Calidris minutilla.1","Calidris mauri","Calidris alpina.1","Sterna paradisaea.2","Onychoprion aleuticus","Chroicocephalus philadelphia","Larus brachyrhynchus","Larus glaucescens","Larus argentatus.3","Rissa tridactyla.1","Uria aalge.2","Synthliboramphus antiquus","Cepphus columba","Brachyramphus marmoratus","Brachyramphus brevirostris","Fratercula cirrhata","Fratercula corniculata","Cerorhinca monocerata","Ptychoramphus aleuticus","Stercorarius parasiticus","Charadrius semipalmatus.1","Haematopus bachmani","Antigone canadensis","Selasphorus rufus","Calypte anna","Strix varia.1","Strix nebulosa.1","Bubo virginianus.1","Bubo scandiacus.2","Megascops kennicottii","Asio flammeus.2","Aegolius funereus.2","Aegolius acadicus","Surnia ulula.2","Glaucidium gnoma","Sphyrapicus ruber","Dryobates pubescens","Dryobates villosus","Picoides dorsalis.1","Colaptes auratus.1","Megaceryle alcyon.1","Chordeiles minor.1","Pandion haliaetus.3","Haliaeetus leucocephalus.1","Buteo lagopus.2","Buteo jamaicensis","Accipiter atricapillus","Circus hudsonius.1","Accipiter striatus","Aquila chrysaetos.1","Falco peregrinus.2","Falco sparverius","Cyanocitta stelleri","Pica hudsonia","Corvus brachyrhynchos.1","Corvus corax.2","Perisoreus canadensis.1","Riparia riparia.2","Tachycineta bicolor.1","Tachycineta thalassina","Stelgidopteryx serripennis","Progne subis","Hirundo rustica.1","Petrochelidon pyrrhonota","Eremophila alpestris.1","Poecile atricapillus","Poecile rufescens","Troglodytes pacificus","Cinclus mexicanus","Turdus migratorius.1","Ixoreus naevius","Catharus ustulatus","Catharus minimus","Catharus guttatus","Pinicola enucleator.1","Spinus pinus","Melospiza melodia","Junco hyemalis","Zonotrichia leucophrys.1","Setophaga petechia.1","Setophaga townsendi","Cardellina pusilla","Leiothlypis celata","Patagioenas fasciata","Columba livia","Zenaida macroura"
"Fratercula corniculata",207.691669120836,207.691669120809,207.69166912083,207.691669120879,207.691669120882,207.691669120932,207.691669120971,207.691669120956,207.691669120846,207.691669120905,207.691669120945,207.691669120917,207.691669120901,207.691669120895,207.691669120913,207.691669120933,207.691669120925,207.691669120941,207.691669120962,207.691669121256,207.691669121245,207.691669121298,207.691669121295,207.691669121351,207.69166912128,157.01014797407,157.010147973783,157.010147973637,157.010147973907,157.010147974074,157.010147974084,157.010147974078,157.010147973548,157.010147973823,157.010147974134,157.010147973855,157.010147973932,113.000725146825,111.527246180079,111.527246179967,111.527246180033,111.527246179932,111.527246180132,111.527246179939,111.527246180149,111.527246180135,111.527246180154,42.6297910211391,40.0465042793605,40.0465042794489,40.0465042794069,40.0465042793959,40.0465042794575,40.0465042794194,30.8887112354091,30.5127272811442,30.5127272812198,29.9044032708145,27.6579688205139,14.1869769389256,0,18.102948102844,26.6965276423859,35.9032251867862,123.479665056004,126.74637745984,149.46696973521,171.188455207692,171.188455207707,171.18845520821,171.188455207859,171.188455207791,171.188455207859,171.188455208004,171.188455207817,171.188455207667,171.188455207697,171.188455207716,171.18845520778,171.188455207762,171.188455207754,171.188455207853,171.188455207833,171.188455207523,171.188455207886,171.18845520658,171.188455207212,171.188455207514,171.188455207497,171.188455207395,171.18845520757,171.188455207198,171.188455207749,171.18845520774,171.188455207134,171.188455207177,171.18845520727,171.188455207371,171.188455207268,171.188455207105,171.188455207033,171.188455207081,171.188455207409,171.188455207496,171.188455207452,171.188455207511,171.188455207706,171.188455207331,171.188455207602,171.188455206929,171.188455207164,171.188455207206,171.188455207042,171.188455207197,171.188455207257,171.188455207326,171.188455207172,171.188455207362,171.188455207783,171.188455207772,171.188455207598,171.18845520776,171.188455207517,171.188455207484,171.188455207419,171.18845520728,171.188455207248,176.358776435831,176.358776435546,176.358776435688
"Cerorhinca monocerata",207.691669120849,207.691669120822,207.691669120842,207.691669120891,207.691669120894,207.691669120945,207.691669120984,207.691669120969,207.691669120858,207.691669120918,207.691669120957,207.69166912093,207.691669120914,207.691669120907,207.691669120925,207.691669120946,207.691669120938,207.691669120954,207.691669120974,207.691669121269,207.691669121258,207.691669121311,207.691669121308,207.691669121364,207.691669121293,157.010147974083,157.010147973796,157.01014797365,157.01014797392,157.010147974087,157.010147974097,157.010147974091,157.01014797356,157.010147973835,157.010147974147,157.010147973868,157.010147973944,113.000725146838,111.527246180091,111.527246179979,111.527246180046,111.527246179945,111.527246180145,111.527246179951,111.527246180162,111.527246180148,111.527246180167,42.629791021152,40.0465042793733,40.0465042794618,40.0465042794197,40.0465042794088,40.0465042794703,40.0465042794323,30.8887112354219,30.512727281157,30.5127272812326,29.9690732191833,28.1489288481467,20.2225318600475,18.102948102844,0,24.1356053293844,35.8968878642781,123.479665056017,126.746377459853,149.466969735223,171.188455207705,171.18845520772,171.188455208223,171.188455207871,171.188455207804,171.188455207872,171.188455208017,171.18845520783,171.18845520768,171.18845520771,171.188455207728,171.188455207793,171.188455207775,171.188455207767,171.188455207866,171.188455207845,171.188455207536,171.188455207899,171.188455206593,171.188455207225,171.188455207527,171.18845520751,171.188455207408,171.188455207583,171.188455207211,171.188455207762,171.188455207752,171.188455207147,171.188455207189,171.188455207283,171.188455207384,171.188455207281,171.188455207118,171.188455207045,171.188455207094,171.188455207422,171.188455207509,171.188455207465,171.188455207524,171.188455207719,171.188455207344,171.188455207615,171.188455206942,171.188455207177,171.188455207219,171.188455207055,171.18845520721,171.188455207269,171.188455207339,171.188455207185,171.188455207375,171.188455207796,171.188455207785,171.188455207611,171.188455207773,171.18845520753,171.188455207497,171.188455207432,171.188455207294,171.188455207261,176.358776435844,176.358776435559,176.3587764357
"Ptychoramphus aleuticus",207.691669120752,207.691669120725,207.691669120745,207.691669120794,207.691669120797,207.691669120848,207.691669120887,207.691669120872,207.691669120761,207.69166912082,207.69166912086,207.691669120833,207.691669120817,207.69166912081,207.691669120828,207.691669120849,207.691669120841,207.691669120857,207.691669120877,207.691669121172,207.691669121161,207.691669121214,207.691669121211,207.691669121267,207.691669121195,157.010147973986,157.010147973699,157.010147973552,157.010147973823,157.01014797399,157.010147974,157.010147973994,157.010147973463,157.010147973738,157.01014797405,157.01014797377,157.010147973847,113.000725146741,111.527246179994,111.527246179882,111.527246179949,111.527246179848,111.527246180048,111.527246179854,111.527246180065,111.527246180051,111.52724618007,42.6297910210549,40.0465042792762,40.0465042793647,40.0465042793227,40.0465042793117,40.0465042793733,40.0465042793352,30.8887112353248,30.51272728106,30.5127272811356,30.375804521447,28.7422545980871,27.0885324489894,26.6965276423859,24.1356053293844,0,35.6323838093532,123.47966505592,126.746377459756,149.466969735126,171.188455207608,171.188455207622,171.188455208126,171.188455207774,171.188455207707,171.188455207775,171.18845520792,171.188455207733,171.188455207583,171.188455207613,171.188455207631,171.188455207696,171.188455207677,171.18845520767,171.188455207769,171.188455207748,171.188455207439,171.188455207802,171.188455206496,171.188455207128,171.18845520743,171.188455207413,171.188455207311,171.188455207486,171.188455207114,171.188455207665,171.188455207655,171.188455207049,171.188455207092,171.188455207186,171.188455207286,171.188455207184,171.188455207021,171.188455206948,171.188455206997,171.188455207325,171.188455207412,171.188455207367,171.188455207427,171.188455207622,171.188455207247,171.188455207517,171.188455206845,171.18845520708,171.188455207122,171.188455206957,171.188455207113,171.188455207173,171.188455207242,171.188455207088,171.188455207278,171.188455207699,171.188455207688,171.188455207514,171.188455207676,171.188455207433,171.188455207399,171.188455207335,171.188455207196,171.188455207164,176.358776435747,176.358776435462,176.358776435603
"Stercorarius parasiticus",207.691669120771,207.691669120745,207.691669120765,207.691669120814,207.691669120817,207.691669120868,207.691669120907,207.691669120892,207.691669120781,207.69166912084,207.69166912088,207.691669120852,207.691669120836,207.69166912083,207.691669120848,207.691669120868,207.69166912086,207.691669120876,207.691669120897,207.691669121192,207.69166912118,207.691669121234,207.691669121231,207.691669121286,207.691669121215,157.010147974006,157.010147973719,157.010147973572,157.010147973843,157.010147974009,157.010147974019,157.010147974013,157.010147973483,157.010147973758,157.01014797407,157.01014797379,157.010147973867,113.00072514676,111.527246180014,111.527246179902,111.527246179968,111.527246179867,111.527246180067,111.527246179874,111.527246180084,111.52724618007,111.527246180089,42.6297910210745,40.0465042792959,40.0465042793843,40.0465042793423,40.0465042793313,40.0465042793929,40.0465042793548,36.6837371015548,36.30775314729,36.3077531473656,36.1708303876771,36.1708303876731,35.9596245256491,35.9032251867862,35.8968878642781,35.6323838093532,0,123.47966505594,126.746377459775,149.466969735146,171.188455207628,171.188455207642,171.188455208145,171.188455207794,171.188455207727,171.188455207795,171.18845520794,171.188455207752,171.188455207602,171.188455207633,171.188455207651,171.188455207716,171.188455207697,171.18845520769,171.188455207789,171.188455207768,171.188455207459,171.188455207821,171.188455206516,171.188455207148,171.18845520745,171.188455207433,171.18845520733,171.188455207505,171.188455207133,171.188455207684,171.188455207675,171.188455207069,171.188455207112,171.188455207205,171.188455207306,171.188455207203,171.18845520704,171.188455206968,171.188455207016,171.188455207345,171.188455207431,171.188455207387,171.188455207447,171.188455207642,171.188455207267,171.188455207537,171.188455206865,171.188455207099,171.188455207142,171.188455206977,171.188455207132,171.188455207192,171.188455207261,171.188455207108,171.188455207297,171.188455207718,171.188455207708,171.188455207533,171.188455207696,171.188455207452,171.188455207419,171.188455207354,171.188455207216,171.188455207184,176.358776435767,176.358776435482,176.358776435623
"Charadrius semipalmatus.1",207.691669120894,207.691669120868,207.691669120888,207.691669120937,207.69166912094,207.691669120991,207.69166912103,207.691669121015,207.691669120904,207.691669120963,207.691669121003,207.691669120976,207.69166912096,207.691669120953,207.691669120971,207.691669120992,207.691669120983,207.691669120999,207.69166912102,207.691669121315,207.691669121304,207.691669121356,207.691669121354,207.691669121409,207.691669121338,157.010147974129,157.010147973842,157.010147973695,157.010147973966,157.010147974132,157.010147974142,157.010147974137,157.010147973606,157.010147973881,157.010147974193,157.010147973913,157.01014797399,127.676907501539,126.203428534793,126.203428534681,126.203428534747,126.203428534646,126.203428534846,126.203428534653,126.203428534863,126.203428534849,126.203428534868,126.20342853533,123.620141793551,123.620141793639,123.620141793597,123.620141793586,123.620141793648,123.62014179361,123.620141793577,123.47966505596,123.479665056036,123.479665055998,123.479665055995,123.479665055963,123.479665056004,123.479665056017,123.47966505592,123.47966505594,0,88.5314657266099,149.466969735268,171.188455207751,171.188455207765,171.188455208268,171.188455207917,171.18845520785,171.188455207918,171.188455208063,171.188455207875,171.188455207725,171.188455207756,171.188455207774,171.188455207839,171.18845520782,171.188455207813,171.188455207912,171.188455207891,171.188455207582,171.188455207944,171.188455206639,171.188455207271,171.188455207573,171.188455207556,171.188455207453,171.188455207628,171.188455207256,171.188455207807,171.188455207798,171.188455207192,171.188455207235,171.188455207328,171.188455207429,171.188455207326,171.188455207164,171.188455207091,171.188455207139,171.188455207468,171.188455207555,171.18845520751,171.18845520757,171.188455207765,171.18845520739,171.18845520766,171.188455206988,171.188455207222,171.188455207265,171.1884552071,171.188455207255,171.188455207315,171.188455207384,171.188455207231,171.188455207421,171.188455207842,171.188455207831,171.188455207656,171.188455207819,171.188455207576,171.188455207542,171.188455207477,171.188455207339,171.188455207307,176.35877643589,176.358776435605,176.358776435746
"Haematopus bachmani",207.69166912098,207.691669120954,207.691669120974,207.691669121023,207.691669121026,207.691669121077,207.691669121116,207.6916691211,207.69166912099,207.691669121049,207.691669121089,207.691669121061,207.691669121045,207.691669121039,207.691669121057,207.691669121077,207.691669121069,207.691669121085,207.691669121106,207.691669121401,207.691669121389,207.691669121442,207.69166912144,207.691669121495,207.691669121424,157.010147974214,157.010147973928,157.010147973781,157.010147974052,157.010147974218,157.010147974228,157.010147974222,157.010147973692,157.010147973967,157.010147974279,157.010147973999,157.010147974076,127.676907501625,126.746377459367,126.746377459255,126.746377459321,126.74637745922,126.74637745942,126.746377459227,126.746377459437,126.746377459423,126.746377459442,126.746377459903,126.746377459786,126.746377459875,126.746377459833,126.746377459822,126.746377459883,126.746377459845,126.746377459813,126.746377459796,126.746377459871,126.746377459834,126.74637745983,126.746377459799,126.74637745984,126.746377459853,126.746377459756,126.746377459775,88.5314657266099,0,148.030586878466,171.188455207837,171.188455207851,171.188455208354,171.188455208003,171.188455207936,171.188455208004,171.188455208149,171.188455207961,171.188455207811,171.188455207841,171.18845520786,171.188455207925,171.188455207906,171.188455207899,171.188455207998,171.188455207977,171.188455207667,171.18845520803,171.188455206725,171.188455207357,171.188455207659,171.188455207642,171.188455207539,171.188455207714,171.188455207342,171.188455207893,171.188455207884,171.188455207278,171.188455207321,171.188455207414,171.188455207515,171.188455207412,171.188455207249,171.188455207177,171.188455207225,171.188455207554,171.18845520764,171.188455207596,171.188455207656,171.18845520785,171.188455207476,171.188455207746,171.188455207073,171.188455207308,171.188455207351,171.188455207186,171.188455207341,171.188455207401,171.18845520747,171.188455207317,171.188455207506,171.188455207928,171.188455207917,171.188455207742,171.188455207905,171.188455207661,171.188455207628,171.188455207563,171.188455207425,171.188455207392,176.358776435976,176.358776435691,176.358776435832
"Antigone canadensis",207.691669120353,207.691669120326,207.691669120347,207.691669120396,207.691669120399,207.691669120449,207.691669120488,207.691669120473,207.691669120363,207.691669120422,207.691669120462,207.691669120434,207.691669120418,207.691669120411,207.69166912043,207.69166912045,207.691669120442,207.691669120458,207.691669120479,207.691669120774,207.691669120762,207.691669120815,207.691669120812,207.691669120868,207.691669120797,157.010147973587,157.010147973301,157.010147973154,157.010147973424,157.010147973591,157.010147973601,157.010147973595,157.010147973065,157.01014797334,157.010147973651,157.010147973372,157.010147973449,150.397499776995,149.466969734737,149.466969734625,149.466969734692,149.466969734591,149.46696973479,149.466969734597,149.466969734807,149.466969734794,149.466969734812,149.466969735274,149.466969735157,149.466969735245,149.466969735203,149.466969735192,149.466969735254,149.466969735216,149.466969735183,149.466969735166,149.466969735242,149.466969735204,149.4669697352,149.466969735169,149.46696973521,149.466969735223,149.466969735126,149.466969735146,149.466969735268,148.030586878466,0,171.188455207209,171.188455207224,171.188455207727,171.188455207375,171.188455207308,171.188455207376,171.188455207521,171.188455207334,171.188455207184,171.188455207214,171.188455207233,171.188455207297,171.188455207279,171.188455207271,171.18845520737,171.18845520735,171.18845520704,171.188455207403,171.188455206097,171.188455206729,171.188455207032,171.188455207014,171.188455206912,171.188455207087,171.188455206715,171.188455207266,171.188455207257,171.188455206651,171.188455206694,171.188455206787,171.188455206888,171.188455206785,171.188455206622,171.18845520655,171.188455206598,171.188455206926,171.188455207013,171.188455206969,171.188455207028,171.188455207223,171.188455206848,171.188455207119,171.188455206446,171.188455206681,171.188455206724,171.188455206559,171.188455206714,171.188455206774,171.188455206843,171.18845520669,171.188455206879,171.1884552073,171.188455207289,171.188455207115,171.188455207277,171.188455207034,171.188455207001,171.188455206936,171.188455206798,171.188455206765,176.358776435348,176.358776435063,176.358776435205
"Selasphorus rufus",207.691669120905,207.691669120879,207.691669120899,207.691669120948,207.691669120951,207.691669121002,207.691669121041,207.691669121026,207.691669120915,207.691669120974,207.691669121014,207.691669120986,207.69166912097,207.691669120964,207.691669120982,207.691669121002,207.691669120994,207.69166912101,207.691669121031,207.691669121326,207.691669121314,207.691669121367,207.691669121365,207.69166912142,207.691669121349,171.18845520789,171.188455207603,171.188455207457,171.188455207727,171.188455207894,171.188455207904,171.188455207898,171.188455207367,171.188455207642,171.188455207954,171.188455207674,171.188455207751,171.188455207002,171.188455207219,171.188455207107,171.188455207174,171.188455207073,171.188455207272,171.188455207079,171.18845520729,171.188455207275,171.188455207295,171.188455207756,171.188455207639,171.188455207727,171.188455207685,171.188455207674,171.188455207736,171.188455207698,171.188455207665,171.188455207648,171.188455207724,171.188455207686,171.188455207683,171.188455207651,171.188455207692,171.188455207705,171.188455207608,171.188455207628,171.188455207751,171.188455207837,171.188455207209,0,22.6695353230301,117.085295895127,117.085295894775,121.87512686831,123.064576763769,128.397419687907,128.39741968772,128.542587370731,128.542587370762,162.203437939651,162.203437939716,162.203437939697,162.20343793969,162.203437939789,162.203437939768,164.233654051135,164.613540063761,164.613540062455,164.613540063087,164.613540063389,164.613540063372,164.613540063269,164.613540063445,164.613540063073,166.521575656191,166.521575656181,167.33016462647,167.330164626513,167.330164626606,167.330164626707,167.330164626604,167.330164626441,167.330164626369,167.330164626417,167.330164626745,167.330164626832,167.330164626788,167.330164626847,167.330164627042,167.330164626667,167.330164626938,167.330164626265,167.3301646265,167.330164626543,167.330164626378,167.330164626533,167.330164626593,167.330164626662,167.330164626508,167.330164626698,167.330164627119,167.330164627108,167.330164626934,167.330164627096,167.330164626853,167.33016462682,167.330164626755,167.330164626616,167.330164626584,176.358776435901,176.358776435616,176.358776435757
"Calypte anna",207.691669120919,207.691669120893,207.691669120913,207.691669120962,207.691669120965,207.691669121016,207.691669121055,207.69166912104,207.69166912093,207.691669120989,207.691669121029,207.691669121001,207.691669120985,207.691669120978,207.691669120997,207.691669121017,207.691669121009,207.691669121024,207.691669121045,207.69166912134,207.691669121329,207.691669121382,207.691669121379,207.691669121435,207.691669121363,171.188455207904,171.188455207617,171.188455207471,171.188455207742,171.188455207908,171.188455207918,171.188455207912,171.188455207382,171.188455207657,171.188455207968,171.188455207689,171.188455207766,171.188455207017,171.188455207234,171.188455207122,171.188455207188,171.188455207087,171.188455207287,171.188455207094,171.188455207304,171.18845520729,171.188455207309,171.18845520777,171.188455207653,171.188455207742,171.1884552077,171.188455207689,171.18845520775,171.188455207712,171.188455207679,171.188455207663,171.188455207738,171.188455207701,171.188455207697,171.188455207666,171.188455207707,171.18845520772,171.188455207622,171.188455207642,171.188455207765,171.188455207851,171.188455207224,22.6695353230301,0,112.971596405799,114.733407070317,119.583806330908,121.251673964297,126.693898457045,126.98948387933,127.350165363005,127.350165363035,161.011015931925,162.112476124197,162.112476124179,162.112476124172,162.11247612427,162.11247612425,164.142692235616,164.613540063775,164.61354006247,164.613540063101,164.613540063404,164.613540063387,164.613540063284,164.613540063459,164.613540063087,166.521575656205,166.521575656196,167.330164626484,167.330164626527,167.33016462662,167.330164626721,167.330164626618,167.330164626455,167.330164626383,167.330164626431,167.33016462676,167.330164626846,167.330164626802,167.330164626862,167.330164627056,167.330164626682,167.330164626952,167.33016462628,167.330164626514,167.330164626557,167.330164626392,167.330164626547,167.330164626607,167.330164626676,167.330164626523,167.330164626713,167.330164627134,167.330164627123,167.330164626948,167.330164627111,167.330164626868,167.330164626834,167.330164626769,167.330164626631,167.330164626599,176.358776435915,176.35877643563,176.358776435771
"Strix varia.1",207.691669121423,207.691669121396,207.691669121417,207.691669121465,207.691669121468,207.691669121519,207.691669121558,207.691669121543,207.691669121433,207.691669121492,207.691669121532,207.691669121504,207.691669121488,207.691669121481,207.6916691215,207.69166912152,207.691669121512,207.691669121527,207.691669121548,207.691669121843,207.691669121832,207.691669121885,207.691669121882,207.691669121938,207.691669121867,171.188455208407,171.188455208121,171.188455207974,171.188455208245,171.188455208411,171.188455208421,171.188455208415,171.188455207885,171.18845520816,171.188455208472,171.188455208192,171.188455208269,171.18845520752,171.188455207737,171.188455207625,171.188455207691,171.18845520759,171.18845520779,171.188455207597,171.188455207807,171.188455207793,171.188455207812,171.188455208274,171.188455208157,171.188455208245,171.188455208203,171.188455208192,171.188455208253,171.188455208215,171.188455208182,171.188455208166,171.188455208241,171.188455208204,171.1884552082,171.188455208169,171.18845520821,171.188455208223,171.188455208126,171.188455208145,171.188455208268,171.188455208354,171.188455207727,117.085295895127,112.971596405799,0,41.7004900247089,65.5768562308656,67.2447238642541,77.6937914677793,79.6158858329272,86.0255296892069,86.0255296892375,119.956576109263,121.058036301536,156.92818387211,156.928183872103,156.928183872201,156.928183872181,158.958399983547,159.429247811706,161.589775652778,161.992463123566,161.992463123868,161.992463123851,161.992463123749,161.992463123924,161.992463123552,163.90049871667,163.900498716661,167.330164626987,167.33016462703,167.330164627123,167.330164627224,167.330164627121,167.330164626959,167.330164626886,167.330164626935,167.330164627263,167.33016462735,167.330164627305,167.330164627365,167.33016462756,167.330164627185,167.330164627455,167.330164626783,167.330164627018,167.33016462706,167.330164626895,167.33016462705,167.33016462711,167.330164627179,167.330164627026,167.330164627216,167.330164627637,167.330164627626,167.330164627451,167.330164627614,167.330164627371,167.330164627337,167.330164627272,167.330164627134,167.330164627102,176.358776436418,176.358776436133,176.358776436274
"Strix nebulosa.1",207.691669121071,207.691669121045,207.691669121065,207.691669121114,207.691669121117,207.691669121168,207.691669121207,207.691669121192,207.691669121081,207.69166912114,207.69166912118,207.691669121153,207.691669121137,207.69166912113,207.691669121148,207.691669121169,207.69166912116,207.691669121176,207.691669121197,207.691669121492,207.69166912148,207.691669121534,207.691669121531,207.691669121586,207.691669121515,171.188455208056,171.188455207769,171.188455207623,171.188455207893,171.18845520806,171.18845520807,171.188455208064,171.188455207533,171.188455207808,171.18845520812,171.18845520784,171.188455207917,171.188455207168,171.188455207385,171.188455207273,171.18845520734,171.188455207239,171.188455207439,171.188455207246,171.188455207456,171.188455207442,171.188455207461,171.188455207922,171.188455207805,171.188455207893,171.188455207851,171.18845520784,171.188455207902,171.188455207864,171.188455207831,171.188455207814,171.18845520789,171.188455207853,171.188455207849,171.188455207818,171.188455207859,171.188455207871,171.188455207774,171.188455207794,171.188455207917,171.188455208003,171.188455207375,117.085295894775,114.733407070317,41.7004900247089,0,57.4162918162682,63.5969730889224,74.1449097988131,77.021283559138,83.5616398569914,83.763614610182,118.092736408863,119.194196601136,155.06434417171,156.836904165615,156.836904165714,156.836904165693,158.86712027706,159.337968105219,161.498495946291,161.992463123215,161.992463123517,161.9924631235,161.992463123397,161.992463123573,161.9924631232,163.900498716319,163.900498716309,167.330164626636,167.330164626679,167.330164626772,167.330164626873,167.33016462677,167.330164626607,167.330164626535,167.330164626583,167.330164626911,167.330164626998,167.330164626954,167.330164627013,167.330164627208,167.330164626833,167.330164627104,167.330164626431,167.330164626666,167.330164626708,167.330164626544,167.330164626699,167.330164626759,167.330164626828,167.330164626674,167.330164626864,167.330164627285,167.330164627274,167.3301646271,167.330164627263,167.330164627019,167.330164626986,167.330164626921,167.330164626783,167.33016462675,176.358776436067,176.358776435782,176.358776435923
"Bubo virginianus.1",207.691669121004,207.691669120978,207.691669120998,207.691669121047,207.69166912105,207.691669121101,207.69166912114,207.691669121125,207.691669121014,207.691669121073,207.691669121113,207.691669121086,207.69166912107,207.691669121063,207.691669121081,207.691669121102,207.691669121093,207.691669121109,207.69166912113,207.691669121425,207.691669121414,207.691669121467,207.691669121464,207.691669121519,207.691669121448,171.188455207989,171.188455207702,171.188455207556,171.188455207826,171.188455207993,171.188455208003,171.188455207997,171.188455207466,171.188455207741,171.188455208053,171.188455207774,171.18845520785,171.188455207102,171.188455207318,171.188455207207,171.188455207273,171.188455207172,171.188455207372,171.188455207179,171.188455207389,171.188455207375,171.188455207394,171.188455207855,171.188455207738,171.188455207826,171.188455207785,171.188455207773,171.188455207835,171.188455207797,171.188455207764,171.188455207747,171.188455207823,171.188455207786,171.188455207782,171.18845520775,171.188455207791,171.188455207804,171.188455207707,171.188455207727,171.18845520785,171.188455207936,171.188455207308,121.87512686831,119.583806330908,65.5768562308656,57.4162918162682,0,47.5173065404865,67.2330201939429,70.1843824745159,77.448283330901,78.7695718659652,118.092736408796,119.194196601069,155.064344171643,156.836904165548,156.836904165647,156.836904165626,158.867120276993,159.337968105151,161.498495946224,161.992463123148,161.99246312345,161.992463123433,161.99246312333,161.992463123505,161.992463123133,163.900498716251,163.900498716242,167.330164626569,167.330164626612,167.330164626705,167.330164626806,167.330164626703,167.33016462654,167.330164626468,167.330164626516,167.330164626845,167.330164626931,167.330164626887,167.330164626946,167.330164627141,167.330164626766,167.330164627037,167.330164626365,167.330164626599,167.330164626642,167.330164626477,167.330164626632,167.330164626692,167.330164626761,167.330164626608,167.330164626797,167.330164627218,167.330164627207,167.330164627033,167.330164627196,167.330164626952,167.330164626919,167.330164626854,167.330164626716,167.330164626683,176.358776436,176.358776435715,176.358776435856
"Bubo scandiacus.2",207.691669121072,207.691669121046,207.691669121066,207.691669121115,207.691669121118,207.691669121169,207.691669121208,207.691669121193,207.691669121082,207.691669121141,207.691669121181,207.691669121153,207.691669121138,207.691669121131,207.691669121149,207.691669121169,207.691669121161,207.691669121177,207.691669121198,207.691669121492,207.691669121481,207.691669121534,207.691669121532,207.691669121587,207.691669121516,171.188455208057,171.18845520777,171.188455207624,171.188455207894,171.188455208061,171.188455208071,171.188455208065,171.188455207534,171.188455207809,171.188455208121,171.188455207842,171.188455207918,171.188455207169,171.188455207386,171.188455207275,171.188455207341,171.18845520724,171.18845520744,171.188455207247,171.188455207457,171.188455207443,171.188455207462,171.188455207923,171.188455207806,171.188455207894,171.188455207852,171.188455207841,171.188455207903,171.188455207865,171.188455207832,171.188455207815,171.188455207891,171.188455207854,171.18845520785,171.188455207818,171.188455207859,171.188455207872,171.188455207775,171.188455207795,171.188455207918,171.188455208004,171.188455207376,123.064576763769,121.251673964297,67.2447238642541,63.5969730889224,47.5173065404865,0,61.2687239579976,69.3415388438093,76.6054397001944,78.6088073490172,117.983563193312,119.194196601137,155.064344171711,156.836904165616,156.836904165715,156.836904165694,158.867120277061,159.33796810522,161.498495946292,161.992463123216,161.992463123518,161.992463123501,161.992463123398,161.992463123573,161.992463123201,163.90049871632,163.90049871631,167.330164626637,167.33016462668,167.330164626773,167.330164626874,167.330164626771,167.330164626608,167.330164626536,167.330164626584,167.330164626912,167.330164626999,167.330164626955,167.330164627014,167.330164627209,167.330164626834,167.330164627105,167.330164626432,167.330164626667,167.33016462671,167.330164626545,167.3301646267,167.33016462676,167.330164626829,167.330164626676,167.330164626865,167.330164627286,167.330164627275,167.330164627101,167.330164627263,167.33016462702,167.330164626987,167.330164626922,167.330164626784,167.330164626751,176.358776436068,176.358776435783,176.358776435924
