"","Cygnus columbianus","Cygnus buccinator","Branta bernicla.1","Branta hutchinsii","Branta canadensis.1","Anas crecca.2","Anas platyrhynchos.1","Aythya valisineria","Aythya marila.2","Aythya affinis.1","Bucephala clangula.2","Bucephala islandica.1","Bucephala albeola","Mergus serrator.2","Mergus merganser.2","Melanitta deglandi.1","Melanitta perspicillata.2","Clangula hyemalis.2","Histrionicus histrionicus.1","Canachites canadensis.1","Dendragapus fuliginosus","Lagopus muta.2","Lagopus lagopus.2","Bonasa umbellus.1","Meleagris gallopavo","Gavia stellata.2","Gavia adamsii","Gavia immer.1","Gavia pacifica","Nannopterum auritum.1","Urile pelagicus","Ardenna grisea","Fulmarus glacialis.1","Phoebastria nigripes","Hydrobates furcatus","Hydrobates leucorhous","Ardea herodias","Numenius phaeopus.3","Phalaropus lobatus.2","Tringa melanoleuca.1","Tringa flavipes","Gallinago delicata.1","Limnodromus scolopaceus","Arenaria melanocephala","Calidris minutilla.1","Calidris mauri","Calidris alpina.1","Sterna paradisaea.2","Onychoprion aleuticus","Chroicocephalus philadelphia","Larus brachyrhynchus","Larus glaucescens","Larus argentatus.3","Rissa tridactyla.1","Uria aalge.2","Synthliboramphus antiquus","Cepphus columba","Brachyramphus marmoratus","Brachyramphus brevirostris","Fratercula cirrhata","Fratercula corniculata","Cerorhinca monocerata","Ptychoramphus aleuticus","Stercorarius parasiticus","Charadrius semipalmatus.1","Haematopus bachmani","Antigone canadensis","Selasphorus rufus","Calypte anna","Strix varia.1","Strix nebulosa.1","Bubo virginianus.1","Bubo scandiacus.2","Megascops kennicottii","Asio flammeus.2","Aegolius funereus.2","Aegolius acadicus","Surnia ulula.2","Glaucidium gnoma","Sphyrapicus ruber","Dryobates pubescens","Dryobates villosus","Picoides dorsalis.1","Colaptes auratus.1","Megaceryle alcyon.1","Chordeiles minor.1","Pandion haliaetus.3","Haliaeetus leucocephalus.1","Buteo lagopus.2","Buteo jamaicensis","Accipiter atricapillus","Circus hudsonius.1","Accipiter striatus","Aquila chrysaetos.1","Falco peregrinus.2","Falco sparverius","Cyanocitta stelleri","Pica hudsonia","Corvus brachyrhynchos.1","Corvus corax.2","Perisoreus canadensis.1","Riparia riparia.2","Tachycineta bicolor.1","Tachycineta thalassina","Stelgidopteryx serripennis","Progne subis","Hirundo rustica.1","Petrochelidon pyrrhonota","Eremophila alpestris.1","Poecile atricapillus","Poecile rufescens","Troglodytes pacificus","Cinclus mexicanus","Turdus migratorius.1","Ixoreus naevius","Catharus ustulatus","Catharus minimus","Catharus guttatus","Pinicola enucleator.1","Spinus pinus","Melospiza melodia","Junco hyemalis","Zonotrichia leucophrys.1","Setophaga petechia.1","Setophaga townsendi","Cardellina pusilla","Leiothlypis celata","Patagioenas fasciata","Columba livia","Zenaida macroura"
"Hydrobates furcatus",207.691669121097,207.691669121071,207.691669121091,207.69166912114,207.691669121143,207.691669121194,207.691669121233,207.691669121218,207.691669121108,207.691669121167,207.691669121207,207.691669121179,207.691669121163,207.691669121156,207.691669121175,207.691669121195,207.691669121187,207.691669121202,207.691669121223,207.691669121518,207.691669121507,207.69166912156,207.691669121557,207.691669121613,207.691669121541,142.902246545178,142.525739857021,142.471967703288,142.235374605891,142.190100084685,140.446599349327,133.150420521619,118.125295846025,97.2556893166449,0,73.2718843832019,121.636307269064,157.010147973444,157.010147973661,157.010147973549,157.010147973616,157.010147973515,157.010147973715,157.010147973522,157.010147973732,157.010147973718,157.010147973737,157.010147974198,157.010147974081,157.010147974169,157.010147974127,157.010147974116,157.010147974178,157.01014797414,157.010147974107,157.01014797409,157.010147974166,157.010147974129,157.010147974125,157.010147974093,157.010147974134,157.010147974147,157.01014797405,157.01014797407,157.010147974193,157.010147974279,157.010147973651,171.188455207954,171.188455207968,171.188455208472,171.18845520812,171.188455208053,171.188455208121,171.188455208266,171.188455208079,171.188455207928,171.188455207959,171.188455207977,171.188455208042,171.188455208024,171.188455208016,171.188455208115,171.188455208094,171.188455207785,171.188455208148,171.188455206842,171.188455207474,171.188455207776,171.188455207759,171.188455207657,171.188455207832,171.18845520746,171.18845520801,171.188455208001,171.188455207396,171.188455207438,171.188455207532,171.188455207633,171.18845520753,171.188455207367,171.188455207294,171.188455207343,171.188455207671,171.188455207758,171.188455207713,171.188455207773,171.188455207968,171.188455207593,171.188455207864,171.188455207191,171.188455207426,171.188455207468,171.188455207304,171.188455207459,171.188455207519,171.188455207588,171.188455207434,171.188455207624,171.188455208045,171.188455208034,171.18845520786,171.188455208022,171.188455207779,171.188455207746,171.188455207681,171.188455207542,171.18845520751,176.358776436093,176.358776435808,176.358776435949
"Hydrobates leucorhous",207.691669120818,207.691669120792,207.691669120812,207.691669120861,207.691669120864,207.691669120914,207.691669120953,207.691669120938,207.691669120828,207.691669120887,207.691669120927,207.691669120899,207.691669120883,207.691669120877,207.691669120895,207.691669120915,207.691669120907,207.691669120923,207.691669120944,207.691669121239,207.691669121227,207.69166912128,207.691669121278,207.691669121333,207.691669121262,143.090942293447,142.807067355978,142.753295202245,142.516702104848,142.491242907312,141.369771740258,138.203355856247,131.163222514455,116.999326752556,73.2718843832019,0,84.3335340225745,157.010147973165,157.010147973382,157.01014797327,157.010147973336,157.010147973235,157.010147973435,157.010147973242,157.010147973452,157.010147973438,157.010147973457,157.010147973918,157.010147973801,157.01014797389,157.010147973848,157.010147973837,157.010147973898,157.01014797386,157.010147973827,157.010147973811,157.010147973886,157.010147973849,157.010147973845,157.010147973814,157.010147973855,157.010147973868,157.01014797377,157.01014797379,157.010147973913,157.010147973999,157.010147973372,171.188455207674,171.188455207689,171.188455208192,171.18845520784,171.188455207774,171.188455207842,171.188455207986,171.188455207799,171.188455207649,171.188455207679,171.188455207698,171.188455207762,171.188455207744,171.188455207737,171.188455207835,171.188455207815,171.188455207505,171.188455207868,171.188455206563,171.188455207194,171.188455207497,171.18845520748,171.188455207377,171.188455207552,171.18845520718,171.188455207731,171.188455207722,171.188455207116,171.188455207159,171.188455207252,171.188455207353,171.18845520725,171.188455207087,171.188455207015,171.188455207063,171.188455207391,171.188455207478,171.188455207434,171.188455207494,171.188455207688,171.188455207313,171.188455207584,171.188455206911,171.188455207146,171.188455207189,171.188455207024,171.188455207179,171.188455207239,171.188455207308,171.188455207155,171.188455207344,171.188455207765,171.188455207754,171.18845520758,171.188455207743,171.188455207499,171.188455207466,171.188455207401,171.188455207263,171.18845520723,176.358776435813,176.358776435528,176.35877643567
"Ardea herodias",207.691669120895,207.691669120868,207.691669120889,207.691669120937,207.691669120941,207.691669120991,207.69166912103,207.691669121015,207.691669120905,207.691669120964,207.691669121004,207.691669120976,207.69166912096,207.691669120953,207.691669120972,207.691669120992,207.691669120984,207.691669121,207.691669121021,207.691669121315,207.691669121304,207.691669121357,207.691669121354,207.69166912141,207.691669121339,144.180206310691,143.896331373222,143.842660395297,143.606067297899,143.587270653977,143.166887396797,142.549644177276,140.986600356199,134.011556138868,121.636307269064,84.3335340225745,0,157.010147973242,157.010147973459,157.010147973347,157.010147973413,157.010147973312,157.010147973512,157.010147973319,157.010147973529,157.010147973515,157.010147973534,157.010147973995,157.010147973878,157.010147973967,157.010147973925,157.010147973914,157.010147973975,157.010147973937,157.010147973904,157.010147973887,157.010147973963,157.010147973926,157.010147973922,157.010147973891,157.010147973932,157.010147973944,157.010147973847,157.010147973867,157.01014797399,157.010147974076,157.010147973449,171.188455207751,171.188455207766,171.188455208269,171.188455207917,171.18845520785,171.188455207918,171.188455208063,171.188455207876,171.188455207726,171.188455207756,171.188455207774,171.188455207839,171.188455207821,171.188455207813,171.188455207912,171.188455207891,171.188455207582,171.188455207945,171.188455206639,171.188455207271,171.188455207574,171.188455207556,171.188455207454,171.188455207629,171.188455207257,171.188455207808,171.188455207799,171.188455207193,171.188455207236,171.188455207329,171.18845520743,171.188455207327,171.188455207164,171.188455207092,171.18845520714,171.188455207468,171.188455207555,171.188455207511,171.18845520757,171.188455207765,171.18845520739,171.188455207661,171.188455206988,171.188455207223,171.188455207265,171.188455207101,171.188455207256,171.188455207316,171.188455207385,171.188455207231,171.188455207421,171.188455207842,171.188455207831,171.188455207657,171.188455207819,171.188455207576,171.188455207543,171.188455207478,171.18845520734,171.188455207307,176.35877643589,176.358776435605,176.358776435747
"Numenius phaeopus.3",207.691669120146,207.69166912012,207.69166912014,207.691669120189,207.691669120192,207.691669120242,207.691669120281,207.691669120266,207.691669120156,207.691669120215,207.691669120255,207.691669120227,207.691669120211,207.691669120205,207.691669120223,207.691669120243,207.691669120235,207.691669120251,207.691669120272,207.691669120566,207.691669120555,207.691669120608,207.691669120605,207.691669120661,207.69166912059,157.01014797338,157.010147973093,157.010147972947,157.010147973218,157.010147973384,157.010147973394,157.010147973388,157.010147972858,157.010147973133,157.010147973444,157.010147973165,157.010147973242,0,80.5246921583827,80.5246921582707,80.5246921583371,80.5246921582362,80.5246921584359,80.5246921582428,80.524692158453,80.5246921584391,80.524692158458,113.000725146888,113.000725146771,113.00072514686,113.000725146818,113.000725146807,113.000725146868,113.00072514683,113.000725146798,113.000725146781,113.000725146856,113.000725146819,113.000725146815,113.000725146784,113.000725146825,113.000725146838,113.000725146741,113.00072514676,127.676907501539,127.676907501625,150.397499776995,171.188455207002,171.188455207017,171.18845520752,171.188455207168,171.188455207102,171.188455207169,171.188455207314,171.188455207127,171.188455206977,171.188455207007,171.188455207026,171.18845520709,171.188455207072,171.188455207064,171.188455207163,171.188455207143,171.188455206833,171.188455207196,171.188455205891,171.188455206522,171.188455206825,171.188455206807,171.188455206705,171.18845520688,171.188455206508,171.188455207059,171.18845520705,171.188455206444,171.188455206487,171.18845520658,171.188455206681,171.188455206578,171.188455206415,171.188455206343,171.188455206391,171.188455206719,171.188455206806,171.188455206762,171.188455206821,171.188455207016,171.188455206641,171.188455206912,171.188455206239,171.188455206474,171.188455206516,171.188455206352,171.188455206507,171.188455206567,171.188455206636,171.188455206482,171.188455206672,171.188455207093,171.188455207082,171.188455206908,171.18845520707,171.188455206827,171.188455206794,171.188455206729,171.18845520659,171.188455206558,176.358776435141,176.358776434856,176.358776434998
"Phalaropus lobatus.2",207.691669120363,207.691669120336,207.691669120357,207.691669120405,207.691669120409,207.691669120459,207.691669120498,207.691669120483,207.691669120373,207.691669120432,207.691669120472,207.691669120444,207.691669120428,207.691669120422,207.69166912044,207.69166912046,207.691669120452,207.691669120468,207.691669120489,207.691669120783,207.691669120772,207.691669120825,207.691669120822,207.691669120878,207.691669120807,157.010147973597,157.01014797331,157.010147973164,157.010147973435,157.010147973601,157.010147973611,157.010147973605,157.010147973075,157.01014797335,157.010147973661,157.010147973382,157.010147973459,80.5246921583827,0,49.3632399589214,54.8963901215299,59.7640599252205,64.4314275928603,65.1353661841718,65.135366184382,65.2862873351201,65.286287335139,110.430029468894,111.527246180025,111.527246180114,111.527246180072,111.527246180061,111.527246180122,111.527246180084,111.527246180051,111.527246180034,111.52724618011,111.527246180073,111.527246180069,111.527246180038,111.527246180079,111.527246180091,111.527246179994,111.527246180014,126.203428534793,126.746377459367,149.466969734737,171.188455207219,171.188455207234,171.188455207737,171.188455207385,171.188455207318,171.188455207386,171.188455207531,171.188455207344,171.188455207194,171.188455207224,171.188455207243,171.188455207307,171.188455207289,171.188455207281,171.18845520738,171.18845520736,171.18845520705,171.188455207413,171.188455206108,171.188455206739,171.188455207042,171.188455207024,171.188455206922,171.188455207097,171.188455206725,171.188455207276,171.188455207267,171.188455206661,171.188455206704,171.188455206797,171.188455206898,171.188455206795,171.188455206632,171.18845520656,171.188455206608,171.188455206936,171.188455207023,171.188455206979,171.188455207038,171.188455207233,171.188455206858,171.188455207129,171.188455206456,171.188455206691,171.188455206734,171.188455206569,171.188455206724,171.188455206784,171.188455206853,171.188455206699,171.188455206889,171.18845520731,171.188455207299,171.188455207125,171.188455207287,171.188455207044,171.188455207011,171.188455206946,171.188455206808,171.188455206775,176.358776435358,176.358776435073,176.358776435215
"Tringa melanoleuca.1",207.691669120251,207.691669120224,207.691669120245,207.691669120293,207.691669120297,207.691669120347,207.691669120386,207.691669120371,207.691669120261,207.69166912032,207.69166912036,207.691669120332,207.691669120316,207.69166912031,207.691669120328,207.691669120348,207.69166912034,207.691669120356,207.691669120377,207.691669120671,207.69166912066,207.691669120713,207.69166912071,207.691669120766,207.691669120695,157.010147973485,157.010147973198,157.010147973052,157.010147973323,157.010147973489,157.010147973499,157.010147973493,157.010147972962,157.010147973238,157.010147973549,157.01014797327,157.010147973347,80.5246921582707,49.3632399589214,0,44.2956452126024,51.8379745178375,63.6553639605309,64.5722327465224,64.588196343342,64.7391174940801,64.755466541475,109.89920867523,111.527246179913,111.527246180002,111.52724617996,111.527246179948,111.52724618001,111.527246179972,111.527246179939,111.527246179922,111.527246179998,111.527246179961,111.527246179957,111.527246179926,111.527246179967,111.527246179979,111.527246179882,111.527246179902,126.203428534681,126.746377459255,149.466969734625,171.188455207107,171.188455207122,171.188455207625,171.188455207273,171.188455207207,171.188455207275,171.18845520742,171.188455207232,171.188455207082,171.188455207112,171.188455207131,171.188455207195,171.188455207177,171.188455207169,171.188455207268,171.188455207248,171.188455206938,171.188455207301,171.188455205995,171.188455206627,171.18845520693,171.188455206912,171.18845520681,171.188455206985,171.188455206613,171.188455207164,171.188455207155,171.188455206549,171.188455206592,171.188455206685,171.188455206786,171.188455206683,171.18845520652,171.188455206448,171.188455206496,171.188455206824,171.188455206911,171.188455206867,171.188455206927,171.188455207121,171.188455206746,171.188455207017,171.188455206344,171.188455206579,171.188455206622,171.188455206457,171.188455206612,171.188455206672,171.188455206741,171.188455206587,171.188455206777,171.188455207198,171.188455207187,171.188455207013,171.188455207175,171.188455206932,171.188455206899,171.188455206834,171.188455206695,171.188455206663,176.358776435246,176.358776434961,176.358776435103
"Tringa flavipes",207.691669120317,207.691669120291,207.691669120311,207.69166912036,207.691669120363,207.691669120414,207.691669120453,207.691669120438,207.691669120327,207.691669120386,207.691669120426,207.691669120399,207.691669120383,207.691669120376,207.691669120394,207.691669120415,207.691669120406,207.691669120422,207.691669120443,207.691669120738,207.691669120727,207.69166912078,207.691669120777,207.691669120832,207.691669120761,157.010147973552,157.010147973265,157.010147973118,157.010147973389,157.010147973555,157.010147973565,157.01014797356,157.010147973029,157.010147973304,157.010147973616,157.010147973336,157.010147973413,80.5246921583371,54.8963901215299,44.2956452126024,0,42.573466427631,58.9207312572115,63.4850979547561,64.3505580073597,64.5014791580978,64.5178282054927,109.899208675297,111.52724617998,111.527246180068,111.527246180026,111.527246180015,111.527246180077,111.527246180039,111.527246180006,111.527246179989,111.527246180065,111.527246180027,111.527246180023,111.527246179992,111.527246180033,111.527246180046,111.527246179949,111.527246179968,126.203428534747,126.746377459321,149.466969734692,171.188455207174,171.188455207188,171.188455207691,171.18845520734,171.188455207273,171.188455207341,171.188455207486,171.188455207299,171.188455207148,171.188455207179,171.188455207197,171.188455207262,171.188455207243,171.188455207236,171.188455207335,171.188455207314,171.188455207005,171.188455207367,171.188455206062,171.188455206694,171.188455206996,171.188455206979,171.188455206876,171.188455207052,171.188455206679,171.18845520723,171.188455207221,171.188455206615,171.188455206658,171.188455206752,171.188455206852,171.188455206749,171.188455206586,171.188455206514,171.188455206562,171.188455206891,171.188455206978,171.188455206933,171.188455206993,171.188455207188,171.188455206813,171.188455207083,171.188455206411,171.188455206646,171.188455206688,171.188455206523,171.188455206679,171.188455206738,171.188455206807,171.188455206654,171.188455206844,171.188455207265,171.188455207254,171.188455207079,171.188455207242,171.188455206999,171.188455206965,171.1884552069,171.188455206762,171.18845520673,176.358776435313,176.358776435028,176.358776435169
"Gallinago delicata.1",207.691669120216,207.69166912019,207.69166912021,207.691669120259,207.691669120262,207.691669120313,207.691669120352,207.691669120337,207.691669120226,207.691669120285,207.691669120325,207.691669120298,207.691669120282,207.691669120275,207.691669120293,207.691669120314,207.691669120306,207.691669120321,207.691669120342,207.691669120637,207.691669120626,207.691669120679,207.691669120676,207.691669120731,207.69166912066,157.010147973451,157.010147973164,157.010147973017,157.010147973288,157.010147973454,157.010147973464,157.010147973458,157.010147972928,157.010147973203,157.010147973515,157.010147973235,157.010147973312,80.5246921582362,59.7640599252205,51.8379745178375,42.573466427631,0,52.2187223320546,62.0381879505811,64.1658336180691,64.4926014706072,64.5089505180021,109.897661478217,111.527246179879,111.527246179967,111.527246179925,111.527246179914,111.527246179976,111.527246179938,111.527246179905,111.527246179888,111.527246179964,111.527246179926,111.527246179922,111.527246179891,111.527246179932,111.527246179945,111.527246179848,111.527246179867,126.203428534646,126.74637745922,149.466969734591,171.188455207073,171.188455207087,171.18845520759,171.188455207239,171.188455207172,171.18845520724,171.188455207385,171.188455207197,171.188455207047,171.188455207078,171.188455207096,171.188455207161,171.188455207142,171.188455207135,171.188455207234,171.188455207213,171.188455206904,171.188455207266,171.188455205961,171.188455206593,171.188455206895,171.188455206878,171.188455206775,171.188455206951,171.188455206578,171.188455207129,171.18845520712,171.188455206514,171.188455206557,171.18845520665,171.188455206751,171.188455206648,171.188455206485,171.188455206413,171.188455206461,171.18845520679,171.188455206877,171.188455206832,171.188455206892,171.188455207087,171.188455206712,171.188455206982,171.18845520631,171.188455206545,171.188455206587,171.188455206422,171.188455206578,171.188455206637,171.188455206706,171.188455206553,171.188455206743,171.188455207164,171.188455207153,171.188455206978,171.188455207141,171.188455206898,171.188455206865,171.188455206799,171.188455206661,171.188455206629,176.358776435212,176.358776434927,176.358776435068
"Limnodromus scolopaceus",207.691669120416,207.69166912039,207.69166912041,207.691669120459,207.691669120462,207.691669120513,207.691669120552,207.691669120537,207.691669120426,207.691669120485,207.691669120525,207.691669120498,207.691669120481,207.691669120475,207.691669120493,207.691669120514,207.691669120505,207.691669120521,207.691669120542,207.691669120837,207.691669120825,207.691669120878,207.691669120876,207.691669120931,207.69166912086,157.01014797365,157.010147973364,157.010147973217,157.010147973488,157.010147973654,157.010147973664,157.010147973658,157.010147973128,157.010147973403,157.010147973715,157.010147973435,157.010147973512,80.5246921584359,64.4314275928603,63.6553639605309,58.9207312572115,52.2187223320546,0,55.348721107349,61.8242603558464,63.863999764556,63.8803488119509,109.897661478417,111.527246180078,111.527246180167,111.527246180125,111.527246180114,111.527246180175,111.527246180137,111.527246180105,111.527246180088,111.527246180163,111.527246180126,111.527246180122,111.527246180091,111.527246180132,111.527246180145,111.527246180048,111.527246180067,126.203428534846,126.74637745942,149.46696973479,171.188455207272,171.188455207287,171.18845520779,171.188455207439,171.188455207372,171.18845520744,171.188455207585,171.188455207397,171.188455207247,171.188455207278,171.188455207296,171.188455207361,171.188455207342,171.188455207335,171.188455207433,171.188455207413,171.188455207103,171.188455207466,171.188455206161,171.188455206793,171.188455207095,171.188455207078,171.188455206975,171.18845520715,171.188455206778,171.188455207329,171.18845520732,171.188455206714,171.188455206757,171.18845520685,171.188455206951,171.188455206848,171.188455206685,171.188455206613,171.188455206661,171.18845520699,171.188455207076,171.188455207032,171.188455207092,171.188455207286,171.188455206911,171.188455207182,171.188455206509,171.188455206744,171.188455206787,171.188455206622,171.188455206777,171.188455206837,171.188455206906,171.188455206753,171.188455206942,171.188455207364,171.188455207353,171.188455207178,171.188455207341,171.188455207097,171.188455207064,171.188455206999,171.188455206861,171.188455206829,176.358776435412,176.358776435126,176.358776435268
"Arenaria melanocephala",207.691669120223,207.691669120196,207.691669120217,207.691669120266,207.691669120269,207.69166912032,207.691669120359,207.691669120343,207.691669120233,207.691669120292,207.691669120332,207.691669120304,207.691669120288,207.691669120282,207.6916691203,207.69166912032,207.691669120312,207.691669120328,207.691669120349,207.691669120644,207.691669120632,207.691669120685,207.691669120683,207.691669120738,207.691669120667,157.010147973457,157.01014797317,157.010147973024,157.010147973295,157.010147973461,157.010147973471,157.010147973465,157.010147972935,157.01014797321,157.010147973522,157.010147973242,157.010147973319,80.5246921582428,65.1353661841718,64.5722327465224,63.4850979547561,62.0381879505811,55.348721107349,0,51.1594492030512,55.6878109557112,58.6824167112209,109.880351134703,111.527246179885,111.527246179974,111.527246179932,111.527246179921,111.527246179982,111.527246179944,111.527246179911,111.527246179895,111.52724617997,111.527246179933,111.527246179929,111.527246179898,111.527246179939,111.527246179951,111.527246179854,111.527246179874,126.203428534653,126.746377459227,149.466969734597,171.188455207079,171.188455207094,171.188455207597,171.188455207246,171.188455207179,171.188455207247,171.188455207391,171.188455207204,171.188455207054,171.188455207084,171.188455207103,171.188455207167,171.188455207149,171.188455207141,171.188455207241,171.18845520722,171.18845520691,171.188455207273,171.188455205968,171.188455206599,171.188455206902,171.188455206884,171.188455206782,171.188455206957,171.188455206585,171.188455207136,171.188455207127,171.188455206521,171.188455206564,171.188455206657,171.188455206758,171.188455206655,171.188455206492,171.18845520642,171.188455206468,171.188455206797,171.188455206883,171.188455206839,171.188455206899,171.188455207093,171.188455206718,171.188455206989,171.188455206317,171.188455206551,171.188455206594,171.188455206429,171.188455206584,171.188455206644,171.188455206713,171.188455206559,171.188455206749,171.18845520717,171.188455207159,171.188455206985,171.188455207148,171.188455206904,171.188455206871,171.188455206806,171.188455206668,171.188455206635,176.358776435219,176.358776434933,176.358776435075
"Calidris minutilla.1",207.691669120433,207.691669120407,207.691669120427,207.691669120476,207.691669120479,207.69166912053,207.691669120569,207.691669120554,207.691669120443,207.691669120502,207.691669120542,207.691669120514,207.691669120498,207.691669120492,207.69166912051,207.69166912053,207.691669120522,207.691669120538,207.691669120559,207.691669120854,207.691669120842,207.691669120895,207.691669120893,207.691669120948,207.691669120877,157.010147973667,157.010147973381,157.010147973234,157.010147973505,157.010147973671,157.010147973681,157.010147973675,157.010147973145,157.01014797342,157.010147973732,157.010147973452,157.010147973529,80.524692158453,65.135366184382,64.588196343342,64.3505580073597,64.1658336180691,61.8242603558464,51.1594492030512,0,38.8989778386227,46.8667018720424,109.679155037177,111.527246180095,111.527246180184,111.527246180142,111.527246180131,111.527246180192,111.527246180154,111.527246180122,111.527246180105,111.52724618018,111.527246180143,111.527246180139,111.527246180108,111.527246180149,111.527246180162,111.527246180065,111.527246180084,126.203428534863,126.746377459437,149.466969734807,171.18845520729,171.188455207304,171.188455207807,171.188455207456,171.188455207389,171.188455207457,171.188455207602,171.188455207414,171.188455207264,171.188455207295,171.188455207313,171.188455207378,171.188455207359,171.188455207352,171.188455207451,171.18845520743,171.188455207121,171.188455207483,171.188455206178,171.18845520681,171.188455207112,171.188455207095,171.188455206992,171.188455207167,171.188455206795,171.188455207346,171.188455207337,171.188455206731,171.188455206774,171.188455206867,171.188455206968,171.188455206865,171.188455206702,171.18845520663,171.188455206678,171.188455207007,171.188455207093,171.188455207049,171.188455207109,171.188455207303,171.188455206929,171.188455207199,171.188455206527,171.188455206761,171.188455206804,171.188455206639,171.188455206794,171.188455206854,171.188455206923,171.18845520677,171.188455206959,171.188455207381,171.18845520737,171.188455207195,171.188455207358,171.188455207115,171.188455207081,171.188455207016,171.188455206878,171.188455206846,176.358776435428,176.358776435143,176.358776435285
"Calidris mauri",207.691669120419,207.691669120393,207.691669120413,207.691669120462,207.691669120465,207.691669120516,207.691669120555,207.691669120539,207.691669120429,207.691669120488,207.691669120528,207.691669120501,207.691669120485,207.691669120478,207.691669120496,207.691669120516,207.691669120508,207.691669120524,207.691669120545,207.69166912084,207.691669120829,207.691669120882,207.691669120879,207.691669120934,207.691669120863,157.010147973654,157.010147973367,157.01014797322,157.010147973491,157.010147973657,157.010147973667,157.010147973661,157.010147973131,157.010147973406,157.010147973718,157.010147973438,157.010147973515,80.5246921584391,65.2862873351201,64.7391174940801,64.5014791580978,64.4926014706072,63.863999764556,55.6878109557112,38.8989778386227,0,40.3780986750347,109.351213541299,111.527246180081,111.52724618017,111.527246180128,111.527246180117,111.527246180179,111.52724618014,111.527246180108,111.527246180091,111.527246180166,111.527246180129,111.527246180125,111.527246180094,111.527246180135,111.527246180148,111.527246180051,111.52724618007,126.203428534849,126.746377459423,149.466969734794,171.188455207275,171.18845520729,171.188455207793,171.188455207442,171.188455207375,171.188455207443,171.188455207588,171.1884552074,171.18845520725,171.188455207281,171.188455207299,171.188455207364,171.188455207345,171.188455207338,171.188455207437,171.188455207416,171.188455207107,171.188455207469,171.188455206164,171.188455206796,171.188455207098,171.188455207081,171.188455206978,171.188455207153,171.188455206781,171.188455207332,171.188455207323,171.188455206717,171.18845520676,171.188455206853,171.188455206954,171.188455206851,171.188455206688,171.188455206616,171.188455206664,171.188455206993,171.18845520708,171.188455207035,171.188455207095,171.188455207289,171.188455206915,171.188455207185,171.188455206513,171.188455206748,171.18845520679,171.188455206625,171.18845520678,171.18845520684,171.188455206909,171.188455206756,171.188455206946,171.188455207367,171.188455207356,171.188455207181,171.188455207344,171.188455207101,171.188455207067,171.188455207002,171.188455206864,171.188455206832,176.358776435415,176.35877643513,176.358776435271
"Calidris alpina.1",207.691669120438,207.691669120412,207.691669120432,207.691669120481,207.691669120484,207.691669120535,207.691669120574,207.691669120559,207.691669120448,207.691669120507,207.691669120547,207.69166912052,207.691669120503,207.691669120497,207.691669120515,207.691669120536,207.691669120528,207.691669120543,207.691669120564,207.691669120859,207.691669120847,207.6916691209,207.691669120898,207.691669120953,207.691669120882,157.010147973673,157.010147973386,157.010147973239,157.01014797351,157.010147973676,157.010147973686,157.010147973681,157.01014797315,157.010147973425,157.010147973737,157.010147973457,157.010147973534,80.524692158458,65.286287335139,64.755466541475,64.5178282054927,64.5089505180021,63.8803488119509,58.6824167112209,46.8667018720424,40.3780986750347,0,109.028825127277,111.5272461801,111.527246180189,111.527246180147,111.527246180136,111.527246180197,111.527246180159,111.527246180127,111.52724618011,111.527246180185,111.527246180148,111.527246180144,111.527246180113,111.527246180154,111.527246180167,111.52724618007,111.527246180089,126.203428534868,126.746377459442,149.466969734812,171.188455207295,171.188455207309,171.188455207812,171.188455207461,171.188455207394,171.188455207462,171.188455207607,171.188455207419,171.188455207269,171.1884552073,171.188455207318,171.188455207383,171.188455207364,171.188455207357,171.188455207456,171.188455207435,171.188455207125,171.188455207488,171.188455206183,171.188455206814,171.188455207117,171.1884552071,171.188455206997,171.188455207172,171.1884552068,171.188455207351,171.188455207342,171.188455206736,171.188455206779,171.188455206872,171.188455206973,171.18845520687,171.188455206707,171.188455206635,171.188455206684,171.188455207012,171.188455207098,171.188455207054,171.188455207114,171.188455207308,171.188455206934,171.188455207204,171.188455206532,171.188455206766,171.188455206809,171.188455206644,171.188455206799,171.188455206859,171.188455206928,171.188455206775,171.188455206965,171.188455207385,171.188455207375,171.1884552072,171.188455207363,171.18845520712,171.188455207086,171.188455207021,171.188455206883,171.188455206851,176.358776435433,176.358776435149,176.35877643529
