"","Branta bernicla","Branta canadensis","Anser caerulescens","Spatula discors","Anas crecca","Anas acuta","Anas rubripes","Clangula hyemalis","Histrionicus histrionicus","Somateria spectabilis","Somateria mollissima","Mergus merganser","Mergus serrator","Bucephala clangula","Bucephala islandica","Melanitta deglandi","Melanitta perspicillata","Melanitta americana","Aythya collaris","Aythya affinis","Aythya marila","Lagopus muta","Lagopus lagopus","Canachites canadensis","Bonasa umbellus","Gavia stellata","Gavia immer","Morus bassanus","Phalacrocorax carbo.1","Nannopterum auritum","Botaurus lentiginosus","Numenius phaeopus.1","Tringa solitaria","Tringa melanoleuca","Actitis macularius","Phalaropus lobatus","Phalaropus fulicarius","Gallinago delicata","Calidris minutilla","Calidris melanotos","Sterna paradisaea","Sterna hirundo.1","Larus argentatus","Larus hyperboreus","Larus marinus","Larus glaucoides","Rissa tridactyla","Cepphus grylle","Alca torda","Alle alle","Uria aalge","Uria lomvia","Fratercula arctica","Stercorarius pomarinus","Charadrius vociferus","Charadrius semipalmatus","Pluvialis dominica","Empidonax flaviventris","Empidonax traillii","Perisoreus canadensis","Corvus brachyrhynchos","Corvus corax","Eremophila alpestris","Riparia riparia","Tachycineta bicolor","Poecile hudsonicus","Regulus satrapa","Sitta canadensis","Turdus migratorius","Euphagus carolinus","Quiscalus quiscula","Passerella iliaca","Zonotrichia leucophrys","Zonotrichia albicollis","Setophaga magnolia","Setophaga petechia","Plectrophenax nivalis","Loxia leucoptera","Loxia curvirostra","Acanthis flammea","Pinicola enucleator","Falco columbarius","Strix varia","Bubo scandiacus","Bubo virginianus","Asio flammeus","Surnia ulula","Aegolius funereus","Colaptes auratus","Picoides dorsalis","Picoides arcticus","Megaceryle alcyon","Chordeiles minor","Pandion haliaetus.1","Haliaeetus leucocephalus","Buteo lagopus","Circus hudsonius"
"Tachycineta bicolor",206.548266969424,206.548266969416,206.548266969436,206.548266969474,206.548266969513,206.548266969477,206.548266969496,206.548266969423,206.548266969447,206.548266969447,206.5482669694,206.548266969409,206.548266969485,206.548266969431,206.548266969537,206.548266969478,206.548266969476,206.548266969455,206.548266969438,206.548266969409,206.54826696942,206.54826696842,206.548266968522,206.548266968541,206.548266968747,170.160778772882,170.160778772969,170.160778772937,170.160778773009,170.160778772848,170.160778772969,170.160778772515,170.160778772717,170.160778772758,170.160778772666,170.160778772637,170.160778772793,170.160778772489,170.160778773029,170.160778772955,170.160778772965,170.16077877296,170.160778772914,170.160778772914,170.160778772927,170.160778772947,170.160778772948,170.160778772974,170.160778772935,170.160778772955,170.160778772978,170.160778772965,170.160778772969,170.160778773169,170.160778773025,170.160778773296,170.160778772909,148.741062915977,138.327524878974,119.049599020506,103.265086853908,103.265086853748,88.5370381751938,50.6451673412289,0,71.8342487528126,89.3046922861606,91.4482577373153,91.448257737759,91.4482577375511,91.448257738008,91.4482577379643,91.4482577379435,91.448257737834,91.4482577379225,91.448257738045,91.4482577378647,91.448257737794,91.4482577375323,91.4482577375244,91.4482577375362,130.181773454341,166.648470385112,166.648470385348,166.648470384984,166.648470385084,166.648470385156,166.648470385192,166.648470384992,166.64847038513,166.64847038502,166.648470384806,166.648470384495,166.648470384901,166.648470384564,166.648470384615,166.648470384814
"Poecile hudsonicus",206.548266969657,206.548266969649,206.548266969669,206.548266969707,206.548266969746,206.54826696971,206.548266969729,206.548266969656,206.54826696968,206.548266969679,206.548266969633,206.548266969642,206.548266969718,206.548266969664,206.54826696977,206.54826696971,206.548266969709,206.548266969688,206.548266969671,206.548266969642,206.548266969653,206.548266968653,206.548266968755,206.548266968773,206.54826696898,170.160778773115,170.160778773202,170.160778773169,170.160778773242,170.160778773081,170.160778773202,170.160778772748,170.16077877295,170.160778772991,170.160778772899,170.16077877287,170.160778773026,170.160778772722,170.160778773262,170.160778773188,170.160778773198,170.160778773192,170.160778773147,170.160778773147,170.16077877316,170.16077877318,170.160778773181,170.160778773206,170.160778773168,170.160778773188,170.160778773211,170.160778773198,170.160778773202,170.160778773402,170.160778773258,170.160778773529,170.160778773142,148.74106291621,138.327524879207,119.049599020739,103.265086854141,103.265086853981,93.9212615468426,82.2125200976431,71.8342487528126,0,89.3046922863934,91.4482577375482,91.448257737992,91.4482577377839,91.4482577382408,91.4482577381972,91.4482577381763,91.4482577380668,91.4482577381555,91.4482577382778,91.4482577380977,91.4482577380268,91.4482577377652,91.4482577377571,91.4482577377691,130.181773454574,166.648470385345,166.648470385581,166.648470385217,166.648470385317,166.648470385389,166.648470385425,166.648470385224,166.648470385363,166.648470385253,166.648470385039,166.648470384727,166.648470385134,166.648470384797,166.648470384848,166.648470385047
"Regulus satrapa",206.548266969303,206.548266969295,206.548266969315,206.548266969353,206.548266969392,206.548266969356,206.548266969375,206.548266969302,206.548266969325,206.548266969325,206.548266969279,206.548266969288,206.548266969364,206.54826696931,206.548266969416,206.548266969356,206.548266969355,206.548266969334,206.548266969317,206.548266969288,206.548266969299,206.548266968299,206.548266968401,206.548266968419,206.548266968626,170.160778772761,170.160778772848,170.160778772815,170.160778772888,170.160778772727,170.160778772848,170.160778772394,170.160778772596,170.160778772637,170.160778772545,170.160778772516,170.160778772672,170.160778772367,170.160778772908,170.160778772834,170.160778772844,170.160778772838,170.160778772793,170.160778772792,170.160778772806,170.160778772826,170.160778772826,170.160778772852,170.160778772814,170.160778772834,170.160778772857,170.160778772844,170.160778772847,170.160778773048,170.160778772903,170.160778773175,170.160778772788,148.741062915856,138.327524878853,119.049599020385,103.265086853787,103.265086853627,96.6698750171645,89.336774258965,89.3046922861606,89.3046922863934,0,87.7644410940895,89.7423997287299,90.2852020901081,90.285202090565,90.2852020905214,90.2852020905006,90.2852020903911,90.2852020904796,90.2852020906021,90.2852020904218,90.285202090351,90.2852020900895,90.2852020900814,90.2852020900933,130.18177345422,166.64847038499,166.648470385227,166.648470384863,166.648470384963,166.648470385035,166.648470385071,166.64847038487,166.648470385009,166.648470384899,166.648470384685,166.648470384373,166.648470384779,166.648470384443,166.648470384493,166.648470384693
"Sitta canadensis",206.548266969007,206.548266968998,206.548266969018,206.548266969056,206.548266969095,206.54826696906,206.548266969079,206.548266969005,206.548266969029,206.548266969029,206.548266968982,206.548266968991,206.548266969067,206.548266969013,206.548266969119,206.54826696906,206.548266969058,206.548266969038,206.54826696902,206.548266968991,206.548266969003,206.548266968002,206.548266968104,206.548266968123,206.548266968329,170.160778772464,170.160778772552,170.160778772519,170.160778772591,170.16077877243,170.160778772551,170.160778772098,170.1607787723,170.160778772341,170.160778772248,170.160778772219,170.160778772375,170.160778772071,170.160778772611,170.160778772538,170.160778772547,170.160778772542,170.160778772497,170.160778772496,170.160778772509,170.16077877253,170.16077877253,170.160778772556,170.160778772518,170.160778772537,170.16077877256,170.160778772547,170.160778772551,170.160778772752,170.160778772607,170.160778772878,170.160778772492,148.74106291556,138.327524878556,119.049599020089,103.265086853491,103.26508685333,96.669875016868,91.4482577372557,91.4482577373153,91.4482577375482,87.7644410940895,0,84.3438379825823,89.0103112053766,89.4580470734198,89.4580470733761,89.4580470733553,89.4580470732457,89.4580470733344,89.4580470734569,89.4580470732767,89.4580470732058,89.4580470729442,89.4580470729362,89.458047072948,129.354618437075,166.648470384694,166.648470384931,166.648470384567,166.648470384666,166.648470384738,166.648470384774,166.648470384574,166.648470384712,166.648470384603,166.648470384389,166.648470384077,166.648470384483,166.648470384147,166.648470384197,166.648470384396
"Turdus migratorius",206.54826696945,206.548266969442,206.548266969462,206.5482669695,206.548266969539,206.548266969503,206.548266969522,206.548266969449,206.548266969473,206.548266969473,206.548266969426,206.548266969435,206.548266969511,206.548266969457,206.548266969563,206.548266969503,206.548266969502,206.548266969481,206.548266969464,206.548266969435,206.548266969446,206.548266968446,206.548266968548,206.548266968567,206.548266968773,170.160778772908,170.160778772995,170.160778772962,170.160778773035,170.160778772874,170.160778772995,170.160778772541,170.160778772743,170.160778772784,170.160778772692,170.160778772663,170.160778772819,170.160778772515,170.160778773055,170.160778772981,170.160778772991,170.160778772986,170.16077877294,170.16077877294,170.160778772953,170.160778772973,170.160778772974,170.160778773,170.160778772961,170.160778772981,170.160778773004,170.160778772991,170.160778772995,170.160778773195,170.160778773051,170.160778773322,170.160778772935,148.741062916003,138.327524879,119.049599020532,103.265086853934,103.265086853774,96.6698750173118,91.4482577376994,91.448257737759,91.448257737992,89.7423997287299,84.3438379825823,0,86.4397377190803,89.4580470738636,89.4580470738198,89.458047073799,89.4580470736896,89.4580470737782,89.4580470739007,89.4580470737204,89.4580470736496,89.4580470733879,89.4580470733799,89.4580470733919,129.354618437519,166.648470385137,166.648470385374,166.64847038501,166.64847038511,166.648470385182,166.648470385218,166.648470385018,166.648470385156,166.648470385046,166.648470384832,166.648470384521,166.648470384926,166.64847038459,166.648470384641,166.64847038484
"Euphagus carolinus",206.548266969243,206.548266969234,206.548266969254,206.548266969292,206.548266969331,206.548266969295,206.548266969314,206.548266969241,206.548266969265,206.548266969264,206.548266969218,206.548266969227,206.548266969303,206.548266969249,206.548266969356,206.548266969296,206.548266969294,206.548266969273,206.548266969256,206.548266969227,206.548266969238,206.548266968238,206.54826696834,206.548266968359,206.548266968565,170.1607787727,170.160778772787,170.160778772755,170.160778772827,170.160778772666,170.160778772787,170.160778772333,170.160778772535,170.160778772576,170.160778772484,170.160778772455,170.160778772611,170.160778772307,170.160778772847,170.160778772773,170.160778772783,170.160778772778,170.160778772732,170.160778772732,170.160778772745,170.160778772765,170.160778772766,170.160778772792,170.160778772753,170.160778772773,170.160778772796,170.160778772783,170.160778772787,170.160778772987,170.160778772843,170.160778773114,170.160778772727,148.741062915795,138.327524878792,119.049599020324,103.265086853726,103.265086853566,96.6698750171037,91.4482577374914,91.4482577375511,91.4482577377839,90.2852020901081,89.0103112053766,86.4397377190803,0,53.9829271798473,59.1066492018459,60.9688043603445,61.4087601432992,63.6577173444879,63.6577173446102,67.1543042526154,71.1471618315606,71.147161831299,71.147161831291,71.1471618313029,129.354618437311,166.64847038493,166.648470385166,166.648470384802,166.648470384902,166.648470384974,166.64847038501,166.64847038481,166.648470384948,166.648470384838,166.648470384624,166.648470384313,166.648470384719,166.648470384382,166.648470384433,166.648470384632
"Quiscalus quiscula",206.548266969699,206.548266969691,206.548266969711,206.548266969749,206.548266969788,206.548266969752,206.548266969771,206.548266969698,206.548266969722,206.548266969721,206.548266969675,206.548266969684,206.54826696976,206.548266969706,206.548266969812,206.548266969752,206.548266969751,206.54826696973,206.548266969713,206.548266969684,206.548266969695,206.548266968695,206.548266968797,206.548266968815,206.548266969022,170.160778773157,170.160778773244,170.160778773211,170.160778773284,170.160778773123,170.160778773244,170.16077877279,170.160778772992,170.160778773033,170.160778772941,170.160778772912,170.160778773068,170.160778772764,170.160778773304,170.16077877323,170.16077877324,170.160778773235,170.160778773189,170.160778773189,170.160778773202,170.160778773222,170.160778773223,170.160778773249,170.16077877321,170.16077877323,170.160778773253,170.16077877324,170.160778773244,170.160778773444,170.1607787733,170.16077877357,170.160778773184,148.741062916252,138.327524879249,119.049599020781,103.265086854183,103.265086854023,96.6698750175607,91.4482577379483,91.448257738008,91.4482577382408,90.285202090565,89.4580470734198,89.4580470738636,53.9829271798473,0,22.4397993309218,31.7238618708375,34.7406328060192,37.5756157295718,40.5211672754143,44.0177541834195,52.4334904520271,55.635248583335,55.635248583327,55.6352485833389,113.842705189347,166.648470385387,166.648470385623,166.648470385259,166.648470385359,166.648470385431,166.648470385467,166.648470385266,166.648470385405,166.648470385295,166.648470385081,166.64847038477,166.648470385175,166.648470384839,166.64847038489,166.648470385089
"Passerella iliaca",206.548266969656,206.548266969647,206.548266969667,206.548266969705,206.548266969744,206.548266969709,206.548266969728,206.548266969654,206.548266969678,206.548266969678,206.548266969631,206.54826696964,206.548266969716,206.548266969662,206.548266969769,206.548266969709,206.548266969707,206.548266969687,206.54826696967,206.54826696964,206.548266969651,206.548266968651,206.548266968753,206.548266968772,206.548266968978,170.160778773113,170.160778773201,170.160778773168,170.16077877324,170.160778773079,170.160778773201,170.160778772747,170.160778772948,170.16077877299,170.160778772897,170.160778772868,170.160778773024,170.16077877272,170.16077877326,170.160778773187,170.160778773197,170.160778773191,170.160778773145,170.160778773145,170.160778773158,170.160778773178,170.160778773179,170.160778773205,170.160778773167,170.160778773186,170.16077877321,170.160778773197,170.1607787732,170.1607787734,170.160778773256,170.160778773527,170.160778773141,148.741062916209,138.327524879205,119.049599020738,103.26508685414,103.265086853979,96.669875017517,91.4482577379047,91.4482577379643,91.4482577381972,90.2852020905214,89.4580470733761,89.4580470738198,59.1066492018459,22.4397993309218,0,18.4775897822664,28.1817194312679,33.7842177354928,36.9399051633601,41.9268464359374,50.3425827045451,55.6352485832914,55.6352485832834,55.6352485832953,113.842705189303,166.648470385343,166.64847038558,166.648470385216,166.648470385315,166.648470385387,166.648470385423,166.648470385223,166.648470385361,166.648470385251,166.648470385038,166.648470384726,166.648470385132,166.648470384795,166.648470384846,166.648470385045
"Zonotrichia leucophrys",206.548266969635,206.548266969626,206.548266969646,206.548266969685,206.548266969724,206.548266969688,206.548266969707,206.548266969633,206.548266969657,206.548266969657,206.54826696961,206.548266969619,206.548266969696,206.548266969641,206.548266969748,206.548266969688,206.548266969686,206.548266969666,206.548266969649,206.548266969619,206.548266969631,206.54826696863,206.548266968732,206.548266968751,206.548266968958,170.160778773092,170.16077877318,170.160778773147,170.160778773219,170.160778773058,170.16077877318,170.160778772726,170.160778772928,170.160778772969,170.160778772877,170.160778772848,170.160778773003,170.160778772699,170.16077877324,170.160778773166,170.160778773176,170.16077877317,170.160778773125,170.160778773124,170.160778773137,170.160778773158,170.160778773158,170.160778773184,170.160778773146,170.160778773165,170.160778773189,170.160778773176,170.160778773179,170.16077877338,170.160778773235,170.160778773506,170.16077877312,148.741062916188,138.327524879185,119.049599020717,103.265086854119,103.265086853959,96.6698750174961,91.4482577378838,91.4482577379435,91.4482577381763,90.2852020905006,89.4580470733553,89.458047073799,60.9688043603445,31.7238618708375,18.4775897822664,0,19.2166798507755,31.5863517497051,36.9399051633393,41.9268464359166,50.3425827045242,55.6352485832706,55.6352485832626,55.6352485832745,113.842705189282,166.648470385322,166.648470385559,166.648470385195,166.648470385295,166.648470385367,166.648470385403,166.648470385202,166.648470385341,166.648470385231,166.648470385017,166.648470384705,166.648470385111,166.648470384775,166.648470384825,166.648470385024
"Zonotrichia albicollis",206.548266969525,206.548266969517,206.548266969537,206.548266969575,206.548266969614,206.548266969578,206.548266969597,206.548266969524,206.548266969548,206.548266969547,206.548266969501,206.54826696951,206.548266969586,206.548266969532,206.548266969638,206.548266969578,206.548266969577,206.548266969556,206.548266969539,206.54826696951,206.548266969521,206.548266968521,206.548266968623,206.548266968641,206.548266968848,170.160778772983,170.16077877307,170.160778773037,170.16077877311,170.160778772949,170.16077877307,170.160778772616,170.160778772818,170.160778772859,170.160778772767,170.160778772738,170.160778772894,170.16077877259,170.16077877313,170.160778773056,170.160778773066,170.16077877306,170.160778773015,170.160778773015,170.160778773028,170.160778773048,170.160778773049,170.160778773075,170.160778773036,170.160778773056,170.160778773079,170.160778773066,170.16077877307,170.16077877327,170.160778773126,170.160778773397,170.16077877301,148.741062916078,138.327524879075,119.049599020607,103.265086854009,103.265086853849,96.6698750173866,91.4482577377742,91.448257737834,91.4482577380668,90.2852020903911,89.4580470732457,89.4580470736896,61.4087601432992,34.7406328060192,28.1817194312679,19.2166798507755,0,22.132656784336,34.2137896941695,41.9268464358071,50.3425827044147,55.6352485831611,55.6352485831531,55.635248583165,113.842705189173,166.648470385213,166.648470385449,166.648470385085,166.648470385185,166.648470385257,166.648470385293,166.648470385092,166.648470385231,166.648470385121,166.648470384907,166.648470384595,166.648470385002,166.648470384665,166.648470384716,166.648470384915
"Setophaga magnolia",206.548266969614,206.548266969606,206.548266969626,206.548266969664,206.548266969703,206.548266969667,206.548266969686,206.548266969612,206.548266969636,206.548266969636,206.548266969589,206.548266969599,206.548266969675,206.54826696962,206.548266969727,206.548266969667,206.548266969666,206.548266969645,206.548266969628,206.548266969599,206.54826696961,206.54826696861,206.548266968712,206.54826696873,206.548266968937,170.160778773072,170.160778773159,170.160778773126,170.160778773198,170.160778773037,170.160778773159,170.160778772705,170.160778772907,170.160778772948,170.160778772856,170.160778772827,170.160778772983,170.160778772678,170.160778773219,170.160778773145,170.160778773155,170.160778773149,170.160778773104,170.160778773103,170.160778773116,170.160778773137,170.160778773137,170.160778773163,170.160778773125,170.160778773144,170.160778773168,170.160778773155,170.160778773158,170.160778773359,170.160778773214,170.160778773485,170.160778773099,148.741062916167,138.327524879164,119.049599020696,103.265086854098,103.265086853938,96.6698750174753,91.4482577378629,91.4482577379225,91.4482577381555,90.2852020904796,89.4580470733344,89.4580470737782,63.6577173444879,37.5756157295718,33.7842177354928,31.5863517497051,22.132656784336,0,21.8797801005039,40.4156608626412,50.3425827045034,55.6352485832497,55.6352485832417,55.6352485832536,113.842705189261,166.648470385301,166.648470385538,166.648470385174,166.648470385274,166.648470385346,166.648470385382,166.648470385181,166.64847038532,166.64847038521,166.648470384996,166.648470384684,166.64847038509,166.648470384754,166.648470384804,166.648470385003
"Setophaga petechia",206.548266969736,206.548266969728,206.548266969748,206.548266969786,206.548266969825,206.548266969789,206.548266969808,206.548266969735,206.548266969759,206.548266969758,206.548266969712,206.548266969721,206.548266969797,206.548266969743,206.548266969849,206.548266969789,206.548266969788,206.548266969767,206.54826696975,206.548266969721,206.548266969732,206.548266968732,206.548266968834,206.548266968852,206.548266969059,170.160778773194,170.160778773281,170.160778773248,170.160778773321,170.16077877316,170.160778773281,170.160778772827,170.160778773029,170.16077877307,170.160778772978,170.160778772949,170.160778773105,170.160778772801,170.160778773341,170.160778773267,170.160778773277,170.160778773271,170.160778773226,170.160778773226,170.160778773239,170.160778773259,170.16077877326,170.160778773286,170.160778773247,170.160778773267,170.16077877329,170.160778773277,170.160778773281,170.160778773481,170.160778773337,170.160778773608,170.160778773221,148.741062916289,138.327524879286,119.049599020818,103.26508685422,103.26508685406,96.6698750175977,91.4482577379853,91.448257738045,91.4482577382778,90.2852020906021,89.4580470734569,89.4580470739007,63.6577173446102,40.5211672754143,36.9399051633601,36.9399051633393,34.2137896941695,21.8797801005039,0,29.0383374631905,49.4777409167122,55.6352485833722,55.6352485833642,55.635248583376,113.842705189384,166.648470385424,166.64847038566,166.648470385296,166.648470385396,166.648470385468,166.648470385504,166.648470385304,166.648470385442,166.648470385332,166.648470385118,166.648470384806,166.648470385213,166.648470384876,166.648470384927,166.648470385126
"Plectrophenax nivalis",206.548266969556,206.548266969548,206.548266969568,206.548266969606,206.548266969645,206.548266969609,206.548266969628,206.548266969555,206.548266969578,206.548266969578,206.548266969532,206.548266969541,206.548266969617,206.548266969563,206.548266969669,206.548266969609,206.548266969608,206.548266969587,206.54826696957,206.548266969541,206.548266969552,206.548266968552,206.548266968654,206.548266968672,206.548266968879,170.160778773014,170.160778773101,170.160778773068,170.160778773141,170.16077877298,170.160778773101,170.160778772647,170.160778772849,170.16077877289,170.160778772798,170.160778772769,170.160778772925,170.160778772621,170.160778773161,170.160778773087,170.160778773097,170.160778773091,170.160778773046,170.160778773045,170.160778773058,170.160778773079,170.160778773079,170.160778773106,170.160778773067,170.160778773087,170.16077877311,170.160778773097,170.160778773101,170.160778773301,170.160778773157,170.160778773427,170.160778773041,148.741062916109,138.327524879106,119.049599020638,103.26508685404,103.26508685388,96.6698750174175,91.4482577378051,91.4482577378647,91.4482577380977,90.2852020904218,89.4580470732767,89.4580470737204,67.1543042526154,44.0177541834195,41.9268464359374,41.9268464359166,41.9268464358071,40.4156608626412,29.0383374631905,0,44.6427603127142,55.6352485831919,55.6352485831839,55.6352485831958,113.842705189203,166.648470385243,166.64847038548,166.648470385116,166.648470385216,166.648470385288,166.648470385324,166.648470385124,166.648470385262,166.648470385152,166.648470384938,166.648470384626,166.648470385032,166.648470384696,166.648470384747,166.648470384946
"Loxia leucoptera",206.548266969485,206.548266969477,206.548266969497,206.548266969535,206.548266969574,206.548266969538,206.548266969557,206.548266969484,206.548266969508,206.548266969507,206.548266969461,206.54826696947,206.548266969546,206.548266969492,206.548266969598,206.548266969538,206.548266969537,206.548266969516,206.548266969499,206.54826696947,206.548266969481,206.548266968481,206.548266968583,206.548266968602,206.548266968808,170.160778772943,170.16077877303,170.160778772998,170.16077877307,170.160778772909,170.16077877303,170.160778772576,170.160778772778,170.160778772819,170.160778772727,170.160778772698,170.160778772854,170.16077877255,170.16077877309,170.160778773016,170.160778773026,170.160778773021,170.160778772975,170.160778772975,170.160778772988,170.160778773008,170.160778773009,170.160778773035,170.160778772996,170.160778773016,170.160778773039,170.160778773026,170.16077877303,170.16077877323,170.160778773086,170.160778773357,170.16077877297,148.741062916038,138.327524879035,119.049599020567,103.265086853969,103.265086853809,96.6698750173467,91.4482577377343,91.448257737794,91.4482577380268,90.285202090351,89.4580470732058,89.4580470736496,71.1471618315606,52.4334904520271,50.3425827045451,50.3425827045242,50.3425827044147,50.3425827045034,49.4777409167122,44.6427603127142,0,36.3719223747495,38.455457249359,45.1558036817163,113.842705189133,166.648470385172,166.648470385409,166.648470385045,166.648470385145,166.648470385217,166.648470385253,166.648470385052,166.648470385191,166.648470385081,166.648470384867,166.648470384555,166.648470384962,166.648470384625,166.648470384676,166.648470384875
"Loxia curvirostra",206.548266969224,206.548266969215,206.548266969235,206.548266969273,206.548266969312,206.548266969277,206.548266969296,206.548266969222,206.548266969246,206.548266969246,206.548266969199,206.548266969208,206.548266969285,206.54826696923,206.548266969337,206.548266969277,206.548266969275,206.548266969255,206.548266969238,206.548266969208,206.54826696922,206.54826696822,206.548266968322,206.54826696834,206.548266968546,170.160778772681,170.160778772769,170.160778772736,170.160778772808,170.160778772647,170.160778772768,170.160778772315,170.160778772517,170.160778772558,170.160778772466,170.160778772437,170.160778772592,170.160778772288,170.160778772828,170.160778772755,170.160778772765,170.160778772759,170.160778772714,170.160778772713,170.160778772726,170.160778772747,170.160778772747,170.160778772773,170.160778772735,170.160778772754,170.160778772778,170.160778772765,170.160778772768,170.160778772969,170.160778772824,170.160778773095,170.160778772709,148.741062915777,138.327524878774,119.049599020306,103.265086853708,103.265086853548,96.6698750170851,91.4482577374727,91.4482577375323,91.4482577377652,90.2852020900895,89.4580470729442,89.4580470733879,71.147161831299,55.635248583335,55.6352485832914,55.6352485832706,55.6352485831611,55.6352485832497,55.6352485833722,55.6352485831919,36.3719223747495,0,12.4501855550285,23.2110401401889,105.210248640084,166.648470384911,166.648470385148,166.648470384784,166.648470384883,166.648470384955,166.648470384991,166.648470384791,166.648470384929,166.64847038482,166.648470384606,166.648470384294,166.6484703847,166.648470384364,166.648470384414,166.648470384613
"Acanthis flammea",206.548266969216,206.548266969207,206.548266969227,206.548266969265,206.548266969304,206.548266969269,206.548266969288,206.548266969214,206.548266969238,206.548266969238,206.548266969191,206.5482669692,206.548266969276,206.548266969222,206.548266969329,206.548266969269,206.548266969267,206.548266969247,206.54826696923,206.5482669692,206.548266969211,206.548266968211,206.548266968313,206.548266968332,206.548266968538,170.160778772673,170.160778772761,170.160778772728,170.1607787728,170.160778772639,170.16077877276,170.160778772307,170.160778772509,170.16077877255,170.160778772458,170.160778772429,170.160778772584,170.16077877228,170.16077877282,170.160778772747,170.160778772756,170.160778772751,170.160778772705,170.160778772705,170.160778772718,170.160778772739,170.160778772739,170.160778772765,170.160778772727,170.160778772746,170.16077877277,170.160778772756,170.16077877276,170.160778772961,170.160778772816,170.160778773087,170.1607787727,148.741062915769,138.327524878766,119.049599020298,103.2650868537,103.26508685354,96.669875017077,91.4482577374647,91.4482577375244,91.4482577377571,90.2852020900814,89.4580470729362,89.4580470733799,71.147161831291,55.635248583327,55.6352485832834,55.6352485832626,55.6352485831531,55.6352485832417,55.6352485833642,55.6352485831839,38.455457249359,12.4501855550285,0,16.705373906753,100.418230630887,166.648470384903,166.64847038514,166.648470384776,166.648470384875,166.648470384947,166.648470384983,166.648470384783,166.648470384921,166.648470384812,166.648470384598,166.648470384286,166.648470384692,166.648470384355,166.648470384406,166.648470384605
"Pinicola enucleator",206.548266969227,206.548266969219,206.548266969239,206.548266969277,206.548266969316,206.548266969281,206.5482669693,206.548266969226,206.54826696925,206.54826696925,206.548266969203,206.548266969212,206.548266969288,206.548266969234,206.54826696934,206.54826696928,206.548266969279,206.548266969258,206.548266969241,206.548266969212,206.548266969224,206.548266968223,206.548266968325,206.548266968344,206.54826696855,170.160778772685,170.160778772773,170.16077877274,170.160778772812,170.160778772651,170.160778772772,170.160778772319,170.16077877252,170.160778772561,170.160778772469,170.16077877244,170.160778772596,170.160778772292,170.160778772832,170.160778772759,170.160778772768,170.160778772763,170.160778772717,170.160778772717,170.16077877273,170.16077877275,170.160778772751,170.160778772777,170.160778772739,170.160778772758,170.160778772782,170.160778772768,170.160778772772,170.160778772973,170.160778772828,170.160778773099,170.160778772713,148.741062915781,138.327524878777,119.04959902031,103.265086853712,103.265086853551,96.6698750170889,91.4482577374766,91.4482577375362,91.4482577377691,90.2852020900933,89.458047072948,89.4580470733919,71.1471618313029,55.6352485833389,55.6352485832953,55.6352485832745,55.635248583165,55.6352485832536,55.635248583376,55.6352485831958,45.1558036817163,23.2110401401889,16.705373906753,0,100.232153706246,166.648470384915,166.648470385152,166.648470384788,166.648470384887,166.648470384959,166.648470384995,166.648470384795,166.648470384933,166.648470384824,166.64847038461,166.648470384298,166.648470384704,166.648470384367,166.648470384418,166.648470384617
"Falco columbarius",206.548266969451,206.548266969443,206.548266969463,206.548266969501,206.54826696954,206.548266969504,206.548266969523,206.54826696945,206.548266969474,206.548266969474,206.548266969427,206.548266969436,206.548266969512,206.548266969458,206.548266969564,206.548266969504,206.548266969503,206.548266969483,206.548266969465,206.548266969436,206.548266969447,206.548266968447,206.548266968549,206.548266968568,206.548266968774,170.160778772909,170.160778772996,170.160778772964,170.160778773036,170.160778772875,170.160778772996,170.160778772542,170.160778772744,170.160778772785,170.160778772693,170.160778772664,170.16077877282,170.160778772516,170.160778773056,170.160778772982,170.160778772992,170.160778772987,170.160778772941,170.160778772941,170.160778772954,170.160778772974,170.160778772975,170.160778773001,170.160778772962,170.160778772982,170.160778773005,170.160778772992,170.160778772996,170.160778773196,170.160778773052,170.160778773323,170.160778772936,161.601440937298,151.187902900295,151.187902900385,135.403390733787,135.403390733627,135.403390733894,130.181773454282,130.181773454341,130.181773454574,130.18177345422,129.354618437075,129.354618437519,129.354618437311,113.842705189347,113.842705189303,113.842705189282,113.842705189173,113.842705189261,113.842705189384,113.842705189203,113.842705189133,105.210248640084,100.418230630887,100.232153706246,0,166.648470385139,166.648470385375,166.648470385011,166.648470385111,166.648470385183,166.648470385219,166.648470385019,166.648470385157,166.648470385047,166.648470384833,166.648470384521,166.648470384928,166.648470384591,166.648470384642,166.648470384841
