"","Melanerpes formicivorus.1","Cinclus mexicanus.1","Falco sparverius.2","Mareca americana","Lampornis amethystinus.1","Hirundo rustica.4","Calothorax pulcher","Saucerottia beryllina","Thryomanes bewickii","Cypseloides niger.1","Coragyps atratus.1","Mniotilta varia","Dendrocygna autumnalis","Pheucticus melanocephalus","Spinus notatus.1","Setophaga nigrescens","Icterus wagleri","Melanotis caerulescens","Polioptila caerulea","Lampornis clemenciae","Spatula discors.1","Campylorhynchus jocosus","Peucaea mystacalis","Baeolophus wollweberi","Myadestes occidentalis.1","Selasphorus heloisa","Psaltriparus minimus.1","Catherpes mexicanus","Tyrannus vociferans","Bombycilla cedrorum","Streptoprocne rutila.1","Spizella passerina","Petrochelidon pyrrhonota.2","Pipilo ocai","Columbina passerina","Corvus corax.4","Accipiter cooperii","Empidonax difficilis","Oreothlypis superciliosa.1","Toxostoma curvirostre","Empidonax oberholseri","Phaeoptila sordida","Trogon elegans","Micrathene whitneyi","Lamprolaima rhami","Ptiliogonys cinereus.1","Melanerpes hypopolius","Anser anser","Quiscalus mexicanus.1","Contopus pertinax.1","Ramosomyia viridifrons","Anas crecca.3","Dryobates villosus.2","Setophaga occidentalis.1","Eremophila alpestris.2","Haemorhous mexicanus","Vireo huttoni.1","Columbina inca.1","Sarcoramphus papa.1","Dryobates scalaris.1","Spinus psaltria.1","Geococcyx velox.1","Aythya affinis.2","Amazona finschi","Melospiza lincolnii.1","Dryocopus lineatus.1","Dendrortyx macroura","Geothlypis tolmiei.1","Anas platyrhynchos.3","Poecile sclateri","Ara militaris","Cyrtonyx montezumae","Strix virgata.1","Trogon mexicanus.1","Cairina moschata.2","Leiothlypis ruficapilla.1","Mimus polyglottos","Glaucidium gnoma.2","Myiarchus nuttingi","Catharus aurantiirostris","Leiothlypis celata.1","Eupsittula canicularis.2","Myioborus pictus.1","Campephilus guatemalensis","Falco peregrinus.3","Empidonax affinis","Cardellina rubra","Cardellina rubrifrons","Buteo jamaicensis.2","Columba livia.3","Salpinctes obsoletus","Archilochus colubris","Catharus frantzii.1","Selasphorus rufus.1","Basileuterus rufifrons.1","Aimophila ruficeps","Catharus occidentalis","Sayornis saya","Buteo brachyurus.1","Myioborus miniatus.1","Cyanocitta stelleri.2","Asio stygius","Piranga rubra","Tyrannus crassirostris","Setophaga townsendi.2","Cathartes aura.1","Pooecetes gramineus","Tachycineta thalassina.1","Tyrannus verticalis","Megascops trichopsis.1","Basilinna leucotis.1","Lepidocolaptes leucogaster","Aeronautes saxatalis.1","Melozone albicollis","Leptotila verreauxi.1","Cardellina pusilla.2","Junco phaeonotus.1","Setophaga coronata.1","Buteo albonotatus","Anser cygnoides","Meleagris gallopavo.3","Gallus gallus.3","Turdus migratorius.2","Sayornis nigricans.1","Molothrus aeneus.1","Bubulcus ibis.1","Myiarchus tuberculifer.1","Henicorhina leucophrys.1","Bubo virginianus.3","Passer domesticus.1","Troglodytes aedon.1","Colibri thalassinus.1","Zenaida macroura.2","Colaptes auratus.3","Eugenes fulgens","Oxyura jamaicensis","Accipiter striatus.2","Mitrephanes phaeocercus.1","Vireo gilvus","Ortalis poliocephala","Zenaida asiatica.1","Sphyrapicus varius","Patagioenas fasciata.2","Vireo cassinii","Arremon brunneinucha","Caracara plancus","Antrostomus arizonae","Circus hudsonius.2","Stelgidopteryx serripennis.2","Vireo plumbeus","Pipilo maculatus.1","Aphelocoma woodhouseii"
"Phaeoptila sordida",5.66566303158247,4.78133263806333,6.3284548615532,7.30816280637344,0.669921129162721,3.98173699727148,1.40938870993897,0.605332979059921,4.74408072867918,4.628157956238,9.86391089039613,4.11536091013296,8.03431822299717,5.72449920463217,3.96847259952744,4.51084576762197,5.31008655833675,6.16799386789737,4.53059670396652,1.20742046724281,6.54661642652287,5.1381017562627,5.80551293529752,5.15052678724883,5.19198021688808,2.19019331869103,5.15852843009054,4.7610007800977,5.37439875412488,4.47601863742663,4.7297722693833,4.57644758366007,3.97282411294678,6.27268139201298,4.41035571793007,9.97667731853906,7.89832666679684,4.52671864858214,4.19635491806307,6.10956426659448,4.77875009323194,0,5.73108963154884,5.03537292520759,1.33635004477631,5.1350449436885,5.13520428363545,9.65212546005506,7.26908564248809,4.95306542023302,0.624398671589273,6.11063954091146,5.70414472147673,4.26385925879259,4.61699130808799,5.08128791127049,4.92872387436201,4.84453917071551,10.6491744268613,4.88034825600823,4.45345986561912,8.2422415941851,7.0863579749738,7.52751828610065,4.75132309867363,7.0728958239712,8.00147187551818,4.47884020909679,8.01813053382518,4.97466128125016,10.1995066691397,5.96332868779025,7.82264217582185,5.98146633469976,9.31636053594342,4.33786651281108,5.78295167062143,5.3926037175987,5.18431844832554,5.31665957446032,4.50307049479167,5.88143850365384,4.82408773773755,7.40877977257565,7.92634502066006,4.49642338280783,5.00633366596237,4.73683905723002,9.40369902585481,5.95046707227591,4.58254207168569,1.11037521487248,5.44158543672785,1.28853908861183,5.43686722950909,5.30663129936877,5.12345969596773,4.84793521520104,8.2578286123114,4.98737710872027,7.21273683100251,8.10460633057659,5.09540807134091,5.90599962650375,4.17139951264982,9.77592736071918,5.05194181678973,3.96791493522593,5.09974900357492,5.95599117561145,0.789880146231787,5.14672505989452,4.91854029068491,6.08823999178909,5.79203374026249,4.61407926394941,5.10955015378957,4.45706317473001,8.96963660673143,9.82877370521222,10.7460819110837,8.06031836896143,5.66058811221715,4.84721159912205,5.47733853971735,7.94142384854448,5.12494993701603,5.41101498608635,9.23263256846434,4.82735155918112,4.87238514374509,1.02096332756186,5.19671948564004,6.45286394700381,1.40678275846569,6.73225145329106,6.88371800284458,4.38289708073817,4.4491670596049,9.12980474993703,5.54674220738837,4.95619549979581,6.40636565123044,4.36906853006904,6.19556168945019,9.57296821893682,4.85273789975669,8.51263744826245,3.91828791138423,4.46127427408065,6.02157066633573,6.85644036731652
"Trogon elegans",1.92489450009267,3.20395207751395,1.54899712314808,3.54062947820076,5.20142651789141,3.22957070659471,6.72877517508258,5.4447601674645,4.7214225591166,4.6691754709245,5.28090098677062,3.99726798196019,4.21586482977544,2.09055689174742,3.58009382897489,4.09169843411982,2.27671370907957,2.83038773933051,4.90621496424386,4.92659926444765,3.4497543793076,3.68254835850966,3.73543267542795,4.16728039715255,2.2799927896182,7.30416785601087,5.29356509291393,4.27523713046666,1.35696540933443,2.73641141598283,5.23411906157329,3.56066615722087,3.47869344794076,3.10874985932551,3.58987510151241,5.57144375907714,2.83964483069773,3.65450371804942,3.89802983497882,2.83230100393275,3.82413397634126,5.73108963154884,0,2.80614696680251,4.87398234420851,2.67579524924583,1.9292907856156,5.38343033496637,2.93823244470779,1.86418386593346,5.39353449134894,3.0847213467394,2.28582207678665,3.84505169863753,2.41941844062079,2.76524039906076,4.21053039993251,2.79929093156456,6.05559330182435,2.46549663876027,3.9472056507128,4.01678754249388,3.90781645659899,3.04880504409268,3.58667137016008,2.85896538953893,3.06660633693088,4.18445266965796,4.37762065135262,4.10888969833516,5.47513017763523,2.95509221282606,2.89170258231325,0.414208957849625,4.95107265676172,4.49876718439076,2.40026861839415,2.55386390138147,2.69837119440008,3.54989117946559,4.08258069635223,1.55252645208582,3.82156896427375,3.37044791656949,3.39179217957748,3.56742071520908,4.30517532472516,3.86340949086941,4.49431622284091,2.46470840076048,3.96322532397565,6.52598860733817,3.21112249099989,6.66074963349128,4.6269325116924,4.02112848430498,3.19952996544359,2.39240948793697,3.26421834902039,4.06610679401113,2.94056445380413,3.43457305738817,1.96189977557162,1.81427825817745,4.07353377937905,4.97116356608845,3.07328470230964,3.94453205766695,1.42024989051323,2.14605341914227,5.91393408757753,2.72056505476341,4.91812638466049,3.12402596207159,2.6509173906573,4.52071754990532,3.10188536240071,3.70903764537413,4.12632904822681,5.8860077549506,5.84111290119838,3.21300858961045,1.90909673199397,2.7232580677186,2.19932969979618,4.40682713228512,2.78353175481527,5.40584207628989,4.32739571274266,2.79630273307957,4.90570363444849,5.15056265829392,2.52636277729455,2.65331098296028,4.94536099146646,3.20632799579183,2.10341439594181,3.82258037108923,3.73280615226521,4.16163243082141,2.04815906090928,1.93072851619569,2.01958666345455,3.41512873387372,3.44700099372892,4.73523333370251,2.38526968421631,3.79608964166295,4.03648941092882,3.12493522476359,2.88664000758623,2.79742145488487
"Micrathene whitneyi",2.57787036587275,1.67553711518467,2.80278368732066,4.99430699567574,4.72774896110561,2.50709019872052,5.73461381968167,4.55849098158551,3.05418499611621,3.98331080803843,6.56271892768518,2.05050684392782,5.13080281892759,1.81762659565012,1.65936833569544,2.08073793589512,2.29953170805816,3.02626512171801,3.09165439639198,4.70566891930893,4.61971398479991,2.78248005310808,2.48318280242448,2.31542344874503,1.5877823521052,6.04969252956048,3.39550675499946,3.05909610664242,2.21339641804168,1.03350491976147,4.16848447617083,1.6792616154553,2.10328939904684,2.52940327384959,1.86973746156499,7.37205075858526,4.23820776307029,2.07023061930599,2.10918991473865,3.29685472101893,2.17896956931987,5.03537292520759,2.80614696680251,0,4.40052859852062,1.74189506125196,2.17357360378817,6.88049690710706,4.40384339356034,1.9046936476876,4.76687762025008,4.06140140530988,2.85308579749235,1.92274033451663,1.22600223659855,1.26466185066261,2.23033689217978,1.76078220608925,7.74797137155667,1.44337210887148,1.89749729258583,5.15730978586612,4.84081501892398,4.65114772262299,1.73152854035442,4.14769807556699,3.76049155852391,2.33259551682509,5.79060710961632,2.23944974587293,7.63823150386544,1.36349320204132,4.13136951077282,3.07201359568404,6.56109212451034,2.43439549426468,2.33909835779005,1.05729101974833,1.9418325803295,1.93228393158552,2.06716223979765,3.19866654441941,2.04650736361219,4.52659869389208,5.01185194160729,1.92314909740297,2.48210317818496,2.05667949452735,6.05341316758827,3.16576626963802,2.49244368165849,5.5424369053529,1.90990846336287,5.85313845378609,3.02394925036058,2.44891856796083,1.9680078779381,1.64981209563094,4.68993622201919,2.41929662964257,3.77163997110204,5.13043675792883,1.61950943258366,2.98894531086037,2.13815139208663,6.61472425279896,1.10508280090305,2.63916920947671,1.91679554640193,1.65629229154701,5.18838023726879,3.24895865530765,4.11548909806135,2.31307621172138,2.24151033133426,2.56973629672726,1.4144283520322,1.82160912830416,5.77463039482887,7.35416335472658,7.41035021849179,4.43023518355824,2.05057815844517,1.74926877356945,1.69355090981152,5.32838751663938,2.10075662230022,3.41586209298728,5.86795973883871,1.11604378193303,3.06963338400904,4.46637512741483,2.62079183458248,3.72604287416766,4.71603127310714,4.27007542205984,2.85424567013033,2.27059605544003,1.79583358417934,5.40782226931695,2.70458902773799,2.18737452812247,3.34119079533759,1.43499465299908,2.68103631340338,6.24470432170462,2.79417270984311,5.35417533036773,2.61424108292956,1.23808576427908,2.23126626166358,3.58260588350258
"Lamprolaima rhami",4.98441770722051,4.31553606536474,5.53669473418031,6.68306528960412,0.919607388997003,3.14810768153261,2.36617514180687,1.40098334747793,4.50446880489331,3.94897006039026,9.1511240799223,3.72973620234199,7.49578301160989,5.1459015354292,3.59328063685605,4.13596837780691,4.66945897818154,5.55239207711485,4.29866822701971,1.11303661448975,6.06086177737732,4.76401263670286,5.33386638838221,4.70836993997109,4.44491599198879,3.04563965452409,4.89161167242581,4.49187963441611,4.64618900143372,3.78887399579256,4.17841402698864,4.09992003829247,3.24872388743149,5.7466978050614,3.77012576248026,9.31341398204216,7.11056722960073,4.10802055282253,3.8141936835719,5.56510585962341,4.34957903572293,1.33635004477631,4.87398234420851,4.40052859852062,0,4.38728153450755,4.41150259891073,8.99547893675367,6.63376641057982,4.28253832343433,1.40111206499937,5.57735011315318,5.11179915329868,3.83831226352203,3.92991226194969,4.51981809572988,4.56649137085088,4.07754379147619,9.94872663919013,4.3112039758576,4.0745971702354,7.63907723635807,6.61249343553703,6.86045705025108,4.33270044702818,6.40239585575406,7.30607500636643,4.16279319308866,7.47546066769423,4.50696012487658,9.45223590597344,5.38509622302178,7.04155509060106,5.09114961786759,8.64811285299576,4.04160583804859,5.11735353255421,4.76916692454181,4.63652464394513,4.89361247052658,4.17730518723849,5.15297481400437,4.31634664063004,6.82455673420284,7.17049790797202,4.00348922115296,4.61630956990681,4.26646171566474,8.63410040426853,5.06614269838698,4.22283787430507,2.11983075529259,4.93051931496555,2.09083877396478,5.15391922762432,4.92951991122947,4.60014208163157,4.18929895146641,7.45367878222575,4.56590499837054,6.60704830571372,7.31037120233003,4.52321578552903,5.27927706105244,3.79961909259012,8.95094540076002,4.50671626650164,3.24015973368124,4.35460296145902,5.18967582317292,1.42652719571639,4.55492966339313,4.19509007749087,5.56418955470336,5.01201558419207,4.31820228640149,4.57035196953949,3.96545776425835,8.1825751590548,9.23614454580941,9.99973888401265,7.3126136731692,4.97966501528096,4.2444039987556,4.8887599616371,7.41840653229112,4.62952327854678,5.32978579536491,8.48260322820535,4.31640132839819,4.71650179492025,1.22984570357857,4.27570429217467,5.82107089727718,1.6433951223066,6.25106106860532,6.1154589579997,3.85284192429999,4.00348911861717,8.37096257533119,4.70987448699705,4.30641430346115,5.53213068992052,3.90840137327753,5.72725148985155,8.84266216045078,3.92543273011743,7.73992127376615,3.2008313119177,3.93472205822785,5.46751988719366,6.27501860919834
"Ptiliogonys cinereus.1",2.85280085928935,1.9222521746966,3.13834333559728,5.55959628880893,4.75548054979486,2.46363692555479,5.71790755359912,4.69041036900718,2.51596553376117,4.18243673616275,6.72344786458215,1.88206037342108,5.7978116895336,2.32381371092693,2.16847565774186,1.82585093766731,1.83455039897769,2.45615692825952,2.55075159917624,4.74420162281075,5.30717439814675,2.39169355645938,1.87807330184695,1.8779204124472,0.580626867983265,6.09978610817162,2.92090536533799,2.60713129622571,2.32148078955465,1.25794439829162,4.42533964272643,1.4283633341262,2.43105751372101,2.09776841161308,1.3743474072832,7.67775171704379,4.35845308584889,1.55868331252885,1.77038000884029,3.07131156382432,1.54322178002925,5.1350449436885,2.67579524924583,1.74189506125196,4.38728153450755,0,2.12073319468611,7.3766027317544,4.40557999209083,1.84176925745256,4.97080731147266,4.82445597120001,3.09387656979475,1.66813150928939,1.52707309620737,1.59818552328217,1.87450857889108,0.538973100184411,8.08704330011287,1.84748280068372,2.25330753379158,4.64253903089724,5.637625190237,5.2122128151115,1.50874909009178,4.27382387929703,3.78398862184747,1.91123198127195,6.40973933515705,1.71243192197784,7.87013338742773,2.50243712720368,4.28624634216331,2.91031494397453,6.87734667642359,2.25447021755645,1.72825828455032,1.57927928617548,1.48474856005122,1.63540276684311,1.94682258265208,3.73822952172274,1.37823722773408,4.76722521662303,5.47444635332698,1.37925695588039,1.89869234674327,1.53645550866744,6.33483495116672,3.3398324520274,2.0607705503393,5.65437737754521,1.38454083677538,5.84384303259344,2.39031917179565,1.91362665369407,1.36018499925081,1.25035035073264,4.91285380796935,1.68486766394768,3.65697513475145,5.41946283697447,2.05677311292981,3.22958137250827,1.88357344113947,6.76854291572462,1.28516942116966,2.94060157354954,2.0450337466409,2.09309524695379,5.25698199718402,3.07944433791947,4.22091686064263,1.93726876131188,1.69654068325929,2.17293560794012,1.13276505313435,1.40536598781981,6.03741310314394,7.83136984272181,7.46300655182213,4.33302719776012,2.09328328119139,1.07319905107077,2.03616477029069,5.73584189140257,1.74450218987836,3.33536384821381,6.17369810806608,1.5713037559909,2.74264896466792,4.42369236598798,2.05346909414863,3.80852481662502,4.82653841312694,4.82494299196415,2.98066573878916,1.55864608528937,1.50534817114914,5.11763807230722,2.53727121974554,2.54330491399796,3.31613388492962,1.44029739692861,2.27734727954237,6.51249069389084,2.4773921323046,5.58266841906368,2.76738204833383,1.24593051896287,1.75597049610868,3.39368434202626
"Melanerpes hypopolius",0.918300076876577,1.79562573533917,2.33934761891481,3.90167714330372,4.65469866093914,3.19315092617503,6.01694015615808,4.75778654592567,3.48334982107439,4.92438218420456,5.17281605139714,2.88626790005156,4.02732899067402,1.65512056986203,2.81560260562172,3.18371106151782,0.948689210229879,1.63727867034679,3.89317812654772,4.41642351455274,3.57212192843766,2.19433084144204,2.8511095501291,3.38497922983406,1.71745571845213,6.67181728386844,4.61322095000627,2.78523611220179,0.85120738416418,2.22229538725574,5.36981759800997,2.78958397862562,3.22255007605879,2.30683629568431,2.53399526855822,5.9678726506204,3.26244241550195,2.72675282893331,2.90546361784608,1.57374169067684,2.85341786086587,5.13520428363545,1.9292907856156,2.17357360378817,4.41150259891073,2.12073319468611,0,5.77570339342061,2.71364859087823,0.877395126238629,4.82212021775963,3.11682170371919,1.17607534246394,2.92853265470358,1.85965425701211,2.4670526626553,3.20625157399088,2.06846659667286,6.47087551123064,1.27579129946989,3.29914359285831,3.64066093827865,3.97162118217773,3.61339025162481,2.71136012937281,2.43470439787761,3.07547310507181,3.17270625638628,4.61615462758949,3.22156628166427,6.30458185446443,2.3125985747002,2.9374256169274,2.20381778563924,5.18061823675364,3.55472760761832,1.29487643663197,2.05262231417697,1.68114497715632,2.32507063648182,3.15737569419254,2.62265200916983,2.94189943682274,2.94033527550546,4.09992783069408,2.58553370813502,3.40710321352359,3.04730128736896,4.93111556819113,2.37711549432029,2.51930111369331,5.91618680914397,2.00971713414165,6.13068310378181,3.71411277093626,3.04150894918644,1.95596827429438,1.16212209018361,3.59087281924575,3.18376237919513,2.32417875626687,3.93615707572602,1.40719760221806,1.61002976191741,3.1439931380444,5.27770267860632,2.40364306443203,3.81305085827241,0.813372840684396,1.54010698612946,5.485699628457,1.33478135231478,5.20280766401553,2.34070539138233,1.59106412015954,3.58548646968561,2.30771016322182,2.76853500640415,4.65457023178341,6.11532857158266,6.16029157545976,3.21061408460667,1.03189235940396,1.68710724727828,1.18143277841251,3.87559619094191,1.65222735685897,4.0588275458725,4.74026172184787,2.21463292793867,3.63578924802122,4.36661558730843,2.02055893662359,1.8762975731465,4.34488846318787,3.23335073532267,2.29494807081066,3.09057084750459,2.74048469360972,4.14006536402912,1.36176230841242,0.711962956627731,2.03070875151972,2.50740928318181,2.4599135372097,4.99594969114263,2.38081915554972,4.32456970439668,3.77205533157344,2.29606221435232,2.11983731609602,2.05508550646612
"Anser anser",5.00821424313523,6.83153090643562,4.6698846346947,2.39632356925703,9.13692065444912,7.64696800950737,10.8178875775107,9.44627632616361,9.04849647726074,8.42811446762459,2.76901842395565,8.40271177240203,2.48444697678279,5.95005586748629,8.06076467745488,8.62222047191726,6.255054329242,6.17515306896682,9.47866293238847,8.66874617822345,3.3321666749386,7.44349337605938,8.03515141526798,8.81409209368863,6.86737151934085,11.4924528482423,10.0367728621205,8.2250216403218,5.38446775592268,7.20380052528905,9.10965878156857,8.18536803077365,7.77287057847605,6.91844921263034,7.98831237676736,1.59487231376137,3.49723427911336,8.2215379566038,8.45495191881666,5.56093228711655,8.36360464441679,9.65212546005506,5.38343033496637,6.88049690710706,8.99547893675367,7.3766027317544,5.77570339342061,0,3.81910072466911,6.12697979285188,9.23250052991433,3.69050964124608,5.1256419660704,8.39152034577276,6.72243261918222,7.42624858332862,8.62197605878292,7.37891368459789,1.53193622413782,6.53367190295196,8.55131706670515,5.56654867933792,3.03454017026579,3.33135523373788,8.08190113771371,3.93504353138278,4.8832955106369,8.64270033477565,1.97440385861619,8.71197221761766,2.84447675778743,6.11180683167129,3.66996077016622,5.22821375615615,1.28375894875534,9.0228346119029,6.20020478006277,6.87827710855634,7.07469959604084,7.5374096242933,8.58513011717339,5.01407867055858,8.42680000595819,3.7502803561359,2.2925827430799,8.15198779179045,8.88925380058201,8.52745338328186,1.8887015931361,4.8021710240078,8.05365429550967,10.5861372348574,7.21022112461602,10.7981070424416,9.09364453383586,8.38713943979256,7.1799607980442,6.68698113565657,2.88029708657598,8.68098622787864,4.86742260521391,2.28692671059189,6.19475931314785,4.928615675967,8.59203916734548,2.15330488145025,7.55290789535199,8.21560647770794,5.66962041440582,5.67782951059245,10.0565085749832,5.81185913775311,8.9022138706165,7.14909382772077,6.23724681989052,9.06770172781107,7.60088083580631,8.21921730125818,2.03186560003271,0.959078399813925,2.64771095127383,3.77353081480275,5.45657566801475,7.19674615855622,5.94805003096705,2.96669385968539,6.97756232977597,9.2264274479977,1.82171617125464,7.28348240619648,9.07565008130018,9.11494928518539,6.36396024940184,4.39041019823738,8.47970637337905,3.59797276976689,4.76248977237817,8.57930877155032,8.20048172640863,4.37101275799592,5.29536705908554,5.47909779813399,4.3542538930503,7.84232914993495,7.19813497525349,2.04537001646265,6.23326317042031,2.63240214357942,8.36044976732189,7.6102603500673,6.9593746892618,5.14869497950625
"Quiscalus mexicanus.1",2.149986495894,3.89749410137423,2.82433047917991,2.81881296922789,6.76297416499119,5.4600654802384,8.22069583047239,6.96085487450035,5.74333143674797,6.87399592628679,2.96780921684921,5.37828880236751,2.54762011276914,3.14379842513315,5.25363500843415,5.61107376143706,2.85989440928365,2.61706748844536,6.31852142402795,6.34566910837386,2.91280723937539,4.02541475486127,4.76076963102623,5.74079975217895,3.93118103396553,8.99093296554831,6.9618933965003,4.83393122247955,2.57580520087779,4.60656782178533,7.48315742075606,5.19729246439624,5.60225850300732,3.66058145853428,5.03870459361918,3.6229310867953,2.00847862484965,5.16330318625107,5.36758230391332,2.01653852028581,5.25063207308669,7.26908564248809,2.93823244470779,4.40384339356034,6.63376641057982,4.40557999209083,2.71364859087823,3.81910072466911,0,3.17435410037115,6.90780620563406,2.89175131369346,2.06071040574802,5.39833476968297,4.1042765055998,4.65073895947267,5.54094726631342,4.43496565694135,4.16839295971128,3.62714692566206,5.72412072252738,2.40873228262935,3.23466333051287,2.49186018866718,5.02632130674731,1.12911939579002,2.58460913812886,5.5317030870594,3.09760521046793,5.59640834061458,4.1973684976482,3.91969372086228,1.53172223227281,2.97487478349673,3.06096197519166,6.0070579881932,2.88070433689948,4.12676914219352,3.85556333751467,4.3853785264167,5.568888321562,3.17250437696895,5.36523333777678,1.34831517912937,2.89107326337708,5.08389977245405,5.73765597002831,5.44846218941193,2.90463277022667,3.11804741129501,4.76767905444186,8.14191437712611,4.02103498739146,8.34486054795947,5.83593602892297,5.15887166818406,4.02599458432721,3.63132861942221,2.01133634590598,5.52855505917773,1.60142948488005,2.24923098923079,3.35186584257494,2.17194807531372,5.60826460646069,3.20954824316416,4.67610500924481,6.13743640999734,2.90789012181434,3.04016518586721,7.71524276205616,2.44207304791982,7.23952416906902,3.92901613100765,3.3365249643977,5.99154747181193,4.56164860637614,5.22952319474906,2.80501024280584,4.06466807403656,3.9152940257801,1.77982482335311,2.50640488967737,4.09926028366409,2.92425774570684,1.93122887357648,3.74866490907955,6.10900723918971,2.66120187465613,4.46821055344865,5.85003501328191,6.52485290996919,3.76928851824019,1.22946732914216,6.15145808271461,2.64115363861862,2.50449238166045,5.62277377956941,5.19785942237452,2.47595991987283,2.65858096467006,2.68753102660602,2.22141882666352,4.93947135585706,3.90276915534261,2.71922253754484,4.07333088812558,2.74419363435499,6.17260772110969,4.71122297809469,3.70314971840364,1.65037441891358
"Contopus pertinax.1",1.30603165893699,1.85170546248923,2.4807670857629,4.18166590045254,4.49108824244043,2.92734548803122,5.83580520845253,4.56733889307469,3.25918169535399,4.75022533661984,5.62414377400264,2.63120271179547,4.3330577323453,1.32730211849072,2.36678369313296,2.81073375480455,1.20940188155772,1.94277877387307,3.56878689376281,4.34099539954185,3.76316168298243,2.16398950161082,2.56608246813392,3.0187483939043,1.50896798614653,6.42753873594269,4.25059427126457,2.66258042068569,0.806392575470819,1.86786339299878,5.11012051105724,2.36073251389498,2.92721969605457,2.16222485905927,2.45374296220573,6.3401996820024,3.64258797283326,2.24320498722516,2.56570251165843,1.97099137567652,2.43530329108825,4.95306542023302,1.86418386593346,1.9046936476876,4.28253832343433,1.84176925745256,0.877395126238629,6.12697979285188,3.17435410037115,0,4.62857831321164,3.35823812997362,1.48401862930158,2.60825052661902,1.76233110107714,1.98886519177279,2.83458659257245,1.9150348603743,6.87953030960999,0.877619555513528,2.82560532637395,3.92000066447263,4.14868242193636,3.77876429683271,2.34101938143983,2.84359446237059,3.21703955341491,2.8668266462751,4.89961097963258,2.91342546011028,6.6039520578842,2.16463597622391,3.31903644957407,2.15743287397986,5.55790087519583,3.21756148691567,1.52522991902648,1.72103704310168,1.28371980416935,2.12613246631105,2.76719735806755,2.54227895210309,2.58359555967504,3.28906567600775,4.40893778127736,2.17864708347739,3.05357857170133,2.67128580660192,5.33231079265077,2.85391471058133,2.40932203792953,5.68312205808701,1.89301433472072,5.92219852314864,3.34130379546611,2.69927185884592,1.86021763477749,0.882884231944569,3.98997220857928,2.79026446997739,2.58736325880143,4.33964922734961,0.887291655347164,1.56279737425407,2.82559198846966,5.721249256604,2.02333103020035,3.54561284506835,0.660606995126265,1.684738451397,5.24183163031192,1.89950869346243,5.01420271339168,2.12836808367691,1.97377020381034,3.2135189679934,1.95683067127301,2.45922937196587,5.05560933241176,6.47099963016634,6.59062985577018,3.63542197161829,1.32014788484535,1.21974285009688,1.22630542063613,4.37668501759284,1.1800210018389,3.8155107015862,5.11870490023627,1.71827792415361,3.3695862986371,4.27611241263002,2.38700829239199,2.3545452773285,4.26931605123318,3.31756721099812,2.53132526564199,2.64478559278875,2.37312400396041,4.52505646557095,1.96953255211858,1.01526438254586,2.56619567451375,2.11311425953548,2.2820577882687,5.41918414074387,2.43287318403964,4.71428997627912,3.4993520349226,1.90419237449234,1.91017990807386,2.32858459935198
"Ramosomyia viridifrons",5.28738498189136,4.54371334835201,6.01202866962417,6.87450710900241,0.728474864301023,3.8946374479906,1.85896999891261,0.759234597200764,4.66021594747636,4.64373379339738,9.480481672558,4.01078103978568,7.57666159067382,5.34557314762465,3.72027265710925,4.41040865362312,5.0422839082565,5.90104055113725,4.51472993352055,1.10761257339085,6.0701844369264,4.89487412571653,5.59856317906983,5.02801748278923,4.99580501474164,2.62299504098167,5.17261916280758,4.5880828455859,5.02533246327243,4.27650491134385,4.78472975663282,4.41818386961561,3.85623435103524,5.99188327186448,4.30689221912539,9.56317057703087,7.57402232272613,4.35874112919984,4.07968303236664,5.78062970130646,4.63895687118843,0.624398671589273,5.39353449134894,4.76687762025008,1.40111206499937,4.97080731147266,4.82212021775963,9.23250052991433,6.90780620563406,4.62857831321164,0,5.64535950656984,5.31264794001525,4.15935580963603,4.40391941486237,4.80653562378633,4.80546080038086,4.69536086931077,10.2368687092068,4.54231332749541,4.25190603988144,7.92058823378798,6.60078590655107,7.05057927772411,4.57038989356761,6.67474495381879,7.64013358732584,4.39065556753676,7.55244166024959,4.87892160073554,9.76227716538581,5.61372156555745,7.46789498045304,5.65700106437077,8.89131186125572,4.27169423749629,5.54740506560374,5.08446260603542,4.90641442656219,5.11016421869814,4.36767121562896,5.43649583169931,4.72363528367376,6.98253573639996,7.54545945410659,4.34342967446387,4.92094490364888,4.63238081593568,9.03447355762321,5.70112843057879,4.42893036445216,1.48330708951885,5.24440322692848,1.71480458300587,5.31582891415123,5.12885571541139,4.95641662615882,4.61005349612655,7.90910494413987,4.87909096852317,6.85433621924284,7.74386356211367,4.72719194585301,5.4848521572412,4.09704740926247,9.41298192463472,4.82289057605707,3.92936011442483,4.77021445437311,5.66339478779839,1.15208860182969,4.84907446911285,4.97322009814726,5.81160347387686,5.59091765465116,4.55149307909119,4.90030013272825,4.35450730761755,8.61683839358817,9.39998336170805,10.3889748724256,7.73873673115124,5.36627729950858,4.61802861889145,5.14496362319351,7.55693421574728,4.83674974574211,5.27091070461885,8.84479745612776,4.53405989409687,4.76180554867884,1.15507073942603,5.05744908197618,6.07251590007359,1.15825590083678,6.24810213290117,6.59517045971237,4.2983634611173,4.31276427123072,8.81332984744023,5.29682208484793,4.59278630812304,6.10882758151152,4.19510062831217,5.91915063749574,9.18629196731423,4.70322204658124,8.1943665463701,3.90320388504472,4.27074269991649,5.75358539477419,6.50980851051312
