"","Melanerpes formicivorus.1","Cinclus mexicanus.1","Falco sparverius.2","Mareca americana","Lampornis amethystinus.1","Hirundo rustica.4","Calothorax pulcher","Saucerottia beryllina","Thryomanes bewickii","Cypseloides niger.1","Coragyps atratus.1","Mniotilta varia","Dendrocygna autumnalis","Pheucticus melanocephalus","Spinus notatus.1","Setophaga nigrescens","Icterus wagleri","Melanotis caerulescens","Polioptila caerulea","Lampornis clemenciae","Spatula discors.1","Campylorhynchus jocosus","Peucaea mystacalis","Baeolophus wollweberi","Myadestes occidentalis.1","Selasphorus heloisa","Psaltriparus minimus.1","Catherpes mexicanus","Tyrannus vociferans","Bombycilla cedrorum","Streptoprocne rutila.1","Spizella passerina","Petrochelidon pyrrhonota.2","Pipilo ocai","Columbina passerina","Corvus corax.4","Accipiter cooperii","Empidonax difficilis","Oreothlypis superciliosa.1","Toxostoma curvirostre","Empidonax oberholseri","Phaeoptila sordida","Trogon elegans","Micrathene whitneyi","Lamprolaima rhami","Ptiliogonys cinereus.1","Melanerpes hypopolius","Anser anser","Quiscalus mexicanus.1","Contopus pertinax.1","Ramosomyia viridifrons","Anas crecca.3","Dryobates villosus.2","Setophaga occidentalis.1","Eremophila alpestris.2","Haemorhous mexicanus","Vireo huttoni.1","Columbina inca.1","Sarcoramphus papa.1","Dryobates scalaris.1","Spinus psaltria.1","Geococcyx velox.1","Aythya affinis.2","Amazona finschi","Melospiza lincolnii.1","Dryocopus lineatus.1","Dendrortyx macroura","Geothlypis tolmiei.1","Anas platyrhynchos.3","Poecile sclateri","Ara militaris","Cyrtonyx montezumae","Strix virgata.1","Trogon mexicanus.1","Cairina moschata.2","Leiothlypis ruficapilla.1","Mimus polyglottos","Glaucidium gnoma.2","Myiarchus nuttingi","Catharus aurantiirostris","Leiothlypis celata.1","Eupsittula canicularis.2","Myioborus pictus.1","Campephilus guatemalensis","Falco peregrinus.3","Empidonax affinis","Cardellina rubra","Cardellina rubrifrons","Buteo jamaicensis.2","Columba livia.3","Salpinctes obsoletus","Archilochus colubris","Catharus frantzii.1","Selasphorus rufus.1","Basileuterus rufifrons.1","Aimophila ruficeps","Catharus occidentalis","Sayornis saya","Buteo brachyurus.1","Myioborus miniatus.1","Cyanocitta stelleri.2","Asio stygius","Piranga rubra","Tyrannus crassirostris","Setophaga townsendi.2","Cathartes aura.1","Pooecetes gramineus","Tachycineta thalassina.1","Tyrannus verticalis","Megascops trichopsis.1","Basilinna leucotis.1","Lepidocolaptes leucogaster","Aeronautes saxatalis.1","Melozone albicollis","Leptotila verreauxi.1","Cardellina pusilla.2","Junco phaeonotus.1","Setophaga coronata.1","Buteo albonotatus","Anser cygnoides","Meleagris gallopavo.3","Gallus gallus.3","Turdus migratorius.2","Sayornis nigricans.1","Molothrus aeneus.1","Bubulcus ibis.1","Myiarchus tuberculifer.1","Henicorhina leucophrys.1","Bubo virginianus.3","Passer domesticus.1","Troglodytes aedon.1","Colibri thalassinus.1","Zenaida macroura.2","Colaptes auratus.3","Eugenes fulgens","Oxyura jamaicensis","Accipiter striatus.2","Mitrephanes phaeocercus.1","Vireo gilvus","Ortalis poliocephala","Zenaida asiatica.1","Sphyrapicus varius","Patagioenas fasciata.2","Vireo cassinii","Arremon brunneinucha","Caracara plancus","Antrostomus arizonae","Circus hudsonius.2","Stelgidopteryx serripennis.2","Vireo plumbeus","Pipilo maculatus.1","Aphelocoma woodhouseii"
"Campephilus guatemalensis",2.14636958444416,4.12183195985517,3.38918093625077,2.7544006374291,6.92369629489613,5.8433361831853,8.39242567561682,7.1088909727441,5.89159708249926,7.32587441092873,2.78580963176076,5.58715021514109,1.86006430190548,3.12624275273842,5.31662381119592,5.82301328931253,3.24791176614279,2.96369465696339,6.52002278071754,6.55238364597833,2.64388864127527,4.09966704734444,4.8998807023831,5.91706216555165,4.34504887763839,9.17078953554164,7.23273326198379,4.89941069182265,2.77556849290005,4.87756063704987,7.86500703871891,5.39940272409245,5.87601775427327,3.81474493008862,5.32598884016789,3.62619306460057,2.76056397332141,5.29531358778766,5.58249984875095,2.19875494770318,5.41404029445615,7.40877977257565,3.37044791656949,4.52659869389208,6.82455673420284,4.76722521662303,2.94033527550546,3.7502803561359,1.34831517912937,3.28906567600775,6.98253573639996,2.71957573678576,1.93870117870338,5.65186954829227,4.512977563917,4.80789202225127,5.69088319639404,4.80207815363177,4.1809323834154,3.59971406945673,5.78683642607115,2.67651633321571,2.77279955342805,2.09895424434784,5.22590225183461,0.692240048611126,2.65860157715718,5.78324410134825,2.76157507435857,5.82478578657271,4.19626713250147,3.80761149687131,1.85267067735494,3.45455179968648,2.84470260443844,6.19964821068914,3.37552324714614,4.20905915108868,3.96383935741005,4.56478178603166,5.73316941683105,3.22137624264561,5.60895049103118,0,3.22226710711091,5.24790921983857,5.95939652269491,5.69700153295581,3.22765039606263,3.68127895190648,4.93124889453904,8.25476404453798,4.31884166296636,8.49092732188828,5.9843998895878,5.2828064559256,4.38748909431373,3.88600209980793,2.47141526696853,5.73299369418695,1.63408723030105,2.70683295774671,3.40823421715533,2.00992495498837,5.86904903869267,3.34988560642808,4.86075299820405,6.46883921267865,3.13656902573981,3.28907523055749,7.86710330231523,2.79244593265622,7.71053417728535,4.0572626270595,3.79247615593076,6.19420111507293,4.78915729965086,5.50087332917375,3.27646820858356,3.85534769223718,4.2193213664874,2.42744781871613,2.95315467681281,4.27218747067729,3.11246074082363,1.84555584561499,3.810675029803,6.05260181737937,2.86196198548304,4.56760887630844,5.92198558644163,6.73209665957577,4.40792063991827,1.17509022480682,6.31752902248072,2.14260705038909,3.14538760131691,5.83914527681214,5.38896886875413,2.9152400479166,3.24897621296277,2.81297301256345,2.81274836049671,5.14547748621755,3.95630057801328,2.87873491485944,4.6304819658492,3.44656310757127,6.49244373968974,4.94845731324691,3.91238730710916,1.84453065933633
"Falco peregrinus.3",3.4837344614169,5.19590351100502,2.53005811454611,1.44257154638714,7.398704420487,5.53361060662048,9.0837072113094,7.69871456096618,7.39376237639336,6.28813809253934,3.52785208194061,6.59278726636447,2.5569000044293,4.32212929666617,6.23694999439537,6.78136116282382,4.62818433706409,4.79843291296887,7.67721111035179,6.96933852022316,2.43555283139414,6.01848308505134,6.40652948405874,6.97821405243382,4.95411617943141,9.67151105030158,8.13269969591604,6.7460127308961,3.62653527787059,5.24670584452398,6.98412977720832,6.33103689120631,5.71090118680324,5.42365735844618,6.13818744538391,3.03893431028184,1.98426295865329,6.43940211189066,6.6328981258907,4.35984722970414,6.58753702301333,7.92634502066006,3.39179217957748,5.01185194160729,7.17049790797202,5.47444635332698,4.09992783069408,2.2925827430799,2.89107326337708,4.40893778127736,7.54545945410659,2.43404696989619,3.77999601491105,6.52101890618008,4.72433402080893,5.5293986368978,6.8692536794356,5.48918998301565,3.26260548427442,4.86809226573501,6.69791428096613,4.89137930997111,2.47476642276997,2.46017693583604,6.28132182620869,3.06588455040807,3.74888567805642,6.84225421142549,2.16967676384265,6.87888111119617,3.53141182114888,4.50678485395909,2.60274450219653,3.20304868431377,2.51167078026759,7.18855887837192,4.5572143324233,5.08821324517209,5.40858038889911,5.90946739657142,6.77113568172044,3.22750093730632,6.57657280267619,3.22226710711091,0,6.34604686414331,7.08147496945967,6.66402268988511,1.94991347076072,2.88214933394873,6.4474147468353,8.84247805765616,5.54235988039475,9.03146882100302,7.40304078853612,6.72494857341131,5.4906644961337,4.91765466870034,1.76957642759632,6.88010826301584,3.86733465089043,1.16123580575309,4.46653579187038,3.48853271041513,6.72238888178448,2.71755261646411,5.70588278753022,6.10621846255287,3.84106291157481,3.94039159330521,8.23933959624923,4.42291875774626,6.71921150401765,5.58570173541688,4.52948343650265,7.24826038007961,5.78497804484395,6.35423846179691,1.48012072888933,3.02691118608063,3.50715420371298,2.73317448201373,3.72669675842566,5.44659063648197,4.30058978000556,2.98967623760705,5.38067152824211,7.75593291532795,1.93714550862437,5.46190446915277,7.47323760709841,7.3890946541111,4.43963517415426,3.3194692202076,6.87291847461344,2.75082080311325,2.92445538338187,6.67941277845631,6.38861940644467,3.83432820938888,3.49096702505678,3.80784809997155,2.55773318632817,6.00360461588695,5.76510420053144,2.52998703426921,4.20825625684696,1.42283879486869,6.28020266050596,5.74635314014887,5.36333119209067,4.03731349888204
"Empidonax affinis",3.31256114168308,1.89289567415152,4.06528028045092,6.20346838301688,4.23178571342848,2.76193274744593,4.93646952739839,3.99331633979886,1.47942733300477,4.50988109198904,7.48209423979352,0.861157753986991,6.2872348512835,2.65041892749981,1.34159070588039,0.809263098987269,2.31796639081278,2.9484193739505,1.441336028584,4.36023692436669,5.72914132308609,2.01952636874828,1.654357766491,1.10286271355694,1.67674307275293,5.28317147904475,2.17047107205218,1.80968250794513,2.90330885531043,1.58011487277948,4.55199718444663,0.679305958501959,2.5073067081428,2.40958395298604,1.19414427056155,8.43702760886822,5.36196183925567,0.371605339710143,0.65261637879757,3.43208389636773,0.431136218619062,4.49642338280783,3.56742071520908,1.92314909740297,4.00348922115296,1.37925695588039,2.58553370813502,8.15198779179045,5.08389977245405,2.17864708347739,4.34342967446387,5.24449233271859,3.40822680334193,0.776605150878607,2.00841592689072,1.61062758102039,0.871801038601496,1.42902336382184,8.9122328822135,1.8037828486462,1.37844983938977,5.25956268439014,6.06195915398297,5.81289883628757,0.792310948355252,4.84090692490798,4.58763300731015,0.935805121702083,6.96196423546451,0.947828776295845,8.69484273196877,2.80855607874973,5.14161382377135,3.86505030059224,7.61921829896722,1.19308246038261,2.44275190081432,1.87582348731512,1.45286420346246,1.33469768748407,0.828094799002604,4.30472212541091,0.605032332418034,5.24790921983857,6.34604686414331,0,1.01574707048625,0.714095766830228,7.25061090685368,4.24362296799047,1.30002681140188,4.88975632460992,1.50122570944199,5.1572544334103,1.57624955692319,1.25335863584507,1.52900659137682,1.55376507305121,5.84775632687218,0.781930491478608,4.22066253304691,6.32258656606956,2.26315997800732,3.65445087891696,0.958237760695163,7.67822668702537,1.19350434724904,3.00912442305321,2.61515601207023,2.85588219478926,4.64187654372313,3.34131170085038,4.5582804188294,2.13687718778654,2.60088953522287,1.09616281933839,1.01831189601073,0.685220815802434,6.97682405407835,8.52341774875179,8.4152828541038,5.28492002102953,2.82234192868546,1.06620441931802,2.43712549686072,6.23913194460437,1.59362500330988,2.309973357608,7.06283905527705,1.40577808334669,1.63556044466299,3.83092087064908,3.01966866470477,4.30184405880954,4.39035233292048,5.25795106086871,3.96925713558314,0.781227678080594,0.508692285868612,6.03898926965993,3.38670785576773,2.87384177309045,4.2756439441418,0.782281871642274,2.32363046204629,7.35357169857449,3.30361563716986,6.53985413547624,2.77769340627833,0.907771669672046,2.10118544247704,3.91299776388231
"Cardellina rubra",4.12671529241937,2.44598405207386,4.72656489935643,7.02815368863897,4.83824345576739,3.39734423021187,5.20380750562493,4.47628676603997,1.17458826056459,4.93209680736144,8.09721766423649,1.15739905766708,7.02983554429244,3.26794702627992,1.83935856128012,0.699379010130294,2.95751694068277,3.43197925426166,0.961206143638643,5.01514073710225,6.57097708802325,2.41190835367514,1.5517055557343,0.576863064743677,2.28342564034127,5.43043622388104,1.34370874345657,2.06798681327517,3.73646263603094,2.2378936620769,4.87554631620689,0.966079412588485,3.10263575504908,2.63796439936905,1.6083951108048,9.16152652279036,5.93862698351205,1.06553918377073,0.932274822065894,4.05043197173154,0.773014360458234,5.00633366596237,4.30517532472516,2.48210317818496,4.61630956990681,1.89869234674327,3.40710321352359,8.88925380058201,5.73765597002831,3.05357857170133,4.92094490364888,6.08273053875968,4.18893776912251,1.00557581176211,2.65987609228883,2.0373292432242,0.507223134163709,1.9935418444371,9.60064422978331,2.61671051104869,1.52352323024402,5.65746781048419,6.88173934832895,6.54679704730476,0.959659415085777,5.57752646793268,5.01444279050158,0.75949595934065,7.77315087693722,0.38825545092863,9.40274727807303,3.32941718357097,5.7401689433157,4.59765867285121,8.36977899040477,0.891060366972512,2.97993366461264,2.36310700040943,2.09602407387641,1.57758416948213,0.7850041619426,5.04602094763802,0.660567798362255,5.95939652269491,7.08147496945967,1.01574707048625,0,0.562390543188523,7.88980510530095,4.96649010824438,1.616757754461,5.22909698707406,1.85031031475027,5.5005212537889,0.924768056552928,1.03627001719459,1.97676661915414,2.38408336032689,6.47957552966704,0.442359360403153,4.78454252773135,7.02913464056151,3.00690198156166,4.45300272537348,1.05972987663092,8.35199588432348,1.5541670566997,3.47495149221395,3.46455804622664,3.42738166193827,5.09690646454421,4.0706245401419,4.87258113821428,2.33851784173311,3.14156157723492,0.582538801867199,1.35962835607066,1.02152207784202,7.64025403691448,9.28528250973675,8.99936572846952,5.84238651306811,3.49106907240226,1.90474555126088,3.05112087876789,6.92840660611659,2.28580064097526,1.98983000433415,7.70513475974106,1.97279889688286,1.3278798735804,4.37029278550331,3.6342211407068,5.05486232391331,5.05739700912059,6.06996726613945,4.51407654845098,1.19751555039894,0.957418373528644,6.48416609718168,4.12291989282704,3.73120108216723,5.00966594773382,1.35801494929189,2.52098682477467,7.97817321844888,4.05453066831209,7.18157419636288,3.22399490235482,1.52192015657693,2.37662186044078,4.47419997816209
"Cardellina rubrifrons",3.77585227452115,2.19331463126592,4.28618091170735,6.62385469056539,4.52763202333951,2.90765707689899,5.0524019441982,4.2161880491527,1.48975253291824,4.50464740774151,7.85354061649326,0.925455885019264,6.71657697212861,2.94792718686441,1.47509044960847,0.486899617695025,2.6800014625755,3.28215778280258,1.24678364880758,4.67558094411889,6.17773126479861,2.39357171686984,1.65610753663225,0.695305634354741,1.88896815716453,5.3071729466755,1.61318067705826,2.15368632602897,3.33321364634444,1.74745566036827,4.49219455238125,0.531901649865317,2.62897867203414,2.58345505027165,1.31408902446956,8.8151881826078,5.59868633797285,0.865909053368695,0.675022841775562,3.85862194186397,0.700214913484332,4.73683905723002,3.86340949086941,2.05667949452735,4.26646171566474,1.53645550866744,3.04730128736896,8.52745338328186,5.44846218941193,2.67128580660192,4.63238081593568,5.67565845351823,3.88104158953953,0.638416770151585,2.17983033361333,1.64769221870144,0.691020874620963,1.63096202127029,9.26542577349083,2.27745556015355,1.25218225125347,5.5626221043925,6.51036264019661,6.17517575276885,0.715835802919087,5.28902035137771,4.82265289042352,0.753543242845513,7.39702024760186,0.439008957535885,9.03717124160634,3.04733129976156,5.4372797824491,4.15061372056915,8.04356444701793,0.88466899153421,2.73024806927456,2.03478595568259,1.87294481229951,1.52923585585574,0.646196795242908,4.60237666241257,0.366653675579772,5.69700153295581,6.66402268988511,0.714095766830228,0.562390543188523,0,7.54809255183446,4.54535438956823,1.61080288285513,5.03288170117225,1.70630287731106,5.30017112111638,1.38239884373432,1.2401034400413,1.77211892894039,2.01133035185564,6.13725659149284,0.613086254527241,4.59315298298003,6.64104968938014,2.62715921158269,4.10612637371465,0.791880789732643,8.02578275847802,1.19260937010297,3.01447335431623,3.03570315076226,3.06854494923922,4.82254701134245,3.78036933523325,4.4661637229885,2.27753410569244,2.873549585183,0.76633817291939,1.04409269696904,0.628404716886824,7.27104119610211,8.94021749965661,8.7256977509148,5.58040594188241,3.14105937117976,1.58805475014913,2.73777397988148,6.6442209202292,2.07312577393621,2.35242197209969,7.37314496562653,1.59901205217778,1.66949798359994,4.10459313384581,3.24840145199664,4.76660011142546,4.73617301477073,5.73600981777882,4.15888551910686,0.901514501841031,0.63561707940501,6.30333225033557,3.74092578295,3.33867045840905,4.62654365375105,0.942435596573432,2.53485925945443,7.66966016560046,3.59156592560807,6.80066349820407,2.79238274646048,1.05758403217608,2.25969800772715,4.282746722438
"Buteo jamaicensis.2",4.27458410840164,6.05678270648453,3.71534906265003,2.80121631137874,8.86948838338259,6.94128094073473,10.4874670371842,9.13421246967093,8.14491592080896,7.88153072707688,2.06363980908463,7.55648694380758,2.7307795614865,5.11340534853215,7.34140114182223,7.71939128147921,5.28717972483371,5.10254072757132,8.56621779987152,8.43366681461362,3.73417078822672,6.59937547783213,6.97350966966483,7.8004513721975,5.83005437114185,11.1396991540181,9.03509314588609,7.39987880639372,4.57958131935239,6.38812565878057,8.54379046224488,7.28016763300575,7.09858311777932,5.85010867541985,7.07985997537487,2.08943355476897,2.0873836267173,7.35243281934509,7.58461012453718,4.69924608934875,7.42998202788588,9.40369902585481,4.49431622284091,6.05341316758827,8.63410040426853,6.33483495116672,4.93111556819113,1.8887015931361,2.90463277022667,5.33231079265077,9.03447355762321,3.85939093490322,4.44774702001397,7.50550219861547,5.86009525637406,6.51184978048922,7.69186876183013,6.40030360901994,1.97840391722301,5.76598064277748,7.73535184823113,4.42602843694823,3.63572724591503,3.07828014536495,7.16910515356236,3.21068081706944,3.64416683069641,7.7427572204988,2.86488212878524,7.69763284829506,2.92766282104856,5.36982452041122,2.4056290583757,4.31062790209457,1.82722865527744,8.15284666705396,5.10234558908958,5.97251479741928,6.13800814521164,6.59077361638247,7.70931657419592,4.48192878800897,7.43716471300079,3.22765039606263,1.94991347076072,7.25061090685368,7.88980510530095,7.54809255183446,0,4.04897672269799,7.19186952164578,10.3160006702344,6.18864660105471,10.5124276087448,8.10457215614309,7.42378841928361,6.21567604153853,5.77741619737027,1.45078785148874,7.68919045360405,3.84755489853861,1.46918983414467,5.42312409356609,4.27899874388717,7.72280180484514,1.20743450008452,6.61458628490923,7.53884971633772,4.86540373507929,4.67197767724566,9.76868132235422,5.07614708586486,8.24500019233098,6.08865650798583,5.16635103068582,8.15310273549708,6.61205942747395,7.2998363650206,0.657608697511996,2.59927968609183,1.82491425248293,2.43976774918341,4.51316143220457,6.28400756844539,5.06747366523378,2.7834123459056,6.10360374504883,8.42762085841351,0.574789446313452,6.45503069151194,8.22467159859317,8.75144691324855,5.39880936136309,3.69705023572556,8.30946678053625,3.75318680944712,3.52745791883155,7.67251993550251,7.32285532458909,2.8773130853731,4.39517846997729,4.81634043922236,3.41183701333486,7.00450165580393,6.17827353985024,0.858281323711049,5.47334651795237,1.42374149229983,7.66153772059249,6.74739106858387,5.87638742024217,4.14469326984254
"Columba livia.3",2.41705903534711,3.12598681252968,1.78345603372943,3.11565411630329,5.43431612209794,3.30449350330846,6.94436406587699,5.66441014984733,5.24168016922172,4.25957379602459,4.90350536253653,4.34461831823551,3.92724452103926,3.31336878216322,4.35721026980163,4.63145920404252,2.89641976334444,3.36903967789801,5.4316704296993,5.0816481459211,3.35750225040113,4.24871383412724,4.67927929282899,4.94613947084982,2.88153039661278,7.48096024156716,5.93829538608772,4.79040129683886,2.34855001049691,3.10185523628394,4.95323638685591,4.285695145454,3.49096387357863,4.0563167482318,3.69229147822909,5.38538587348705,2.52726491926024,4.4265155278752,4.47053723601365,3.27542547455335,4.5291954243851,5.95046707227591,2.46470840076048,3.16576626963802,5.06614269838698,3.3398324520274,2.37711549432029,4.8021710240078,3.11804741129501,2.85391471058133,5.70112843057879,2.85014282728201,2.88545574601845,4.31261902980072,2.56955451725588,3.91320358381542,4.79098879345354,3.16669138874285,5.68793370483821,3.25818513540153,4.82314985997174,4.72662070379016,3.64654991774883,3.81974080890004,4.29254312415366,3.17566177702451,3.69294988392257,4.65699786859125,4.13444569310788,4.73381098492911,5.88648984337137,3.18057380189935,2.96359230725808,2.43065342457556,4.60107373609778,4.98054759750095,2.79439829707355,3.49385016259173,3.75572030853927,3.99765049997666,4.707126227203,3.15587442542969,4.4098621705336,3.68127895190648,2.88214933394873,4.24362296799047,4.96649010824438,4.54535438956823,4.04897672269799,0,4.32690915729752,6.8012642561811,3.60359925939837,6.96152758864287,5.4615063828553,4.8291920625942,3.38752181710191,2.95471531334336,2.89443143258922,4.80594638879165,3.52910510010682,2.95400464925855,3.19452883731238,3.04497598684532,4.47884177246205,4.50145042990711,3.84076456203019,3.88425534121473,2.3013344341821,2.36424470532425,6.24144729271148,2.94462133163729,4.63027390743114,4.14460389729112,2.27961539610323,5.07509738930012,3.88623661166001,4.11315038550011,3.59876134951393,5.30969630446001,5.32095986793593,2.87407463094087,2.09678940345144,3.53213715275048,2.85397448198761,3.77031388988448,3.79875495160297,5.80085924302993,4.00525003275506,3.78261725759265,5.39974360347245,5.26125544763274,1.75839140982868,2.87552689271805,5.10726746944066,3.41889393866648,2.06664895049715,4.4808162174602,4.23312019960128,4.20213195858614,1.20035557556457,2.33606609804416,1.11480021231622,3.91379199821596,4.36002394337797,4.44586522712483,1.8203070924476,3.10444739021624,3.95095409897755,3.68634770756698,3.89785483053592,3.46554952777065
"Salpinctes obsoletus",3.23567162209261,1.51166316319684,4.39785663116331,6.18639162145357,4.34932680847254,3.58354072802519,4.91776522655182,4.06529045510757,1.07210628244773,5.26783052963967,7.18319401292262,1.21956668406681,6.07894807843497,2.84685797091689,1.96330024501532,1.56916804469937,2.04835473078898,2.49246778904293,1.80726207328044,4.37705180102874,5.65518552198946,1.09750160478384,1.72149413225739,1.90804824827775,2.20795235320945,5.44300871807109,2.7597440671078,0.749903098411255,3.08246023129796,2.30844952819699,5.40973068962503,1.59825318648075,3.35559954901606,2.28377482454754,1.49143343160001,8.25797388378617,5.37916432381793,1.41596502694371,1.25086321293991,2.91549301123169,1.35297426777164,4.58254207168569,3.96322532397565,2.49244368165849,4.22283787430507,2.0607705503393,2.51930111369331,8.05365429550967,4.76767905444186,2.40932203792953,4.42893036445216,5.19807506198938,3.17289994254098,1.50376517072447,2.48353763872959,2.43837319008803,1.39634582843458,1.91238137601108,8.75603597972913,1.98411160480166,2.22332376144391,4.832652338713,5.99839965872565,5.82397942491035,1.39063293306773,4.5871559626193,4.60397957033663,1.29114809043853,6.84018586036482,1.60628082719385,8.64833812850459,3.07123594483604,5.02961506105027,4.28996293009636,7.4482194936272,1.71176237068009,2.28216021551052,2.36247551813906,1.65366843813009,1.14921048269029,1.53829857985418,4.61054581430545,1.56821591857378,4.93124889453904,6.4474147468353,1.30002681140188,1.616757754461,1.61080288285513,7.19186952164578,4.32690915729752,0,4.99283931492888,1.40860469144476,5.27762525210001,1.7806818703181,1.3442569585414,1.35128947818823,1.80308766770428,5.82269895527663,1.57039614104779,3.9347694720165,6.27517353806972,2.5525558491079,3.68716790405564,1.5962033953095,7.55352740990671,1.90973105372164,3.85170161284755,2.8705580910495,2.97185978474315,4.90578006839763,2.81337403813431,5.39188907186345,2.13767495431934,2.53297601282741,1.69379605443906,1.63408241926594,1.46525716945043,6.96475020346864,8.32806287989865,8.2582738029102,5.15250099615432,2.79636333128188,1.55560615072149,2.36407796707587,5.79428500737314,1.65979929369811,1.82382454897046,6.97581472255067,2.0667275656709,1.24633860343887,3.77802477455131,3.12990257309854,3.97560920374573,4.29874225116624,5.20244674336208,4.14933539553161,1.94587135947458,1.29796452081182,5.83637088778157,3.34171961870279,2.84196135278616,4.29685113507887,1.5125425974689,2.07792749023303,7.18679705128355,3.69797590678231,6.5620478883074,3.61861998162698,1.62254018985747,2.12289131046234,3.57649294016627
"Archilochus colubris",6.47763350868749,5.33891903226098,7.13853245106289,8.24052864640439,1.72989530860338,4.60372245699077,0.712776152996814,1.25798036570893,4.94625176644202,5.09584658920494,10.7486691466167,4.44561890585015,8.8942178150889,6.34783153223041,4.31199909771206,4.76934783445852,6.00248103697333,6.84352422725375,4.65395039377964,2.26360280733254,7.44982892361399,5.63502342575664,6.162859194575,5.38087974614684,5.79350973478456,1.29003207761677,5.13609308647251,5.15824699553657,6.17263671644678,5.00034963383221,5.05006400843131,4.90608593711861,4.49840732858573,6.77959039996552,4.8241513348946,10.9385899066806,8.74008192202099,4.900881212802,4.51474008007301,6.85721381942452,5.12552974594209,1.11037521487248,6.52598860733817,5.5424369053529,2.11983075529259,5.65437737754521,5.91618680914397,10.5861372348574,8.14191437712611,5.68312205808701,1.48330708951885,7.00365108662329,6.50042619737272,4.58955940575523,5.25804655492243,5.52552215034993,5.17556471648693,5.36805469105676,11.5975768875955,5.50182648510675,4.67561913466689,8.9791045702533,7.95123561279068,8.35923759860376,5.08911130143274,7.93382951291536,8.69590843489058,4.74508726492189,8.94438374203479,5.22747720087041,11.1278878117525,6.50001213074242,8.63902737319341,6.79607005134529,10.2546598162822,4.49547336676932,6.46344325776303,5.87927856469586,5.74029019170085,5.75367569249816,4.75921207273116,6.65383260327537,5.15697646708813,8.25476404453798,8.84247805765616,4.88975632460992,5.22909698707406,5.03288170117225,10.3160006702344,6.8012642561811,4.99283931492888,0,5.95772985270849,0.631152298669886,5.61668456112062,5.59087963362727,5.66591638747072,5.51206418327087,9.12868364842395,5.27290787043303,7.97425686624286,9.02130033339239,5.74647447781156,6.70969614497243,4.46104402170906,10.708180787155,5.46458316411557,4.42614187186822,5.880540605067,6.60919652488883,0.999164758342631,5.9721449762456,5.28591646955958,6.56258112266311,6.45810620544974,4.79060092329585,5.5390281992585,4.82469733227102,9.89759794411238,10.7710161813236,11.6636997855235,8.88836011982537,6.40077654885336,5.41595518656493,6.12532561243533,8.83545962474384,5.70427187750432,5.52527093823885,10.1246365717496,5.28655360586281,5.03929511215564,1.85414656400662,5.93288273544704,7.30929511079316,2.42159512962831,7.57167462794015,7.64996561956166,4.72339334313854,4.79702963331005,9.93462265629974,6.37917562855577,5.77021691636896,7.27298569481636,4.77758909622685,6.67236951703264,10.4752873880635,5.66732689289956,9.43620667686753,4.34239700670965,4.91134515571471,6.53559154731975,7.60972105598172
"Catharus frantzii.1",2.64188647628473,1.25578676775571,3.38981854271023,5.5112918308342,5.12180117223031,3.35128193596739,5.95562220546481,4.93397159477504,2.08268495989142,5.02223238718095,6.33766873107322,1.79369703155606,5.39854454968572,2.09960986394791,2.26799117010585,1.84398504071672,1.45738225395595,1.83258702226883,2.49313659868731,5.07794563944014,5.1650397459472,1.53223731199531,1.40951333923275,1.96349174075481,1.31420052695387,6.39704826173505,3.09771524352827,1.88076135610919,2.39637708619639,1.89343709140632,5.23345846948726,1.62955570424643,3.17893096466008,1.42583583323708,1.67412490328769,7.46924430227654,4.2799041449215,1.60307158905438,1.75914161916931,2.41573433261031,1.49973933753839,5.44158543672785,3.21112249099989,1.90990846336287,4.93051931496555,1.38454083677538,2.00971713414165,7.21022112461602,4.02103498739146,1.89301433472072,5.24440322692848,4.71952690051702,2.70427513846073,1.76941539622242,1.87418573477135,1.90288098980139,1.65806915988464,1.4767034747119,7.88030472020195,1.61293020161351,2.43641440956547,4.12145221401293,5.44392952682474,5.15025680619575,1.36857196125268,3.94407833968243,3.46674774513682,1.733826581977,6.21780594886414,1.76975838107491,7.87329662273617,2.2729202922172,4.07844784421828,3.48914062386175,6.65969804700373,2.25887209309457,1.28929980611827,1.6861275005993,1.16819298195305,0.58270982113777,1.85295473635849,4.03678619096156,1.57268496943673,4.31884166296636,5.54235988039475,1.50122570944199,1.85031031475027,1.70630287731106,6.18864660105471,3.60359925939837,1.40860469144476,5.95772985270849,0,6.23832924246409,2.07393707033615,1.49374321795312,0.601932179876955,1.21938907065515,4.80606393044904,1.69590539392278,3.09980375587856,5.40503014175681,1.97791286467485,3.09559875150504,1.95963845401616,6.65096402437991,1.38547246068199,3.73343989055669,2.22207063845073,2.05581411520039,5.71427905792219,2.69544657855675,5.14816846991604,1.35144448291282,1.64992752158718,2.13483709607427,1.06117395328767,1.55254109115902,5.9726775177533,7.5888086233327,7.22765574734613,4.08221745520493,1.86425534953355,1.13010941912213,1.59702850437475,5.18315031583332,1.28831003447823,2.59413082619688,6.00432449084855,1.66112596702771,2.17761917098369,4.65476011951156,2.57159377723152,3.4201423352749,5.01554970218739,4.61306850670826,2.95724120081776,2.09958234443872,1.51986332957745,4.79004103771669,2.65871482675218,2.39994351470624,3.46952660061544,1.48897447484108,1.47227318636018,6.24654669172443,3.17139065430553,5.53841030634732,3.56291007079706,1.40884694720196,1.1916650121188,2.80092116180772
