"","Sarkidiornis melanotos","Cairina moschata","Alopochen aegyptiaca","Anas erythrorhyncha","Plectropterus gambensis","Numida meleagris","Gallus gallus","Pternistis afer","Threskiornis aethiopicus","Bostrychia hagedash","Mycteria ibis","Ciconia abdimii","Bubulcus ibis","Ardea melanocephala","Ardea purpurea","Ardea cinerea","Ardea brachyrhyncha","Ardea alba.1","Egretta garzetta.1","Scopus umbretta","Actitis hypoleucos.1","Tringa glareola","Calidris minuta","Calidris alpina","Rhinoptilus chalcopterus","Vanellus armatus","Vanellus coronatus","Charadrius tricollaris","Anarhynchus pecuarius","Charadrius dubius","Charadrius hiaticula","Fulica cristata","Porphyrio madagascariensis","Balearica regulorum","Bubo africanus","Colius striatus","Lybius leucocephalus","Caprimulgus fossii","Sagittarius serpentarius","Necrosyrtes monachus","Terathopius ecaudatus","Circaetus pectoralis","Buteo augur","Milvus migrans.1","Circus ranivorus","Circus macrourus","Aquila rapax","Tachymarptis melba","Apus caffer","Apus affinis","Apus apus","Apus horus","Cypsiurus parvus","Falco biarmicus","Falco cuvierii","Lanius collaris","Corvus albus","Corvus albicollis","Prionops plumatus","Laniarius funebris","Lamprotornis superbus","Crithagra atrogularis","Emberiza tahapisi","Anthus cinnamomeus","Motacilla aguimp","Motacilla flava","Passer griseus","Pytilia afra","Granatina ianthinogaster","Uraeginthus angolensis","Lagonosticta senegala","Vidua paradisaea","Vidua macroura","Vidua hypocherina","Vidua fischeri","Quelea quelea","Euplectes gierowii","Euplectes orix","Euplectes capensis","Euplectes axillaris","Ploceus jacksoni","Sporopipes frontalis","Hedydipna collaris","Anthreptes orientalis","Cinnyris mariquensis","Cinnyris pulchellus","Chalcomitra senegalensis","Chalcomitra amethystina","Nectarinia kilimensis","Cinnyris bifasciatus","Cinnyris venustus","Cisticola aridulus","Cisticola chiniana","Prinia subflava","Pycnonotus barbatus","Riparia paludicola","Neophedina cincta","Pseudhirundo griseopyga","Psalidoprocne albiceps","Psalidoprocne pristoptera","Ptyonoprogne fuligula","Hirundo smithii","Hirundo rustica","Hirundo angolensis","Cecropis senegalensis","Cecropis abyssinica","Cecropis daurica","Delichon urbicum","Mirafra rufocinnamomea","Eremopterix leucopareia","Centropus superciliosus","Spilopelia senegalensis","Streptopelia semitorquata","Streptopelia decipiens","Columba guinea","Treron calvus","Oena capensis","Struthio camelus","Alopochen aegyptiaca.1","Colius striatus.1","Lagonosticta senegala.1","Vidua fischeri.1","Charadrius tricollaris.1","Charadrius hiaticula.1","Tringa glareola.1","Emberiza tahapisi.1","Vidua paradisaea.1"
"Rhinoptilus chalcopterus",208.325759635987,208.325759636089,208.32575963617,208.3257596362,208.325759636092,208.325759634678,208.325759634827,208.325759634789,156.687710290369,156.687710290025,156.687710290117,156.687710290306,156.687710290227,156.687710290269,156.687710290494,156.687710290571,156.687710290679,156.687710290717,156.687710290609,156.687710290697,114.093621767705,114.093621767676,114.0936217676,104.743022713798,0,120.617754568941,120.617754568932,124.769391885252,126.057306713236,126.057306712993,126.057306712969,147.995812586343,147.995812586285,147.995812586068,171.088653886685,171.088653886987,171.088653886632,171.088653886796,171.088653886681,171.088653886516,171.088653887,171.088653887338,171.088653887068,171.088653886921,171.088653886869,171.088653886919,171.088653886848,171.088653886611,171.088653886731,171.088653886843,171.088653886757,171.088653887039,171.088653886603,171.088653887201,171.08865388707,171.088653886674,171.088653886746,171.088653886701,171.088653887383,171.088653887132,171.088653887508,171.088653886804,171.088653887141,171.088653886989,171.088653886835,171.088653886854,171.088653886898,171.088653886948,171.088653887253,171.088653886934,171.088653887047,171.088653886926,171.088653887026,171.088653887192,171.088653887156,171.088653887056,171.088653887175,171.088653887133,171.088653887206,171.088653887345,171.088653887448,171.088653887305,171.088653887456,171.088653887441,171.088653887418,171.088653887285,171.088653887264,171.088653887377,171.088653887269,171.088653886909,171.088653887058,171.088653887041,171.08865388716,171.088653887102,171.088653887112,171.08865388731,171.088653886975,171.088653887062,171.088653887248,171.088653887154,171.088653887109,171.088653887042,171.088653887077,171.088653887228,171.088653887108,171.088653887184,171.088653887145,171.0886538874,171.088653886663,171.088653886741,171.088653887191,176.298699083213,176.298699083183,176.298699083255,176.298699083322,176.29869908325,176.298699083014,224.920408350287,208.32575963617,171.088653886987,171.088653887047,171.088653887156,124.769391885252,126.057306712969,114.093621767676,171.088653887141,171.088653886926
"Vanellus armatus",208.325759636406,208.325759636508,208.325759636589,208.325759636619,208.325759636511,208.325759635097,208.325759635246,208.325759635207,156.687710290787,156.687710290444,156.687710290535,156.687710290724,156.687710290646,156.687710290687,156.687710290913,156.68771029099,156.687710291097,156.687710291136,156.687710291027,156.687710291115,128.282563209787,128.282563209759,128.282563209682,120.617754568865,120.617754568941,0,46.8424506640915,68.4282883073481,73.1118410623805,76.3859764658872,76.3869981140625,147.995812586762,147.995812586704,147.995812586487,171.088653887103,171.088653887405,171.088653887051,171.088653887215,171.0886538871,171.088653886935,171.088653887419,171.088653887757,171.088653887487,171.08865388734,171.088653887287,171.088653887338,171.088653887267,171.08865388703,171.08865388715,171.088653887262,171.088653887175,171.088653887458,171.088653887021,171.08865388762,171.088653887488,171.088653887092,171.088653887164,171.088653887119,171.088653887801,171.08865388755,171.088653887926,171.088653887222,171.088653887559,171.088653887407,171.088653887254,171.088653887272,171.088653887317,171.088653887366,171.088653887671,171.088653887353,171.088653887465,171.088653887344,171.088653887444,171.088653887611,171.088653887575,171.088653887475,171.088653887594,171.088653887552,171.088653887624,171.088653887764,171.088653887867,171.088653887723,171.088653887875,171.088653887859,171.088653887837,171.088653887704,171.088653887683,171.088653887795,171.088653887688,171.088653887327,171.088653887476,171.088653887459,171.088653887579,171.088653887521,171.08865388753,171.088653887728,171.088653887394,171.08865388748,171.088653887667,171.088653887573,171.088653887528,171.088653887461,171.088653887495,171.088653887647,171.088653887526,171.088653887603,171.088653887563,171.088653887819,171.088653887082,171.08865388716,171.08865388761,176.298699083631,176.298699083601,176.298699083674,176.29869908374,176.298699083669,176.298699083433,224.920408350706,208.325759636589,171.088653887405,171.088653887465,171.088653887575,68.4282883073481,76.3869981140625,128.282563209759,171.088653887559,171.088653887344
"Vanellus coronatus",208.325759636397,208.325759636499,208.32575963658,208.32575963661,208.325759636502,208.325759635088,208.325759635237,208.325759635198,156.687710290778,156.687710290435,156.687710290526,156.687710290715,156.687710290637,156.687710290678,156.687710290904,156.687710290981,156.687710291088,156.687710291127,156.687710291018,156.687710291106,128.282563209778,128.28256320975,128.282563209673,120.617754568856,120.617754568932,46.8424506640915,0,60.6795997637018,72.502710229156,76.385976465878,76.3869981140535,147.995812586753,147.995812586695,147.995812586478,171.088653887095,171.088653887396,171.088653887042,171.088653887205,171.088653887091,171.088653886926,171.08865388741,171.088653887748,171.088653887478,171.088653887331,171.088653887278,171.088653887328,171.088653887258,171.08865388702,171.088653887141,171.088653887253,171.088653887166,171.088653887449,171.088653887012,171.088653887611,171.088653887479,171.088653887083,171.088653887155,171.08865388711,171.088653887792,171.088653887542,171.088653887917,171.088653887213,171.088653887551,171.088653887398,171.088653887245,171.088653887263,171.088653887308,171.088653887357,171.088653887662,171.088653887344,171.088653887456,171.088653887335,171.088653887435,171.088653887602,171.088653887566,171.088653887466,171.088653887584,171.088653887543,171.088653887615,171.088653887755,171.088653887858,171.088653887714,171.088653887866,171.08865388785,171.088653887828,171.088653887695,171.088653887674,171.088653887786,171.088653887679,171.088653887318,171.088653887468,171.08865388745,171.08865388757,171.088653887512,171.088653887521,171.088653887719,171.088653887385,171.088653887471,171.088653887658,171.088653887564,171.088653887519,171.088653887452,171.088653887486,171.088653887638,171.088653887517,171.088653887594,171.088653887554,171.08865388781,171.088653887073,171.088653887151,171.088653887601,176.298699083622,176.298699083592,176.298699083665,176.298699083731,176.29869908366,176.298699083424,224.920408350697,208.32575963658,171.088653887396,171.088653887456,171.088653887566,60.6795997637018,76.3869981140535,128.28256320975,171.088653887551,171.088653887335
"Charadrius tricollaris",208.325759636675,208.325759636777,208.325759636858,208.325759636888,208.32575963678,208.325759635366,208.325759635515,208.325759635477,156.687710291057,156.687710290713,156.687710290805,156.687710290994,156.687710290915,156.687710290957,156.687710291182,156.687710291259,156.687710291367,156.687710291405,156.687710291297,156.687710291385,128.282563210057,128.282563210028,128.282563209951,124.769391885176,124.769391885252,68.4282883073481,60.6795997637018,0,60.1321091388281,74.8460867135293,75.2324292558407,147.995812587031,147.995812586973,147.995812586756,171.088653887373,171.088653887675,171.08865388732,171.088653887484,171.088653887369,171.088653887204,171.088653887688,171.088653888026,171.088653887756,171.088653887609,171.088653887557,171.088653887607,171.088653887536,171.088653887299,171.088653887419,171.088653887531,171.088653887445,171.088653887727,171.088653887291,171.088653887889,171.088653887758,171.088653887362,171.088653887434,171.088653887389,171.088653888071,171.08865388782,171.088653888196,171.088653887492,171.088653887829,171.088653887677,171.088653887523,171.088653887541,171.088653887586,171.088653887636,171.088653887941,171.088653887622,171.088653887735,171.088653887614,171.088653887714,171.08865388788,171.088653887844,171.088653887744,171.088653887863,171.088653887821,171.088653887894,171.088653888033,171.088653888136,171.088653887992,171.088653888144,171.088653888129,171.088653888106,171.088653887974,171.088653887953,171.088653888064,171.088653887957,171.088653887597,171.088653887746,171.088653887729,171.088653887848,171.08865388779,171.0886538878,171.088653887998,171.088653887663,171.08865388775,171.088653887936,171.088653887842,171.088653887797,171.08865388773,171.088653887765,171.088653887916,171.088653887796,171.088653887872,171.088653887833,171.088653888088,171.088653887351,171.088653887429,171.088653887879,176.298699083901,176.29869908387,176.298699083943,176.29869908401,176.298699083938,176.298699083702,224.920408350975,208.325759636858,171.088653887675,171.088653887735,171.088653887844,0,75.2324292558407,128.282563210028,171.088653887829,171.088653887614
"Anarhynchus pecuarius",208.325759636803,208.325759636906,208.325759636987,208.325759637017,208.325759636909,208.325759635495,208.325759635644,208.325759635605,156.687710291185,156.687710290842,156.687710290933,156.687710291122,156.687710291044,156.687710291085,156.687710291311,156.687710291388,156.687710291495,156.687710291534,156.687710291425,156.687710291513,128.282563210185,128.282563210157,128.28256321008,126.057306713161,126.057306713236,73.1118410623805,72.502710229156,60.1321091388281,0,54.4103150088134,62.1479967861937,142.775779691563,142.99263846415,142.992638463933,171.088653887501,171.088653887803,171.088653887449,171.088653887612,171.088653887498,171.088653887333,171.088653887816,171.088653888155,171.088653887885,171.088653887737,171.088653887685,171.088653887735,171.088653887665,171.088653887427,171.088653887548,171.08865388766,171.088653887573,171.088653887856,171.088653887419,171.088653888018,171.088653887886,171.08865388749,171.088653887562,171.088653887517,171.088653888199,171.088653887948,171.088653888324,171.08865388762,171.088653887957,171.088653887805,171.088653887652,171.08865388767,171.088653887715,171.088653887764,171.088653888069,171.08865388775,171.088653887863,171.088653887742,171.088653887842,171.088653888009,171.088653887973,171.088653887873,171.088653887991,171.08865388795,171.088653888022,171.088653888162,171.088653888265,171.088653888121,171.088653888273,171.088653888257,171.088653888235,171.088653888102,171.088653888081,171.088653888193,171.088653888086,171.088653887725,171.088653887874,171.088653887857,171.088653887977,171.088653887919,171.088653887928,171.088653888126,171.088653887792,171.088653887878,171.088653888064,171.088653887971,171.088653887926,171.088653887859,171.088653887893,171.088653888045,171.088653887924,171.088653888001,171.088653887961,171.088653888217,171.088653887479,171.088653887558,171.088653888008,176.298699084029,176.298699083999,176.298699084072,176.298699084138,176.298699084067,176.298699083831,224.920408351104,208.325759636987,171.088653887803,171.088653887863,171.088653887973,60.1321091388281,62.1479967861937,128.282563210157,171.088653887957,171.088653887742
"Charadrius dubius",208.32575963656,208.325759636662,208.325759636743,208.325759636773,208.325759636665,208.325759635251,208.3257596354,208.325759635361,156.687710290941,156.687710290598,156.687710290689,156.687710290878,156.6877102908,156.687710290841,156.687710291067,156.687710291144,156.687710291251,156.68771029129,156.687710291181,156.687710291269,128.282563209941,128.282563209913,128.282563209836,126.057306712917,126.057306712993,76.3859764658872,76.385976465878,74.8460867135293,54.4103150088134,0,45.3978618769291,142.632824567815,142.992638463906,142.992638463689,171.088653887257,171.088653887559,171.088653887205,171.088653887368,171.088653887254,171.088653887089,171.088653887573,171.088653887911,171.088653887641,171.088653887494,171.088653887441,171.088653887491,171.088653887421,171.088653887183,171.088653887304,171.088653887416,171.088653887329,171.088653887612,171.088653887175,171.088653887774,171.088653887642,171.088653887246,171.088653887319,171.088653887273,171.088653887955,171.088653887704,171.08865388808,171.088653887376,171.088653887713,171.088653887561,171.088653887408,171.088653887426,171.088653887471,171.08865388752,171.088653887825,171.088653887507,171.088653887619,171.088653887498,171.088653887598,171.088653887765,171.088653887728,171.088653887629,171.088653887747,171.088653887706,171.088653887778,171.088653887918,171.088653888021,171.088653887877,171.088653888029,171.088653888013,171.088653887991,171.088653887858,171.088653887837,171.088653887949,171.088653887842,171.088653887481,171.08865388763,171.088653887613,171.088653887733,171.088653887675,171.088653887685,171.088653887882,171.088653887548,171.088653887634,171.088653887821,171.088653887727,171.088653887682,171.088653887615,171.088653887649,171.088653887801,171.08865388768,171.088653887757,171.088653887717,171.088653887973,171.088653887235,171.088653887314,171.088653887764,176.298699083785,176.298699083755,176.298699083828,176.298699083894,176.298699083823,176.298699083587,224.92040835086,208.325759636743,171.088653887559,171.088653887619,171.088653887728,74.8460867135293,45.3978618769291,128.282563209913,171.088653887713,171.088653887498
"Charadrius hiaticula",208.325759636536,208.325759636639,208.32575963672,208.32575963675,208.325759636642,208.325759635228,208.325759635376,208.325759635338,156.687710290918,156.687710290575,156.687710290666,156.687710290855,156.687710290777,156.687710290818,156.687710291044,156.687710291121,156.687710291228,156.687710291267,156.687710291158,156.687710291246,128.282563209918,128.28256320989,128.282563209813,126.057306712894,126.057306712969,76.3869981140625,76.3869981140535,75.2324292558407,62.1479967861937,45.3978618769291,0,141.930981727569,142.992638463883,142.992638463666,171.088653887234,171.088653887536,171.088653887182,171.088653887345,171.088653887231,171.088653887066,171.08865388755,171.088653887888,171.088653887618,171.088653887471,171.088653887418,171.088653887468,171.088653887398,171.08865388716,171.088653887281,171.088653887393,171.088653887306,171.088653887589,171.088653887152,171.088653887751,171.088653887619,171.088653887223,171.088653887296,171.08865388725,171.088653887932,171.088653887681,171.088653888057,171.088653887353,171.08865388769,171.088653887538,171.088653887385,171.088653887403,171.088653887448,171.088653887497,171.088653887802,171.088653887484,171.088653887596,171.088653887475,171.088653887575,171.088653887742,171.088653887705,171.088653887606,171.088653887724,171.088653887683,171.088653887755,171.088653887895,171.088653887998,171.088653887854,171.088653888006,171.08865388799,171.088653887968,171.088653887835,171.088653887814,171.088653887926,171.088653887819,171.088653887458,171.088653887607,171.08865388759,171.08865388771,171.088653887652,171.088653887661,171.088653887859,171.088653887525,171.088653887611,171.088653887798,171.088653887704,171.088653887659,171.088653887592,171.088653887626,171.088653887778,171.088653887657,171.088653887734,171.088653887694,171.08865388795,171.088653887212,171.088653887291,171.088653887741,176.298699083762,176.298699083732,176.298699083805,176.298699083871,176.2986990838,176.298699083564,224.920408350837,208.32575963672,171.088653887536,171.088653887596,171.088653887705,75.2324292558407,0,128.28256320989,171.08865388769,171.088653887475
"Fulica cristata",208.325759636574,208.325759636676,208.325759636757,208.325759636787,208.325759636679,208.325759635265,208.325759635414,208.325759635375,156.687710290955,156.687710290612,156.687710290704,156.687710290893,156.687710290814,156.687710290856,156.687710291081,156.687710291158,156.687710291266,156.687710291304,156.687710291196,156.687710291284,150.221069083292,150.221069083263,150.221069083186,147.995812586267,147.995812586343,147.995812586762,147.995812586753,147.995812587031,142.775779691563,142.632824567815,141.930981727569,0,68.4213806679615,102.180381847632,171.088653887272,171.088653887574,171.088653887219,171.088653887383,171.088653887268,171.088653887103,171.088653887587,171.088653887925,171.088653887655,171.088653887508,171.088653887456,171.088653887506,171.088653887435,171.088653887198,171.088653887318,171.08865388743,171.088653887344,171.088653887626,171.08865388719,171.088653887788,171.088653887657,171.088653887261,171.088653887333,171.088653887288,171.08865388797,171.088653887719,171.088653888095,171.088653887391,171.088653887728,171.088653887576,171.088653887423,171.088653887441,171.088653887485,171.088653887535,171.08865388784,171.088653887521,171.088653887634,171.088653887513,171.088653887613,171.088653887779,171.088653887743,171.088653887643,171.088653887762,171.08865388772,171.088653887793,171.088653887932,171.088653888035,171.088653887891,171.088653888043,171.088653888028,171.088653888005,171.088653887873,171.088653887851,171.088653887964,171.088653887856,171.088653887496,171.088653887645,171.088653887628,171.088653887747,171.088653887689,171.088653887699,171.088653887896,171.088653887562,171.088653887649,171.088653887835,171.088653887741,171.088653887696,171.088653887629,171.088653887664,171.088653887815,171.088653887695,171.088653887771,171.088653887732,171.088653887987,171.08865388725,171.088653887329,171.088653887778,176.2986990838,176.29869908377,176.298699083842,176.298699083909,176.298699083837,176.298699083601,224.920408350874,208.325759636757,171.088653887574,171.088653887634,171.088653887743,147.995812587031,141.930981727569,150.221069083263,171.088653887728,171.088653887513
"Porphyrio madagascariensis",208.325759636516,208.325759636619,208.3257596367,208.32575963673,208.325759636622,208.325759635208,208.325759635356,208.325759635318,156.687710290898,156.687710290555,156.687710290646,156.687710290835,156.687710290756,156.687710290798,156.687710291024,156.687710291101,156.687710291208,156.687710291247,156.687710291138,156.687710291226,150.221069083234,150.221069083206,150.221069083129,147.995812586209,147.995812586285,147.995812586704,147.995812586695,147.995812586973,142.99263846415,142.992638463906,142.992638463883,68.4213806679615,0,100.697240429894,171.088653887214,171.088653887516,171.088653887162,171.088653887325,171.088653887211,171.088653887046,171.088653887529,171.088653887868,171.088653887598,171.08865388745,171.088653887398,171.088653887448,171.088653887378,171.08865388714,171.088653887261,171.088653887373,171.088653887286,171.088653887569,171.088653887132,171.088653887731,171.088653887599,171.088653887203,171.088653887275,171.08865388723,171.088653887912,171.088653887661,171.088653888037,171.088653887333,171.08865388767,171.088653887518,171.088653887365,171.088653887383,171.088653887428,171.088653887477,171.088653887782,171.088653887463,171.088653887576,171.088653887455,171.088653887555,171.088653887722,171.088653887685,171.088653887585,171.088653887704,171.088653887662,171.088653887735,171.088653887875,171.088653887978,171.088653887834,171.088653887986,171.08865388797,171.088653887948,171.088653887815,171.088653887794,171.088653887906,171.088653887798,171.088653887438,171.088653887587,171.08865388757,171.08865388769,171.088653887632,171.088653887641,171.088653887839,171.088653887505,171.088653887591,171.088653887777,171.088653887684,171.088653887638,171.088653887572,171.088653887606,171.088653887758,171.088653887637,171.088653887713,171.088653887674,171.08865388793,171.088653887192,171.088653887271,171.088653887721,176.298699083742,176.298699083712,176.298699083785,176.298699083851,176.298699083779,176.298699083544,224.920408350817,208.3257596367,171.088653887516,171.088653887576,171.088653887685,147.995812586973,142.992638463883,150.221069083206,171.08865388767,171.088653887455
"Balearica regulorum",208.325759636299,208.325759636401,208.325759636482,208.325759636512,208.325759636404,208.32575963499,208.325759635139,208.325759635101,156.687710290681,156.687710290337,156.687710290429,156.687710290618,156.687710290539,156.687710290581,156.687710290806,156.687710290883,156.687710290991,156.687710291029,156.687710290921,156.687710291009,150.221069083017,150.221069082988,150.221069082912,147.995812585992,147.995812586068,147.995812586487,147.995812586478,147.995812586756,142.992638463933,142.992638463689,142.992638463666,102.180381847632,100.697240429894,0,171.088653886997,171.088653887299,171.088653886944,171.088653887108,171.088653886994,171.088653886828,171.088653887312,171.08865388765,171.08865388738,171.088653887233,171.088653887181,171.088653887231,171.088653887161,171.088653886923,171.088653887044,171.088653887155,171.088653887069,171.088653887352,171.088653886915,171.088653887513,171.088653887382,171.088653886986,171.088653887058,171.088653887013,171.088653887695,171.088653887444,171.08865388782,171.088653887116,171.088653887453,171.088653887301,171.088653887148,171.088653887166,171.08865388721,171.08865388726,171.088653887565,171.088653887246,171.088653887359,171.088653887238,171.088653887338,171.088653887504,171.088653887468,171.088653887368,171.088653887487,171.088653887445,171.088653887518,171.088653887657,171.08865388776,171.088653887616,171.088653887768,171.088653887753,171.08865388773,171.088653887598,171.088653887577,171.088653887689,171.088653887581,171.088653887221,171.08865388737,171.088653887353,171.088653887472,171.088653887415,171.088653887424,171.088653887621,171.088653887287,171.088653887374,171.08865388756,171.088653887467,171.088653887421,171.088653887354,171.088653887389,171.08865388754,171.08865388742,171.088653887496,171.088653887457,171.088653887712,171.088653886975,171.088653887053,171.088653887503,176.298699083525,176.298699083495,176.298699083567,176.298699083634,176.298699083562,176.298699083326,224.920408350599,208.325759636482,171.088653887299,171.088653887359,171.088653887468,147.995812586756,142.992638463666,150.221069082988,171.088653887453,171.088653887238
"Bubo africanus",208.325759636027,208.325759636129,208.325759636211,208.32575963624,208.325759636133,208.325759634718,208.325759634867,208.325759634829,171.088653886982,171.088653886639,171.088653886731,171.08865388692,171.088653886841,171.088653886882,171.088653887108,171.088653887185,171.088653887293,171.088653887331,171.088653887223,171.088653887311,171.088653886824,171.088653886795,171.088653886719,171.088653886609,171.088653886685,171.088653887103,171.088653887095,171.088653887373,171.088653887501,171.088653887257,171.088653887234,171.088653887272,171.088653887214,171.088653886997,0,86.4785508899279,87.8196314708289,91.3200333165018,94.3526861906411,98.7925660513105,164.530736229972,164.53073623031,164.53073623004,164.935288123853,164.9352881238,164.93528812385,164.93528812378,166.569270626567,166.569270626688,166.5692706268,166.569270626713,166.569270626996,166.569270626559,167.361482024162,167.36148202403,167.361482023634,167.361482023706,167.361482023661,167.361482024343,167.361482024092,167.361482024468,167.361482023764,167.361482024101,167.361482023949,167.361482023796,167.361482023814,167.361482023858,167.361482023908,167.361482024213,167.361482023894,167.361482024007,167.361482023886,167.361482023986,167.361482024153,167.361482024116,167.361482024016,167.361482024135,167.361482024093,167.361482024166,167.361482024305,167.361482024409,167.361482024265,167.361482024417,167.361482024401,167.361482024379,167.361482024246,167.361482024225,167.361482024337,167.361482024229,167.361482023869,167.361482024018,167.361482024001,167.361482024121,167.361482024063,167.361482024072,167.361482024269,167.361482023936,167.361482024022,167.361482024208,167.361482024115,167.361482024069,167.361482024003,167.361482024037,167.361482024189,167.361482024068,167.361482024144,167.361482024105,167.36148202436,167.361482023623,167.361482023702,170.41934647441,176.298699083253,176.298699083223,176.298699083295,176.298699083362,176.29869908329,176.298699083054,224.920408350328,208.325759636211,86.4785508899279,167.361482024007,167.361482024116,171.088653887373,171.088653887234,171.088653886795,167.361482024101,167.361482023886
"Colius striatus",208.325759636329,208.325759636431,208.325759636512,208.325759636542,208.325759636434,208.32575963502,208.325759635169,208.325759635131,171.088653887284,171.088653886941,171.088653887032,171.088653887221,171.088653887143,171.088653887184,171.08865388741,171.088653887487,171.088653887594,171.088653887633,171.088653887525,171.088653887612,171.088653887126,171.088653887097,171.08865388702,171.088653886911,171.088653886987,171.088653887405,171.088653887396,171.088653887675,171.088653887803,171.088653887559,171.088653887536,171.088653887574,171.088653887516,171.088653887299,86.4785508899279,0,77.5875461175765,86.142274508544,90.7940329427521,97.1445814483146,163.449856920296,163.449856920635,163.449856920365,164.935288124155,164.935288124102,164.935288124152,164.935288124082,166.569270626869,166.56927062699,166.569270627102,166.569270627015,166.569270627298,166.569270626861,167.361482024463,167.361482024332,167.361482023936,167.361482024008,167.361482023963,167.361482024645,167.361482024394,167.36148202477,167.361482024066,167.361482024403,167.361482024251,167.361482024098,167.361482024116,167.36148202416,167.36148202421,167.361482024515,167.361482024196,167.361482024309,167.361482024188,167.361482024288,167.361482024455,167.361482024418,167.361482024318,167.361482024437,167.361482024395,167.361482024468,167.361482024607,167.361482024711,167.361482024566,167.361482024718,167.361482024703,167.36148202468,167.361482024548,167.361482024527,167.361482024639,167.361482024531,167.361482024171,167.36148202432,167.361482024303,167.361482024422,167.361482024365,167.361482024374,167.361482024572,167.361482024237,167.361482024324,167.36148202451,167.361482024416,167.361482024371,167.361482024304,167.361482024339,167.36148202449,167.36148202437,167.361482024446,167.361482024407,167.361482024662,167.361482023925,167.361482024003,170.419346474712,176.298699083555,176.298699083524,176.298699083597,176.298699083664,176.298699083592,176.298699083356,224.920408350629,208.325759636512,0,167.361482024309,167.361482024418,171.088653887675,171.088653887536,171.088653887097,167.361482024403,167.361482024188
"Lybius leucocephalus",208.325759635975,208.325759636077,208.325759636158,208.325759636188,208.32575963608,208.325759634666,208.325759634815,208.325759634776,171.08865388693,171.088653886586,171.088653886678,171.088653886867,171.088653886788,171.08865388683,171.088653887055,171.088653887132,171.08865388724,171.088653887279,171.08865388717,171.088653887258,171.088653886771,171.088653886743,171.088653886666,171.088653886556,171.088653886632,171.088653887051,171.088653887042,171.08865388732,171.088653887449,171.088653887205,171.088653887182,171.088653887219,171.088653887162,171.088653886944,87.8196314708289,77.5875461175765,0,83.9156992022278,90.215797270393,97.0714771860537,163.449856919942,163.44985692028,163.44985692001,164.9352881238,164.935288123748,164.935288123798,164.935288123727,166.569270626515,166.569270626635,166.569270626747,166.56927062666,166.569270626943,166.569270626506,167.361482024109,167.361482023977,167.361482023581,167.361482023654,167.361482023608,167.36148202429,167.361482024039,167.361482024415,167.361482023711,167.361482024049,167.361482023896,167.361482023743,167.361482023761,167.361482023806,167.361482023855,167.36148202416,167.361482023842,167.361482023954,167.361482023833,167.361482023933,167.3614820241,167.361482024063,167.361482023964,167.361482024082,167.361482024041,167.361482024113,167.361482024253,167.361482024356,167.361482024212,167.361482024364,167.361482024348,167.361482024326,167.361482024193,167.361482024172,167.361482024284,167.361482024177,167.361482023816,167.361482023965,167.361482023948,167.361482024068,167.36148202401,167.36148202402,167.361482024217,167.361482023883,167.361482023969,167.361482024156,167.361482024062,167.361482024017,167.36148202395,167.361482023984,167.361482024136,167.361482024015,167.361482024092,167.361482024052,167.361482024308,167.361482023571,167.361482023649,170.419346474357,176.298699083201,176.29869908317,176.298699083243,176.298699083309,176.298699083238,176.298699083002,224.920408350275,208.325759636158,77.5875461175765,167.361482023954,167.361482024063,171.08865388732,171.088653887182,171.088653886743,167.361482024049,167.361482023833
"Caprimulgus fossii",208.325759636138,208.32575963624,208.325759636321,208.325759636351,208.325759636244,208.325759634829,208.325759634978,208.32575963494,171.088653887093,171.08865388675,171.088653886842,171.088653887031,171.088653886952,171.088653886993,171.088653887219,171.088653887296,171.088653887403,171.088653887442,171.088653887334,171.088653887422,171.088653886935,171.088653886906,171.088653886829,171.08865388672,171.088653886796,171.088653887215,171.088653887205,171.088653887484,171.088653887612,171.088653887368,171.088653887345,171.088653887383,171.088653887325,171.088653887108,91.3200333165018,86.142274508544,83.9156992022278,0,89.5112650456996,97.0714771862173,163.449856920106,163.449856920444,163.449856920174,164.935288123964,164.935288123911,164.935288123961,164.935288123891,166.569270626678,166.569270626799,166.569270626911,166.569270626824,166.569270627107,166.56927062667,167.361482024273,167.361482024141,167.361482023745,167.361482023817,167.361482023772,167.361482024454,167.361482024203,167.361482024579,167.361482023875,167.361482024212,167.36148202406,167.361482023907,167.361482023925,167.36148202397,167.361482024019,167.361482024324,167.361482024005,167.361482024118,167.361482023997,167.361482024097,167.361482024264,167.361482024227,167.361482024127,167.361482024246,167.361482024204,167.361482024277,167.361482024417,167.36148202452,167.361482024376,167.361482024528,167.361482024512,167.36148202449,167.361482024357,167.361482024336,167.361482024448,167.36148202434,167.36148202398,167.361482024129,167.361482024112,167.361482024232,167.361482024174,167.361482024183,167.361482024381,167.361482024046,167.361482024133,167.361482024319,167.361482024226,167.36148202418,167.361482024114,167.361482024148,167.361482024299,167.361482024179,167.361482024255,167.361482024216,167.361482024471,167.361482023734,167.361482023813,170.419346474521,176.298699083364,176.298699083334,176.298699083406,176.298699083473,176.298699083401,176.298699083165,224.920408350438,208.325759636321,86.142274508544,167.361482024118,167.361482024227,171.088653887484,171.088653887345,171.088653886906,167.361482024212,167.361482023997
