"","Sarkidiornis melanotos","Cairina moschata","Alopochen aegyptiaca","Anas erythrorhyncha","Plectropterus gambensis","Numida meleagris","Gallus gallus","Pternistis afer","Threskiornis aethiopicus","Bostrychia hagedash","Mycteria ibis","Ciconia abdimii","Bubulcus ibis","Ardea melanocephala","Ardea purpurea","Ardea cinerea","Ardea brachyrhyncha","Ardea alba.1","Egretta garzetta.1","Scopus umbretta","Actitis hypoleucos.1","Tringa glareola","Calidris minuta","Calidris alpina","Rhinoptilus chalcopterus","Vanellus armatus","Vanellus coronatus","Charadrius tricollaris","Anarhynchus pecuarius","Charadrius dubius","Charadrius hiaticula","Fulica cristata","Porphyrio madagascariensis","Balearica regulorum","Bubo africanus","Colius striatus","Lybius leucocephalus","Caprimulgus fossii","Sagittarius serpentarius","Necrosyrtes monachus","Terathopius ecaudatus","Circaetus pectoralis","Buteo augur","Milvus migrans.1","Circus ranivorus","Circus macrourus","Aquila rapax","Tachymarptis melba","Apus caffer","Apus affinis","Apus apus","Apus horus","Cypsiurus parvus","Falco biarmicus","Falco cuvierii","Lanius collaris","Corvus albus","Corvus albicollis","Prionops plumatus","Laniarius funebris","Lamprotornis superbus","Crithagra atrogularis","Emberiza tahapisi","Anthus cinnamomeus","Motacilla aguimp","Motacilla flava","Passer griseus","Pytilia afra","Granatina ianthinogaster","Uraeginthus angolensis","Lagonosticta senegala","Vidua paradisaea","Vidua macroura","Vidua hypocherina","Vidua fischeri","Quelea quelea","Euplectes gierowii","Euplectes orix","Euplectes capensis","Euplectes axillaris","Ploceus jacksoni","Sporopipes frontalis","Hedydipna collaris","Anthreptes orientalis","Cinnyris mariquensis","Cinnyris pulchellus","Chalcomitra senegalensis","Chalcomitra amethystina","Nectarinia kilimensis","Cinnyris bifasciatus","Cinnyris venustus","Cisticola aridulus","Cisticola chiniana","Prinia subflava","Pycnonotus barbatus","Riparia paludicola","Neophedina cincta","Pseudhirundo griseopyga","Psalidoprocne albiceps","Psalidoprocne pristoptera","Ptyonoprogne fuligula","Hirundo smithii","Hirundo rustica","Hirundo angolensis","Cecropis senegalensis","Cecropis abyssinica","Cecropis daurica","Delichon urbicum","Mirafra rufocinnamomea","Eremopterix leucopareia","Centropus superciliosus","Spilopelia senegalensis","Streptopelia semitorquata","Streptopelia decipiens","Columba guinea","Treron calvus","Oena capensis","Struthio camelus","Alopochen aegyptiaca.1","Colius striatus.1","Lagonosticta senegala.1","Vidua fischeri.1","Charadrius tricollaris.1","Charadrius hiaticula.1","Tringa glareola.1","Emberiza tahapisi.1","Vidua paradisaea.1"
"Prionops plumatus",208.325759636725,208.325759636827,208.325759636908,208.325759636938,208.32575963683,208.325759635416,208.325759635565,208.325759635527,171.08865388768,171.088653887337,171.088653887428,171.088653887618,171.088653887539,171.08865388758,171.088653887806,171.088653887883,171.08865388799,171.088653888029,171.08865388792,171.088653888008,171.088653887522,171.088653887493,171.088653887416,171.088653887307,171.088653887383,171.088653887801,171.088653887792,171.088653888071,171.088653888199,171.088653887955,171.088653887932,171.08865388797,171.088653887912,171.088653887695,167.361482024343,167.361482024645,167.36148202429,167.361482024454,167.361482024339,167.361482024174,167.361482024658,167.361482024996,167.361482024726,167.361482024579,167.361482024527,167.361482024577,167.361482024506,167.361482024269,167.36148202439,167.361482024501,167.361482024415,167.361482024698,167.361482024261,133.109738909286,133.109738909154,92.7044835352429,92.7044835353153,82.5536172439577,0,65.6077117590297,97.1072626523443,97.1072626516403,97.1072626519774,97.1072626518254,97.107262651672,97.1072626516901,97.1072626517349,97.1072626517843,97.1072626520892,97.1072626517706,97.1072626518833,97.1072626517622,97.1072626518621,97.107262652029,97.1072626519926,97.1072626518926,97.1072626520113,97.1072626519698,97.1072626520424,97.1072626521819,97.1072626522849,97.107262652141,97.1072626522929,97.1072626522771,97.1072626522547,97.1072626521222,97.107262652101,97.107262652213,97.1072626521055,98.0905533579452,98.0905533580945,98.0905533580773,98.090553358197,98.0905533581391,98.0905533581485,98.0905533583461,98.0905533580119,98.0905533580983,98.0905533582848,98.0905533581909,98.0905533581457,98.090553358079,98.0905533581132,98.090553358265,98.0905533581444,98.0905533582207,98.0905533581813,98.0905533584368,133.724890602305,133.724890602384,170.419346475108,176.298699083951,176.29869908392,176.298699083993,176.29869908406,176.298699083988,176.298699083752,224.920408351025,208.325759636908,167.361482024645,97.1072626518833,97.1072626519926,171.088653888071,171.088653887932,171.088653887493,97.1072626519774,97.1072626517622
"Laniarius funebris",208.325759636474,208.325759636576,208.325759636657,208.325759636687,208.325759636579,208.325759635165,208.325759635314,208.325759635276,171.088653887429,171.088653887086,171.088653887177,171.088653887367,171.088653887288,171.088653887329,171.088653887555,171.088653887632,171.088653887739,171.088653887778,171.08865388767,171.088653887757,171.08865388727,171.088653887242,171.088653887165,171.088653887056,171.088653887132,171.08865388755,171.088653887542,171.08865388782,171.088653887948,171.088653887704,171.088653887681,171.088653887719,171.088653887661,171.088653887444,167.361482024092,167.361482024394,167.361482024039,167.361482024203,167.361482024088,167.361482023923,167.361482024407,167.361482024745,167.361482024475,167.361482024328,167.361482024276,167.361482024326,167.361482024255,167.361482024018,167.361482024139,167.36148202425,167.361482024164,167.361482024447,167.36148202401,133.109738909035,133.109738908903,92.7044835349919,92.7044835350644,86.0026364246171,65.6077117590297,0,73.9782089366987,77.9980048200339,80.9903069970467,81.3906921356938,82.5780614063925,85.5400695173394,85.5540815444054,85.6787626820709,88.8752063222798,88.8752063219611,88.8752063220738,88.8752063219528,88.8752063220528,88.8752063222195,89.2445537128871,89.2445537127873,89.2445537129059,89.2445537128642,89.2445537129369,89.2445537130765,92.739282338434,92.7392823382899,92.7392823384419,92.7392823384261,92.7392823384036,92.739282338271,92.73928233825,92.739282338362,92.7392823382546,98.0905533576943,98.0905533578435,98.0905533578263,98.0905533579461,98.0905533578881,98.0905533578975,98.0905533580952,98.090553357761,98.0905533578474,98.0905533580338,98.09055335794,98.0905533578948,98.090553357828,98.0905533578622,98.090553358014,98.0905533578934,98.0905533579697,98.0905533579303,98.0905533581859,133.724890602055,133.724890602133,170.419346474857,176.2986990837,176.29869908367,176.298699083742,176.298699083809,176.298699083737,176.298699083501,224.920408350774,208.325759636657,167.361482024394,88.8752063220738,89.2445537128871,171.08865388782,171.088653887681,171.088653887242,80.9903069970467,88.8752063219528
"Lamprotornis superbus",208.32575963685,208.325759636952,208.325759637033,208.325759637063,208.325759636955,208.325759635541,208.32575963569,208.325759635652,171.088653887805,171.088653887462,171.088653887553,171.088653887742,171.088653887664,171.088653887705,171.088653887931,171.088653888008,171.088653888115,171.088653888154,171.088653888045,171.088653888133,171.088653887647,171.088653887618,171.088653887541,171.088653887432,171.088653887508,171.088653887926,171.088653887917,171.088653888196,171.088653888324,171.08865388808,171.088653888057,171.088653888095,171.088653888037,171.08865388782,167.361482024468,167.36148202477,167.361482024415,167.361482024579,167.361482024465,167.361482024299,167.361482024783,167.361482025121,167.361482024851,167.361482024704,167.361482024652,167.361482024702,167.361482024631,167.361482024394,167.361482024514,167.361482024626,167.361482024539,167.361482024822,167.361482024386,133.109738909411,133.109738909279,104.3066301048,104.306630104872,104.306630104827,97.1072626523443,73.9782089366987,0,67.6632841329289,74.2291751629853,74.6496186246028,75.8369878953015,78.7989960062484,78.8130080333144,78.9376891709798,82.1341328111887,82.1341328108701,82.1341328109827,82.1341328108618,82.1341328109617,82.1341328111285,82.503480201796,82.5034802016962,82.5034802018149,82.5034802017732,82.5034802018459,82.5034802019854,85.9982088273429,85.9982088271989,85.9982088273508,85.998208827335,85.9982088273127,85.99820882718,85.9982088271589,85.998208827271,85.9982088271635,91.3494798466033,91.3494798467525,92.3704689805866,92.3704689807061,92.3704689806483,92.3704689806577,92.3704689808553,92.3704689805211,92.3704689806075,92.3704689807939,92.3704689807001,92.3704689806549,92.3704689805882,92.3704689806224,92.3704689807741,92.3704689806536,92.3704689807298,92.3704689806906,92.370468980946,128.004806224815,128.004806224893,170.419346475233,176.298699084076,176.298699084046,176.298699084118,176.298699084184,176.298699084113,176.298699083877,224.92040835115,208.325759637033,167.36148202477,82.1341328109827,82.503480201796,171.088653888196,171.088653888057,171.088653887618,74.2291751629853,82.1341328108618
"Crithagra atrogularis",208.325759636146,208.325759636248,208.325759636329,208.325759636359,208.325759636251,208.325759634837,208.325759634986,208.325759634947,171.088653887101,171.088653886758,171.088653886849,171.088653887039,171.08865388696,171.088653887001,171.088653887227,171.088653887304,171.088653887411,171.08865388745,171.088653887341,171.088653887429,171.088653886943,171.088653886914,171.088653886837,171.088653886728,171.088653886804,171.088653887222,171.088653887213,171.088653887492,171.08865388762,171.088653887376,171.088653887353,171.088653887391,171.088653887333,171.088653887116,167.361482023764,167.361482024066,167.361482023711,167.361482023875,167.36148202376,167.361482023595,167.361482024079,167.361482024417,167.361482024147,167.361482024,167.361482023948,167.361482023998,167.361482023927,167.36148202369,167.36148202381,167.361482023922,167.361482023835,167.361482024118,167.361482023682,133.109738908707,133.109738908575,104.306630104096,104.306630104168,104.306630104123,97.1072626516403,77.9980048200339,67.6632841329289,0,41.2250650519388,50.6027263579155,59.2388347857578,62.5073966890679,63.6567621784235,66.8771727959257,70.2676388158425,70.2984828747902,74.0089860085269,74.0089860084059,74.0089860085058,74.0089860086726,74.3783333993401,74.3783333992403,74.5076069374789,74.5076069374373,74.50760693751,74.5076069376495,78.002335563007,78.002335562863,81.5954103984309,81.5954103984152,81.5954103983928,81.5954103982601,81.5954103982391,81.5954103983511,81.5954103982437,86.9466814176834,86.9466814178325,92.3704689798824,92.3704689800021,92.3704689799443,92.3704689799537,92.3704689801513,92.3704689798171,92.3704689799036,92.3704689800899,92.3704689799962,92.370468979951,92.3704689798842,92.3704689799184,92.3704689800702,92.3704689799495,92.3704689800258,92.3704689799865,92.370468980242,128.004806224111,128.004806224189,170.419346474529,176.298699083372,176.298699083341,176.298699083414,176.298699083481,176.298699083409,176.298699083173,224.920408350446,208.325759636329,167.361482024066,74.0089860085269,74.3783333993401,171.088653887492,171.088653887353,171.088653886914,41.2250650519388,74.0089860084059
"Emberiza tahapisi",208.325759636483,208.325759636585,208.325759636667,208.325759636696,208.325759636588,208.325759635174,208.325759635323,208.325759635285,171.088653887438,171.088653887095,171.088653887186,171.088653887376,171.088653887297,171.088653887338,171.088653887564,171.088653887641,171.088653887748,171.088653887787,171.088653887679,171.088653887767,171.08865388728,171.088653887251,171.088653887174,171.088653887065,171.088653887141,171.088653887559,171.088653887551,171.088653887829,171.088653887957,171.088653887713,171.08865388769,171.088653887728,171.08865388767,171.088653887453,167.361482024101,167.361482024403,167.361482024049,167.361482024212,167.361482024098,167.361482023932,167.361482024416,167.361482024755,167.361482024484,167.361482024337,167.361482024285,167.361482024335,167.361482024264,167.361482024027,167.361482024148,167.361482024259,167.361482024173,167.361482024456,167.361482024019,133.109738909044,133.109738908913,104.306630104433,104.306630104506,104.30663010446,97.1072626519774,80.9903069970467,74.2291751629853,41.2250650519388,0,41.3577131874189,58.5386668449282,62.3380860906535,63.5820397269179,66.8656743411445,70.2676388161796,70.2984828751274,74.008986008864,74.0089860087431,74.0089860088429,74.0089860090098,74.3783333996774,74.3783333995775,74.5076069378161,74.5076069377745,74.5076069378472,74.5076069379868,78.0023355633443,78.0023355632002,81.5954103987681,81.5954103987524,81.59541039873,81.5954103985973,81.5954103985763,81.5954103986883,81.5954103985809,86.9466814180205,86.9466814181697,92.3704689802197,92.3704689803393,92.3704689802814,92.3704689802909,92.3704689804885,92.3704689801543,92.3704689802409,92.3704689804271,92.3704689803333,92.3704689802882,92.3704689802214,92.3704689802555,92.3704689804074,92.3704689802867,92.370468980363,92.3704689803236,92.3704689805792,128.004806224448,128.004806224526,170.419346474866,176.298699083709,176.298699083679,176.298699083751,176.298699083818,176.298699083746,176.29869908351,224.920408350783,208.325759636667,167.361482024403,74.008986008864,74.3783333996774,171.088653887829,171.08865388769,171.088653887251,0,74.0089860087431
"Anthus cinnamomeus",208.325759636331,208.325759636433,208.325759636514,208.325759636544,208.325759636436,208.325759635022,208.325759635171,208.325759635133,171.088653887286,171.088653886943,171.088653887034,171.088653887223,171.088653887145,171.088653887186,171.088653887412,171.088653887489,171.088653887596,171.088653887635,171.088653887527,171.088653887614,171.088653887128,171.088653887099,171.088653887022,171.088653886913,171.088653886989,171.088653887407,171.088653887398,171.088653887677,171.088653887805,171.088653887561,171.088653887538,171.088653887576,171.088653887518,171.088653887301,167.361482023949,167.361482024251,167.361482023896,167.36148202406,167.361482023945,167.36148202378,167.361482024264,167.361482024602,167.361482024332,167.361482024185,167.361482024133,167.361482024183,167.361482024113,167.361482023875,167.361482023995,167.361482024107,167.36148202402,167.361482024303,167.361482023867,133.109738908892,133.10973890876,104.306630104281,104.306630104353,104.306630104308,97.1072626518254,81.3906921356938,74.6496186246028,50.6027263579155,41.3577131874189,0,51.1955585310938,58.52418293335,62.4395378001753,66.4043492918386,70.0618049682554,70.1576460437823,74.008986008712,74.008986008591,74.0089860086909,74.0089860088577,74.3783333995252,74.3783333994254,74.507606937664,74.5076069376224,74.5076069376951,74.5076069378347,78.0023355631921,78.0023355630481,81.595410398616,81.5954103986003,81.5954103985778,81.5954103984452,81.5954103984242,81.5954103985362,81.5954103984287,86.9466814178684,86.9466814180176,92.3704689800676,92.3704689801872,92.3704689801293,92.3704689801387,92.3704689803364,92.3704689800022,92.3704689800886,92.370468980275,92.3704689801812,92.370468980136,92.3704689800693,92.3704689801034,92.3704689802552,92.3704689801346,92.3704689802108,92.3704689801715,92.370468980427,128.004806224296,128.004806224374,170.419346474714,176.298699083557,176.298699083526,176.298699083599,176.298699083665,176.298699083594,176.298699083358,224.920408350631,208.325759636514,167.361482024251,74.008986008712,74.3783333995252,171.088653887677,171.088653887538,171.088653887099,41.3577131874189,74.008986008591
"Motacilla aguimp",208.325759636178,208.32575963628,208.325759636361,208.325759636391,208.325759636283,208.325759634869,208.325759635018,208.325759634979,171.088653887133,171.08865388679,171.088653886881,171.08865388707,171.088653886992,171.088653887033,171.088653887259,171.088653887336,171.088653887443,171.088653887482,171.088653887373,171.088653887461,171.088653886974,171.088653886946,171.088653886869,171.08865388676,171.088653886835,171.088653887254,171.088653887245,171.088653887523,171.088653887652,171.088653887408,171.088653887385,171.088653887423,171.088653887365,171.088653887148,167.361482023796,167.361482024098,167.361482023743,167.361482023907,167.361482023792,167.361482023627,167.361482024111,167.361482024449,167.361482024179,167.361482024032,167.361482023979,167.361482024029,167.361482023959,167.361482023721,167.361482023842,167.361482023954,167.361482023867,167.36148202415,167.361482023713,133.109738908739,133.109738908607,104.306630104128,104.3066301042,104.306630104155,97.107262651672,82.5780614063925,75.8369878953015,59.2388347857578,58.5386668449282,51.1955585310938,0,51.228666446265,61.496879806594,66.3637858378088,70.0618049681022,70.1576460436291,74.0089860085588,74.0089860084377,74.0089860085376,74.0089860087044,74.3783333993719,74.3783333992722,74.5076069375108,74.5076069374691,74.5076069375418,74.5076069376814,78.0023355630389,78.0023355628948,81.5954103984627,81.595410398447,81.5954103984245,81.5954103982919,81.5954103982709,81.5954103983829,81.5954103982755,86.9466814177152,86.9466814178644,92.3704689799143,92.3704689800339,92.3704689799761,92.3704689799856,92.3704689801832,92.3704689798489,92.3704689799354,92.3704689801218,92.3704689800279,92.3704689799827,92.370468979916,92.3704689799502,92.3704689801019,92.3704689799814,92.3704689800576,92.3704689800182,92.3704689802739,128.004806224142,128.004806224221,170.41934647456,176.298699083404,176.298699083373,176.298699083446,176.298699083512,176.298699083441,176.298699083205,224.920408350478,208.325759636361,167.361482024098,74.0089860085588,74.3783333993719,171.088653887523,171.088653887385,171.088653886946,58.5386668449282,74.0089860084377
"Motacilla flava",208.325759636196,208.325759636298,208.325759636379,208.325759636409,208.325759636301,208.325759634887,208.325759635036,208.325759634997,171.088653887151,171.088653886808,171.088653886899,171.088653887088,171.08865388701,171.088653887051,171.088653887277,171.088653887354,171.088653887461,171.0886538875,171.088653887391,171.088653887479,171.088653886993,171.088653886964,171.088653886887,171.088653886778,171.088653886854,171.088653887272,171.088653887263,171.088653887541,171.08865388767,171.088653887426,171.088653887403,171.088653887441,171.088653887383,171.088653887166,167.361482023814,167.361482024116,167.361482023761,167.361482023925,167.36148202381,167.361482023645,167.361482024129,167.361482024467,167.361482024197,167.36148202405,167.361482023997,167.361482024048,167.361482023977,167.36148202374,167.36148202386,167.361482023972,167.361482023885,167.361482024168,167.361482023732,133.109738908757,133.109738908625,104.306630104146,104.306630104218,104.306630104173,97.1072626516901,85.5400695173394,78.7989960062484,62.5073966890679,62.3380860906535,58.52418293335,51.228666446265,0,37.4431134218509,44.1414128260125,48.8827343200485,57.1545585254159,61.0603167256719,61.0603167255509,61.0603167256508,62.6663946010297,63.0357419916972,63.0357419915974,63.1650155298361,63.1650155297944,63.1650155298671,63.1650155300067,78.002335563057,78.0023355629129,81.5954103984809,81.5954103984651,81.5954103984427,81.5954103983101,81.595410398289,81.595410398401,81.5954103982936,86.9466814177333,86.9466814178825,92.3704689799324,92.370468980052,92.3704689799942,92.3704689800036,92.3704689802012,92.3704689798671,92.3704689799535,92.3704689801398,92.3704689800461,92.3704689800008,92.3704689799341,92.3704689799682,92.37046898012,92.3704689799995,92.3704689800757,92.3704689800364,92.3704689802919,128.004806224161,128.004806224239,170.419346474578,176.298699083422,176.298699083391,176.298699083464,176.298699083531,176.298699083459,176.298699083223,224.920408350496,208.325759636379,167.361482024116,61.0603167256719,63.0357419916972,171.088653887541,171.088653887403,171.088653886964,62.3380860906535,61.0603167255509
"Passer griseus",208.325759636241,208.325759636343,208.325759636424,208.325759636454,208.325759636346,208.325759634932,208.325759635081,208.325759635042,171.088653887196,171.088653886852,171.088653886944,171.088653887133,171.088653887054,171.088653887096,171.088653887321,171.088653887399,171.088653887506,171.088653887545,171.088653887436,171.088653887524,171.088653887037,171.088653887009,171.088653886932,171.088653886822,171.088653886898,171.088653887317,171.088653887308,171.088653887586,171.088653887715,171.088653887471,171.088653887448,171.088653887485,171.088653887428,171.08865388721,167.361482023858,167.36148202416,167.361482023806,167.36148202397,167.361482023855,167.36148202369,167.361482024174,167.361482024512,167.361482024242,167.361482024094,167.361482024042,167.361482024092,167.361482024022,167.361482023784,167.361482023905,167.361482024017,167.36148202393,167.361482024213,167.361482023776,133.109738908802,133.10973890867,104.30663010419,104.306630104263,104.306630104218,97.1072626517349,85.5540815444054,78.8130080333144,63.6567621784235,63.5820397269179,62.4395378001753,61.496879806594,37.4431134218509,0,41.8048747015125,48.2564536249631,57.1545585254606,61.0603167257166,61.0603167255956,61.0603167256955,62.6663946010745,63.035741991742,63.0357419916422,63.1650155298808,63.1650155298392,63.1650155299119,63.1650155300514,78.0023355631017,78.0023355629576,81.5954103985255,81.5954103985097,81.5954103984874,81.5954103983547,81.5954103983337,81.5954103984458,81.5954103983383,86.946681417778,86.9466814179272,92.3704689799771,92.3704689800968,92.370468980039,92.3704689800483,92.3704689802459,92.3704689799116,92.3704689799982,92.3704689801846,92.3704689800909,92.3704689800455,92.3704689799788,92.3704689800129,92.3704689801647,92.3704689800442,92.3704689801204,92.3704689800812,92.3704689803367,128.004806224205,128.004806224284,170.419346474623,176.298699083467,176.298699083436,176.298699083509,176.298699083575,176.298699083503,176.298699083268,224.920408350541,208.325759636424,167.36148202416,61.0603167257166,63.035741991742,171.088653887586,171.088653887448,171.088653887009,63.5820397269179,61.0603167255956
"Pytilia afra",208.32575963629,208.325759636392,208.325759636473,208.325759636503,208.325759636395,208.325759634981,208.32575963513,208.325759635092,171.088653887245,171.088653886902,171.088653886993,171.088653887182,171.088653887104,171.088653887145,171.088653887371,171.088653887448,171.088653887555,171.088653887594,171.088653887485,171.088653887573,171.088653887087,171.088653887058,171.088653886981,171.088653886872,171.088653886948,171.088653887366,171.088653887357,171.088653887636,171.088653887764,171.08865388752,171.088653887497,171.088653887535,171.088653887477,171.08865388726,167.361482023908,167.36148202421,167.361482023855,167.361482024019,167.361482023905,167.361482023739,167.361482024223,167.361482024561,167.361482024291,167.361482024144,167.361482024092,167.361482024142,167.361482024071,167.361482023834,167.361482023954,167.361482024067,167.36148202398,167.361482024262,167.361482023826,133.109738908851,133.109738908719,104.30663010424,104.306630104312,104.306630104267,97.1072626517843,85.6787626820709,78.9376891709798,66.8771727959257,66.8656743411445,66.4043492918386,66.3637858378088,44.1414128260125,41.8048747015125,0,24.7880307906955,35.2549294890677,40.0243175417802,47.5750996081974,47.5933018294974,49.2932534290586,49.8777484361782,51.7297233226916,51.8589968609302,51.8589968608886,51.8589968609613,51.8589968611008,66.6963168941511,66.6963168940071,81.5954103985749,81.5954103985592,81.5954103985368,81.5954103984042,81.5954103983832,81.5954103984951,81.5954103983877,86.9466814178274,86.9466814179766,92.3704689800266,92.3704689801462,92.3704689800883,92.3704689800978,92.3704689802953,92.3704689799611,92.3704689800476,92.370468980234,92.3704689801402,92.370468980095,92.3704689800282,92.3704689800624,92.3704689802142,92.3704689800936,92.3704689801699,92.3704689801306,92.3704689803861,128.004806224255,128.004806224333,170.419346474673,176.298699083516,176.298699083485,176.298699083558,176.298699083625,176.298699083553,176.298699083317,224.92040835059,208.325759636473,167.36148202421,40.0243175417802,49.8777484361782,171.088653887636,171.088653887497,171.088653887058,66.8656743411445,47.5750996081974
"Granatina ianthinogaster",208.325759636595,208.325759636697,208.325759636778,208.325759636808,208.3257596367,208.325759635286,208.325759635435,208.325759635397,171.08865388755,171.088653887207,171.088653887298,171.088653887487,171.088653887409,171.08865388745,171.088653887676,171.088653887753,171.08865388786,171.088653887899,171.08865388779,171.088653887878,171.088653887392,171.088653887363,171.088653887286,171.088653887177,171.088653887253,171.088653887671,171.088653887662,171.088653887941,171.088653888069,171.088653887825,171.088653887802,171.08865388784,171.088653887782,171.088653887565,167.361482024213,167.361482024515,167.36148202416,167.361482024324,167.36148202421,167.361482024044,167.361482024528,167.361482024866,167.361482024596,167.361482024449,167.361482024397,167.361482024447,167.361482024376,167.361482024139,167.361482024259,167.361482024371,167.361482024284,167.361482024567,167.361482024131,133.109738909156,133.109738909024,104.306630104545,104.306630104617,104.306630104572,97.1072626520892,88.8752063222798,82.1341328111887,70.2676388158425,70.2676388161796,70.0618049682554,70.0618049681022,48.8827343200485,48.2564536249631,24.7880307906955,0,30.2791025384871,36.911566586657,45.7684382803645,45.9284020487893,47.8978306771553,49.1454675709829,50.9974424574963,51.1267159957349,51.1267159956933,51.126715995766,51.1267159959055,65.9640360289558,65.9640360288117,80.8631295333797,80.8631295333639,80.8631295333415,80.8631295332088,80.8631295331878,80.8631295332999,80.8631295331924,86.9466814181323,86.9466814182815,92.3704689803316,92.3704689804512,92.3704689803932,92.3704689804028,92.3704689806003,92.3704689802661,92.3704689803525,92.3704689805389,92.3704689804451,92.3704689803999,92.3704689803332,92.3704689803674,92.3704689805192,92.3704689803985,92.3704689804749,92.3704689804355,92.370468980691,128.00480622456,128.004806224638,170.419346474978,176.298699083821,176.29869908379,176.298699083863,176.298699083929,176.298699083858,176.298699083622,224.920408350895,208.325759636778,167.361482024515,36.911566586657,49.1454675709829,171.088653887941,171.088653887802,171.088653887363,70.2676388161796,45.7684382803645
"Uraeginthus angolensis",208.325759636276,208.325759636378,208.32575963646,208.325759636489,208.325759636382,208.325759634967,208.325759635116,208.325759635078,171.088653887231,171.088653886888,171.08865388698,171.088653887169,171.08865388709,171.088653887131,171.088653887357,171.088653887434,171.088653887541,171.08865388758,171.088653887472,171.08865388756,171.088653887073,171.088653887044,171.088653886967,171.088653886858,171.088653886934,171.088653887353,171.088653887344,171.088653887622,171.08865388775,171.088653887507,171.088653887484,171.088653887521,171.088653887463,171.088653887246,167.361482023894,167.361482024196,167.361482023842,167.361482024005,167.361482023891,167.361482023725,167.361482024209,167.361482024548,167.361482024278,167.36148202413,167.361482024078,167.361482024128,167.361482024058,167.36148202382,167.361482023941,167.361482024053,167.361482023966,167.361482024249,167.361482023812,133.109738908837,133.109738908706,104.306630104226,104.306630104299,104.306630104254,97.1072626517706,88.8752063219611,82.1341328108701,70.2984828747902,70.2984828751274,70.1576460437823,70.1576460436291,57.1545585254159,57.1545585254606,35.2549294890677,30.2791025384871,0,23.5014553533458,34.0931502285179,34.7784454716537,47.7261098170383,48.9962808873458,50.8885836647216,51.1267159954163,51.1267159953746,51.1267159954473,51.1267159955869,65.9640360286371,65.9640360284931,80.863129533061,80.8631295330453,80.8631295330228,80.8631295328902,80.8631295328692,80.8631295329812,80.8631295328738,86.9466814178137,86.9466814179628,92.3704689800129,92.3704689801325,92.3704689800745,92.370468980084,92.3704689802816,92.3704689799474,92.3704689800339,92.3704689802202,92.3704689801264,92.3704689800812,92.3704689800145,92.3704689800487,92.3704689802005,92.3704689800798,92.3704689801561,92.3704689801168,92.3704689803722,128.004806224241,128.00480622432,170.419346474659,176.298699083502,176.298699083472,176.298699083545,176.298699083611,176.298699083539,176.298699083303,224.920408350577,208.32575963646,167.361482024196,23.5014553533458,48.9962808873458,171.088653887622,171.088653887484,171.088653887044,70.2984828751274,34.0931502285179
"Lagonosticta senegala",208.325759636389,208.325759636491,208.325759636572,208.325759636602,208.325759636494,208.32575963508,208.325759635229,208.325759635191,171.088653887344,171.088653887001,171.088653887092,171.088653887281,171.088653887203,171.088653887244,171.08865388747,171.088653887547,171.088653887654,171.088653887693,171.088653887585,171.088653887672,171.088653887185,171.088653887157,171.08865388708,171.088653886971,171.088653887047,171.088653887465,171.088653887456,171.088653887735,171.088653887863,171.088653887619,171.088653887596,171.088653887634,171.088653887576,171.088653887359,167.361482024007,167.361482024309,167.361482023954,167.361482024118,167.361482024003,167.361482023838,167.361482024322,167.36148202466,167.36148202439,167.361482024243,167.361482024191,167.361482024241,167.36148202417,167.361482023933,167.361482024053,167.361482024165,167.361482024078,167.361482024361,167.361482023925,133.10973890895,133.109738908818,104.306630104339,104.306630104411,104.306630104366,97.1072626518833,88.8752063220738,82.1341328109827,74.0089860085269,74.008986008864,74.008986008712,74.0089860085588,61.0603167256719,61.0603167257166,40.0243175417802,36.911566586657,23.5014553533458,0,29.4584214390313,31.5559073834419,45.8544743536285,47.237121033648,49.3884139300358,50.3675286091465,50.3675286091049,50.3675286091775,50.3675286093172,65.2048486423674,65.2048486422234,80.1039421467913,80.1039421467755,80.1039421467532,80.1039421466205,80.1039421465995,80.1039421467114,80.103942146604,86.1874940315439,86.1874940316931,92.3704689801255,92.3704689802451,92.3704689801873,92.3704689801967,92.3704689803943,92.3704689800601,92.3704689801465,92.3704689803329,92.3704689802392,92.3704689801939,92.3704689801271,92.3704689801614,92.3704689803132,92.3704689801925,92.3704689802689,92.3704689802295,92.370468980485,128.004806224354,128.004806224432,170.419346474772,176.298699083615,176.298699083585,176.298699083657,176.298699083724,176.298699083652,176.298699083416,224.920408350689,208.325759636572,167.361482024309,0,47.237121033648,171.088653887735,171.088653887596,171.088653887157,74.008986008864,29.4584214390313
