"","Oxyura jamaicensis","Cairina moschata.2","Aythya affinis.2","Anas platyrhynchos.3","Anas crecca.3","Mareca americana","Spatula discors.1","Anser anser","Anser cygnoides","Dendrocygna autumnalis","Ortalis poliocephala","Cyrtonyx montezumae","Dendrortyx macroura","Meleagris gallopavo.3","Gallus gallus.3","Accipiter cooperii","Circus hudsonius.2","Accipiter striatus.2","Buteo jamaicensis.2","Buteo albonotatus","Buteo brachyurus.1","Micrathene whitneyi","Glaucidium gnoma.2","Strix virgata.1","Bubo virginianus.3","Megascops trichopsis.1","Asio stygius","Trogon elegans","Trogon mexicanus.1","Campephilus guatemalensis","Dryocopus lineatus.1","Colaptes auratus.3","Sphyrapicus varius","Melanerpes formicivorus.1","Melanerpes hypopolius","Dryobates scalaris.1","Dryobates villosus.2","Antrostomus arizonae","Coragyps atratus.1","Cathartes aura.1","Sarcoramphus papa.1","Calothorax pulcher","Colibri thalassinus.1","Phaeoptila sordida","Basilinna leucotis.1","Ramosomyia viridifrons","Saucerottia beryllina","Lampornis clemenciae","Lampornis amethystinus.1","Lamprolaima rhami","Eugenes fulgens","Archilochus colubris","Selasphorus rufus.1","Selasphorus heloisa","Cypseloides niger.1","Streptoprocne rutila.1","Aeronautes saxatalis.1","Sayornis saya","Sayornis nigricans.1","Mitrephanes phaeocercus.1","Empidonax affinis","Empidonax oberholseri","Empidonax difficilis","Contopus pertinax.1","Tyrannus vociferans","Tyrannus verticalis","Tyrannus crassirostris","Myiarchus tuberculifer.1","Myiarchus nuttingi","Lepidocolaptes leucogaster","Vireo gilvus","Vireo plumbeus","Vireo cassinii","Vireo huttoni.1","Cyanocitta stelleri.2","Aphelocoma woodhouseii","Corvus corax.4","Eremophila alpestris.2","Tachycineta thalassina.1","Stelgidopteryx serripennis.2","Hirundo rustica.4","Petrochelidon pyrrhonota.2","Psaltriparus minimus.1","Poecile sclateri","Baeolophus wollweberi","Cinclus mexicanus.1","Catharus occidentalis","Catharus frantzii.1","Catharus aurantiirostris","Turdus migratorius.2","Myadestes occidentalis.1","Toxostoma curvirostre","Mimus polyglottos","Melanotis caerulescens","Troglodytes aedon.1","Henicorhina leucophrys.1","Thryomanes bewickii","Campylorhynchus jocosus","Salpinctes obsoletus","Catherpes mexicanus","Polioptila caerulea","Ptiliogonys cinereus.1","Bombycilla cedrorum","Spinus psaltria.1","Spinus notatus.1","Haemorhous mexicanus","Quiscalus mexicanus.1","Molothrus aeneus.1","Icterus wagleri","Melozone albicollis","Aimophila ruficeps","Pipilo ocai","Pipilo maculatus.1","Pooecetes gramineus","Melospiza lincolnii.1","Junco phaeonotus.1","Arremon brunneinucha","Spizella passerina","Peucaea mystacalis","Geothlypis tolmiei.1","Mniotilta varia","Leiothlypis celata.1","Leiothlypis ruficapilla.1","Oreothlypis superciliosa.1","Setophaga nigrescens","Setophaga occidentalis.1","Setophaga townsendi.2","Setophaga coronata.1","Myioborus pictus.1","Myioborus miniatus.1","Cardellina pusilla.2","Cardellina rubrifrons","Cardellina rubra","Basileuterus rufifrons.1","Piranga rubra","Pheucticus melanocephalus","Passer domesticus.1","Eupsittula canicularis.2","Ara militaris","Amazona finschi","Falco sparverius.2","Falco peregrinus.3","Caracara plancus","Geococcyx velox.1","Bubulcus ibis.1","Leptotila verreauxi.1","Zenaida macroura.2","Zenaida asiatica.1","Patagioenas fasciata.2","Columba livia.3","Columbina passerina","Columbina inca.1"
"Sarcoramphus papa.1",208.72051091941,208.720510919253,208.720510919247,208.720510919291,208.72051091924,208.720510919311,208.720510919271,208.72051091933,208.720510919304,208.720510919412,208.720510919784,208.720510920032,208.720510920399,208.720510920297,208.720510920304,162.25930253285,162.259302532703,162.259302533017,161.923183548244,161.923183548128,161.923183547891,161.923183547876,161.923183547973,161.923183547793,161.695831154764,161.588567235315,161.588567235263,161.588567235241,161.588567235224,161.588567235272,161.58856723552,161.478061312632,160.756042276988,159.475903826652,159.475903826716,113.975660261875,113.967687626879,113.967687627075,81.0244686842542,76.4687600719222,0,165.780986436606,165.780986436619,165.780986436597,165.780986436552,165.780986436597,165.780986436424,165.780986436604,165.780986436571,165.780986436623,165.780986436666,165.780986436591,165.78098643663,165.780986436611,165.7809864365,165.780986436779,165.780986437099,166.628937703762,166.628937703851,166.628937703786,166.62893770365,166.628937703677,166.628937703701,166.628937703699,166.628937703655,166.628937703744,166.628937703606,166.628937703603,166.628937703629,166.628937704203,166.628937704017,166.628937704075,166.628937703762,166.62893770401,166.628937703785,166.62893770385,166.628937703795,166.62893770424,166.628937704057,166.628937703964,166.628937704017,166.628937704011,166.628937703741,166.628937703749,166.628937703635,166.628937703689,166.628937703741,166.628937703766,166.628937703826,166.628937703731,166.628937703515,166.628937703618,166.628937703733,166.628937703692,166.628937704205,166.628937704215,166.628937704064,166.628937703772,166.628937704024,166.628937703948,166.628937703812,166.628937703596,166.628937703658,166.628937703992,166.628937703105,166.628937703654,166.628937703228,166.628937703453,166.628937703493,166.628937703414,166.628937703213,166.628937703225,166.628937703199,166.628937703208,166.62893770316,166.628937703254,166.628937703216,166.628937703259,166.628937703201,166.628937703472,166.628937703551,166.628937703534,166.628937703524,166.628937703791,166.628937703707,166.62893770375,166.628937703642,166.628937703775,166.628937703741,166.628937703673,166.628937703686,166.628937703792,166.628937703764,166.628937703704,166.628937703825,166.628937703792,166.628937704022,166.628937703575,166.628937703364,166.628937703208,166.628937704041,166.62893770376,166.628937703615,169.534110893221,170.172067396478,175.593906065854,175.593906066033,175.593906065608,175.593906065658,175.593906065523,175.593906065591,175.593906065612
"Calothorax pulcher",208.720510919239,208.720510919082,208.720510919076,208.72051091912,208.72051091907,208.72051091914,208.7205109191,208.720510919159,208.720510919133,208.720510919241,208.720510919613,208.720510919861,208.720510920228,208.720510920126,208.720510920133,165.78098643701,165.780986436862,165.780986437176,165.780986437294,165.780986437178,165.780986436941,165.780986436926,165.780986437023,165.780986436843,165.78098643668,165.780986436807,165.780986436755,165.780986436733,165.780986436715,165.780986436764,165.780986437012,165.780986436508,165.780986436549,165.780986436381,165.780986436444,165.780986436216,165.780986436304,165.780986436501,165.78098643659,165.780986436641,165.780986436606,0,46.0845807705366,49.0081901539386,49.0081901538937,49.0081901539394,49.0081901537662,49.0081901539457,49.0081901539135,49.0081901539653,49.0081901540076,49.0081901539329,49.0081901539723,49.008190153953,124.836327513212,124.836327513491,124.836327513811,166.628937703591,166.62893770368,166.628937703615,166.628937703479,166.628937703506,166.62893770353,166.628937703528,166.628937703484,166.628937703573,166.628937703435,166.628937703432,166.628937703458,166.628937704032,166.628937703846,166.628937703904,166.62893770359,166.628937703839,166.628937703614,166.628937703679,166.628937703624,166.628937704069,166.628937703886,166.628937703793,166.628937703846,166.628937703839,166.62893770357,166.628937703578,166.628937703464,166.628937703518,166.62893770357,166.628937703595,166.628937703655,166.62893770356,166.628937703344,166.628937703447,166.628937703562,166.628937703521,166.628937704034,166.628937704044,166.628937703893,166.628937703601,166.628937703853,166.628937703777,166.628937703641,166.628937703425,166.628937703487,166.628937703821,166.628937702933,166.628937703483,166.628937703057,166.628937703282,166.628937703322,166.628937703243,166.628937703042,166.628937703054,166.628937703028,166.628937703037,166.628937702989,166.628937703083,166.628937703044,166.628937703088,166.62893770303,166.628937703301,166.62893770338,166.628937703363,166.628937703353,166.62893770362,166.628937703536,166.628937703579,166.62893770347,166.628937703604,166.62893770357,166.628937703502,166.628937703515,166.628937703621,166.628937703593,166.628937703533,166.628937703654,166.628937703621,166.628937703851,166.628937703404,166.628937703193,166.628937703037,166.62893770387,166.628937703589,166.628937703444,169.53411089305,170.172067396306,175.593906065683,175.593906065862,175.593906065437,175.593906065486,175.593906065352,175.59390606542,175.593906065441
"Colibri thalassinus.1",208.720510919251,208.720510919095,208.720510919088,208.720510919133,208.720510919082,208.720510919152,208.720510919113,208.720510919172,208.720510919145,208.720510919254,208.720510919625,208.720510919873,208.72051092024,208.720510920138,208.720510920146,165.780986437022,165.780986436875,165.780986437189,165.780986437306,165.780986437191,165.780986436954,165.780986436938,165.780986437035,165.780986436855,165.780986436693,165.780986436819,165.780986436768,165.780986436745,165.780986436728,165.780986436776,165.780986437024,165.780986436521,165.780986436561,165.780986436393,165.780986436457,165.780986436229,165.780986436317,165.780986436513,165.780986436603,165.780986436654,165.780986436619,46.0845807705366,0,49.0081901539511,49.0081901539062,49.0081901539519,49.0081901537786,49.0081901539582,49.008190153926,49.0081901539778,49.0081901540201,49.0081901539454,49.0081901539847,49.0081901539655,124.836327513224,124.836327513503,124.836327513823,166.628937703603,166.628937703693,166.628937703627,166.628937703491,166.628937703518,166.628937703543,166.628937703541,166.628937703497,166.628937703586,166.628937703447,166.628937703444,166.628937703471,166.628937704044,166.628937703859,166.628937703917,166.628937703603,166.628937703851,166.628937703626,166.628937703692,166.628937703636,166.628937704082,166.628937703898,166.628937703806,166.628937703859,166.628937703852,166.628937703582,166.62893770359,166.628937703476,166.628937703531,166.628937703582,166.628937703607,166.628937703668,166.628937703573,166.628937703357,166.628937703459,166.628937703574,166.628937703533,166.628937704047,166.628937704056,166.628937703906,166.628937703613,166.628937703866,166.628937703789,166.628937703653,166.628937703438,166.6289377035,166.628937703833,166.628937702946,166.628937703495,166.628937703069,166.628937703294,166.628937703334,166.628937703255,166.628937703055,166.628937703066,166.62893770304,166.62893770305,166.628937703001,166.628937703095,166.628937703057,166.6289377031,166.628937703043,166.628937703314,166.628937703392,166.628937703376,166.628937703365,166.628937703633,166.628937703549,166.628937703592,166.628937703483,166.628937703617,166.628937703582,166.628937703514,166.628937703528,166.628937703633,166.628937703605,166.628937703545,166.628937703667,166.628937703633,166.628937703863,166.628937703417,166.628937703206,166.628937703049,166.628937703882,166.628937703602,166.628937703457,169.534110893063,170.172067396319,175.593906065696,175.593906065874,175.593906065449,175.593906065499,175.593906065365,175.593906065432,175.593906065453
"Phaeoptila sordida",208.72051091923,208.720510919073,208.720510919066,208.72051091911,208.72051091906,208.72051091913,208.720510919091,208.720510919149,208.720510919124,208.720510919232,208.720510919603,208.720510919851,208.720510920218,208.720510920116,208.720510920124,165.780986437,165.780986436853,165.780986437167,165.780986437284,165.780986437169,165.780986436932,165.780986436916,165.780986437013,165.780986436833,165.780986436671,165.780986436797,165.780986436746,165.780986436723,165.780986436706,165.780986436754,165.780986437002,165.780986436499,165.780986436539,165.780986436371,165.780986436435,165.780986436207,165.780986436295,165.780986436491,165.78098643658,165.780986436632,165.780986436597,49.0081901539386,49.0081901539511,0,19.3717931731311,27.8426198407252,30.125103187332,32.7628309007227,32.7628309006905,32.7628309007423,35.2201640080086,35.2201640079339,35.2201640079733,35.220164007954,124.836327513202,124.836327513481,124.836327513801,166.628937703581,166.62893770367,166.628937703605,166.628937703469,166.628937703496,166.628937703521,166.628937703519,166.628937703475,166.628937703564,166.628937703425,166.628937703423,166.628937703449,166.628937704022,166.628937703837,166.628937703895,166.628937703581,166.628937703829,166.628937703604,166.62893770367,166.628937703614,166.62893770406,166.628937703877,166.628937703784,166.628937703836,166.62893770383,166.62893770356,166.628937703568,166.628937703454,166.628937703509,166.62893770356,166.628937703585,166.628937703646,166.628937703551,166.628937703335,166.628937703437,166.628937703552,166.628937703511,166.628937704024,166.628937704034,166.628937703884,166.628937703591,166.628937703844,166.628937703767,166.628937703631,166.628937703416,166.628937703477,166.628937703812,166.628937702924,166.628937703473,166.628937703047,166.628937703272,166.628937703312,166.628937703233,166.628937703033,166.628937703045,166.628937703018,166.628937703028,166.628937702979,166.628937703073,166.628937703035,166.628937703078,166.628937703021,166.628937703291,166.62893770337,166.628937703353,166.628937703343,166.628937703611,166.628937703526,166.62893770357,166.628937703461,166.628937703595,166.62893770356,166.628937703492,166.628937703506,166.628937703611,166.628937703583,166.628937703523,166.628937703645,166.628937703611,166.628937703841,166.628937703395,166.628937703184,166.628937703027,166.62893770386,166.62893770358,166.628937703435,169.534110893041,170.172067396297,175.593906065674,175.593906065852,175.593906065427,175.593906065477,175.593906065342,175.59390606541,175.593906065431
"Basilinna leucotis.1",208.720510919185,208.720510919028,208.720510919021,208.720510919066,208.720510919015,208.720510919086,208.720510919046,208.720510919105,208.720510919079,208.720510919187,208.720510919558,208.720510919806,208.720510920174,208.720510920071,208.720510920079,165.780986436955,165.780986436808,165.780986437122,165.780986437239,165.780986437124,165.780986436887,165.780986436871,165.780986436968,165.780986436788,165.780986436626,165.780986436752,165.780986436701,165.780986436679,165.780986436661,165.780986436709,165.780986436957,165.780986436454,165.780986436494,165.780986436326,165.78098643639,165.780986436162,165.78098643625,165.780986436446,165.780986436536,165.780986436587,165.780986436552,49.0081901538937,49.0081901539062,19.3717931731311,0,27.8426198406803,30.1251031872871,32.7628309006778,32.7628309006456,32.7628309006974,35.2201640079636,35.220164007889,35.2201640079283,35.2201640079091,124.836327513157,124.836327513436,124.836327513756,166.628937703536,166.628937703626,166.62893770356,166.628937703424,166.628937703451,166.628937703476,166.628937703474,166.62893770343,166.628937703519,166.62893770338,166.628937703378,166.628937703404,166.628937703977,166.628937703792,166.62893770385,166.628937703536,166.628937703784,166.628937703559,166.628937703625,166.628937703569,166.628937704015,166.628937703832,166.628937703739,166.628937703792,166.628937703785,166.628937703515,166.628937703523,166.628937703409,166.628937703464,166.628937703515,166.62893770354,166.628937703601,166.628937703506,166.62893770329,166.628937703392,166.628937703507,166.628937703466,166.628937703979,166.628937703989,166.628937703839,166.628937703546,166.628937703799,166.628937703722,166.628937703587,166.628937703371,166.628937703432,166.628937703767,166.628937702879,166.628937703429,166.628937703002,166.628937703227,166.628937703267,166.628937703188,166.628937702988,166.628937702999,166.628937702973,166.628937702983,166.628937702934,166.628937703028,166.62893770299,166.628937703033,166.628937702976,166.628937703246,166.628937703325,166.628937703308,166.628937703298,166.628937703566,166.628937703482,166.628937703525,166.628937703416,166.62893770355,166.628937703515,166.628937703447,166.628937703461,166.628937703566,166.628937703538,166.628937703478,166.6289377036,166.628937703566,166.628937703796,166.62893770335,166.628937703139,166.628937702982,166.628937703815,166.628937703535,166.62893770339,169.534110892996,170.172067396252,175.593906065629,175.593906065807,175.593906065382,175.593906065432,175.593906065298,175.593906065366,175.593906065386
"Ramosomyia viridifrons",208.720510919231,208.720510919073,208.720510919067,208.720510919111,208.720510919061,208.720510919131,208.720510919091,208.72051091915,208.720510919124,208.720510919233,208.720510919604,208.720510919852,208.720510920219,208.720510920117,208.720510920124,165.780986437001,165.780986436853,165.780986437167,165.780986437285,165.780986437169,165.780986436932,165.780986436917,165.780986437014,165.780986436834,165.780986436671,165.780986436798,165.780986436746,165.780986436724,165.780986436706,165.780986436755,165.780986437003,165.7809864365,165.78098643654,165.780986436372,165.780986436435,165.780986436208,165.780986436295,165.780986436492,165.780986436581,165.780986436633,165.780986436597,49.0081901539394,49.0081901539519,27.8426198407252,27.8426198406803,0,23.1539527822603,32.7628309007235,32.7628309006913,32.7628309007431,35.2201640080094,35.2201640079347,35.2201640079741,35.2201640079548,124.836327513203,124.836327513482,124.836327513802,166.628937703582,166.628937703672,166.628937703606,166.62893770347,166.628937703497,166.628937703521,166.62893770352,166.628937703476,166.628937703564,166.628937703426,166.628937703423,166.62893770345,166.628937704023,166.628937703837,166.628937703895,166.628937703582,166.62893770383,166.628937703605,166.628937703671,166.628937703615,166.62893770406,166.628937703877,166.628937703784,166.628937703837,166.628937703831,166.628937703561,166.628937703569,166.628937703455,166.628937703509,166.628937703561,166.628937703586,166.628937703647,166.628937703551,166.628937703336,166.628937703438,166.628937703553,166.628937703512,166.628937704025,166.628937704035,166.628937703884,166.628937703592,166.628937703845,166.628937703768,166.628937703632,166.628937703416,166.628937703478,166.628937703812,166.628937702925,166.628937703474,166.628937703048,166.628937703273,166.628937703313,166.628937703234,166.628937703034,166.628937703045,166.628937703019,166.628937703029,166.62893770298,166.628937703074,166.628937703036,166.628937703079,166.628937703021,166.628937703292,166.628937703371,166.628937703354,166.628937703344,166.628937703611,166.628937703527,166.628937703571,166.628937703462,166.628937703595,166.628937703561,166.628937703493,166.628937703506,166.628937703612,166.628937703584,166.628937703524,166.628937703646,166.628937703612,166.628937703842,166.628937703396,166.628937703184,166.628937703028,166.628937703861,166.62893770358,166.628937703435,169.534110893042,170.172067396298,175.593906065675,175.593906065853,175.593906065428,175.593906065478,175.593906065343,175.593906065411,175.593906065432
"Saucerottia beryllina",208.720510919057,208.7205109189,208.720510918894,208.720510918938,208.720510918888,208.720510918958,208.720510918918,208.720510918977,208.720510918951,208.720510919059,208.720510919431,208.720510919679,208.720510920046,208.720510919944,208.720510919951,165.780986436828,165.78098643668,165.780986436994,165.780986437112,165.780986436996,165.780986436759,165.780986436744,165.780986436841,165.780986436661,165.780986436498,165.780986436624,165.780986436573,165.780986436551,165.780986436533,165.780986436582,165.78098643683,165.780986436326,165.780986436367,165.780986436199,165.780986436262,165.780986436035,165.780986436122,165.780986436319,165.780986436408,165.78098643646,165.780986436424,49.0081901537662,49.0081901537786,30.125103187332,30.1251031872871,23.1539527822603,0,32.7628309005503,32.7628309005181,32.7628309005699,35.2201640078362,35.2201640077615,35.2201640078009,35.2201640077816,124.83632751303,124.836327513309,124.836327513629,166.628937703409,166.628937703498,166.628937703433,166.628937703297,166.628937703324,166.628937703348,166.628937703346,166.628937703302,166.628937703391,166.628937703253,166.62893770325,166.628937703276,166.62893770385,166.628937703664,166.628937703722,166.628937703409,166.628937703657,166.628937703432,166.628937703497,166.628937703442,166.628937703887,166.628937703704,166.628937703611,166.628937703664,166.628937703657,166.628937703388,166.628937703396,166.628937703282,166.628937703336,166.628937703388,166.628937703413,166.628937703473,166.628937703378,166.628937703162,166.628937703265,166.62893770338,166.628937703339,166.628937703852,166.628937703862,166.628937703711,166.628937703419,166.628937703672,166.628937703595,166.628937703459,166.628937703243,166.628937703305,166.628937703639,166.628937702752,166.628937703301,166.628937702875,166.6289377031,166.62893770314,166.628937703061,166.62893770286,166.628937702872,166.628937702846,166.628937702855,166.628937702807,166.628937702901,166.628937702863,166.628937702906,166.628937702848,166.628937703119,166.628937703198,166.628937703181,166.628937703171,166.628937703438,166.628937703354,166.628937703398,166.628937703289,166.628937703422,166.628937703388,166.62893770332,166.628937703333,166.628937703439,166.628937703411,166.628937703351,166.628937703472,166.628937703439,166.628937703669,166.628937703222,166.628937703011,166.628937702855,166.628937703688,166.628937703407,166.628937703262,169.534110892868,170.172067396125,175.593906065501,175.59390606568,175.593906065255,175.593906065305,175.59390606517,175.593906065238,175.593906065259
"Lampornis clemenciae",208.720510919237,208.72051091908,208.720510919073,208.720510919118,208.720510919067,208.720510919137,208.720510919098,208.720510919157,208.72051091913,208.720510919239,208.72051091961,208.720510919858,208.720510920226,208.720510920124,208.720510920131,165.780986437007,165.78098643686,165.780986437174,165.780986437291,165.780986437176,165.780986436939,165.780986436923,165.780986437021,165.78098643684,165.780986436678,165.780986436804,165.780986436753,165.78098643673,165.780986436713,165.780986436761,165.780986437009,165.780986436506,165.780986436546,165.780986436378,165.780986436442,165.780986436214,165.780986436302,165.780986436498,165.780986436588,165.780986436639,165.780986436604,49.0081901539457,49.0081901539582,32.7628309007227,32.7628309006778,32.7628309007235,32.7628309005503,0,11.9738448799696,18.3847263625319,32.2347429353236,33.187543243805,33.1875432438444,33.1875432438251,124.836327513209,124.836327513489,124.836327513808,166.628937703588,166.628937703678,166.628937703612,166.628937703476,166.628937703503,166.628937703528,166.628937703526,166.628937703482,166.628937703571,166.628937703433,166.62893770343,166.628937703456,166.628937704029,166.628937703844,166.628937703902,166.628937703588,166.628937703836,166.628937703612,166.628937703677,166.628937703621,166.628937704067,166.628937703884,166.628937703791,166.628937703843,166.628937703837,166.628937703567,166.628937703575,166.628937703461,166.628937703516,166.628937703567,166.628937703592,166.628937703653,166.628937703558,166.628937703342,166.628937703444,166.628937703559,166.628937703518,166.628937704031,166.628937704041,166.628937703891,166.628937703599,166.628937703851,166.628937703774,166.628937703639,166.628937703423,166.628937703484,166.628937703819,166.628937702931,166.628937703481,166.628937703054,166.628937703279,166.62893770332,166.62893770324,166.62893770304,166.628937703052,166.628937703025,166.628937703035,166.628937702986,166.628937703081,166.628937703042,166.628937703085,166.628937703028,166.628937703298,166.628937703377,166.62893770336,166.62893770335,166.628937703618,166.628937703534,166.628937703577,166.628937703468,166.628937703602,166.628937703567,166.628937703499,166.628937703513,166.628937703618,166.62893770359,166.62893770353,166.628937703652,166.628937703618,166.628937703849,166.628937703402,166.628937703191,166.628937703034,166.628937703868,166.628937703587,166.628937703442,169.534110893048,170.172067396304,175.593906065681,175.593906065859,175.593906065435,175.593906065484,175.59390606535,175.593906065417,175.593906065438
"Lampornis amethystinus.1",208.720510919204,208.720510919048,208.720510919041,208.720510919086,208.720510919035,208.720510919105,208.720510919065,208.720510919124,208.720510919098,208.720510919207,208.720510919578,208.720510919826,208.720510920193,208.720510920091,208.720510920099,165.780986436975,165.780986436827,165.780986437141,165.780986437259,165.780986437143,165.780986436907,165.780986436891,165.780986436988,165.780986436808,165.780986436645,165.780986436772,165.78098643672,165.780986436698,165.78098643668,165.780986436729,165.780986436977,165.780986436474,165.780986436514,165.780986436346,165.780986436409,165.780986436182,165.78098643627,165.780986436466,165.780986436555,165.780986436607,165.780986436571,49.0081901539135,49.008190153926,32.7628309006905,32.7628309006456,32.7628309006913,32.7628309005181,11.9738448799696,0,14.7548990690533,32.2347429352913,33.1875432437728,33.1875432438122,33.1875432437929,124.836327513177,124.836327513456,124.836327513776,166.628937703556,166.628937703646,166.62893770358,166.628937703444,166.628937703471,166.628937703495,166.628937703494,166.62893770345,166.628937703539,166.6289377034,166.628937703397,166.628937703424,166.628937703997,166.628937703811,166.628937703869,166.628937703556,166.628937703804,166.628937703579,166.628937703645,166.628937703589,166.628937704035,166.628937703851,166.628937703758,166.628937703811,166.628937703805,166.628937703535,166.628937703543,166.628937703429,166.628937703483,166.628937703535,166.62893770356,166.628937703621,166.628937703526,166.62893770331,166.628937703412,166.628937703527,166.628937703486,166.628937703999,166.628937704009,166.628937703858,166.628937703566,166.628937703819,166.628937703742,166.628937703606,166.62893770339,166.628937703452,166.628937703786,166.628937702899,166.628937703448,166.628937703022,166.628937703247,166.628937703287,166.628937703208,166.628937703008,166.628937703019,166.628937702993,166.628937703003,166.628937702954,166.628937703048,166.62893770301,166.628937703053,166.628937702996,166.628937703266,166.628937703345,166.628937703328,166.628937703318,166.628937703586,166.628937703501,166.628937703545,166.628937703436,166.62893770357,166.628937703535,166.628937703467,166.628937703481,166.628937703586,166.628937703558,166.628937703498,166.62893770362,166.628937703586,166.628937703816,166.628937703369,166.628937703158,166.628937703002,166.628937703835,166.628937703555,166.62893770341,169.534110893016,170.172067396272,175.593906065649,175.593906065827,175.593906065402,175.593906065452,175.593906065318,175.593906065385,175.593906065406
"Lamprolaima rhami",208.720510919256,208.720510919099,208.720510919093,208.720510919137,208.720510919087,208.720510919157,208.720510919117,208.720510919176,208.72051091915,208.720510919258,208.72051091963,208.720510919878,208.720510920245,208.720510920143,208.72051092015,165.780986437027,165.780986436879,165.780986437193,165.780986437311,165.780986437195,165.780986436958,165.780986436943,165.78098643704,165.78098643686,165.780986436697,165.780986436824,165.780986436772,165.78098643675,165.780986436732,165.780986436781,165.780986437029,165.780986436525,165.780986436566,165.780986436397,165.780986436461,165.780986436234,165.780986436321,165.780986436518,165.780986436607,165.780986436659,165.780986436623,49.0081901539653,49.0081901539778,32.7628309007423,32.7628309006974,32.7628309007431,32.7628309005699,18.3847263625319,14.7548990690533,0,32.2347429353431,33.1875432438246,33.1875432438639,33.1875432438447,124.836327513229,124.836327513508,124.836327513828,166.628937703608,166.628937703697,166.628937703632,166.628937703496,166.628937703523,166.628937703547,166.628937703546,166.628937703502,166.62893770359,166.628937703452,166.628937703449,166.628937703475,166.628937704049,166.628937703863,166.628937703921,166.628937703608,166.628937703856,166.628937703631,166.628937703696,166.628937703641,166.628937704086,166.628937703903,166.62893770381,166.628937703863,166.628937703857,166.628937703587,166.628937703595,166.628937703481,166.628937703535,166.628937703587,166.628937703612,166.628937703673,166.628937703577,166.628937703361,166.628937703464,166.628937703579,166.628937703538,166.628937704051,166.628937704061,166.62893770391,166.628937703618,166.628937703871,166.628937703794,166.628937703658,166.628937703442,166.628937703504,166.628937703838,166.628937702951,166.6289377035,166.628937703074,166.628937703299,166.628937703339,166.62893770326,166.62893770306,166.628937703071,166.628937703045,166.628937703055,166.628937703006,166.6289377031,166.628937703062,166.628937703105,166.628937703047,166.628937703318,166.628937703397,166.62893770338,166.62893770337,166.628937703637,166.628937703553,166.628937703597,166.628937703488,166.628937703621,166.628937703587,166.628937703519,166.628937703532,166.628937703638,166.62893770361,166.62893770355,166.628937703672,166.628937703638,166.628937703868,166.628937703421,166.62893770321,166.628937703054,166.628937703887,166.628937703606,166.628937703461,169.534110893067,170.172067396324,175.5939060657,175.593906065879,175.593906065454,175.593906065504,175.593906065369,175.593906065437,175.593906065458
"Eugenes fulgens",208.720510919299,208.720510919141,208.720510919135,208.72051091918,208.720510919129,208.720510919199,208.72051091916,208.720510919219,208.720510919192,208.720510919301,208.720510919672,208.72051091992,208.720510920287,208.720510920185,208.720510920193,165.780986437069,165.780986436921,165.780986437235,165.780986437353,165.780986437238,165.780986437001,165.780986436985,165.780986437082,165.780986436902,165.780986436739,165.780986436866,165.780986436815,165.780986436792,165.780986436775,165.780986436823,165.780986437071,165.780986436568,165.780986436608,165.78098643644,165.780986436504,165.780986436276,165.780986436364,165.78098643656,165.780986436649,165.780986436701,165.780986436666,49.0081901540076,49.0081901540201,35.2201640080086,35.2201640079636,35.2201640080094,35.2201640078362,32.2347429353236,32.2347429352913,32.2347429353431,0,28.0666918501429,31.4327628020374,31.4327628020182,124.836327513271,124.83632751355,124.83632751387,166.62893770365,166.62893770374,166.628937703674,166.628937703538,166.628937703565,166.628937703589,166.628937703588,166.628937703544,166.628937703633,166.628937703494,166.628937703491,166.628937703518,166.628937704091,166.628937703906,166.628937703964,166.62893770365,166.628937703898,166.628937703673,166.628937703739,166.628937703683,166.628937704129,166.628937703945,166.628937703852,166.628937703905,166.628937703899,166.628937703629,166.628937703637,166.628937703523,166.628937703577,166.628937703629,166.628937703654,166.628937703715,166.62893770362,166.628937703404,166.628937703506,166.628937703621,166.62893770358,166.628937704093,166.628937704103,166.628937703953,166.62893770366,166.628937703913,166.628937703836,166.6289377037,166.628937703484,166.628937703546,166.62893770388,166.628937702993,166.628937703543,166.628937703116,166.628937703341,166.628937703381,166.628937703302,166.628937703102,166.628937703113,166.628937703087,166.628937703097,166.628937703048,166.628937703142,166.628937703104,166.628937703147,166.62893770309,166.62893770336,166.628937703439,166.628937703422,166.628937703412,166.62893770368,166.628937703596,166.628937703639,166.62893770353,166.628937703664,166.628937703629,166.628937703561,166.628937703575,166.62893770368,166.628937703652,166.628937703592,166.628937703714,166.62893770368,166.62893770391,166.628937703464,166.628937703252,166.628937703096,166.628937703929,166.628937703649,166.628937703504,169.53411089311,170.172067396366,175.593906065743,175.593906065921,175.593906065496,175.593906065546,175.593906065412,175.593906065479,175.5939060655
