"","Oxyura jamaicensis","Cairina moschata.2","Aythya affinis.2","Anas platyrhynchos.3","Anas crecca.3","Mareca americana","Spatula discors.1","Anser anser","Anser cygnoides","Dendrocygna autumnalis","Ortalis poliocephala","Cyrtonyx montezumae","Dendrortyx macroura","Meleagris gallopavo.3","Gallus gallus.3","Accipiter cooperii","Circus hudsonius.2","Accipiter striatus.2","Buteo jamaicensis.2","Buteo albonotatus","Buteo brachyurus.1","Micrathene whitneyi","Glaucidium gnoma.2","Strix virgata.1","Bubo virginianus.3","Megascops trichopsis.1","Asio stygius","Trogon elegans","Trogon mexicanus.1","Campephilus guatemalensis","Dryocopus lineatus.1","Colaptes auratus.3","Sphyrapicus varius","Melanerpes formicivorus.1","Melanerpes hypopolius","Dryobates scalaris.1","Dryobates villosus.2","Antrostomus arizonae","Coragyps atratus.1","Cathartes aura.1","Sarcoramphus papa.1","Calothorax pulcher","Colibri thalassinus.1","Phaeoptila sordida","Basilinna leucotis.1","Ramosomyia viridifrons","Saucerottia beryllina","Lampornis clemenciae","Lampornis amethystinus.1","Lamprolaima rhami","Eugenes fulgens","Archilochus colubris","Selasphorus rufus.1","Selasphorus heloisa","Cypseloides niger.1","Streptoprocne rutila.1","Aeronautes saxatalis.1","Sayornis saya","Sayornis nigricans.1","Mitrephanes phaeocercus.1","Empidonax affinis","Empidonax oberholseri","Empidonax difficilis","Contopus pertinax.1","Tyrannus vociferans","Tyrannus verticalis","Tyrannus crassirostris","Myiarchus tuberculifer.1","Myiarchus nuttingi","Lepidocolaptes leucogaster","Vireo gilvus","Vireo plumbeus","Vireo cassinii","Vireo huttoni.1","Cyanocitta stelleri.2","Aphelocoma woodhouseii","Corvus corax.4","Eremophila alpestris.2","Tachycineta thalassina.1","Stelgidopteryx serripennis.2","Hirundo rustica.4","Petrochelidon pyrrhonota.2","Psaltriparus minimus.1","Poecile sclateri","Baeolophus wollweberi","Cinclus mexicanus.1","Catharus occidentalis","Catharus frantzii.1","Catharus aurantiirostris","Turdus migratorius.2","Myadestes occidentalis.1","Toxostoma curvirostre","Mimus polyglottos","Melanotis caerulescens","Troglodytes aedon.1","Henicorhina leucophrys.1","Thryomanes bewickii","Campylorhynchus jocosus","Salpinctes obsoletus","Catherpes mexicanus","Polioptila caerulea","Ptiliogonys cinereus.1","Bombycilla cedrorum","Spinus psaltria.1","Spinus notatus.1","Haemorhous mexicanus","Quiscalus mexicanus.1","Molothrus aeneus.1","Icterus wagleri","Melozone albicollis","Aimophila ruficeps","Pipilo ocai","Pipilo maculatus.1","Pooecetes gramineus","Melospiza lincolnii.1","Junco phaeonotus.1","Arremon brunneinucha","Spizella passerina","Peucaea mystacalis","Geothlypis tolmiei.1","Mniotilta varia","Leiothlypis celata.1","Leiothlypis ruficapilla.1","Oreothlypis superciliosa.1","Setophaga nigrescens","Setophaga occidentalis.1","Setophaga townsendi.2","Setophaga coronata.1","Myioborus pictus.1","Myioborus miniatus.1","Cardellina pusilla.2","Cardellina rubrifrons","Cardellina rubra","Basileuterus rufifrons.1","Piranga rubra","Pheucticus melanocephalus","Passer domesticus.1","Eupsittula canicularis.2","Ara militaris","Amazona finschi","Falco sparverius.2","Falco peregrinus.3","Caracara plancus","Geococcyx velox.1","Bubulcus ibis.1","Leptotila verreauxi.1","Zenaida macroura.2","Zenaida asiatica.1","Patagioenas fasciata.2","Columba livia.3","Columbina passerina","Columbina inca.1"
"Leiothlypis ruficapilla.1",208.720510919418,208.720510919261,208.720510919255,208.720510919299,208.720510919249,208.720510919319,208.720510919279,208.720510919338,208.720510919312,208.72051091942,208.720510919792,208.72051092004,208.720510920407,208.720510920305,208.720510920312,166.628937703927,166.62893770378,166.628937704094,166.628937704211,166.628937704096,166.628937703859,166.628937703843,166.62893770394,166.62893770376,166.628937703598,166.628937703724,166.628937703673,166.62893770365,166.628937703633,166.628937703681,166.628937703929,166.628937703426,166.628937703466,166.628937703298,166.628937703362,166.628937703134,166.628937703222,166.628937703418,166.628937703507,166.628937703559,166.628937703524,166.628937703353,166.628937703365,166.628937703343,166.628937703298,166.628937703344,166.628937703171,166.62893770335,166.628937703318,166.62893770337,166.628937703412,166.628937703337,166.628937703377,166.628937703357,166.628937703246,166.628937703526,166.628937703845,149.055842541879,149.055842541968,149.055842541903,138.831182377839,138.831182377866,138.83118237789,138.155789924281,138.155789924237,138.155789924325,138.155789924187,138.155789924184,138.15578992421,138.155789924784,121.016858816216,121.016858816274,121.01685881596,104.560826166022,104.560826165797,104.560826165863,103.4994803918,97.5453845822579,97.5453845820747,97.5453845819818,91.7329717628346,91.7329717628282,91.7329717625585,91.2813208126032,91.2813208124893,90.209656963366,90.2096569634179,90.209656963443,89.2498011547689,89.2498011546738,89.249801154458,89.1960695633649,89.19606956348,89.1960695634391,89.1960695639524,89.1960695639619,89.1960695638114,89.1960695635191,89.1960695637717,89.1960695636951,89.1960695635592,89.1960695633433,89.1960695634051,74.884185405653,72.6178559514448,72.6178559519944,54.0876131142588,47.4947203244565,47.4947203244967,40.8266037741417,34.8419783342265,34.8033284443348,33.8576749333009,32.82269205544,32.7889432278006,32.7630923367229,32.5336093556918,32.3574528958145,32.2699696095793,27.5059160487046,21.1612878539334,18.2576383635636,0,16.6250949685901,21.8549594284969,24.4809841340135,25.6278821065894,26.7569804071656,27.1990541866443,27.2853713830639,27.397081825611,27.6218771230146,27.8571406696783,27.8651876589438,32.8333366311767,37.9829300505383,42.8279088152608,99.6779651859632,100.851151177881,105.873362231342,158.136712121013,158.250471681866,158.498325701619,169.534110893229,170.172067396486,175.593906065862,175.593906066041,175.593906065616,175.593906065666,175.593906065531,175.593906065599,175.59390606562
"Oreothlypis superciliosa.1",208.720510919686,208.720510919529,208.720510919523,208.720510919567,208.720510919517,208.720510919587,208.720510919547,208.720510919606,208.72051091958,208.720510919688,208.72051092006,208.720510920308,208.720510920675,208.720510920573,208.72051092058,166.628937704195,166.628937704047,166.628937704361,166.628937704479,166.628937704363,166.628937704126,166.628937704111,166.628937704208,166.628937704028,166.628937703865,166.628937703992,166.62893770394,166.628937703918,166.6289377039,166.628937703949,166.628937704197,166.628937703694,166.628937703734,166.628937703566,166.628937703629,166.628937703402,166.628937703489,166.628937703686,166.628937703775,166.628937703827,166.628937703791,166.62893770362,166.628937703633,166.628937703611,166.628937703566,166.628937703611,166.628937703438,166.628937703618,166.628937703586,166.628937703637,166.62893770368,166.628937703605,166.628937703644,166.628937703625,166.628937703514,166.628937703793,166.628937704113,149.055842542147,149.055842542236,149.055842542171,138.831182378106,138.831182378133,138.831182378158,138.155789924548,138.155789924504,138.155789924593,138.155789924455,138.155789924452,138.155789924478,138.155789925051,121.016858816484,121.016858816541,121.016858816228,104.56082616629,104.560826166065,104.56082616613,103.499480392067,97.5453845825256,97.5453845823424,97.5453845822495,91.7329717631023,91.7329717630959,91.7329717628262,91.2813208128709,91.281320812757,90.2096569636337,90.2096569636856,90.2096569637106,89.2498011550366,89.2498011549415,89.2498011547256,89.1960695636326,89.1960695637477,89.1960695637068,89.19606956422,89.1960695642297,89.1960695640791,89.1960695637868,89.1960695640394,89.1960695639628,89.1960695638269,89.1960695636111,89.1960695636729,74.8841854059207,72.6178559517125,72.6178559522621,54.0876131145265,47.4947203247242,47.4947203247644,40.8295071860118,36.1022617049517,36.0636118150601,35.1189542127119,34.4499489727899,34.4190758505993,34.4070746190416,34.186141072368,34.0492123522612,33.9964029412908,30.2356167204572,25.241740005939,23.855556994106,16.6250949685901,0,13.9249264645766,17.9897456495943,20.3185320300861,22.4969566273787,23.2010876234089,23.6615340166148,23.7732444591619,23.9980397565655,24.2333033032292,24.3380727256419,29.3153902156842,34.4733538750724,39.320245813661,96.1749883177776,100.851151178149,105.873362231609,158.13671212128,158.250471682134,158.498325701886,169.534110893497,170.172067396753,175.59390606613,175.593906066309,175.593906065884,175.593906065933,175.593906065799,175.593906065867,175.593906065888
"Setophaga nigrescens",208.720510919602,208.720510919445,208.720510919438,208.720510919483,208.720510919432,208.720510919503,208.720510919463,208.720510919522,208.720510919496,208.720510919604,208.720510919975,208.720510920223,208.720510920591,208.720510920489,208.720510920496,166.628937704111,166.628937703963,166.628937704277,166.628937704395,166.628937704279,166.628937704042,166.628937704027,166.628937704124,166.628937703944,166.628937703781,166.628937703907,166.628937703856,166.628937703834,166.628937703816,166.628937703865,166.628937704113,166.628937703609,166.62893770365,166.628937703482,166.628937703545,166.628937703318,166.628937703405,166.628937703602,166.628937703691,166.628937703742,166.628937703707,166.628937703536,166.628937703549,166.628937703526,166.628937703482,166.628937703527,166.628937703354,166.628937703534,166.628937703501,166.628937703553,166.628937703596,166.628937703521,166.62893770356,166.628937703541,166.62893770343,166.628937703709,166.628937704028,149.055842542062,149.055842542152,149.055842542086,138.831182378022,138.831182378049,138.831182378074,138.155789924464,138.15578992442,138.155789924509,138.155789924371,138.155789924367,138.155789924394,138.155789924967,121.016858816399,121.016858816457,121.016858816144,104.560826166206,104.560826165981,104.560826166046,103.499480391983,97.5453845824415,97.5453845822582,97.5453845821654,91.7329717630182,91.7329717630117,91.7329717627421,91.2813208127868,91.2813208126728,90.2096569635494,90.2096569636014,90.2096569636264,89.2498011549525,89.2498011548574,89.2498011546414,89.1960695635484,89.1960695636635,89.1960695636226,89.1960695641359,89.1960695641455,89.196069563995,89.1960695637027,89.1960695639552,89.1960695638786,89.1960695637428,89.196069563527,89.1960695635888,74.8841854058365,72.6178559516283,72.6178559521779,54.3774248234063,47.784532033604,47.7845320336443,42.2372213653851,37.5107640770474,37.5028505685637,36.5594855392075,35.8908043369928,35.8904027002273,35.8819812894481,35.6756945514129,35.538765831306,35.5358686665852,31.8275417883743,27.8994898400062,27.7440205312446,21.8549594284969,13.9249264645766,0,12.796813259505,16.7138013017414,20.1256049906262,21.5294120995548,22.2661018064599,22.8513368198255,23.1476616105259,23.5242177272264,23.7168577655215,29.2497202946502,34.4098678161928,39.2567597547814,96.111502258898,100.787846541288,105.873362231525,158.136712121196,158.25047168205,158.498325701802,169.534110893413,170.172067396669,175.593906066046,175.593906066224,175.5939060658,175.593906065849,175.593906065715,175.593906065783,175.593906065804
"Setophaga occidentalis.1",208.720510919645,208.720510919489,208.720510919482,208.720510919526,208.720510919476,208.720510919546,208.720510919506,208.720510919565,208.720510919539,208.720510919647,208.720510920019,208.720510920267,208.720510920634,208.720510920532,208.72051092054,166.628937704154,166.628937704006,166.628937704321,166.628937704438,166.628937704323,166.628937704086,166.62893770407,166.628937704167,166.628937703987,166.628937703825,166.628937703951,166.6289377039,166.628937703877,166.62893770386,166.628937703908,166.628937704156,166.628937703653,166.628937703693,166.628937703525,166.628937703589,166.628937703361,166.628937703449,166.628937703645,166.628937703735,166.628937703786,166.62893770375,166.628937703579,166.628937703592,166.62893770357,166.628937703525,166.628937703571,166.628937703398,166.628937703577,166.628937703545,166.628937703597,166.628937703639,166.628937703564,166.628937703604,166.628937703584,166.628937703473,166.628937703753,166.628937704072,149.055842542106,149.055842542195,149.05584254213,138.831182378066,138.831182378093,138.831182378117,138.155789924508,138.155789924464,138.155789924552,138.155789924414,138.155789924411,138.155789924437,138.155789925011,121.016858816443,121.016858816501,121.016858816187,104.560826166249,104.560826166024,104.56082616609,103.499480392027,97.545384582485,97.5453845823018,97.5453845822088,91.7329717630617,91.7329717630553,91.7329717627856,91.2813208128303,91.2813208127163,90.209656963593,90.209656963645,90.20965696367,89.249801154996,89.2498011549008,89.2498011546849,89.1960695635919,89.196069563707,89.1960695636662,89.1960695641794,89.196069564189,89.1960695640385,89.1960695637462,89.1960695639987,89.1960695639222,89.1960695637863,89.1960695635705,89.1960695636322,74.8841854058801,72.6178559516719,72.6178559522214,54.3774248234499,48.0902797907516,48.0902797907918,42.5429691225327,38.5663683070158,38.5584547985321,37.6840081700671,37.0153269678524,37.0153269678037,37.0153269678981,36.8206202348117,36.6836915147049,36.6807943499841,32.9938770578852,29.1352911527942,29.0769265647109,24.4809841340135,17.9897456495943,12.796813259505,0,13.1301050770941,17.6463376726263,19.8830264269315,21.210049319897,21.8231030427257,22.2369609440542,22.7007474043299,23.0075000299274,28.5960075232849,34.2060218646719,39.0529138032606,95.9076563073771,100.58545432331,105.671441354496,158.136712121239,158.250471682093,158.498325701846,169.534110893457,170.172067396713,175.59390606609,175.593906066268,175.593906065843,175.593906065893,175.593906065758,175.593906065826,175.593906065847
"Setophaga townsendi.2",208.720510919536,208.720510919379,208.720510919373,208.720510919417,208.720510919367,208.720510919437,208.720510919397,208.720510919456,208.72051091943,208.720510919538,208.72051091991,208.720510920158,208.720510920525,208.720510920423,208.72051092043,166.628937704045,166.628937703898,166.628937704212,166.628937704329,166.628937704214,166.628937703977,166.628937703961,166.628937704059,166.628937703878,166.628937703716,166.628937703842,166.62893770379,166.628937703769,166.628937703751,166.628937703799,166.628937704047,166.628937703544,166.628937703584,166.628937703416,166.62893770348,166.628937703252,166.62893770334,166.628937703536,166.628937703626,166.628937703677,166.628937703642,166.62893770347,166.628937703483,166.628937703461,166.628937703416,166.628937703462,166.628937703289,166.628937703468,166.628937703436,166.628937703488,166.62893770353,166.628937703455,166.628937703495,166.628937703475,166.628937703364,166.628937703644,166.628937703963,149.055842541997,149.055842542086,149.055842542021,138.831182377957,138.831182377984,138.831182378008,138.155789924399,138.155789924355,138.155789924443,138.155789924305,138.155789924302,138.155789924328,138.155789924902,121.016858816334,121.016858816392,121.016858816078,104.56082616614,104.560826165915,104.560826165981,103.499480391918,97.545384582376,97.5453845821928,97.5453845820998,91.7329717629527,91.7329717629463,91.7329717626766,91.2813208127212,91.2813208126073,90.209656963484,90.2096569635359,90.2096569635609,89.2498011548869,89.2498011547917,89.2498011545759,89.1960695634829,89.196069563598,89.1960695635572,89.1960695640704,89.1960695640801,89.1960695639294,89.1960695636371,89.1960695638897,89.1960695638131,89.1960695636773,89.1960695634615,89.1960695635232,74.884185405771,72.6178559515628,72.6178559521124,54.3774248233409,48.0902797906425,48.0902797906828,42.5429691224237,38.5663683069067,38.5584547984231,37.6867953848969,37.1174746981942,37.1174746981455,37.1174746982399,36.969232787418,36.8323040673112,36.8294069025904,33.1424896104915,29.3477465188548,29.3104240115692,25.6278821065894,20.3185320300861,16.7138013017414,13.1301050770941,0,14.4937178165589,18.077693005722,20.0542404644141,21.024543923973,21.6604433344263,22.4500583453604,22.7568109709579,28.3453184643154,33.9553328057024,38.8290265737911,95.6847332653569,100.36253128129,105.448518312476,157.913789079219,158.250471681984,158.498325701737,169.534110893348,170.172067396604,175.593906065981,175.593906066159,175.593906065734,175.593906065784,175.593906065649,175.593906065717,175.593906065738
"Setophaga coronata.1",208.72051091967,208.720510919513,208.720510919507,208.720510919551,208.7205109195,208.720510919571,208.720510919531,208.72051091959,208.720510919564,208.720510919672,208.720510920044,208.720510920292,208.720510920659,208.720510920557,208.720510920564,166.628937704179,166.628937704031,166.628937704346,166.628937704463,166.628937704347,166.62893770411,166.628937704095,166.628937704192,166.628937704012,166.628937703849,166.628937703976,166.628937703924,166.628937703902,166.628937703884,166.628937703933,166.628937704181,166.628937703678,166.628937703718,166.62893770355,166.628937703613,166.628937703386,166.628937703473,166.62893770367,166.628937703759,166.628937703811,166.628937703775,166.628937703604,166.628937703617,166.628937703595,166.62893770355,166.628937703595,166.628937703422,166.628937703602,166.62893770357,166.628937703621,166.628937703664,166.628937703589,166.628937703628,166.628937703609,166.628937703498,166.628937703777,166.628937704097,149.055842542131,149.05584254222,149.055842542155,138.83118237809,138.831182378117,138.831182378142,138.155789924532,138.155789924488,138.155789924577,138.155789924439,138.155789924436,138.155789924462,138.155789925035,121.016858816468,121.016858816525,121.016858816212,104.560826166274,104.560826166049,104.560826166114,103.499480392051,97.5453845825097,97.5453845823265,97.5453845822336,91.7329717630864,91.73297176308,91.7329717628103,91.281320812855,91.281320812741,90.2096569636178,90.2096569636697,90.2096569636946,89.2498011550207,89.2498011549255,89.2498011547096,89.1960695636166,89.1960695637317,89.1960695636909,89.1960695642042,89.1960695642138,89.1960695640632,89.1960695637708,89.1960695640234,89.1960695639469,89.196069563811,89.1960695635952,89.1960695636569,74.8841854059048,72.6178559516966,72.6178559522462,54.3774248234746,48.0902797907763,48.0902797908165,43.0246666264206,39.0480658109036,39.04015230242,38.7323267304096,38.1630060437068,38.1630060436581,38.1630060437525,38.0161432277898,37.8863883290694,37.8834911643486,34.1965738722497,30.4018307806131,30.3959644614762,26.7569804071656,22.4969566273787,20.1256049906262,17.6463376726263,14.4937178165589,0,13.3914534172532,16.776425892223,18.2794876655719,19.8467759771662,20.8826536401699,21.6831441653654,27.3959828830854,33.1756496075412,38.1415644869866,95.6827944205622,100.362531281423,105.44851831261,157.913789079353,158.250471682118,158.49832570187,169.534110893481,170.172067396737,175.593906066114,175.593906066293,175.593906065868,175.593906065917,175.593906065783,175.593906065851,175.593906065872
"Myioborus pictus.1",208.720510919636,208.720510919479,208.720510919472,208.720510919517,208.720510919466,208.720510919536,208.720510919496,208.720510919555,208.720510919529,208.720510919637,208.720510920009,208.720510920257,208.720510920624,208.720510920522,208.72051092053,166.628937704144,166.628937703997,166.628937704311,166.628937704428,166.628937704313,166.628937704076,166.628937704061,166.628937704158,166.628937703978,166.628937703815,166.628937703941,166.62893770389,166.628937703868,166.62893770385,166.628937703898,166.628937704147,166.628937703643,166.628937703683,166.628937703515,166.628937703579,166.628937703351,166.628937703439,166.628937703635,166.628937703725,166.628937703776,166.628937703741,166.62893770357,166.628937703582,166.62893770356,166.628937703515,166.628937703561,166.628937703388,166.628937703567,166.628937703535,166.628937703587,166.628937703629,166.628937703554,166.628937703594,166.628937703575,166.628937703463,166.628937703743,166.628937704062,149.055842542096,149.055842542186,149.05584254212,138.831182378056,138.831182378083,138.831182378107,138.155789924498,138.155789924454,138.155789924542,138.155789924404,138.155789924401,138.155789924428,138.155789925001,121.016858816433,121.016858816491,121.016858816177,104.560826166239,104.560826166014,104.56082616608,103.499480392017,97.5453845824752,97.545384582292,97.5453845821991,91.7329717630519,91.7329717630455,91.7329717627758,91.2813208128205,91.2813208127065,90.2096569635833,90.2096569636352,90.2096569636602,89.2498011549862,89.2498011548911,89.2498011546752,89.1960695635821,89.1960695636972,89.1960695636564,89.1960695641696,89.1960695641792,89.1960695640287,89.1960695637364,89.1960695639889,89.1960695639124,89.1960695637764,89.1960695635606,89.1960695636224,74.8841854058703,72.6178559516621,72.6178559522117,54.3774248234401,48.0902797907418,48.090279790782,43.0246666263861,39.2629608760251,39.2550473675415,38.9472217955311,38.5968348664559,38.5968348664072,38.5968348665016,38.4499720505389,38.3202171518185,38.3202171517609,34.633299859662,30.8385567680254,30.8326904488885,27.1990541866443,23.2010876234089,21.5294120995548,19.8830264269315,18.077693005722,13.3914534172532,0,13.6845388168456,16.2020025123862,18.3671000792299,19.8519079893962,20.8012902486486,26.8014279515765,32.6576201038339,37.7138154839161,95.3091074460942,100.362531281389,105.448518312575,157.913789079319,158.250471682084,158.498325701836,169.534110893447,170.172067396703,175.59390606608,175.593906066258,175.593906065833,175.593906065883,175.593906065748,175.593906065816,175.593906065837
"Myioborus miniatus.1",208.720510919567,208.72051091941,208.720510919404,208.720510919448,208.720510919398,208.720510919468,208.720510919428,208.720510919487,208.720510919461,208.720510919569,208.720510919941,208.720510920189,208.720510920556,208.720510920454,208.720510920462,166.628937704076,166.628937703929,166.628937704243,166.62893770436,166.628937704245,166.628937704008,166.628937703993,166.628937704089,166.628937703909,166.628937703747,166.628937703873,166.628937703822,166.6289377038,166.628937703782,166.62893770383,166.628937704078,166.628937703575,166.628937703615,166.628937703447,166.628937703511,166.628937703283,166.628937703371,166.628937703567,166.628937703657,166.628937703708,166.628937703673,166.628937703502,166.628937703514,166.628937703492,166.628937703447,166.628937703493,166.62893770332,166.628937703499,166.628937703467,166.628937703519,166.628937703561,166.628937703486,166.628937703526,166.628937703507,166.628937703395,166.628937703675,166.628937703994,149.055842542028,149.055842542117,149.055842542052,138.831182377988,138.831182378015,138.831182378039,138.15578992443,138.155789924386,138.155789924474,138.155789924336,138.155789924333,138.15578992436,138.155789924933,121.016858816365,121.016858816423,121.016858816109,104.560826166171,104.560826165946,104.560826166012,103.499480391949,97.5453845824071,97.5453845822238,97.5453845821309,91.7329717629838,91.7329717629774,91.7329717627076,91.2813208127524,91.2813208126384,90.2096569635151,90.209656963567,90.2096569635919,89.2498011549181,89.2498011548229,89.249801154607,89.196069563514,89.1960695636291,89.1960695635882,89.1960695641015,89.1960695641112,89.1960695639606,89.1960695636683,89.1960695639209,89.1960695638443,89.1960695637084,89.1960695634926,89.1960695635543,74.8841854058021,72.6178559515939,72.6178559521436,54.377424823372,48.0902797906736,48.0902797907139,43.024666626318,39.262960875957,39.2550473674734,38.9472217954629,38.5968348663878,38.5968348663391,38.5968348664335,38.4499720504707,38.3209101758789,38.3209101758213,34.7196170560815,30.9248739644449,30.9190076453081,27.2853713830639,23.6615340166148,22.2661018064599,21.210049319897,20.0542404644141,16.776425892223,13.6845388168456,0,13.132848706406,16.8969089127708,19.2591548437875,20.4455995239366,26.5909506241791,32.6387082527522,37.6997383944744,95.3091074460259,100.362531281321,105.448518312507,157.91378907925,158.250471682015,158.498325701768,169.534110893379,170.172067396635,175.593906066011,175.59390606619,175.593906065765,175.593906065815,175.59390606568,175.593906065748,175.593906065769
"Cardellina pusilla.2",208.720510919581,208.720510919424,208.720510919418,208.720510919462,208.720510919411,208.720510919482,208.720510919442,208.720510919501,208.720510919475,208.720510919583,208.720510919954,208.720510920203,208.72051092057,208.720510920468,208.720510920475,166.62893770409,166.628937703942,166.628937704256,166.628937704374,166.628937704258,166.628937704022,166.628937704006,166.628937704103,166.628937703923,166.62893770376,166.628937703886,166.628937703835,166.628937703813,166.628937703795,166.628937703844,166.628937704092,166.628937703589,166.628937703629,166.628937703461,166.628937703524,166.628937703297,166.628937703384,166.628937703581,166.62893770367,166.628937703722,166.628937703686,166.628937703515,166.628937703528,166.628937703506,166.628937703461,166.628937703506,166.628937703333,166.628937703513,166.628937703481,166.628937703532,166.628937703575,166.6289377035,166.628937703539,166.62893770352,166.628937703409,166.628937703688,166.628937704008,149.055842542041,149.055842542131,149.055842542065,138.831182378001,138.831182378028,138.831182378053,138.155789924443,138.155789924399,138.155789924488,138.15578992435,138.155789924347,138.155789924373,138.155789924946,121.016858816379,121.016858816436,121.016858816123,104.560826166185,104.56082616596,104.560826166025,103.499480391962,97.5453845824206,97.5453845822373,97.5453845821445,91.7329717629974,91.732971762991,91.7329717627212,91.281320812766,91.2813208126519,90.2096569635287,90.2096569635805,90.2096569636056,89.2498011549316,89.2498011548365,89.2498011546206,89.1960695635276,89.1960695636427,89.1960695636018,89.1960695641151,89.1960695641247,89.1960695639741,89.1960695636818,89.1960695639344,89.1960695638578,89.1960695637219,89.1960695635061,89.1960695635678,74.8841854058158,72.6178559516075,72.6178559521571,54.3774248233855,48.0902797906872,48.0902797907275,43.0246666263316,39.2629608759706,39.2550473674869,38.9472217954765,38.5968348664014,38.5968348663527,38.596834866447,38.4547060943259,38.3256442197341,38.3256442196765,34.7330662146615,31.0365844069921,31.0307180878553,27.397081825611,23.7732444591619,22.8513368198255,21.8231030427257,21.024543923973,18.2794876655719,16.2020025123862,13.132848706406,0,14.4513022643259,18.1847415896703,20.1360922788362,26.3666756583882,32.5093635231618,37.6997383944879,95.3091074460395,100.362531281334,105.448518312521,157.913789079264,158.250471682029,158.498325701781,169.534110893392,170.172067396648,175.593906066025,175.593906066204,175.593906065779,175.593906065829,175.593906065694,175.593906065762,175.593906065783
"Cardellina rubrifrons",208.720510919687,208.72051091953,208.720510919523,208.720510919568,208.720510919517,208.720510919587,208.720510919547,208.720510919606,208.72051091958,208.720510919689,208.72051092006,208.720510920308,208.720510920675,208.720510920573,208.720510920581,166.628937704195,166.628937704048,166.628937704362,166.628937704479,166.628937704364,166.628937704127,166.628937704112,166.628937704209,166.628937704029,166.628937703866,166.628937703992,166.628937703941,166.628937703919,166.628937703901,166.628937703949,166.628937704197,166.628937703694,166.628937703734,166.628937703566,166.62893770363,166.628937703402,166.62893770349,166.628937703686,166.628937703776,166.628937703827,166.628937703792,166.628937703621,166.628937703633,166.628937703611,166.628937703566,166.628937703612,166.628937703439,166.628937703618,166.628937703586,166.628937703638,166.62893770368,166.628937703605,166.628937703645,166.628937703626,166.628937703515,166.628937703794,166.628937704113,149.055842542147,149.055842542236,149.055842542171,138.831182378107,138.831182378134,138.831182378158,138.155789924549,138.155789924505,138.155789924593,138.155789924455,138.155789924452,138.155789924479,138.155789925052,121.016858816484,121.016858816542,121.016858816229,104.56082616629,104.560826166065,104.560826166131,103.499480392068,97.5453845825261,97.5453845823429,97.5453845822499,91.7329717631029,91.7329717630964,91.7329717628268,91.2813208128714,91.2813208127575,90.2096569636343,90.2096569636861,90.209656963711,89.2498011550372,89.249801154942,89.2498011547262,89.1960695636331,89.1960695637481,89.1960695637073,89.1960695642206,89.1960695642302,89.1960695640796,89.1960695637873,89.1960695640399,89.1960695639633,89.1960695638276,89.1960695636116,89.1960695636734,74.8841854059213,72.617855951713,72.6178559522627,54.397275847803,48.1101308151047,48.110130815145,43.0445176507491,39.2828119003881,39.2748983919044,38.967072819894,38.6590545641869,38.6590545641382,38.6590545642325,38.6590545641942,38.5299926896023,38.5299926895447,34.9463856279645,31.2555133852756,31.2555133852588,27.6218771230146,23.9980397565655,23.1476616105259,22.2369609440542,21.6604433344263,19.8467759771662,18.3671000792299,16.8969089127708,14.4513022643259,0,15.068824987905,18.6023075543837,25.7043650571073,31.9160067018456,37.318367949923,95.2382445015674,100.30792339275,105.398705281353,157.865489575287,158.250471682134,158.498325701887,169.534110893498,170.172067396754,175.593906066131,175.593906066309,175.593906065884,175.593906065934,175.593906065799,175.593906065867,175.593906065888
