"","Cairina moschata.1","Tachybaptus dominicus","Charadrius vociferus.1","Rallus limicola","Porzana carolina","Ardea alba.3","Egretta thula","Ardea herodias.1","Butorides virescens","Egretta caerulea","Sarcoramphus papa","Coragyps atratus","Cathartes aura","Harpia harpyja","Buteo jamaicensis.1","Rupornis magnirostris","Buteo brachyurus","Falco sparverius.1","Elanus leucurus","Elanoides forficatus","Meleagris gallopavo.2","Penelope purpurascens","Crax rubra","Penelopina nigra","Ortalis vetula","Psilorhinus morio","Cyanocorax yncas","Cyanocitta stelleri.1","Cyanolyca pumilo","Cyanolyca cucullata","Gallus gallus.2","Colinus virginianus","Dactylortyx thoracicus","Crypturellus cinnamomeus","Geococcyx velox","Piaya cayana","Columba livia.2","Patagioenas flavirostris","Leptotila verreauxi","Columbina inca","Columbina talpacoti","Megascops trichopsis","Megascops barbarus","Glaucidium gnoma.1","Aegolius ridgwayi","Strix virgata","Nyctidromus albicollis","Chordeiles acutipennis","Petrochelidon pyrrhonota.1","Petrochelidon fulva","Hirundo rustica.3","Atticora pileata","Tachycineta bicolor.2","Streptoprocne zonaris","Streptoprocne rutila","Cypseloides niger","Aeronautes saxatalis","Basilinna leucotis","Doricha enicura","Lampornis amethystinus","Saucerottia cyanocephala","Pionus senilis","Amazona albifrons","Eupsittula canicularis","Eupsittula canicularis.1","Ara macao","Ramphastos sulfuratus","Trogon mexicanus","Aspatha gularis","Melanerpes formicivorus","Dryocopus lineatus","Dryobates villosus.1","Dryobates scalaris","Contopus pertinax","Contopus sordidulus","Empidonax fulvifrons","Empidonax albigularis","Myiozetetes similis","Campylorhynchus zonatus","Troglodytes rufociliatus","Melanotis hypoleucus","Turdus rufitorques","Turdus grayi","Turdus infuscatus","Turdus plebejus","Turdus rufopalliatus","Myadestes occidentalis","Catharus frantzii","Parkesia motacilla","Parkesia noveboracensis","Sialia sialis","Ptiliogonys cinereus","Cyclarhis gujanensis","Vireo huttoni","Cardellina pusilla.1","Cardellina canadensis","Leiothlypis ruficapilla","Oreothlypis superciliosa","Setophaga magnolia.1","Setophaga coronata","Setophaga townsendi.1","Setophaga virens","Setophaga chrysoparia","Setophaga occidentalis","Geothlypis tolmiei","Geothlypis trichas","Myioborus pictus","Myioborus miniatus","Cardellina versicolor","Basileuterus belli","Diglossa baritula","Spinus notatus","Spinus atriceps","Spinus pinus.1","Spinus psaltria","Psaltriparus minimus","Zonotrichia capensis","Melospiza lincolnii","Aimophila rufescens","Pheucticus ludovicianus","Piranga flava","Saltator atriceps","Icterus chrysater","Icterus mesomelas","Dumetella carolinensis","Crotophaga sulcirostris","Amblycercus holosericeus","Dives dives","Quiscalus mexicanus","Corvus corax.3","Psarocolius wagleri","Accipiter striatus.1","Patagioenas fasciata.1","Zenaida asiatica","Zenaida macroura.1","Chordeiles minor.2","Tachycineta albilinea","Melanerpes aurifrons","Colaptes rubiginosus","Certhia americana","Lepidocolaptes affinis","Tyrannus melancholicus","Sayornis nigricans","Mitrephanes phaeocercus","Mimus gilvus","Vireo flavoviridis","Setophaga petechia.2","Agelaius phoeniceus","Molothrus aeneus","Calocitta formosa","Glaucidium brasilianum","Strix fulvescens","Stelgidopteryx serripennis.1","Amazona auropalliata","Pteroglossus torquatus","Trogon caligatus","Colaptes auratus.2","Myiarchus tuberculifer","Troglodytes aedon","Vireo solitarius","Atlapetes albinucha","Pipilo maculatus","Icterus galbula","Icterus pustulatus","Anas platyrhynchos.2","Chaetura vauxi","Basileuterus rufifrons","Junco phaeonotus","Tyto alba.1","Bubo virginianus.2","Pyrocephalus rubinus","Passer domesticus","Loxia curvirostra.1","Sturnella magna","Psittacara holochlorus","Riparia riparia.3","Henicorhina leucophrys","Melozone biarcuata","Megascops guatemalae","Antrostomus vociferus","Colibri thalassinus","Aulacorhynchus prasinus","Momotus coeruliceps","Contopus bogotensis","Cantorchilus modestus","Sporophila torqueola","Chlorospingus flavopectus","Saltator grandis"
"Cairina moschata.1",0,6.69820990351523,5.69758143171746,6.2380761046481,6.49925735673103,2.60275434988537,2.58253150724933,2.89548691435943,3.34136321636952,2.59787216002749,1.76024897482908,2.08560090655494,1.77325371145348,2.88011259650754,1.79897769490082,3.04031431288586,2.49103770726866,4.49343091889953,3.19639207193483,2.96285194496107,2.54106324810033,3.26406055466335,3.26468932986602,4.49803261824952,4.35062416582722,3.16466442386765,5.35098767359613,4.25801501465413,5.64137431041281,5.30494322921957,3.20377588498199,5.77013890483703,5.64752953024517,5.0485861545732,4.87978526285409,4.78742350852568,4.72911677342222,4.91859997747129,5.88454183045742,7.12705288383335,7.49463197314365,5.38674026138255,5.43285255238193,6.57905672539466,5.19768487630286,3.1559005372548,5.98352217550403,7.73839304092264,7.72068680524868,7.94187781560508,7.63145717658637,8.81682579844507,7.88086865520263,6.29573093057454,9.18971501907168,8.58592559747531,8.99043275150404,10.5777354687165,11.3421511295083,9.5650254289434,9.58840133139063,4.07748010699394,3.70584954230399,4.98234092717261,4.98234092717261,3.26120154109075,3.80816625428273,5.00060962326276,5.25342462730908,4.64827624058385,3.30078282417703,4.75874662535334,6.26361690028348,5.84996118626879,7.16219322888177,8.64248876223801,7.95268355153651,6.9219229438192,7.02504676625716,9.28227808481945,5.79678882175644,5.16452177274711,5.36375408796842,5.40366110990996,5.05746048665266,5.36317016300142,6.56450888089415,6.90598463626993,7.17407993233402,7.51744408658809,6.88713945293544,7.06596604514342,6.92096898713274,8.39636987913731,8.90636343482421,8.19190135667859,8.91372913893211,8.33145498151445,8.7523916558911,8.04747290318947,8.48368399524848,8.54035727407408,8.28157106402981,8.26118469607364,8.50342238792263,8.8537887976801,8.19030762151262,8.42446463622706,8.72474774942169,8.5030569772733,8.81370803286125,7.99231507490972,7.95106032820289,7.73187635157727,8.42026219995802,9.89033392077009,7.5565082910476,7.88637423184627,7.09193723003744,5.70069714622353,5.85765444347203,4.97959740919417,5.72214358177036,5.92024359279854,6.66624478923743,4.52453558520112,5.77239930489671,5.01112313848879,3.32324510990825,1.42500103974105,2.94524209514715,4.42028291369904,4.03956195373824,5.06496751610395,6.2149008417437,6.95519309353928,8.02098959449255,4.73538541409589,5.15677388030259,8.66792584402694,5.81767380804618,5.43936708131528,6.90003954489623,8.367710430808,5.69777700659084,7.27184635275651,8.53062936360223,5.41065547830602,5.6792281549336,3.2602612798827,6.41090741365719,2.09206633517498,8.34666601603334,2.66431677193103,3.83467660802413,5.72205370802675,3.8747068801356,6.66507682187765,8.90522076860226,7.69861577805175,7.04364843835299,6.57801771713501,6.22302758183323,6.10805248464548,2.04393573170472,9.92438010154332,8.84461307567893,7.33956241981882,2.73984390454853,1.5488559508362,7.51619124615056,7.06632628122876,6.04121895647227,5.01423756811411,4.21768714080573,8.51557037685065,9.01577896612718,7.5918086450982,4.65230960632213,6.62230649077312,9.47136792781963,4.19354687669668,4.33630483854836,7.68219591650471,8.40653960005827,8.79172807367131,7.67799026373472,5.63451295195873
"Tachybaptus dominicus",6.69820990351523,0,3.59104239766129,1.76688716893809,1.8309926737805,7.36547101347638,5.71235720288791,8.4084368372921,4.17497333883724,5.5078128332713,8.0933231678174,6.64900514523352,7.07860759875392,8.95539350601521,6.65094223326228,4.74170180690578,5.33008930445335,4.0918909415254,5.10491269132312,6.46623053498855,7.91769574689143,6.88640515233069,7.32740598791873,5.59627720839443,4.88958199729749,5.28554147364705,3.97643348259608,3.91309750881428,3.45582404030658,4.10441536144117,4.89355025601405,2.17452807447105,1.88157579527181,2.15448852674893,5.23763005513708,4.91496158817551,3.93592587692849,3.57493326269265,2.87818808544649,2.96791801066503,2.61064441484187,2.62145634793375,2.47378448369358,2.46019568722257,2.59685611746453,4.61237276419469,3.80177075468003,4.98791348409012,3.60833087341676,3.83162746728662,4.11652692508872,4.56794494979457,3.9394339421926,4.5053567030249,5.54074207344016,5.42372010150467,5.62610263904765,6.22761283668926,6.92115662322822,5.52809044479184,5.23836868496424,4.24199136369453,4.3214023079703,4.35794752185176,4.35794752185176,8.9029038511025,7.6145461878937,4.51918055453043,3.62447489564354,2.95836844629615,4.17979081876093,2.92196369667482,2.23162036843364,2.86831607157122,2.93793106826429,3.43871618841456,3.00664920314593,2.52702404872709,2.77966119318524,3.35163996718185,3.31561000268975,2.78301545263796,2.77014300133463,2.80919905085322,2.76271768869847,2.77595500984754,3.0141583435223,2.52991406328591,2.09966761629632,2.28702226733374,2.44910769899772,3.14416582203133,2.55638731034463,2.95461758172345,3.39293584944692,2.96559096972509,3.24087210544445,3.02047698317703,3.19602209572989,2.88747967177863,3.09276304533485,3.10467240215051,2.96264703718033,2.96388953281049,3.07425618073048,3.29957776321889,3.17111774616088,3.39836118664893,3.367486785025,3.27242869630389,3.15679824319026,2.76770393859408,2.72665476873129,2.80332040360883,3.13101869176289,4.35952063844499,2.69392793180308,2.71827578534218,3.08824078624924,2.78920710359343,2.70800502529947,3.49385449180749,2.78798113004611,3.00402052089083,2.64873748108834,4.09734098451144,3.23526072989431,3.40280418020023,4.49003071900988,7.58774308414044,4.5632131867461,3.91162324210523,4.0400438624955,3.35893187751527,3.59540858571105,4.82674587817042,3.63464283285296,2.84078542952244,2.61571894871233,3.49067357074921,2.98606198550139,3.08066803275621,2.80035302813033,3.51869300138413,2.9384866768749,2.23534433948162,2.94034689621606,2.62433336873291,2.29343718053072,5.65979018866547,2.53515514519604,5.56348566422783,4.03873144519996,5.53025606053163,6.43529829575875,3.62354794311916,3.63250531189382,2.78632520891404,3.19459523346959,2.58646250800045,3.17238377423936,3.00748652780822,2.30768469065449,2.59779838275751,5.8267883481238,5.76397656482222,3.67236619450911,2.67747725947792,4.90483874105777,6.35147997296651,2.69066597752345,2.54397248727175,2.66131628141822,2.34286142048011,5.05134477368481,4.23729510544029,3.11095321000814,3.12805815239586,2.85434377866691,4.10915162634133,5.05866710272083,5.16294608694681,4.47212711326919,3.06443388760425,3.13377910317109,3.5762085729625,2.7997510627356,3.17927022270864
"Charadrius vociferus.1",5.69758143171746,3.59104239766129,0,3.10045859725075,2.16840196207351,6.5005318256854,4.95378378048722,7.42824585040218,4.00588592297633,4.65171959162001,6.85861395322921,6.16266307312225,5.87771233369809,7.24183072888632,5.30225043818929,3.71130524347645,4.11882242837168,2.25199981633946,3.19392828474217,4.26612884847066,6.70026106800665,6.00782613375435,6.75413073003097,5.44314507203878,4.4895566769824,4.98914068296133,4.69052539882224,4.14016381774826,4.21138512524516,4.98971639381806,3.96242559333993,2.92939591549544,2.77943801099351,2.96481016012751,5.33348016521532,4.63809147625795,1.55888911805296,1.89059945281667,2.58492276208207,3.04377022351799,3.51415022307211,2.76344344799264,2.62579056985251,3.49956823742863,3.06519830258563,4.03414107202844,2.11816426677782,3.03561433578868,2.89373173667458,3.07694869617925,2.76573339066308,3.7660094034335,2.85294590939476,1.91780629979199,4.18540254097824,3.58785189390162,3.96680259843496,5.91774391687088,6.56766408749229,5.02460661290268,4.85361139420314,3.86896231408081,4.15787159989015,3.57863357481904,3.57863357481904,7.71399483218723,7.71634921962891,2.98818728107784,3.91493870367745,2.79175623568293,3.89014654021525,3.11798655063514,3.22092978973979,2.93570929490627,3.22301958615348,4.67850396237049,4.14687799127216,3.74380592466959,4.03212403877552,5.20217414882862,3.87353587007023,2.23853720259049,2.83640478458434,2.36558451184695,2.34962337971336,2.58561937663622,2.77002839161515,3.42344179573436,3.01516041173692,3.22315060490108,2.53853855733083,3.2500931388066,4.16378514621791,4.46083809330814,4.6297333533981,3.93174761993999,4.50054615232887,4.03183391547097,4.45692411621551,3.65949681448033,3.92812725451975,4.06055508170255,4.18243113428409,3.81032694299679,4.17658209897886,4.7995803719926,4.08325920005866,4.51744340994539,4.65255912465003,4.64243667006819,4.47771039352388,3.94178374457855,3.72888724546318,3.41787542074923,4.46239760165204,5.47393705662673,4.2190594999417,3.92854735715002,4.74432057373973,3.32024832978224,3.40131491341594,4.10999836072826,3.44780131697128,3.76892085498399,3.26457674335033,3.96850462096487,4.39153643936834,3.87904488083673,3.6162996750755,6.30696662861994,4.08477761474879,2.70768165333142,2.29580173516949,1.65265504170445,1.84256713137159,2.12752698791842,3.15096210231415,3.14577614919037,2.98652040794917,4.15570533517507,3.01974676414647,3.38868608500049,3.44040341882156,4.14606946209512,2.81144831103553,3.32789433832509,4.21811742971803,2.80865991961783,2.86226833441071,4.88591260616093,3.88827541276493,4.4065134858572,3.30999141117992,5.10655152030823,6.64397650585045,2.90767310953811,3.33511865664352,3.7668506339166,5.07848265367174,3.38319696178838,4.65601184145855,3.99566106075072,2.7361226404195,3.3835049989126,4.78242430303728,4.73820448787401,5.22891369374362,3.64286916255208,3.3786033424835,5.23075486434927,3.77778156080792,3.54340800764674,2.91343406183791,2.947043830789,4.03025836532163,3.5046468675983,5.52583661329841,4.83158282281338,2.7101515852064,2.00354699294405,4.72997965766341,5.82555027963503,4.62353567788592,4.02447207190132,5.0564664465035,5.17527432225789,4.25792926221354,4.08418553153673
"Rallus limicola",6.2380761046481,1.76688716893809,3.10045859725075,0,1.86310157056927,6.50619271572088,4.77840173409454,7.62364524592311,3.34110618405633,4.65619010037242,7.59969269672243,6.17945897404417,6.5961028783578,8.33415361171622,6.25132201852115,4.41096211036958,4.98319679145288,3.99370202010906,4.75294078922514,5.97316983150119,7.46321120102346,6.39755475373442,6.86107935181027,5.26120424603577,4.54855090125982,4.74375960993992,3.75199288831462,3.51635957097169,3.22238702569142,3.90131038345552,4.50284228033521,2.89025489418715,2.72125165042297,2.41831119635991,4.62259965989618,4.38488098790203,3.5736214208127,3.22217612302941,2.68052085349256,3.0951369280517,2.90832469652804,2.74859565793962,2.80396055611081,3.08408752680634,2.90728299290214,4.26291994861089,3.69772086141112,5.19568942512725,4.05655145224214,4.29847746468826,4.32006272930779,5.01997572850379,4.26782303800077,4.56969357148803,6.0176260634493,5.71691197061222,5.98671674561097,6.1445011888115,6.58781610687201,5.24299953210242,5.00431893186709,4.16060172078486,4.22313992589264,4.30757851137437,4.30757851137437,8.31430293634964,6.9695064966524,4.33177512544864,3.19448708219008,2.62786330920883,3.62152702735921,2.44925898898618,2.49348810747553,2.79621867728805,3.24353846190326,3.95910210526975,3.44419109510733,2.8500062061658,2.5155431820839,3.80814062790553,2.77215394670058,2.26817885517351,2.53029254953607,2.52013019231092,2.25190239942622,2.39599931395593,3.11167067658224,2.627284122832,2.3548108502764,2.44065841026307,2.6696524702386,3.35251037028842,2.91659932749355,3.49949011508561,3.86427065733134,3.41331739880276,3.72607336794385,3.31709596030649,3.65136838532626,3.24213194136515,3.44985743013866,3.50987318093401,3.3520235487538,3.33040214258807,3.39428098524947,3.69359886396617,3.58127400609943,3.81268713113705,3.87160176689628,3.69162052806374,3.55929352915225,3.3112812921908,3.23870845859735,3.19999141095589,3.84139809457649,4.88993435987726,3.23410526169218,3.18015496185009,3.37046487386285,3.06204436184185,2.85771751510883,3.38546065634037,2.4885219628493,2.65744993044495,2.50635658649985,3.76115869328161,2.9050085544427,2.99776988116891,3.69173129609493,6.98274276329,3.87392455204743,3.79385811919915,3.60081885027986,2.8078498229644,3.1908181017987,4.76275566503774,4.07289642827396,2.30806292197887,2.29852530025113,3.40074875863599,2.06056420375867,2.96421509185587,2.95811914837081,3.92787089620502,2.50651062659425,2.53545454316876,3.44358624504527,2.33445280651108,2.26246632050286,5.05615637576083,3.14208514008955,5.17269049880386,4.46199980425487,5.224295707048,5.7543281535898,3.66630853052244,2.9295193084841,2.84877194790103,3.54024884442346,3.05751741475839,3.46063993614914,3.15805789253461,2.16670090255318,2.36553194383182,5.42006980342229,6.28572143632115,4.10045699656682,3.1045411132333,4.5274918560513,5.97893282277161,3.10187478123738,3.12593312887294,2.77069772253573,1.80271605628972,4.83394187204882,4.67248339274256,3.65656754887661,3.56283832992159,2.84446541313947,3.99237952283827,4.682204173425,4.61431880084507,3.83382767230062,3.45292915041467,3.35563958019767,4.30539962203861,3.25509485126367,3.23217353938341
"Porzana carolina",6.49925735673103,1.8309926737805,2.16840196207351,1.86310157056927,0,7.22204135470472,5.54458589598673,8.26486399803719,4.21862503661085,5.33837501783406,7.78218010692221,6.54229146117688,6.67435407441193,8.39128656874741,6.16454808451664,4.1539477020878,4.76472196317271,3.04221354418248,4.25759233357909,5.58066904302312,7.50404596363906,6.42702377127642,7.04621240811101,5.23882740292117,4.33860873519133,5.01116146211185,3.82523462080932,3.6986760180698,3.20746623992123,4.10268688583887,4.31676074201139,1.81191131502514,1.75451671943268,2.24444293401419,4.91251498527418,4.33597765799773,2.81437907905478,2.42242339942351,1.83892971765995,1.8569137726371,1.91982578833163,1.8907099655344,1.82660778535649,2.06565768624213,2.26447340421827,4.16671251437912,2.42361844226248,3.66349699407893,2.64729326036628,2.87814736770731,2.94062117146652,3.5120852071922,2.84906047992618,3.36923337733882,4.55255131981621,4.26902148288621,4.44645381887026,5.69297856037107,6.27665125406392,4.93047978011551,4.63550085580072,4.03647071868249,4.21050809470963,3.76597368190835,3.76597368190835,8.48380653628431,7.80476781586068,3.48114621931347,3.22655295801483,2.52687617503684,3.94744633717021,2.64904330705761,1.9767071061303,2.24742158242234,2.27172418340264,3.14537114670013,2.68816716189026,2.20035909722039,2.48485041207425,3.3781448032314,2.88178299376218,1.79092762370788,2.02482933757081,1.75725241184605,1.84697042740994,1.84762025412792,1.84117815888902,1.87701073956103,1.43449861724421,1.59250348370514,1.3111580679471,2.11904309559166,2.48589979824942,2.70270276233511,3.01202793553951,2.40610651348703,2.85351566817562,2.47369945735017,2.81447752601869,2.14393235902832,2.43928603630423,2.52479617819725,2.50800892553308,2.28796126967669,2.5450807160907,3.06043805941424,2.56968465913738,2.96710690256786,2.96791572374163,2.94316616606939,2.72324861637241,2.46591235411663,2.27001799948526,2.12936446156691,2.9105498364921,3.90707786721708,2.48953270696931,2.22315304563622,3.12225479934874,2.37913369253321,2.3466606165373,3.3127834230589,2.33681532565485,2.60689820395017,1.8430397459219,3.58003577931035,3.23114159794002,3.08003290907554,3.91338248499326,7.23657431307456,4.30925185606139,2.97720610732138,3.09370081933177,2.14985461649178,2.08277049805583,3.40243923388676,2.79258150264943,2.64755064997633,2.2504613546483,2.74783521625213,2.28175967027277,2.71236069558923,2.20284445380215,2.90567935154589,2.00297844650675,1.70616705735116,2.58771167364779,1.91432841456992,1.68442293917983,5.12971951743226,2.43804010368779,5.06030378435189,3.04701314870787,5.3858566874409,6.57799386191302,2.76386218157455,3.30252178168271,2.47983846635528,3.2604757410302,1.85935683690605,3.10343279945328,2.58609041355722,1.4613312997475,2.08638495349087,5.66286280889465,4.81223396957891,3.50578279442223,2.04691570193781,4.28094081656369,5.95000967551563,2.30874740003844,2.10933104653175,2.15870459675446,2.11172532497362,4.51941710683624,3.28540682647241,3.59352329742887,3.10596327379947,2.29424726051881,2.67312378046304,4.43640735156269,5.4221457718831,4.24614474303523,2.7170570253272,3.23597441626458,3.46243156080586,2.53156363642769,3.01059982992584
"Ardea alba.3",2.60275434988537,7.36547101347638,6.5005318256854,6.50619271572088,7.22204135470472,0,1.80075390775268,1.2370185947863,3.45106448171901,2.05629998460502,2.67187094088763,2.76622351810712,3.11668610155305,3.40694586242202,3.14599662812765,4.20495559812289,3.86509418839607,5.8524086679651,4.7361090890176,4.49699169634071,3.31021616825994,4.0477727222972,3.7718357716757,5.24822503551881,5.24632843117878,3.98600815419914,6.13604260725238,5.09309942628974,6.41442869314564,6.06610440823178,4.30380880909833,6.95895464131993,6.76977923923306,5.8891861600048,5.43135185481887,5.66168785077572,5.87793595302325,6.05248508276467,6.80544213321304,8.17039570788254,8.41973284823993,6.43211242837372,6.5564214326147,7.73380625321961,6.37632852842789,4.30709260104212,7.19031566674029,9.08011858527282,8.90519902486893,9.13482289097653,8.84053564328336,10.0035764156554,9.03966408842196,7.51673995031242,10.4336161739726,9.82793515524345,10.2648512557145,11.4384790497759,11.9957865175472,10.3608976735028,10.3238530310032,5.55209945783147,5.17383096399337,6.47818520734083,6.47818520734083,4.3285574315251,3.76327394673223,6.54696220126233,6.19388848520525,5.72594006774699,4.36106432120754,5.66714424669737,7.27356594666024,6.94298698187116,8.24922752607918,9.58251367835989,8.88814265005859,7.86691452391622,7.65059305429936,9.92398264187891,6.43944288303076,5.99036342298138,6.2530501398404,6.34584712014561,5.86966330659112,6.21036884672206,7.63900403008257,7.64656935248346,7.97478961882433,8.24058525460517,7.84922985186547,8.16292390234661,7.77465089028662,9.21553366984041,9.70861656920398,9.06238972263048,9.70716072781075,9.13772013492121,9.53703193177776,8.89848462506498,9.28639434057067,9.35785528383091,9.09021623729334,9.09556559788087,9.24995662621372,9.57028704954857,9.08777488426458,9.30943252773975,9.56239781115197,9.29359699275605,9.53851290365465,8.93158059882775,8.9002325470947,8.6951276287215,9.41347238994285,10.7302244622275,8.43629132389059,8.75543557043984,7.89818235252079,6.84910524332865,6.92443324016996,5.99887805508867,6.54742652577892,6.63518488172837,7.43254148368789,5.52733194326869,6.42164657548547,5.75974937589327,4.00171990822634,2.35517703746995,3.75277683261325,5.55933887157008,5.3290983819933,6.05846577122275,7.1924051864308,8.15932546326408,9.1428879385616,5.61221623740068,6.08214833503709,9.33594031914351,6.44138660037609,6.54745604765631,7.89287224159916,9.38926591134861,6.49489256861061,8.12069670112313,9.32145206553424,6.26325696637565,6.57957192417761,4.24634153516586,7.5516555720859,3.53176577723387,9.48301979237579,4.20979695330678,4.12988823551519,7.11560463533016,4.74212670977486,7.57052241250437,9.52860708531285,8.61572679456765,7.89827034385815,7.4734051682026,7.07336387799606,6.90692532994757,3.46815203038962,11.102820626024,9.63366136349919,8.2760849065237,3.87616260888393,3.09617517249072,8.47076195783385,8.1396294656502,7.08844194771402,5.6301920759751,5.74302023510865,9.67322946401324,9.57504223119742,8.41641135743542,5.76863723669493,7.82113191771042,10.1345197196944,4.67391930262589,5.1240109848328,8.71713174915637,8.99678949554711,9.75581199568211,8.55371336802437,6.6348517738882
"Egretta thula",2.58253150724933,5.71235720288791,4.95378378048722,4.77840173409454,5.54458589598673,1.80075390775268,0,2.94144410567043,1.76921065987111,0.687418911764982,3.50245593936416,2.81239756291823,3.25845135742387,4.31116189838916,3.05317174056377,3.0590155129708,3.0279302657616,4.47711045328215,3.69442220159969,3.9175703761201,3.82424322686746,3.86007605129089,3.9014956178329,4.39826168107829,4.15708783109633,2.94208274596657,4.71120308383727,3.63636516776372,4.87877463057302,4.685134607465,3.22605299906822,5.3815597969195,5.20984054483218,4.37513342877901,4.26015463702839,4.38782066053,4.49622832947146,4.60218969662428,5.22475994680538,6.51034480467325,6.73351408615289,4.89317505579694,4.9844431134089,6.10502488672166,4.8197129305876,3.17714491108574,5.67289631455963,7.62585384777153,7.27832546215405,7.50945137158172,7.24016879037652,8.38211942811104,7.42927187313932,6.14056250342099,8.92387819483964,8.35589006020749,8.785072082872,9.76039227258108,10.298540927499,8.68695275767675,8.62926522125771,4.24615288745316,3.91375139183101,5.09245605368817,5.09245605368817,4.7640373042724,3.74775705578728,5.14660534275381,4.60583881625642,4.08058396949102,2.89930518648917,3.98555676916285,5.57416569766507,5.26963366464313,6.54456831029086,7.85804966764317,7.15675733618992,6.18756418604358,5.95650416151365,8.18460458299811,4.83646153405732,4.34061972543106,4.62147021407264,4.71000087985327,4.22613311476792,4.5731616152181,5.99974982893604,5.96757299665504,6.2314454774478,6.49478338218132,6.14996686490041,6.5188066060121,6.11844576327238,7.50097401890393,7.97374961020203,7.33024546099277,7.96632936870399,7.39189435204078,7.80005912579773,7.17901116286595,7.54687651525187,7.61911769457119,7.35868803475331,7.36158572611876,7.50915354354762,7.83677256154359,7.38452612115216,7.59951288626142,7.85483668272278,7.58424978854829,7.81065120177979,7.20225983625465,7.1693004429411,6.97239709004551,7.70307812804467,9.01359634890607,6.75258327613687,7.03729046674055,6.28895234230076,5.24614025925672,5.27551171522997,4.49527781328657,4.88564536344312,4.99613522862786,5.74952465144753,4.10618555005326,4.83215992053641,4.21474860607045,2.51270055368813,2.87937798924222,2.30889146592354,4.19834886188602,3.93331790126595,4.48709760840522,5.64456084584504,6.7508770446753,7.49133417634667,3.92149795281074,4.40598253810661,7.5949679701261,4.72667220504125,4.90325046073861,6.19514556876067,7.67422885979184,4.83105164694981,6.3868638374578,7.57755793386899,4.6043412989177,4.90888078778133,3.26509614582562,5.95096691210308,2.81330094436671,7.85962857165187,3.34993725326984,3.43668278419167,5.55470045016261,3.11082351687265,5.87091153011623,7.78946350886183,6.89797704800479,6.29188390245455,5.86048468655882,5.35439106952331,5.22650171891754,2.75638831853384,9.55634436203866,7.93366448566741,6.59262727659529,2.84555764079387,2.8755168997366,6.74690042354857,6.45399684977863,5.4266177253644,3.91325180499084,4.53793371744046,8.04375100396558,7.8699290112486,6.79577070847038,4.23936452635987,6.30494384516393,8.42203056708186,3.51790583946458,3.72298832340493,6.99603700507526,7.2944717515616,8.07284498410363,6.86448880664536,5.0715268763205
