"","Eulipoa wallacei","Megapodius freycinet","Gallus gallus.1","Meleagris gallopavo.1","Radjah radjah.1","Calonectris leucomelas","Hydrobates matsudairae","Ardea alba.2","Ardea sumatrana.1","Nycticorax caledonicus.1","Egretta sacra.2","Ixobrychus flavicollis.1","Fregata minor","Fregata ariel.1","Sula leucogaster.1","Pelecanus conspicillatus.1","Tachybaptus ruficollis","Gallirallus philippensis","Rallina fasciata","Gallirallus wallacii","Gymnocrex plumbeiventris","Amaurornis olivacea","Numenius phaeopus.4","Tringa brevipes.1","Actitis hypoleucos.3","Xenus cinereus.2","Calidris ruficollis.1","Sterna hirundo.2","Anarhynchus leschenaultii.1","Aegotheles crinifrons","Aerodramus vanikorensis","Collocalia esculenta","Hemiprocne mystacea","Caprimulgus macrurus.1","Otus magicus","Ninox scutulata","Ninox squamipila","Ninox connivens","Rhyticeros plicatus","Merops ornatus.1","Alcedo atthis","Ceyx lepidus","Tanysiptera galatea","Todiramphus sanctus.1","Todiramphus diops","Todiramphus funebris","Eurystomus azureus","Eurystomus orientalis","Pandion haliaetus.4","Aviceda subcristata.1","Haliastur indus.1","Icthyophaga leucogaster.1","Accipiter erythrauchen","Accipiter hiogaster","Accipiter henicogrammus","Accipiter soloensis","Cacatua alba","Lorius garrulus","Eos squamata","Hypocharmosyna placentis","Loriculus amabilis","Alisterus amboinensis","Geoffroyus geoffroyi","Tanygnathus megalorynchos","Eclectus roratus","Erythropitta rufiventris","Pitta maxima","Myzomela obscura.1","Melitograis gilolensis","Corvus validus","Corvus orru.1","Lycocorax pyrrhopterus","Semioptera wallacii","Carterornis pileatus","Symposiachrus trivirgatus","Myiagra alecto.1","Myiagra galeata","Rhipidura leucophrys.1","Dicrurus hottentottus","Oriolus phaeochromus","Pachycephala mentalis","Lalage aurea","Coracina papuensis.1","Coracina atriceps","Artamus leucorynchus.1","Aplonis metallica","Aplonis mysolensis","Cinnyris clementiae","Leptocoma aspasia","Dicaeum erythrothorax","Lonchura molucca","Hirundo tahitica","Hirundo rustica.2","Helopsaltes fasciolatus","Zosterops atriceps","Hypsipetes affinis","Falco moluccensis","Eudynamys scolopaceus","Cacomantis variolosus.1","Centropus goliath","Centropus bengalensis","Ptilinopus hyogastrus","Ptilinopus superbus","Ptilinopus granulifrons","Ducula basilica","Ducula bicolor","Ducula perspicillata","Ducula concinna","Chalcophaps indica","Caloenas nicobarica","Macropygia amboinensis","Reinwardtoena reinwardti","Spilopelia chinensis","Columba vitiensis","Columba livia.1","Myiagra alecto.2","Myiagra alecto.3","Egretta sacra.3","Symposiachrus trivirgatus.1","Myiagra galeata.1","Zosterops atriceps.1"
"Egretta sacra.2",206.149534604424,206.149534604369,206.149534604398,206.149534604235,206.14953460451,139.569406653277,135.61743136106,124.170045800119,108.880794113254,103.73753677621,0,100.528446107437,118.42004413046,129.636542635253,133.095882627989,142.601273711294,156.428349019262,156.428349019352,156.428349019395,156.428349019602,156.428349019489,156.428349018859,156.428349019426,156.428349019441,156.428349019471,156.428349019456,156.428349019309,156.428349019181,156.428349019126,170.503143166443,170.50314316655,170.503143166701,170.503143166653,170.503143166321,170.503143166378,170.503143166809,170.503143166908,170.503143166805,170.503143166755,170.503143166972,170.503143166881,170.503143166797,170.503143167057,170.503143166779,170.503143166698,170.50314316719,170.503143166908,170.503143166691,170.503143166813,170.503143166985,170.503143166683,170.503143166741,170.503143166276,170.503143166392,170.503143166471,170.503143166522,170.503143166269,170.503143165965,170.503143166228,170.50314316637,170.503143166071,170.503143165898,170.503143166138,170.503143166016,170.503143165878,170.503143166496,170.503143166664,170.503143166614,170.503143166526,170.503143166844,170.503143166319,170.503143166588,170.503143166609,170.503143166581,170.503143166447,170.503143166233,170.503143166564,170.503143166647,170.503143166582,170.503143166363,170.503143166779,170.503143166743,170.503143166559,170.503143166618,170.503143166495,170.503143166716,170.503143166674,170.50314316657,170.503143166713,170.503143166752,170.503143166563,170.503143166491,170.50314316636,170.503143166622,170.503143166472,170.50314316649,170.503143166029,170.503143166421,170.503143167015,170.503143166383,170.503143166651,175.194636623771,175.194636623713,175.194636623909,175.194636623905,175.194636623781,175.19463662388,175.194636623844,175.194636624009,175.194636624038,175.194636623909,175.194636623938,175.194636623991,175.194636624098,175.194636624116,170.503143166233,170.503143166233,0,170.503143166447,170.503143166564,170.503143166472
"Ixobrychus flavicollis.1",206.149534603763,206.149534603709,206.149534603738,206.149534603575,206.14953460385,140.815157870911,140.798340169758,131.675279356245,118.955787457261,117.095099350481,100.528446107437,0,85.9574352578422,107.435639432508,112.867043879392,126.48103116044,156.428349018602,156.428349018691,156.428349018735,156.428349018942,156.428349018828,156.428349018199,156.428349018765,156.42834901878,156.42834901881,156.428349018795,156.428349018649,156.42834901852,156.428349018465,170.503143165783,170.503143165889,170.50314316604,170.503143165992,170.503143165661,170.503143165717,170.503143166148,170.503143166248,170.503143166145,170.503143166094,170.503143166311,170.503143166221,170.503143166136,170.503143166396,170.503143166118,170.503143166037,170.50314316653,170.503143166247,170.50314316603,170.503143166153,170.503143166324,170.503143166023,170.50314316608,170.503143165615,170.503143165732,170.50314316581,170.503143165862,170.503143165609,170.503143165304,170.503143165567,170.503143165709,170.503143165411,170.503143165237,170.503143165478,170.503143165355,170.503143165217,170.503143165836,170.503143166004,170.503143165953,170.503143165866,170.503143166183,170.503143165659,170.503143165927,170.503143165948,170.503143165921,170.503143165787,170.503143165572,170.503143165904,170.503143165987,170.503143165921,170.503143165702,170.503143166118,170.503143166083,170.503143165898,170.503143165957,170.503143165835,170.503143166055,170.503143166014,170.503143165909,170.503143166053,170.503143166091,170.503143165902,170.50314316583,170.503143165699,170.503143165962,170.503143165811,170.50314316583,170.503143165368,170.50314316576,170.503143166354,170.503143165723,170.503143165991,175.19463662311,175.194636623052,175.194636623249,175.194636623244,175.194636623121,175.194636623219,175.194636623183,175.194636623349,175.194636623377,175.194636623249,175.194636623277,175.19463662333,175.194636623438,175.194636623455,170.503143165572,170.503143165572,100.528446107437,170.503143165787,170.503143165904,170.503143165811
"Fregata minor",206.149534604167,206.149534604112,206.149534604142,206.149534603978,206.149534604253,141.418226437245,141.401408736091,141.105459535908,131.194358767924,129.707915820681,118.42004413046,85.9574352578422,0,94.9406235329537,110.827161097989,126.046140407052,156.428349019005,156.428349019095,156.428349019138,156.428349019345,156.428349019232,156.428349018603,156.428349019169,156.428349019184,156.428349019214,156.428349019199,156.428349019053,156.428349018924,156.428349018869,170.503143166187,170.503143166293,170.503143166444,170.503143166396,170.503143166065,170.503143166121,170.503143166552,170.503143166651,170.503143166548,170.503143166498,170.503143166715,170.503143166625,170.50314316654,170.5031431668,170.503143166522,170.503143166441,170.503143166934,170.503143166651,170.503143166434,170.503143166556,170.503143166728,170.503143166426,170.503143166484,170.503143166019,170.503143166135,170.503143166214,170.503143166266,170.503143166013,170.503143165708,170.503143165971,170.503143166113,170.503143165815,170.503143165641,170.503143165881,170.503143165759,170.503143165621,170.503143166239,170.503143166408,170.503143166357,170.503143166269,170.503143166587,170.503143166063,170.503143166331,170.503143166352,170.503143166324,170.503143166191,170.503143165976,170.503143166308,170.503143166391,170.503143166325,170.503143166106,170.503143166522,170.503143166486,170.503143166302,170.503143166361,170.503143166238,170.503143166459,170.503143166417,170.503143166313,170.503143166456,170.503143166495,170.503143166306,170.503143166234,170.503143166103,170.503143166366,170.503143166215,170.503143166233,170.503143165772,170.503143166164,170.503143166758,170.503143166126,170.503143166394,175.194636623514,175.194636623456,175.194636623653,175.194636623648,175.194636623525,175.194636623623,175.194636623587,175.194636623752,175.194636623781,175.194636623653,175.194636623681,175.194636623734,175.194636623841,175.194636623859,170.503143165976,170.503143165976,118.42004413046,170.503143166191,170.503143166308,170.503143166215
"Fregata ariel.1",206.149534604744,206.149534604689,206.149534604718,206.149534604555,206.14953460483,142.03845520923,142.021637508077,141.864938711,141.361678470961,140.240517537602,129.636542635253,107.435639432508,94.9406235329537,0,82.4379077327662,121.227566820922,156.428349019582,156.428349019671,156.428349019715,156.428349019922,156.428349019809,156.428349019179,156.428349019745,156.428349019761,156.42834901979,156.428349019775,156.428349019629,156.4283490195,156.428349019446,170.503143166763,170.50314316687,170.50314316702,170.503143166972,170.503143166641,170.503143166697,170.503143167128,170.503143167228,170.503143167125,170.503143167075,170.503143167291,170.503143167201,170.503143167117,170.503143167377,170.503143167098,170.503143167018,170.50314316751,170.503143167228,170.50314316701,170.503143167133,170.503143167305,170.503143167003,170.50314316706,170.503143166596,170.503143166712,170.503143166791,170.503143166842,170.503143166589,170.503143166285,170.503143166548,170.503143166689,170.503143166391,170.503143166218,170.503143166458,170.503143166335,170.503143166197,170.503143166816,170.503143166984,170.503143166933,170.503143166846,170.503143167164,170.503143166639,170.503143166907,170.503143166929,170.503143166901,170.503143166767,170.503143166553,170.503143166884,170.503143166967,170.503143166902,170.503143166682,170.503143167099,170.503143167063,170.503143166879,170.503143166937,170.503143166815,170.503143167035,170.503143166994,170.503143166889,170.503143167033,170.503143167071,170.503143166883,170.50314316681,170.50314316668,170.503143166942,170.503143166792,170.50314316681,170.503143166349,170.503143166741,170.503143167334,170.503143166703,170.503143166971,175.194636624091,175.194636624032,175.194636624229,175.194636624225,175.194636624101,175.1946366242,175.194636624164,175.194636624329,175.194636624358,175.194636624229,175.194636624258,175.19463662431,175.194636624418,175.194636624435,170.503143166553,170.503143166553,129.636542635253,170.503143166767,170.503143166884,170.503143166792
"Sula leucogaster.1",206.149534604227,206.149534604172,206.149534604201,206.149534604038,206.149534604313,142.258172260535,142.241354559381,142.084655762305,141.665916632713,141.613875435523,133.095882627989,112.867043879392,110.827161097989,82.4379077327662,0,119.326674995038,156.428349019065,156.428349019155,156.428349019198,156.428349019405,156.428349019292,156.428349018662,156.428349019229,156.428349019244,156.428349019274,156.428349019259,156.428349019112,156.428349018984,156.428349018929,170.503143166246,170.503143166353,170.503143166504,170.503143166456,170.503143166124,170.503143166181,170.503143166612,170.503143166711,170.503143166608,170.503143166558,170.503143166775,170.503143166684,170.5031431666,170.50314316686,170.503143166582,170.503143166501,170.503143166994,170.503143166711,170.503143166494,170.503143166616,170.503143166788,170.503143166486,170.503143166544,170.503143166079,170.503143166195,170.503143166274,170.503143166325,170.503143166072,170.503143165768,170.503143166031,170.503143166173,170.503143165874,170.503143165701,170.503143165941,170.503143165819,170.50314316568,170.503143166299,170.503143166467,170.503143166417,170.503143166329,170.503143166647,170.503143166122,170.503143166391,170.503143166412,170.503143166384,170.50314316625,170.503143166036,170.503143166367,170.503143166451,170.503143166385,170.503143166166,170.503143166582,170.503143166546,170.503143166362,170.503143166421,170.503143166298,170.503143166519,170.503143166477,170.503143166373,170.503143166516,170.503143166555,170.503143166366,170.503143166294,170.503143166163,170.503143166426,170.503143166275,170.503143166293,170.503143165832,170.503143166224,170.503143166818,170.503143166186,170.503143166454,175.194636623574,175.194636623516,175.194636623713,175.194636623708,175.194636623585,175.194636623683,175.194636623647,175.194636623812,175.194636623841,175.194636623712,175.194636623741,175.194636623794,175.194636623901,175.194636623919,170.503143166036,170.503143166036,133.095882627989,170.50314316625,170.503143166367,170.503143166275
"Pelecanus conspicillatus.1",206.14953460408,206.149534604025,206.149534604055,206.149534603891,206.149534604166,143.127204056367,143.110386355214,143.054290658218,142.906632871037,142.854591673847,142.601273711294,126.48103116044,126.046140407052,121.227566820922,119.326674995038,0,156.428349018918,156.428349019008,156.428349019051,156.428349019258,156.428349019145,156.428349018516,156.428349019082,156.428349019097,156.428349019127,156.428349019112,156.428349018966,156.428349018837,156.428349018782,170.5031431661,170.503143166206,170.503143166357,170.503143166309,170.503143165977,170.503143166034,170.503143166465,170.503143166564,170.503143166461,170.503143166411,170.503143166628,170.503143166537,170.503143166453,170.503143166713,170.503143166435,170.503143166354,170.503143166847,170.503143166564,170.503143166347,170.503143166469,170.503143166641,170.503143166339,170.503143166397,170.503143165932,170.503143166048,170.503143166127,170.503143166178,170.503143165925,170.503143165621,170.503143165884,170.503143166026,170.503143165727,170.503143165554,170.503143165795,170.503143165672,170.503143165534,170.503143166152,170.50314316632,170.50314316627,170.503143166183,170.5031431665,170.503143165976,170.503143166244,170.503143166265,170.503143166237,170.503143166103,170.503143165889,170.503143166221,170.503143166304,170.503143166238,170.503143166019,170.503143166435,170.503143166399,170.503143166215,170.503143166274,170.503143166151,170.503143166372,170.50314316633,170.503143166226,170.503143166369,170.503143166408,170.503143166219,170.503143166147,170.503143166016,170.503143166278,170.503143166128,170.503143166146,170.503143165685,170.503143166077,170.503143166671,170.503143166039,170.503143166307,175.194636623427,175.194636623369,175.194636623566,175.194636623561,175.194636623438,175.194636623536,175.1946366235,175.194636623665,175.194636623694,175.194636623565,175.194636623594,175.194636623647,175.194636623754,175.194636623772,170.503143165889,170.503143165889,142.601273711294,170.503143166103,170.503143166221,170.503143166128
"Tachybaptus ruficollis",206.149534604352,206.149534604298,206.149534604327,206.149534604164,206.149534604439,156.428349019343,156.428349019264,156.428349019063,156.42834901907,156.428349018722,156.428349019262,156.428349018602,156.428349019005,156.428349019582,156.428349019065,156.428349018918,0,86.8076461482759,88.6570357262244,89.4719502812617,90.7121072858884,123.787946911899,134.949849156982,149.804126184917,150.024498849107,150.024498849092,150.024498848946,150.024498848817,150.031878543418,170.503143166372,170.503143166478,170.503143166629,170.503143166581,170.50314316625,170.503143166306,170.503143166737,170.503143166836,170.503143166734,170.503143166683,170.5031431669,170.503143166809,170.503143166725,170.503143166985,170.503143166707,170.503143166626,170.503143167119,170.503143166836,170.503143166619,170.503143166741,170.503143166913,170.503143166611,170.503143166669,170.503143166204,170.503143166321,170.503143166399,170.503143166451,170.503143166198,170.503143165893,170.503143166157,170.503143166298,170.503143166,170.503143165826,170.503143166067,170.503143165944,170.503143165806,170.503143166425,170.503143166593,170.503143166542,170.503143166455,170.503143166772,170.503143166248,170.503143166516,170.503143166537,170.50314316651,170.503143166376,170.503143166161,170.503143166493,170.503143166576,170.50314316651,170.503143166291,170.503143166707,170.503143166672,170.503143166487,170.503143166546,170.503143166424,170.503143166644,170.503143166603,170.503143166498,170.503143166641,170.50314316668,170.503143166491,170.503143166419,170.503143166288,170.503143166551,170.5031431664,170.503143166419,170.503143165958,170.503143166349,170.503143166943,170.503143166312,170.503143166579,175.194636623699,175.194636623641,175.194636623838,175.194636623833,175.19463662371,175.194636623808,175.194636623772,175.194636623937,175.194636623966,175.194636623838,175.194636623866,175.194636623919,175.194636624026,175.194636624044,170.503143166161,170.503143166161,156.428349019262,170.503143166376,170.503143166493,170.5031431664
"Gallirallus philippensis",206.149534604441,206.149534604387,206.149534604416,206.149534604253,206.149534604528,156.428349019432,156.428349019353,156.428349019152,156.42834901916,156.428349018811,156.428349019352,156.428349018691,156.428349019095,156.428349019671,156.428349019155,156.428349019008,86.8076461482759,0,60.097540460764,63.801584399966,68.3216020455693,111.719785145706,134.949849157071,149.804126185006,150.024498849196,150.024498849181,150.024498849035,150.024498848906,150.031878543508,170.503143166461,170.503143166568,170.503143166718,170.50314316667,170.503143166339,170.503143166395,170.503143166826,170.503143166926,170.503143166823,170.503143166772,170.503143166989,170.503143166899,170.503143166814,170.503143167075,170.503143166796,170.503143166716,170.503143167208,170.503143166926,170.503143166708,170.503143166831,170.503143167003,170.503143166701,170.503143166758,170.503143166293,170.50314316641,170.503143166488,170.50314316654,170.503143166287,170.503143165983,170.503143166246,170.503143166387,170.503143166089,170.503143165916,170.503143166156,170.503143166033,170.503143165895,170.503143166514,170.503143166682,170.503143166631,170.503143166544,170.503143166862,170.503143166337,170.503143166605,170.503143166627,170.503143166599,170.503143166465,170.503143166251,170.503143166582,170.503143166665,170.503143166599,170.50314316638,170.503143166797,170.503143166761,170.503143166577,170.503143166635,170.503143166513,170.503143166733,170.503143166692,170.503143166587,170.503143166731,170.503143166769,170.50314316658,170.503143166508,170.503143166378,170.50314316664,170.50314316649,170.503143166508,170.503143166047,170.503143166438,170.503143167032,170.503143166401,170.503143166669,175.194636623789,175.194636623731,175.194636623927,175.194636623922,175.194636623799,175.194636623898,175.194636623861,175.194636624027,175.194636624055,175.194636623927,175.194636623956,175.194636624008,175.194636624116,175.194636624133,170.503143166251,170.503143166251,156.428349019352,170.503143166465,170.503143166582,170.50314316649
"Rallina fasciata",206.149534604485,206.149534604431,206.14953460446,206.149534604297,206.149534604571,156.428349019476,156.428349019397,156.428349019196,156.428349019203,156.428349018855,156.428349019395,156.428349018735,156.428349019138,156.428349019715,156.428349019198,156.428349019051,88.6570357262244,60.097540460764,0,58.5053918233356,64.9416691096787,111.044395788474,134.949849157115,149.80412618505,150.02449884924,150.024498849225,150.024498849079,150.02449884895,150.031878543551,170.503143166505,170.503143166611,170.503143166762,170.503143166714,170.503143166383,170.503143166439,170.50314316687,170.50314316697,170.503143166867,170.503143166816,170.503143167033,170.503143166943,170.503143166858,170.503143167118,170.50314316684,170.503143166759,170.503143167252,170.503143166969,170.503143166752,170.503143166875,170.503143167046,170.503143166745,170.503143166802,170.503143166337,170.503143166454,170.503143166532,170.503143166584,170.503143166331,170.503143166026,170.503143166289,170.503143166431,170.503143166133,170.503143165959,170.5031431662,170.503143166077,170.503143165939,170.503143166557,170.503143166726,170.503143166675,170.503143166588,170.503143166905,170.503143166381,170.503143166649,170.50314316667,170.503143166643,170.503143166509,170.503143166294,170.503143166626,170.503143166709,170.503143166643,170.503143166424,170.50314316684,170.503143166805,170.50314316662,170.503143166679,170.503143166557,170.503143166777,170.503143166736,170.503143166631,170.503143166774,170.503143166813,170.503143166624,170.503143166552,170.503143166421,170.503143166684,170.503143166534,170.503143166552,170.50314316609,170.503143166482,170.503143167076,170.503143166445,170.503143166712,175.194636623832,175.194636623774,175.194636623971,175.194636623966,175.194636623843,175.194636623942,175.194636623905,175.19463662407,175.194636624099,175.194636623971,175.194636623999,175.194636624052,175.19463662416,175.194636624177,170.503143166294,170.503143166294,156.428349019395,170.503143166509,170.503143166626,170.503143166534
"Gallirallus wallacii",206.149534604692,206.149534604638,206.149534604667,206.149534604503,206.149534604778,156.428349019683,156.428349019604,156.428349019403,156.42834901941,156.428349019062,156.428349019602,156.428349018942,156.428349019345,156.428349019922,156.428349019405,156.428349019258,89.4719502812617,63.801584399966,58.5053918233356,0,61.20106154772,110.836481649261,134.949849157322,149.804126185257,150.024498849447,150.024498849432,150.024498849286,150.024498849157,150.031878543758,170.503143166712,170.503143166818,170.503143166969,170.503143166921,170.50314316659,170.503143166646,170.503143167077,170.503143167177,170.503143167074,170.503143167023,170.50314316724,170.50314316715,170.503143167065,170.503143167325,170.503143167047,170.503143166966,170.503143167459,170.503143167176,170.503143166959,170.503143167081,170.503143167253,170.503143166952,170.503143167009,170.503143166544,170.50314316666,170.503143166739,170.503143166791,170.503143166538,170.503143166233,170.503143166497,170.503143166638,170.50314316634,170.503143166166,170.503143166407,170.503143166284,170.503143166146,170.503143166764,170.503143166933,170.503143166882,170.503143166795,170.503143167112,170.503143166588,170.503143166856,170.503143166877,170.50314316685,170.503143166716,170.503143166501,170.503143166833,170.503143166916,170.50314316685,170.503143166631,170.503143167047,170.503143167011,170.503143166827,170.503143166886,170.503143166763,170.503143166984,170.503143166943,170.503143166838,170.503143166981,170.50314316702,170.503143166831,170.503143166759,170.503143166628,170.503143166891,170.50314316674,170.503143166759,170.503143166297,170.503143166689,170.503143167283,170.503143166651,170.503143166919,175.194636624039,175.194636623981,175.194636624178,175.194636624173,175.19463662405,175.194636624148,175.194636624112,175.194636624277,175.194636624306,175.194636624178,175.194636624206,175.194636624259,175.194636624367,175.194636624384,170.503143166501,170.503143166501,156.428349019602,170.503143166716,170.503143166833,170.50314316674
"Gymnocrex plumbeiventris",206.149534604579,206.149534604524,206.149534604553,206.14953460439,206.149534604665,156.42834901957,156.42834901949,156.42834901929,156.428349019297,156.428349018949,156.428349019489,156.428349018828,156.428349019232,156.428349019809,156.428349019292,156.428349019145,90.7121072858884,68.3216020455693,64.9416691096787,61.20106154772,0,109.92218835179,134.949849157208,149.804126185143,150.024498849334,150.024498849319,150.024498849172,150.024498849044,150.031878543645,170.503143166598,170.503143166705,170.503143166856,170.503143166808,170.503143166476,170.503143166532,170.503143166964,170.503143167063,170.50314316696,170.50314316691,170.503143167127,170.503143167036,170.503143166952,170.503143167212,170.503143166934,170.503143166853,170.503143167345,170.503143167063,170.503143166846,170.503143166968,170.50314316714,170.503143166838,170.503143166895,170.503143166431,170.503143166547,170.503143166626,170.503143166677,170.503143166424,170.50314316612,170.503143166383,170.503143166525,170.503143166226,170.503143166053,170.503143166293,170.503143166171,170.503143166032,170.503143166651,170.503143166819,170.503143166769,170.503143166681,170.503143166999,170.503143166474,170.503143166743,170.503143166764,170.503143166736,170.503143166602,170.503143166388,170.503143166719,170.503143166802,170.503143166737,170.503143166518,170.503143166934,170.503143166898,170.503143166714,170.503143166773,170.50314316665,170.503143166871,170.503143166829,170.503143166725,170.503143166868,170.503143166906,170.503143166718,170.503143166646,170.503143166515,170.503143166777,170.503143166627,170.503143166645,170.503143166184,170.503143166576,170.50314316717,170.503143166538,170.503143166806,175.194636623926,175.194636623868,175.194636624064,175.19463662406,175.194636623936,175.194636624035,175.194636623999,175.194636624164,175.194636624193,175.194636624064,175.194636624093,175.194636624146,175.194636624253,175.194636624271,170.503143166388,170.503143166388,156.428349019489,170.503143166602,170.503143166719,170.503143166627
