"","Anas platyrhynchos.2","Cairina moschata.1","Penelope purpurascens","Penelopina nigra","Ortalis vetula","Crax rubra","Dactylortyx thoracicus","Colinus virginianus","Meleagris gallopavo.2","Gallus gallus.2","Ardea alba.3","Ardea herodias.1","Butorides virescens","Egretta thula","Egretta caerulea","Tachybaptus dominicus","Porzana carolina","Rallus limicola","Charadrius vociferus.1","Aulacorhynchus prasinus","Pteroglossus torquatus","Ramphastos sulfuratus","Dryobates villosus.1","Dryobates scalaris","Melanerpes aurifrons","Melanerpes formicivorus","Colaptes auratus.2","Colaptes rubiginosus","Dryocopus lineatus","Aspatha gularis","Momotus coeruliceps","Trogon mexicanus","Trogon caligatus","Tyto alba.1","Megascops guatemalae","Megascops barbarus","Megascops trichopsis","Bubo virginianus.2","Strix virgata","Strix fulvescens","Glaucidium gnoma.1","Glaucidium brasilianum","Aegolius ridgwayi","Antrostomus vociferus","Nyctidromus albicollis","Chordeiles minor.2","Chordeiles acutipennis","Sarcoramphus papa","Coragyps atratus","Cathartes aura","Elanoides forficatus","Rupornis magnirostris","Buteo jamaicensis.1","Buteo brachyurus","Accipiter striatus.1","Harpia harpyja","Elanus leucurus","Lampornis amethystinus","Doricha enicura","Saucerottia cyanocephala","Basilinna leucotis","Colibri thalassinus","Streptoprocne zonaris","Streptoprocne rutila","Cypseloides niger","Chaetura vauxi","Aeronautes saxatalis","Sayornis nigricans","Mitrephanes phaeocercus","Contopus bogotensis","Contopus sordidulus","Empidonax fulvifrons","Empidonax albigularis","Contopus pertinax","Pyrocephalus rubinus","Myiarchus tuberculifer","Tyrannus melancholicus","Myiozetetes similis","Lepidocolaptes affinis","Vireo flavoviridis","Vireo solitarius","Vireo huttoni","Cyclarhis gujanensis","Psilorhinus morio","Calocitta formosa","Cyanocorax yncas","Cyanocitta stelleri.1","Cyanolyca cucullata","Cyanolyca pumilo","Corvus corax.3","Dumetella carolinensis","Melanotis hypoleucus","Mimus gilvus","Catharus frantzii","Turdus rufopalliatus","Turdus grayi","Turdus infuscatus","Turdus rufitorques","Turdus plebejus","Sialia sialis","Myadestes occidentalis","Campylorhynchus zonatus","Cantorchilus modestus","Henicorhina leucophrys","Troglodytes rufociliatus","Troglodytes aedon","Certhia americana","Ptiliogonys cinereus","Spinus notatus","Spinus psaltria","Spinus atriceps","Spinus pinus.1","Loxia curvirostra.1","Icterus pustulatus","Icterus galbula","Icterus chrysater","Icterus mesomelas","Amblycercus holosericeus","Dives dives","Agelaius phoeniceus","Molothrus aeneus","Quiscalus mexicanus","Psarocolius wagleri","Sturnella magna","Chlorospingus flavopectus","Aimophila rufescens","Melozone biarcuata","Atlapetes albinucha","Pipilo maculatus","Melospiza lincolnii","Junco phaeonotus","Zonotrichia capensis","Geothlypis tolmiei","Geothlypis trichas","Leiothlypis ruficapilla","Oreothlypis superciliosa","Parkesia noveboracensis","Parkesia motacilla","Setophaga magnolia.1","Setophaga petechia.2","Setophaga coronata","Setophaga occidentalis","Setophaga townsendi.1","Setophaga chrysoparia","Setophaga virens","Cardellina pusilla.1","Cardellina versicolor","Cardellina canadensis","Myioborus pictus","Myioborus miniatus","Basileuterus rufifrons","Basileuterus belli","Pheucticus ludovicianus","Piranga flava","Sporophila torqueola","Diglossa baritula","Saltator atriceps","Saltator grandis","Passer domesticus","Atticora pileata","Stelgidopteryx serripennis.1","Tachycineta albilinea","Tachycineta bicolor.2","Riparia riparia.3","Hirundo rustica.3","Petrochelidon pyrrhonota.1","Petrochelidon fulva","Psaltriparus minimus","Ara macao","Eupsittula canicularis","Psittacara holochlorus","Pionus senilis","Amazona albifrons","Amazona auropalliata","Falco sparverius.1","Crotophaga sulcirostris","Geococcyx velox","Piaya cayana","Leptotila verreauxi","Zenaida macroura.1","Zenaida asiatica","Columba livia.2","Patagioenas fasciata.1","Patagioenas flavirostris","Columbina talpacoti","Columbina inca","Crypturellus cinnamomeus","Eupsittula canicularis.1"
"Anas platyrhynchos.2",0,21.1357630383719,159.053561016913,159.053561016853,159.053561016834,159.053561016841,159.053561016803,159.053561016847,159.05356101688,159.053561016884,206.164396278372,206.164396278575,206.164396278316,206.164396278518,206.164396278722,206.164396277313,206.164396278019,206.164396277108,206.164396277949,206.164396278569,206.16439627831,206.164396278314,206.164396277635,206.164396277601,206.164396277854,206.164396277828,206.164396277603,206.16439627768,206.164396277756,206.16439627757,206.164396277488,206.164396277724,206.164396277702,206.164396277759,206.164396277135,206.164396277087,206.164396276911,206.164396277054,206.164396277184,206.164396277354,206.164396277492,206.164396277597,206.16439627771,206.164396278096,206.164396277586,206.164396277442,206.164396277778,206.164396277696,206.16439627783,206.164396277762,206.164396278151,206.164396278226,206.164396278083,206.164396278631,206.164396278385,206.164396278702,206.164396278402,206.164396277838,206.164396277928,206.164396277884,206.164396277939,206.16439627793,206.164396277456,206.164396277934,206.164396277512,206.164396277764,206.164396277601,206.164396277658,206.164396278082,206.164396278054,206.164396278035,206.164396277919,206.164396277901,206.164396277998,206.164396278047,206.164396278076,206.164396278034,206.164396278118,206.164396277816,206.16439627759,206.164396277869,206.164396277745,206.164396277775,206.16439627774,206.164396277871,206.164396277774,206.164396277966,206.164396277823,206.164396277736,206.164396277795,206.16439627812,206.164396278029,206.164396278171,206.164396278156,206.164396278063,206.164396278082,206.164396278156,206.164396278227,206.164396278237,206.164396278318,206.164396278154,206.164396278404,206.164396278432,206.164396278511,206.164396278539,206.164396278496,206.164396278636,206.164396278036,206.164396277897,206.16439627782,206.164396277865,206.164396277786,206.164396277959,206.164396277969,206.164396277646,206.16439627782,206.164396277679,206.164396277487,206.164396277665,206.164396277713,206.16439627755,206.164396277634,206.164396277873,206.164396277805,206.164396277855,206.164396278028,206.164396278115,206.164396278081,206.164396278055,206.164396278072,206.164396278002,206.164396278069,206.164396278007,206.164396277944,206.16439627791,206.164396277908,206.164396277874,206.164396277848,206.164396278027,206.164396278095,206.16439627812,206.164396278085,206.164396278124,206.164396278136,206.164396278185,206.164396278116,206.164396278085,206.164396278133,206.164396278143,206.164396278134,206.164396278073,206.164396278062,206.164396278057,206.164396278194,206.164396278118,206.164396278056,206.164396277979,206.164396277857,206.164396277806,206.164396277653,206.164396277881,206.164396277873,206.164396277826,206.164396277846,206.164396277826,206.164396277964,206.164396278092,206.164396278168,206.16439627803,206.164396277848,206.164396277857,206.164396277718,206.164396277814,206.164396277772,206.164396277779,206.164396277685,206.164396277509,206.164396278118,206.164396277878,206.164396278054,206.164396277796,206.16439627803,206.164396278097,206.164396278002,206.164396277864,206.164396277868,221.639326686498,206.164396277848
"Cairina moschata.1",21.1357630383719,0,159.053561016889,159.053561016829,159.05356101681,159.053561016817,159.05356101678,159.053561016823,159.053561016856,159.05356101686,206.164396278348,206.164396278551,206.164396278292,206.164396278494,206.164396278698,206.164396277289,206.164396277995,206.164396277085,206.164396277925,206.164396278545,206.164396278286,206.16439627829,206.164396277611,206.164396277577,206.16439627783,206.164396277804,206.164396277579,206.164396277656,206.164396277732,206.164396277546,206.164396277464,206.1643962777,206.164396277678,206.164396277735,206.164396277111,206.164396277063,206.164396276887,206.16439627703,206.164396277161,206.16439627733,206.164396277468,206.164396277573,206.164396277686,206.164396278072,206.164396277562,206.164396277418,206.164396277754,206.164396277672,206.164396277806,206.164396277738,206.164396278127,206.164396278202,206.164396278059,206.164396278607,206.164396278362,206.164396278678,206.164396278379,206.164396277814,206.164396277904,206.16439627786,206.164396277915,206.164396277907,206.164396277432,206.16439627791,206.164396277488,206.164396277741,206.164396277577,206.164396277634,206.164396278058,206.16439627803,206.164396278012,206.164396277895,206.164396277877,206.164396277974,206.164396278023,206.164396278053,206.16439627801,206.164396278094,206.164396277792,206.164396277566,206.164396277845,206.164396277721,206.164396277751,206.164396277717,206.164396277847,206.16439627775,206.164396277942,206.1643962778,206.164396277712,206.164396277771,206.164396278096,206.164396278006,206.164396278146,206.164396278132,206.164396278039,206.164396278058,206.164396278132,206.164396278203,206.164396278213,206.164396278294,206.16439627813,206.16439627838,206.164396278407,206.164396278487,206.164396278515,206.164396278472,206.164396278612,206.164396278012,206.164396277873,206.164396277796,206.164396277841,206.164396277762,206.164396277936,206.164396277945,206.164396277622,206.164396277796,206.164396277655,206.164396277463,206.164396277641,206.164396277689,206.164396277526,206.164396277611,206.16439627785,206.164396277781,206.164396277831,206.164396278004,206.164396278091,206.164396278057,206.164396278032,206.164396278048,206.164396277978,206.164396278046,206.164396277984,206.16439627792,206.164396277886,206.164396277884,206.16439627785,206.164396277825,206.164396278003,206.164396278071,206.164396278096,206.164396278061,206.164396278101,206.164396278112,206.164396278161,206.164396278092,206.16439627806,206.164396278109,206.164396278119,206.164396278111,206.164396278049,206.164396278038,206.164396278034,206.16439627817,206.164396278095,206.164396278033,206.164396277956,206.164396277833,206.164396277782,206.164396277629,206.164396277857,206.164396277849,206.164396277802,206.164396277822,206.164396277802,206.16439627794,206.164396278068,206.164396278144,206.164396278006,206.164396277824,206.164396277833,206.164396277695,206.16439627779,206.164396277748,206.164396277755,206.164396277661,206.164396277485,206.164396278094,206.164396277855,206.16439627803,206.164396277772,206.164396278006,206.164396278073,206.164396277978,206.16439627784,206.164396277844,221.639326686474,206.164396277824
"Penelope purpurascens",159.053561016913,159.053561016889,0,18.8088831877784,25.7333156385331,25.7391324804361,107.992219394009,107.992219394053,107.992219394086,107.99221939409,206.16439627861,206.164396278813,206.164396278554,206.164396278756,206.16439627896,206.164396277551,206.164396278257,206.164396277346,206.164396278187,206.164396278806,206.164396278548,206.164396278552,206.164396277873,206.164396277839,206.164396278092,206.164396278066,206.164396277841,206.164396277918,206.164396277994,206.164396277807,206.164396277726,206.164396277962,206.16439627794,206.164396277997,206.164396277373,206.164396277325,206.164396277149,206.164396277292,206.164396277422,206.164396277592,206.16439627773,206.164396277835,206.164396277948,206.164396278334,206.164396277824,206.164396277679,206.164396278016,206.164396277934,206.164396278068,206.164396278,206.164396278389,206.164396278464,206.164396278321,206.164396278869,206.164396278623,206.16439627894,206.16439627864,206.164396278076,206.164396278166,206.164396278122,206.164396278177,206.164396278168,206.164396277694,206.164396278172,206.16439627775,206.164396278002,206.164396277839,206.164396277896,206.16439627832,206.164396278292,206.164396278273,206.164396278157,206.164396278139,206.164396278236,206.164396278285,206.164396278315,206.164396278272,206.164396278356,206.164396278054,206.164396277828,206.164396278107,206.164396277983,206.164396278013,206.164396277978,206.164396278109,206.164396278012,206.164396278204,206.164396278061,206.164396277974,206.164396278033,206.164396278358,206.164396278267,206.164396278409,206.164396278394,206.164396278301,206.16439627832,206.164396278394,206.164396278465,206.164396278475,206.164396278556,206.164396278392,206.164396278642,206.164396278669,206.164396278749,206.164396278777,206.164396278734,206.164396278874,206.164396278274,206.164396278135,206.164396278058,206.164396278103,206.164396278024,206.164396278197,206.164396278207,206.164396277884,206.164396278057,206.164396277917,206.164396277725,206.164396277903,206.164396277951,206.164396277787,206.164396277872,206.164396278111,206.164396278042,206.164396278093,206.164396278266,206.164396278353,206.164396278319,206.164396278293,206.16439627831,206.16439627824,206.164396278307,206.164396278245,206.164396278182,206.164396278148,206.164396278146,206.164396278111,206.164396278086,206.164396278265,206.164396278333,206.164396278358,206.164396278323,206.164396278362,206.164396278374,206.164396278423,206.164396278354,206.164396278322,206.16439627837,206.16439627838,206.164396278372,206.164396278311,206.1643962783,206.164396278295,206.164396278432,206.164396278356,206.164396278294,206.164396278217,206.164396278095,206.164396278044,206.164396277891,206.164396278119,206.164396278111,206.164396278064,206.164396278084,206.164396278064,206.164396278202,206.16439627833,206.164396278406,206.164396278268,206.164396278086,206.164396278095,206.164396277956,206.164396278052,206.16439627801,206.164396278017,206.164396277923,206.164396277747,206.164396278355,206.164396278116,206.164396278292,206.164396278034,206.164396278268,206.164396278334,206.16439627824,206.164396278102,206.164396278106,221.639326686736,206.164396278086
"Penelopina nigra",159.053561016853,159.053561016829,18.8088831877784,0,25.6944683872305,25.7391324803768,107.99221939395,107.992219393994,107.992219394027,107.99221939403,206.164396278551,206.164396278753,206.164396278495,206.164396278696,206.164396278901,206.164396277492,206.164396278197,206.164396277287,206.164396278127,206.164396278747,206.164396278489,206.164396278492,206.164396277813,206.16439627778,206.164396278033,206.164396278007,206.164396277781,206.164396277858,206.164396277935,206.164396277748,206.164396277667,206.164396277903,206.164396277881,206.164396277937,206.164396277313,206.164396277266,206.164396277089,206.164396277232,206.164396277363,206.164396277532,206.16439627767,206.164396277776,206.164396277889,206.164396278275,206.164396277765,206.16439627762,206.164396277957,206.164396277874,206.164396278008,206.16439627794,206.16439627833,206.164396278405,206.164396278261,206.16439627881,206.164396278564,206.16439627888,206.164396278581,206.164396278016,206.164396278106,206.164396278063,206.164396278118,206.164396278109,206.164396277634,206.164396278112,206.164396277691,206.164396277943,206.16439627778,206.164396277837,206.16439627826,206.164396278233,206.164396278214,206.164396278098,206.164396278079,206.164396278176,206.164396278226,206.164396278255,206.164396278212,206.164396278297,206.164396277995,206.164396277769,206.164396278047,206.164396277924,206.164396277953,206.164396277919,206.164396278049,206.164396277952,206.164396278145,206.164396278002,206.164396277914,206.164396277973,206.164396278299,206.164396278208,206.164396278349,206.164396278335,206.164396278242,206.164396278261,206.164396278334,206.164396278406,206.164396278416,206.164396278497,206.164396278332,206.164396278582,206.16439627861,206.16439627869,206.164396278718,206.164396278675,206.164396278815,206.164396278215,206.164396278076,206.164396277998,206.164396278044,206.164396277965,206.164396278138,206.164396278147,206.164396277824,206.164396277998,206.164396277858,206.164396277666,206.164396277844,206.164396277891,206.164396277728,206.164396277813,206.164396278052,206.164396277983,206.164396278033,206.164396278207,206.164396278293,206.164396278259,206.164396278234,206.16439627825,206.16439627818,206.164396278248,206.164396278186,206.164396278122,206.164396278089,206.164396278087,206.164396278052,206.164396278027,206.164396278205,206.164396278273,206.164396278299,206.164396278264,206.164396278303,206.164396278315,206.164396278364,206.164396278295,206.164396278263,206.164396278311,206.164396278321,206.164396278313,206.164396278251,206.164396278241,206.164396278236,206.164396278373,206.164396278297,206.164396278235,206.164396278158,206.164396278036,206.164396277984,206.164396277832,206.16439627806,206.164396278051,206.164396278005,206.164396278025,206.164396278005,206.164396278142,206.16439627827,206.164396278346,206.164396278209,206.164396278026,206.164396278035,206.164396277897,206.164396277993,206.16439627795,206.164396277957,206.164396277864,206.164396277688,206.164396278296,206.164396278057,206.164396278232,206.164396277975,206.164396278209,206.164396278275,206.16439627818,206.164396278042,206.164396278047,221.639326686676,206.164396278026
"Ortalis vetula",159.053561016834,159.05356101681,25.7333156385331,25.6944683872305,0,18.3526222071775,107.992219393931,107.992219393974,107.992219394007,107.992219394011,206.164396278531,206.164396278734,206.164396278476,206.164396278677,206.164396278881,206.164396277472,206.164396278178,206.164396277268,206.164396278108,206.164396278728,206.164396278469,206.164396278473,206.164396277794,206.164396277761,206.164396278014,206.164396277987,206.164396277762,206.164396277839,206.164396277916,206.164396277729,206.164396277648,206.164396277884,206.164396277862,206.164396277919,206.164396277294,206.164396277247,206.16439627707,206.164396277213,206.164396277344,206.164396277513,206.164396277651,206.164396277756,206.16439627787,206.164396278256,206.164396277745,206.164396277601,206.164396277938,206.164396277855,206.164396277989,206.164396277921,206.16439627831,206.164396278385,206.164396278242,206.16439627879,206.164396278545,206.164396278861,206.164396278562,206.164396277997,206.164396278087,206.164396278044,206.164396278099,206.16439627809,206.164396277615,206.164396278093,206.164396277671,206.164396277924,206.164396277761,206.164396277818,206.164396278241,206.164396278214,206.164396278195,206.164396278079,206.16439627806,206.164396278157,206.164396278207,206.164396278236,206.164396278193,206.164396278278,206.164396277975,206.16439627775,206.164396278028,206.164396277905,206.164396277934,206.1643962779,206.16439627803,206.164396277933,206.164396278125,206.164396277983,206.164396277895,206.164396277954,206.16439627828,206.164396278189,206.16439627833,206.164396278316,206.164396278223,206.164396278242,206.164396278315,206.164396278387,206.164396278396,206.164396278478,206.164396278313,206.164396278563,206.164396278591,206.164396278671,206.164396278699,206.164396278656,206.164396278796,206.164396278195,206.164396278056,206.164396277979,206.164396278024,206.164396277946,206.164396278119,206.164396278128,206.164396277805,206.164396277979,206.164396277839,206.164396277647,206.164396277824,206.164396277872,206.164396277709,206.164396277794,206.164396278033,206.164396277964,206.164396278014,206.164396278188,206.164396278274,206.16439627824,206.164396278215,206.164396278231,206.164396278161,206.164396278229,206.164396278167,206.164396278103,206.16439627807,206.164396278067,206.164396278033,206.164396278008,206.164396278186,206.164396278254,206.16439627828,206.164396278245,206.164396278284,206.164396278295,206.164396278344,206.164396278276,206.164396278244,206.164396278292,206.164396278302,206.164396278294,206.164396278232,206.164396278221,206.164396278217,206.164396278354,206.164396278278,206.164396278216,206.164396278139,206.164396278016,206.164396277965,206.164396277813,206.164396278041,206.164396278032,206.164396277985,206.164396278005,206.164396277986,206.164396278123,206.164396278251,206.164396278327,206.164396278189,206.164396278007,206.164396278016,206.164396277878,206.164396277974,206.164396277931,206.164396277938,206.164396277845,206.164396277669,206.164396278277,206.164396278038,206.164396278213,206.164396277955,206.164396278189,206.164396278256,206.164396278161,206.164396278023,206.164396278027,221.639326686657,206.164396278007
"Crax rubra",159.053561016841,159.053561016817,25.7391324804361,25.7391324803768,18.3526222071775,0,107.992219393938,107.992219393981,107.992219394014,107.992219394018,206.164396278538,206.164396278741,206.164396278483,206.164396278684,206.164396278888,206.164396277479,206.164396278185,206.164396277275,206.164396278115,206.164396278735,206.164396278476,206.16439627848,206.164396277801,206.164396277767,206.164396278021,206.164396277994,206.164396277769,206.164396277846,206.164396277923,206.164396277736,206.164396277654,206.16439627789,206.164396277868,206.164396277925,206.164396277301,206.164396277253,206.164396277077,206.16439627722,206.164396277351,206.16439627752,206.164396277658,206.164396277763,206.164396277877,206.164396278263,206.164396277752,206.164396277608,206.164396277944,206.164396277862,206.164396277996,206.164396277928,206.164396278317,206.164396278392,206.164396278249,206.164396278797,206.164396278552,206.164396278868,206.164396278569,206.164396278004,206.164396278094,206.164396278051,206.164396278105,206.164396278097,206.164396277622,206.1643962781,206.164396277678,206.164396277931,206.164396277767,206.164396277825,206.164396278248,206.164396278221,206.164396278202,206.164396278085,206.164396278067,206.164396278164,206.164396278214,206.164396278243,206.1643962782,206.164396278284,206.164396277982,206.164396277757,206.164396278035,206.164396277911,206.164396277941,206.164396277907,206.164396278037,206.16439627794,206.164396278132,206.16439627799,206.164396277902,206.164396277961,206.164396278287,206.164396278196,206.164396278337,206.164396278322,206.164396278229,206.164396278249,206.164396278322,206.164396278393,206.164396278403,206.164396278485,206.16439627832,206.16439627857,206.164396278598,206.164396278677,206.164396278706,206.164396278662,206.164396278802,206.164396278202,206.164396278064,206.164396277986,206.164396278031,206.164396277953,206.164396278126,206.164396278135,206.164396277812,206.164396277986,206.164396277846,206.164396277653,206.164396277832,206.164396277879,206.164396277716,206.164396277801,206.16439627804,206.164396277971,206.164396278021,206.164396278195,206.164396278281,206.164396278247,206.164396278222,206.164396278238,206.164396278168,206.164396278236,206.164396278174,206.16439627811,206.164396278077,206.164396278074,206.16439627804,206.164396278015,206.164396278193,206.164396278261,206.164396278286,206.164396278252,206.164396278291,206.164396278302,206.164396278351,206.164396278283,206.164396278251,206.164396278299,206.164396278309,206.164396278301,206.164396278239,206.164396278228,206.164396278224,206.164396278361,206.164396278285,206.164396278223,206.164396278146,206.164396278023,206.164396277972,206.16439627782,206.164396278048,206.164396278039,206.164396277992,206.164396278012,206.164396277993,206.16439627813,206.164396278258,206.164396278334,206.164396278196,206.164396278014,206.164396278023,206.164396277885,206.164396277981,206.164396277938,206.164396277945,206.164396277851,206.164396277675,206.164396278284,206.164396278045,206.16439627822,206.164396277962,206.164396278196,206.164396278263,206.164396278168,206.16439627803,206.164396278034,221.639326686664,206.164396278014
"Dactylortyx thoracicus",159.053561016803,159.05356101678,107.992219394009,107.99221939395,107.992219393931,107.992219393938,0,33.616067193982,59.8193989109163,59.8193989109203,206.164396278501,206.164396278703,206.164396278445,206.164396278647,206.164396278851,206.164396277442,206.164396278148,206.164396277237,206.164396278078,206.164396278697,206.164396278438,206.164396278442,206.164396277763,206.16439627773,206.164396277983,206.164396277956,206.164396277731,206.164396277808,206.164396277885,206.164396277698,206.164396277617,206.164396277853,206.164396277831,206.164396277888,206.164396277264,206.164396277216,206.164396277039,206.164396277182,206.164396277313,206.164396277482,206.16439627762,206.164396277726,206.164396277839,206.164396278225,206.164396277715,206.16439627757,206.164396277907,206.164396277825,206.164396277959,206.16439627789,206.16439627828,206.164396278355,206.164396278212,206.16439627876,206.164396278514,206.16439627883,206.164396278531,206.164396277966,206.164396278057,206.164396278013,206.164396278068,206.164396278059,206.164396277584,206.164396278062,206.164396277641,206.164396277893,206.16439627773,206.164396277787,206.164396278211,206.164396278183,206.164396278164,206.164396278048,206.164396278029,206.164396278126,206.164396278176,206.164396278205,206.164396278162,206.164396278247,206.164396277945,206.164396277719,206.164396277998,206.164396277874,206.164396277904,206.164396277869,206.164396277999,206.164396277903,206.164396278094,206.164396277952,206.164396277864,206.164396277924,206.164396278249,206.164396278158,206.164396278299,206.164396278285,206.164396278192,206.164396278211,206.164396278285,206.164396278356,206.164396278366,206.164396278447,206.164396278282,206.164396278532,206.16439627856,206.16439627864,206.164396278668,206.164396278625,206.164396278765,206.164396278165,206.164396278026,206.164396277948,206.164396277994,206.164396277915,206.164396278088,206.164396278097,206.164396277775,206.164396277948,206.164396277808,206.164396277616,206.164396277794,206.164396277841,206.164396277678,206.164396277763,206.164396278002,206.164396277933,206.164396277983,206.164396278157,206.164396278244,206.16439627821,206.164396278184,206.1643962782,206.164396278131,206.164396278198,206.164396278136,206.164396278073,206.164396278039,206.164396278037,206.164396278002,206.164396277977,206.164396278156,206.164396278223,206.164396278249,206.164396278214,206.164396278253,206.164396278265,206.164396278313,206.164396278245,206.164396278213,206.164396278261,206.164396278271,206.164396278263,206.164396278201,206.164396278191,206.164396278186,206.164396278323,206.164396278247,206.164396278185,206.164396278108,206.164396277986,206.164396277934,206.164396277782,206.16439627801,206.164396278001,206.164396277955,206.164396277975,206.164396277955,206.164396278093,206.164396278221,206.164396278297,206.164396278159,206.164396277976,206.164396277986,206.164396277847,206.164396277943,206.1643962779,206.164396277907,206.164396277814,206.164396277638,206.164396278247,206.164396278007,206.164396278183,206.164396277925,206.164396278159,206.164396278225,206.16439627813,206.164396277992,206.164396277997,221.639326686626,206.164396277976
"Colinus virginianus",159.053561016847,159.053561016823,107.992219394053,107.992219393994,107.992219393974,107.992219393981,33.616067193982,0,59.81939891096,59.819398910964,206.164396278544,206.164396278747,206.164396278489,206.16439627869,206.164396278894,206.164396277485,206.164396278191,206.164396277281,206.164396278121,206.164396278741,206.164396278482,206.164396278486,206.164396277807,206.164396277774,206.164396278027,206.164396278001,206.164396277775,206.164396277852,206.164396277929,206.164396277742,206.164396277661,206.164396277896,206.164396277875,206.164396277931,206.164396277307,206.16439627726,206.164396277083,206.164396277226,206.164396277357,206.164396277526,206.164396277664,206.164396277769,206.164396277883,206.164396278269,206.164396277758,206.164396277614,206.164396277951,206.164396277869,206.164396278002,206.164396277934,206.164396278323,206.164396278398,206.164396278255,206.164396278803,206.164396278558,206.164396278874,206.164396278575,206.16439627801,206.1643962781,206.164396278057,206.164396278112,206.164396278103,206.164396277628,206.164396278106,206.164396277684,206.164396277937,206.164396277774,206.164396277831,206.164396278254,206.164396278227,206.164396278208,206.164396278091,206.164396278073,206.16439627817,206.16439627822,206.164396278249,206.164396278206,206.16439627829,206.164396277988,206.164396277763,206.164396278041,206.164396277918,206.164396277947,206.164396277913,206.164396278043,206.164396277946,206.164396278138,206.164396277996,206.164396277908,206.164396277967,206.164396278293,206.164396278202,206.164396278343,206.164396278329,206.164396278236,206.164396278255,206.164396278328,206.1643962784,206.16439627841,206.164396278491,206.164396278326,206.164396278576,206.164396278604,206.164396278683,206.164396278712,206.164396278669,206.164396278809,206.164396278209,206.16439627807,206.164396277992,206.164396278037,206.164396277959,206.164396278132,206.164396278141,206.164396277818,206.164396277992,206.164396277852,206.16439627766,206.164396277838,206.164396277885,206.164396277722,206.164396277807,206.164396278046,206.164396277977,206.164396278027,206.164396278201,206.164396278287,206.164396278253,206.164396278228,206.164396278244,206.164396278174,206.164396278242,206.16439627818,206.164396278116,206.164396278083,206.16439627808,206.164396278046,206.164396278021,206.164396278199,206.164396278267,206.164396278293,206.164396278258,206.164396278297,206.164396278309,206.164396278357,206.164396278289,206.164396278257,206.164396278305,206.164396278315,206.164396278307,206.164396278245,206.164396278235,206.16439627823,206.164396278367,206.164396278291,206.164396278229,206.164396278152,206.16439627803,206.164396277978,206.164396277826,206.164396278054,206.164396278045,206.164396277998,206.164396278018,206.164396277999,206.164396278136,206.164396278264,206.16439627834,206.164396278202,206.16439627802,206.164396278029,206.164396277891,206.164396277987,206.164396277944,206.164396277951,206.164396277858,206.164396277681,206.16439627829,206.164396278051,206.164396278226,206.164396277969,206.164396278202,206.164396278269,206.164396278174,206.164396278036,206.164396278041,221.63932668667,206.16439627802
"Meleagris gallopavo.2",159.05356101688,159.053561016856,107.992219394086,107.992219394027,107.992219394007,107.992219394014,59.8193989109163,59.81939891096,0,42.1864898007688,206.164396278577,206.16439627878,206.164396278522,206.164396278723,206.164396278927,206.164396277518,206.164396278224,206.164396277314,206.164396278154,206.164396278774,206.164396278515,206.164396278519,206.16439627784,206.164396277807,206.164396278059,206.164396278033,206.164396277808,206.164396277885,206.164396277962,206.164396277775,206.164396277693,206.164396277929,206.164396277908,206.164396277964,206.16439627734,206.164396277292,206.164396277116,206.164396277259,206.16439627739,206.164396277559,206.164396277697,206.164396277802,206.164396277916,206.164396278302,206.164396277791,206.164396277647,206.164396277983,206.164396277901,206.164396278035,206.164396277967,206.164396278356,206.164396278432,206.164396278288,206.164396278836,206.164396278591,206.164396278907,206.164396278608,206.164396278043,206.164396278133,206.16439627809,206.164396278144,206.164396278136,206.164396277661,206.164396278139,206.164396277717,206.16439627797,206.164396277806,206.164396277864,206.164396278287,206.16439627826,206.164396278241,206.164396278124,206.164396278106,206.164396278203,206.164396278253,206.164396278282,206.164396278239,206.164396278323,206.164396278021,206.164396277795,206.164396278074,206.164396277951,206.16439627798,206.164396277946,206.164396278076,206.164396277979,206.164396278171,206.164396278029,206.164396277941,206.164396278,206.164396278326,206.164396278235,206.164396278376,206.164396278362,206.164396278268,206.164396278287,206.164396278361,206.164396278433,206.164396278443,206.164396278524,206.164396278359,206.164396278609,206.164396278637,206.164396278717,206.164396278745,206.164396278702,206.164396278841,206.164396278241,206.164396278102,206.164396278025,206.16439627807,206.164396277992,206.164396278165,206.164396278174,206.164396277851,206.164396278025,206.164396277885,206.164396277692,206.164396277871,206.164396277918,206.164396277755,206.16439627784,206.164396278079,206.16439627801,206.16439627806,206.164396278234,206.16439627832,206.164396278286,206.164396278261,206.164396278277,206.164396278207,206.164396278275,206.164396278213,206.164396278149,206.164396278116,206.164396278113,206.164396278079,206.164396278054,206.164396278232,206.1643962783,206.164396278325,206.164396278291,206.16439627833,206.164396278341,206.16439627839,206.164396278322,206.16439627829,206.164396278338,206.164396278348,206.16439627834,206.164396278278,206.164396278267,206.164396278263,206.164396278399,206.164396278324,206.164396278262,206.164396278185,206.164396278062,206.164396278011,206.164396277859,206.164396278086,206.164396278078,206.164396278031,206.164396278051,206.164396278032,206.164396278169,206.164396278297,206.164396278373,206.164396278235,206.164396278053,206.164396278062,206.164396277924,206.164396278019,206.164396277977,206.164396277984,206.164396277891,206.164396277715,206.164396278323,206.164396278084,206.164396278259,206.164396278001,206.164396278236,206.164396278302,206.164396278207,206.164396278069,206.164396278073,221.639326686703,206.164396278053
