"","Sula leucogaster","Fregata ariel","Pandion haliaetus","Haliastur indus","Icthyophaga leucogaster","Hydroprogne caspia","Thalasseus bergii","Sterna hirundo","Thalasseus bengalensis","Sterna dougallii","Sterna sumatrana","Onychoprion anaethetus","Anous stolidus","Chlidonias leucopterus","Pelecanus conspicillatus","Anhinga novaehollandiae","Microcarbo melanoleucos","Phalacrocorax sulcirostris","Phalacrocorax varius","Numenius madagascariensis","Numenius phaeopus","Numenius minutus","Plegadis falcinellus","Anarhynchus leschenaultii","Anarhynchus veredus","Arenaria interpres","Tringa brevipes","Actitis hypoleucos","Tringa nebularia","Tringa stagnatilis","Xenus cinereus","Gallinago hardwickii","Limosa lapponica","Calidris acuminata","Calidris alba","Calidris canutus","Calidris ferruginea","Calidris ruficollis","Stiltia isabella","Ephippiorhynchus asiaticus","Antigone rubicunda","Antigone antigone","Gallirallus castaneoventris","Himantopus leucocephalus","Radjah radjah","Dendrocygna arcuata","Dendrocygna eytoni","Nettapus pulchellus","Tachybaptus novaehollandiae","Gallinula tenebrosa","Anseranas semipalmata","Platalea flavipes","Platalea regia","Threskiornis molucca","Egretta novaehollandiae","Nycticorax caledonicus","Ixobrychus flavicollis","Ardea sumatrana","Egretta sacra","Ardea alba","Egretta sacra.1","Ardea pacifica","Egretta picata","Aviceda subcristata","Circus approximans","Elanus axillaris","Falco berigora","Falco cenchroides","Falco longipennis","Aegotheles cristatus","Haliastur sphenurus","Lophoictinia isura","Falco subniger","Aquila audax","Eurostopodus argus","Phaps chalcoptera","Geopelia placida","Geopelia humeralis","Geopelia cuneata","Turnix maculosus","Turnix castanotus","Philemon argenticeps","Oriolus flavocinctus","Oriolus sagittatus","Chlamydera nuchalis","Pitta iris","Dicrurus bracteatus","Myiagra alecto","Myiagra rubecula","Myiagra ruficollis","Rhipidura leucophrys","Cacomantis pallidus","Stomiopera unicolor","Gavicalis virescens","Melithreptus albogularis","Myzomela obscura","Ramsayornis fasciatus","Conopophila albogularis","Gerygone chloronota","Gerygone levigaster","Gerygone olivacea","Cracticus nigrogularis","Grallina cyanoleuca","Scythrops novaehollandiae","Cacatua galerita","Calyptorhynchus banksii","Aprosmictus erythropterus","Trichoglossus chlorolepidotus","Psitteuteles versicolor","Dacelo leachii","Ceyx azureus","Ceyx pusillus","Todiramphus macleayii","Todiramphus pyrrhopygius","Todiramphus sanctus","Merops ornatus","Artamus minor","Stizoptera bichenovii","Taeniopygia guttata","Bathilda ruficauda","Lonchura castaneothorax","Malurus melanocephalus","Chrysococcyx basalis","Ardeotis australis","Sternula albifrons","Haematopus fuliginosus","Anas gracilis","Butorides striata","Egretta garzetta","Milvus migrans","Hieraaetus morphnoides","Synoicus ypsilophorus","Cuculus optatus","Rhipidura rufiventris","Myzomela erythrocephala","Cacatua sanguinea","Pardalotus striatus","Neochmia phaeton","Phalacrocorax carbo","Haematopus longirostris","Esacus magnirostris","Anarhynchus ruficapillus","Vanellus miles","Anas superciliosa","Podargus strigoides","Ptilinopus regina","Ducula spilorrhoa","Sphecotheres vieilloti","Lalage tricolor","Coracina novaehollandiae","Rhipidura phasiana","Pomatostomus temporalis","Smicrornis brevirostris","Colluricincla harmonica","Gymnorhina tibicen","Eudynamys orientalis","Burhinus grallarius","Artamus leucorynchus","Chroicocephalus novaehollandiae","Falco peregrinus","Dromaius novaehollandiae","Caprimulgus macrurus","Tyto alba","Philemon buceroides","Philemon citreogularis","Lalage leucomela","Gerygone magnirostris","Cacomantis variolosus","Centropus phasianinus","Cincloramphus timoriensis","Coracina papuensis","Megapodius reinwardt","Corvus orru","Synoicus chinensis","Colluricincla megarhyncha","Ixobrychus dubius","Chalcophaps longirostris","Edolisoma tenuirostre","Myiagra nana","Trichoglossus rubritorquis","Todiramphus sordidus","Chrysococcyx minutillus","Lichmera indistincta","Accipiter fasciatus","Accipiter cirrocephalus","Ninox boobook","Rhipidura dryas","Ardea plumifera","Gelochelidon macrotarsa","Anarhynchus mongolus"
"Sula leucogaster",0,1.73032572697836,2.30441477206871,2.85326545303218,2.54521711426123,1.66477988504437,2.61391436866716,4.4472844853369,3.36104113877449,4.53470761135954,4.83092134933543,3.87442294077677,3.94148525618741,5.35845172065813,3.90290241767036,2.18521876288987,3.51963037034813,3.04913824196402,2.34933174511197,2.8250519920694,3.32757294157832,4.85172191639099,2.84904025518322,5.85204666948268,5.89403269094459,5.63040721964952,5.2157573118239,6.40683446410638,4.51000618218841,5.93238525755245,5.55356474450939,4.47202367653627,3.74854171099218,6.28723463330815,6.23538087365636,5.11048359667914,5.96876502177905,7.40495576846999,5.82700536629569,4.32325394136843,3.70138714918943,3.96503197347862,4.10099282677249,4.67237949652267,2.87522859432665,4.12813395431693,3.40934858174665,4.35196965564438,6.77243474397886,4.73163775446417,2.60874956366887,2.84811726888414,3.07219482526018,2.88893703180365,3.02260055148962,2.93115737474739,3.86736848698017,3.35816097449513,3.2247767193502,3.13223699361869,3.2247767193502,2.66507558907673,3.48179478500847,3.27343279157126,2.9901594688558,3.63734704369979,3.07252868221003,3.97375053508485,3.9195827942172,6.91781989960901,2.65862998238399,2.46944105216873,2.88612256426799,3.08429956871461,6.0627075098235,5.32196920072958,7.66407668369938,6.40345940257059,8.04644226460177,8.75748212628162,7.21724365589159,5.50974377482504,4.97154117754572,4.83969577877667,5.06662111928865,6.70412498727914,4.79086138868836,7.33158644176966,7.93783670712561,7.94773077666603,7.14050267444667,4.60893970017529,7.44936965387958,7.60853242729608,8.47578181993421,8.34620680832632,8.43545548985011,8.74846930670556,9.56467187409618,9.53623409863935,9.27254764436588,4.05867527890892,5.4498245088662,1.42204462524548,2.9858295870017,2.25706824665611,3.90836956829487,4.89913781796622,5.81949466977681,3.0934895666617,6.72488502328253,8.28330184939804,5.76712660277505,5.15584639958502,5.5753756680954,5.71206522370102,7.01661779663698,8.83119729035297,8.64528390458765,8.51096660124949,8.14322891656228,9.62776143695849,6.99823973583617,3.20972843371704,5.67486976410922,2.46827111247682,3.44013057729669,4.1401588397605,3.53984011101926,2.64876388910027,2.83604382905607,6.84601052783245,4.68893749126179,7.48728906468071,9.05322773268918,2.92742881978245,8.88231775520593,8.56730571108865,2.28976944093698,2.59723268914162,2.48365745477031,7.65394478136248,4.48085811093024,2.56848086090571,3.49312141799205,6.8529990830733,4.5146962062549,5.06101105953904,6.89568982869024,4.17723713262258,8.74778080613254,6.55243315257758,10.0934120973882,5.9583639761384,2.72998379064421,4.1244903497593,3.32104171239445,5.53557869839844,3.84429787990314,2.88287876435106,9.50370460313015,6.08377298551475,3.61351769735808,5.20030891130657,5.97648309547737,6.82735099401712,9.2958243641333,6.04519621078318,4.61189653599156,8.29846961258518,4.84980194449325,5.07455272561994,2.34859297543356,8.44416105950267,6.90421543337429,5.3505491354764,6.33323274380275,5.73003708961396,7.51749538808494,4.2181392559596,5.15488969258892,6.90674807253596,8.72642874032037,3.5239494418923,4.74383851038774,4.29668754238498,8.33438426614248,3.31049278250565,3.34716027942839,6.45222612108169
"Fregata ariel",1.73032572697836,0,2.80848210936093,3.26464890666136,3.34348426356564,2.21568469436403,2.54257480017951,4.16541035948709,3.21846151874885,4.24849482409663,4.57050159095814,3.51330761215787,3.77683316193639,5.1767965368877,4.96580952307115,2.75721088805992,3.91361960815414,3.61987586211032,3.38181951112538,3.71191701138977,3.8569635792736,5.07614115916157,3.89227945164113,6.06273110595318,6.03962287316732,5.69932829064334,5.35637482082609,6.46237445563705,4.90538990807137,6.17180930835111,5.70325354132778,4.88381840641652,4.2663237997354,6.35917693649923,6.29528437172304,5.24628343288068,6.10032265794857,7.37769531226042,5.94196893318713,5.51745592305829,4.81164909345204,5.02594492246541,4.82219653571948,5.19819197802701,3.63809460941886,4.89671409818668,4.23308694677059,4.68917968312407,7.19003035759112,5.25542766567249,3.64409300028493,4.0350387505789,4.19391833314868,4.07158539492306,3.88886392283821,4.03647237508183,4.75782600621176,4.56723491925331,4.09343764412788,4.25518538979537,4.09343764412788,3.73686517733424,4.29698414381596,3.43960737065764,3.57390185455338,3.78046585045903,3.57240685737076,4.08034453096135,4.05520322158936,6.81974314381075,3.08481544585706,3.01133148237074,3.21078428672508,3.80495793898793,5.70790029562363,5.29358221258539,7.53858990755727,6.33620463950409,7.86768276092288,8.88736536931487,7.47205312901401,5.77968934569312,5.30104006768356,5.12107837580888,5.57441324386524,7.21685813535508,5.08766200994294,7.47901418018447,7.99261529640448,8.06447816931824,7.24229905477678,4.4797120181357,7.62390792768714,7.71007842923055,8.50915132245429,8.45921955562428,8.50831275306052,8.85077525984575,9.68919196297608,9.63408061861242,9.3665066631377,4.55157897374499,5.6485720225711,2.46631557204809,3.63890731862969,2.86865758671325,4.04142422243066,5.0181525667737,5.90169546915629,3.85566424277596,6.97419144349716,8.45701206329867,6.01258187856264,5.40466863340613,5.82140413073981,5.59801108132047,6.95664479421534,8.99691476757811,8.83164983292941,8.6966633449287,8.376673562916,9.81568840941626,6.97429055788698,4.04417992555539,5.4821220209431,3.21280184783194,3.95091325628254,4.84054818588432,4.44233250487988,2.90010808639383,3.30588082974946,7.08538118113742,4.59091879913175,7.50778130211209,9.14101168397105,3.49775756134955,9.01096608130453,8.77711428036288,3.30270068332909,3.30625491208719,3.67407477209648,7.68797105216041,4.9132608373388,3.34612879465997,3.95192773539593,6.86446563033968,4.59635634157885,5.30683002621991,6.94908619754043,4.35192184842148,8.75183834941746,6.88704372373503,10.177917611495,6.25338028934356,3.46061992721123,4.44185745499636,4.0966649534058,5.63919398011788,4.08597001208719,3.2871452983137,10.4313793699871,5.68867410883292,4.12739736582769,5.61740216060501,6.18984067343947,6.92478205875914,9.41248368774687,5.96930304008171,5.09030799749855,8.46219981982623,5.05560872926641,5.56547538277455,3.19646328155414,8.64258054405541,7.15993926313178,5.87112617395801,6.35622041163217,5.95946183974522,7.59219624748383,4.40492777370598,5.52781110356796,6.90463555579575,8.81157269887082,4.07548517432248,5.0548694288126,4.65040973631568,8.38597654494739,4.26804518945613,3.37224094001832,6.50987278563187
"Pandion haliaetus",2.30441477206871,2.80848210936093,0,1.05434956745244,1.36239648179156,2.24359966001805,3.07076530385337,4.34573417937933,3.64489083999758,4.59206656855441,4.70994487266039,3.85666859793993,3.71180645337945,4.96621160362777,5.03033127270692,1.96153105868668,2.52598102250586,2.23514831913089,1.83130309568511,3.6074038259225,3.47454589641632,4.56916149995316,2.95898313265532,5.35636356449922,5.35662613851044,5.14062778725092,4.95333916060388,6.0204109597153,4.31376939010951,5.61954647227932,5.49500896837111,4.60763946773693,4.06006168135747,5.88883797689577,5.90043315672089,4.86569363525781,5.78729938046213,6.98220856609181,5.08870115123711,4.86594023394574,3.44374078867559,3.63571637154954,3.12416545200615,4.35209632446299,1.94912021595992,3.41059861416632,2.59157564779857,3.72248550107784,6.00929307982788,3.61052397913899,1.63328006496741,3.32457309763888,3.37025599334601,3.03669737862001,2.52554234383949,2.27917783770708,3.6322588517995,3.28609317745507,2.80259070384022,2.78919557722691,2.80259070384022,2.18339085144457,3.06816113878503,1.6910390154555,1.2270716729732,2.54650004650973,1.61112211000435,2.95920059372912,3.06913009218432,5.75829887275245,0.902728328438881,0.836753844148401,1.22858452736911,2.03184483048623,5.01548236394486,4.19668459873686,6.76363869271382,5.33106646453599,7.18916157579905,7.93327486563665,6.54706296579447,4.65893811572682,4.14091960320262,4.07332307478271,3.90113766558836,5.88860008950439,4.00226088882187,6.47702093037005,7.11528206733742,7.12629217439111,6.113761856421,3.90229262237145,6.52015839309984,6.68601088740972,7.65297836618321,7.62849131533818,7.64892251779757,7.93300597250681,8.79007690934553,8.74652761552815,8.47450246590854,3.29485531205035,4.28599802289803,1.88766753276963,2.21332500063099,2.19400190355508,3.24300624900489,4.61074561100612,5.47626331607708,3.1757563224733,6.64389887787435,8.06222112159188,5.63834639295691,5.07235262421852,5.45053835857591,5.46876069893523,6.3721761226572,8.10331686787417,7.98186207388111,7.8708351507241,7.55408831519542,8.84745501238939,6.28465958056365,2.26142933355866,5.6758595780487,2.29586425204882,3.06802986631084,3.77223520360946,3.13976648212664,0.897803071416636,1.14720613375289,6.01109851214053,3.95078260227723,6.64956974545611,8.35229091245256,2.23716190204927,8.04316160021303,7.85320121312578,1.68290394753893,2.6591081370787,2.07932894646364,7.05032763671465,3.22815068007606,2.38218378382517,2.5697949499803,5.80541608977146,3.10349109828911,4.09826751035219,6.10931331502862,3.20320389096518,7.84459788465039,5.70533556102525,9.2168638643339,4.98845552162404,1.98038966137698,2.8950837999823,2.21961197120496,4.9983307374886,3.00519368173613,1.66103940198468,8.92732746736632,5.19661609243732,2.18258654324229,4.32917828964075,5.07498198091405,5.97262028033256,8.50184495595777,5.34601562902689,3.25629858962841,7.42867528142089,4.07778478768708,3.51385754579134,1.36996118073907,7.61273000731335,6.04245369849556,4.95030000901276,5.29114014303618,4.92318403907487,6.62868777262898,3.92017360530524,5.00007979631466,6.31250464753239,7.95885032303269,2.01042476102669,3.3162121771525,2.88629188983827,7.41977025497659,2.60022947055194,3.17705405396475,5.90124687544979
"Haliastur indus",2.85326545303218,3.26464890666136,1.05434956745244,0,1.9173059567777,2.57995581531791,3.15912895761214,4.09124370201541,3.57507121282657,4.33826574101153,4.404532531147,3.65163605880666,3.44820684782972,4.57938384432593,5.52279609662519,1.91806239970053,1.97551332402518,1.81947858789502,1.79188533489893,3.66046385589779,3.24911891297708,4.20185300176413,2.76136892633811,4.91911100282925,4.9782402260648,4.74692545452265,4.5352679417358,5.48602613977134,3.91648083827328,5.14521662575191,5.08060362994692,4.20808291824718,3.84246263510025,5.42741774279661,5.42354004273894,4.51433607030441,5.34490235979739,6.49099963222835,4.7618987701567,5.23512432981142,3.75450907344714,3.88177779368335,2.43399171197209,4.01690659220746,1.84672027057304,3.10666232877427,2.40120946658348,3.40748354119831,5.49778441823035,3.02886069015295,1.89597401000375,3.52118669942775,3.5264236832944,3.0335440843936,2.18958095472449,2.01056511117472,3.17699062510059,3.37345789312974,2.39794997152975,2.64157096607635,2.39794997152975,2.16111088405798,2.60498909064377,1.12563517968674,1.16060830887645,2.28408655388974,1.61834529021128,2.67285631416519,2.94104842980438,5.08283421044853,0.945849003541941,1.13782737892165,1.30397541344159,2.51020185958252,4.52313656916111,3.59672089698251,6.10206024662931,4.62902699916069,6.53465387761031,7.30509466368232,6.04677198350569,3.84846998784607,3.39025447634613,3.36496450591948,3.05464354052833,5.19294306354331,3.24857270343351,5.70950085577104,6.3839613944231,6.37933526531927,5.33019236624111,3.39471886358172,5.697158208316,5.89045614642155,6.91987291116742,6.86668027044034,6.91455035444885,7.19931156085268,8.0615244983731,8.00958009320697,7.75658810029585,2.53893097506076,3.48497252201148,2.19264085926135,2.06420931071654,2.59210703977285,2.85670131855696,4.28666467530622,5.1134318931347,2.86294988979913,6.05872913120218,7.4588386059105,5.08518102804792,4.56785558564321,4.90162843045752,4.85281554925508,5.83284232630126,7.42988163299615,7.35513935777416,7.21895871310465,6.95604391791774,8.09966876428416,5.67799448395437,2.74169854501528,5.37499712783166,2.1092461344327,2.91478826132343,3.20746898634088,2.67674428500254,1.08068711024268,0.96926434690703,5.47929818886333,3.42288341379028,5.89907137892294,7.61135649701011,2.03256643317322,7.40694619124629,7.14136442633077,1.74451770319891,2.51369011724116,2.02728845351408,6.56627014882464,2.6111143164145,2.46550052853389,2.1716374116614,5.14688301458496,2.44544624017745,3.38723802889383,5.4321359366716,2.58993198641023,7.08234602463788,4.87091852551963,8.50213398353297,4.17623841508623,1.50169489939508,2.02559846159783,1.96725056149917,4.51118114818986,2.63381478766869,1.74480686390894,8.67070511065654,4.66216244270182,1.66846559997885,3.4770229090141,4.24669319366839,5.25522918517054,7.76619753231086,4.70530966360706,2.45203839298413,6.65328547183204,3.38353205359103,2.8752052512984,1.06589201077194,6.97291424542645,5.25893981258856,4.36959875942944,4.6033205707524,4.22891028096672,5.85105301442077,3.60156665345129,4.43437950735244,5.70178054849602,7.1906964398694,1.45780228136124,2.69521802344964,2.14845661580165,6.65095779772689,2.14474177743868,3.07986767269193,5.5058391953016
"Icthyophaga leucogaster",2.54521711426123,3.34348426356564,1.36239648179156,1.9173059567777,0,2.90414865147242,3.90926827624009,5.40443222190418,4.61056921999149,5.60408516128519,5.78545052450787,4.90345461661336,4.75497366290942,6.1187541221413,4.1726335738407,2.20596561372336,3.49726174903035,3.05807506283488,2.16536268763299,3.64998262477274,4.09617552414192,5.48137040789745,3.09753989567734,6.42450194425562,6.40509789601115,6.26525278119699,5.93762226535199,7.08438028890265,5.09609938359008,6.51243496095885,6.47238098077367,5.42778411562387,4.72215222552064,6.9384223519047,6.97696923432864,5.9061285298454,6.78538847905831,8.10262301423516,6.18812868289667,3.69734761582627,2.31201785359315,2.47659979940744,3.65543807532512,4.95161042173326,2.84293417447515,4.2368838255022,3.44462457481759,4.89565641613349,7.00396153640666,4.4820506900066,1.35314730702921,2.75514389636018,2.97628625975397,2.58813055141762,2.82029248890354,2.39953947785508,4.12754608066421,2.40318735014375,3.21866884792779,2.34044181012044,3.21866884792779,1.94717910912085,3.649390583991,2.86152448246297,1.83530487129051,3.76393621971903,2.61454635258993,4.16765330275342,4.30481193912663,6.87293123021966,1.79880852851209,1.5291686553082,2.37029000496939,0.920284210063157,6.18175606345756,5.23926362681466,7.87312584771334,6.37344375947322,8.30636174222229,9.00632844784616,7.67152849022516,5.57963987532842,5.0969507522532,5.09836525409997,4.60567541606873,6.76285907323145,4.97207508050868,7.48101087924932,8.18877495589607,8.15824834334189,7.12093258938028,5.07759051769108,7.45157592633868,7.674980470533,8.7228862335558,8.63049947882359,8.694839778645,8.97021699576272,9.82783628937162,9.78315446548761,9.53375694618934,4.17613298637225,5.23223570813953,2.03545797166019,2.57954407473905,2.47196240677404,4.47656982510939,5.83319759530569,6.71255160866527,3.73508666601443,7.60718020386616,9.10257805557447,6.6630189708386,6.11531359876991,6.46229642966204,6.55913742063195,7.58735477101352,9.19003738665164,9.08971965143462,8.96020313962479,8.65849404681897,9.83012844175223,7.44174285523415,1.1720236335661,6.78773324172856,2.88501871181214,4.14662220188067,4.45160950133185,3.4270463161843,1.84542383381911,2.20219972909348,7.13137746418022,5.1393522144776,7.72502499042344,9.37693823906763,3.26853723155193,9.15736823775616,8.88631129158163,1.81537444959732,3.251669268801,2.44108704205762,8.1698673189453,4.01959481452487,3.27984016346809,3.41935378894424,6.90500171636541,4.16061156448492,5.15037419012221,7.21111299116375,4.35983082179886,8.89970596334773,6.50325795362147,10.288924978467,5.92041412226806,2.80626383640329,3.72597314814532,2.65965458043732,6.19457565545337,4.03898264930859,2.89339370039646,8.74358522773821,6.40163438270303,3.18868245354972,5.11165315676679,5.99998578516688,7.04867775984692,9.54071784549992,6.49743654404353,3.64090500729813,8.40270433787333,5.14984959864968,4.28597611544751,1.97061986999527,8.67501908539443,7.00789143663031,5.80492590836385,6.3169354102081,5.97743585890952,7.6619577281569,5.10722747199738,5.91053704299942,7.46814627360891,8.96565518272367,2.88596012731688,4.32844560116137,3.90185142351371,8.45182101809863,2.74501525036282,4.2222092776683,7.03842205810006
"Hydroprogne caspia",1.66477988504437,2.21568469436403,2.24359966001805,2.57995581531791,2.90414865147242,0,1.26948417972415,3.09869638557999,2.02614350207978,3.27746218792826,3.52751557735827,2.64527036407726,2.59566362574924,4.03020655679405,5.04711801388217,2.03642161631559,2.85181205210464,2.44222691820967,2.30962601768277,2.48403179355197,2.31364791525636,3.57846963418045,2.63289370081796,4.61764379540101,4.55044583635482,4.38154552158253,3.96709926839314,5.26748339009647,3.29624082871249,4.70113928766934,4.42939981729519,3.53154278748911,2.68194618791384,5.02496659404464,5.05481307451272,3.8459429685098,4.76392620437031,6.18324011978325,4.42942670597437,5.23933241267647,4.00255022342934,4.25572578565874,3.54378723210998,3.46100942562878,2.63688341228742,3.72465893078219,2.97312786108739,3.55986931624178,5.81308224744128,3.76632380123671,2.94682400311392,3.5133370778128,3.56741520311148,3.33123120036034,2.5504498539651,2.96484796355281,3.4384175053474,3.93558399910641,2.85174362956088,3.21447011040045,2.85174362956088,2.52391830627547,2.79543274101589,2.72554787784559,2.48421099935953,2.53660561491549,2.33882989021136,2.96305230231769,2.85279299091997,5.87232702854432,2.31105823641826,2.14154886750958,2.33597054961346,3.58378136505449,4.86154423295036,4.2259468315884,6.61222250538035,5.43346013257003,6.98202424839136,7.70067247398377,6.23982943971198,4.7832585736831,4.44250902340444,4.20435404851816,4.6867909842318,6.05861229780155,4.3630846326043,6.63528496484037,7.16710770887804,7.23987748730837,6.33120532064115,3.59877650266209,6.63719040489186,6.72803453372695,7.52829728767332,7.48699405658999,7.50937957739833,7.82259174190156,8.6883231107445,8.63776389424061,8.35062077156243,3.60461441307875,4.58559439508616,2.45292801472899,3.59706682359837,3.16083666131876,3.29776606764882,4.19171058651189,4.97762537572099,3.57012006782589,6.19227025499829,7.62247180977557,5.28203755055578,4.64933399133482,5.12751344878406,4.99008316189269,6.00445692667936,8.09019639557704,7.88182116434806,7.77167837748619,7.41650474039692,8.83470266795115,5.95551066864907,3.45549506152347,4.40951607562371,1.85215803643041,2.80188916528972,3.64828778833688,3.06976778002594,2.25632925270166,2.25409021726954,5.91047812312082,3.68854530447726,6.70113040368609,8.14453643945642,2.86912221307913,7.88779560422562,7.92272040333438,2.3888995986877,1.74179680027911,2.20089444687343,6.405328376494,3.47195767749119,2.26796326768758,3.69963558216633,5.83900452858343,3.68939013538213,4.42596352318929,5.94102719866187,3.45749861264488,7.87648287753836,5.9590996334388,9.14742431492152,5.25847255303199,2.20251611810955,3.78222486084246,2.60065660309708,4.62471201168286,2.49194737468966,2.09748934931204,9.8887711132291,5.00912999050063,2.73030119772928,4.67627980081398,5.22977863306848,5.96275123303581,8.42885461569401,5.14014866381914,4.58829647438716,7.5162673944213,4.23862125107944,4.33448904379219,2.36734295973251,7.50661510118699,6.19807851297341,4.49560121883367,5.24660219848682,5.01047794810946,6.75890092818478,3.63012179922477,4.92539582248951,5.96559843823925,7.82085042420573,2.9606754955467,3.84155856719336,3.58597147765144,7.50114730772743,3.03149765981428,1.88472609956213,5.18850797655164
"Thalasseus bergii",2.61391436866716,2.54257480017951,3.07076530385337,3.15912895761214,3.90926827624009,1.26948417972415,0,2.01330302019155,0.921971504900623,2.10412746837546,2.45893073727077,1.50876459337348,1.61590803802221,3.1697767220716,6.12726987016785,2.58596557945476,2.86206184776768,2.70342849836485,3.0909017506553,2.96828507017344,2.18646689393135,2.95178146935022,3.26154441853065,4.01752217755617,3.87442545382641,3.68244812295939,3.25296887385217,4.52022443054195,2.85316801621068,4.05619759023949,3.72664875007465,3.13504959526762,2.42164563685495,4.26479193918216,4.31701443137173,3.15412776328449,4.04140956927573,5.36815699520126,3.8576809544118,6.28961512002258,5.00176690860939,5.22662235377906,3.79371024261293,3.24864436976571,3.24446065131921,4.10462442037966,3.48862938001573,3.4268461969804,5.54030810714013,3.75930868773653,3.96173785395133,4.46755526248127,4.4824084297405,4.24023248096607,3.10058361668016,3.78354881422814,3.79403784455812,4.955044650492,3.3731527109018,4.07673365015997,3.3731527109018,3.37638249773214,3.08631241329234,2.93762375591488,3.07917033157166,2.37105281446081,2.71984832408513,2.67133291132051,2.57327078147873,5.25800098318937,2.87975809133394,2.90006127387824,2.74386869668049,4.52473297823195,4.08681997107151,3.71218083369019,5.88059928590939,4.8379623217961,6.18636708932145,7.13947917778593,5.78064517989584,4.46558020774507,4.2967694584275,3.97992485502572,4.76453228946096,5.94630071875291,4.24288948351621,6.21570422954864,6.64725771737685,6.77824692758728,5.86181953112727,2.92021714764226,6.18838749603599,6.19442045424107,6.91376863377554,6.9205289248193,6.92149609768509,7.24878883675541,8.12476782345596,8.04719470886275,7.76591047848914,3.62792899623508,4.28916617335881,3.30803425484743,4.34122366131995,3.97866254744155,3.08819963966847,3.73688138400535,4.4490814288561,4.06843981298215,5.82456161313933,7.13477053485667,4.9422952609834,4.30570271330992,4.81033243106023,4.30854659834791,5.34170270811438,7.59697384985531,7.40081643480337,7.27269517001822,6.96515397625688,8.28869624190383,5.2667442373836,4.40645130175231,3.39251785980225,2.32572345215116,2.91109535775034,3.82191797140797,3.51856230785411,2.80124100793422,2.73343681584767,5.52222692114586,3.05010536862693,6.16168015491066,7.53828679610011,3.32859862322523,7.33631800010637,7.46619572417941,3.255059894421,2.08349056091696,3.00443369490585,5.66685383128198,3.45668447905569,2.85132853843001,4.12025546458453,5.31348641757593,3.52698702868634,4.21937393713586,5.34917268124881,3.25786163794649,7.26477819626218,5.66849294503375,8.55492592918881,4.97509669983934,2.6328766296967,3.84943851352195,3.0305590848488,4.15071199946545,2.19521920494491,2.44431978679058,10.2847152905262,4.24193581805859,2.97286607532668,4.55104281879039,4.87299712757607,5.44564198563884,7.87055786407982,4.47612612007333,4.86127053878639,7.00241193216927,3.98129753643016,4.48027150191541,3.11522004755479,7.04004051849487,5.83132790839675,4.30613374480447,4.69742001243638,4.66702538036137,6.27719119631476,3.28669064375476,4.82170075994274,5.32541613646678,7.2263646897867,3.24033848455006,3.70695149564645,3.60478315313057,6.92827139033543,3.66234505032928,1.16606906761413,4.46805423217646
