"","Megapodius reinwardt","Synoicus chinensis","Synoicus ypsilophorus","Anseranas semipalmata","Dendrocygna arcuata","Dendrocygna eytoni","Anas superciliosa","Anas gracilis","Radjah radjah","Nettapus pulchellus","Anhinga novaehollandiae","Microcarbo melanoleucos","Phalacrocorax sulcirostris","Phalacrocorax varius","Phalacrocorax carbo","Sula leucogaster","Fregata ariel","Plegadis falcinellus","Platalea regia","Platalea flavipes","Threskiornis molucca","Ephippiorhynchus asiaticus","Pelecanus conspicillatus","Nycticorax caledonicus","Butorides striata","Egretta garzetta","Egretta novaehollandiae","Egretta sacra","Ardea plumifera","Ardea alba","Ardea pacifica","Egretta picata","Ardea sumatrana","Ixobrychus dubius","Ixobrychus flavicollis","Gallinula tenebrosa","Gallirallus castaneoventris","Antigone rubicunda","Antigone antigone","Tachybaptus novaehollandiae","Anarhynchus ruficapillus","Anarhynchus mongolus","Anarhynchus leschenaultii","Anarhynchus veredus","Vanellus miles","Haematopus longirostris","Haematopus fuliginosus","Himantopus leucocephalus","Esacus magnirostris","Burhinus grallarius","Anous stolidus","Chroicocephalus novaehollandiae","Sternula albifrons","Hydroprogne caspia","Gelochelidon macrotarsa","Thalasseus bergii","Thalasseus bengalensis","Sterna sumatrana","Sterna dougallii","Sterna hirundo","Chlidonias leucopterus","Onychoprion anaethetus","Stiltia isabella","Turnix castanotus","Turnix maculosus","Xenus cinereus","Tringa stagnatilis","Tringa nebularia","Tringa brevipes","Actitis hypoleucos","Gallinago hardwickii","Arenaria interpres","Calidris ferruginea","Calidris alba","Calidris ruficollis","Calidris acuminata","Calidris canutus","Limosa lapponica","Numenius madagascariensis","Numenius minutus","Numenius phaeopus","Ardeotis australis","Podargus strigoides","Aegotheles cristatus","Tyto alba","Merops ornatus","Ceyx pusillus","Ceyx azureus","Dacelo leachii","Todiramphus sordidus","Todiramphus sanctus","Todiramphus macleayii","Todiramphus pyrrhopygius","Ninox boobook","Eurostopodus argus","Caprimulgus macrurus","Aviceda subcristata","Lophoictinia isura","Accipiter cirrocephalus","Accipiter fasciatus","Circus approximans","Haliastur sphenurus","Haliastur indus","Milvus migrans","Icthyophaga leucogaster","Hieraaetus morphnoides","Aquila audax","Elanus axillaris","Pandion haliaetus","Falco cenchroides","Falco berigora","Falco subniger","Falco peregrinus","Falco longipennis","Calyptorhynchus banksii","Cacatua sanguinea","Cacatua galerita","Trichoglossus chlorolepidotus","Trichoglossus rubritorquis","Psitteuteles versicolor","Aprosmictus erythropterus","Pitta iris","Malurus melanocephalus","Melithreptus albogularis","Stomiopera unicolor","Lichmera indistincta","Philemon citreogularis","Philemon argenticeps","Philemon buceroides","Myzomela obscura","Myzomela erythrocephala","Ramsayornis fasciatus","Conopophila albogularis","Gavicalis virescens","Pardalotus striatus","Gerygone magnirostris","Gerygone chloronota","Gerygone olivacea","Gerygone levigaster","Smicrornis brevirostris","Colluricincla megarhyncha","Colluricincla harmonica","Rhipidura rufiventris","Rhipidura dryas","Rhipidura phasiana","Rhipidura leucophrys","Myiagra ruficollis","Myiagra nana","Myiagra rubecula","Myiagra alecto","Grallina cyanoleuca","Corvus orru","Dicrurus bracteatus","Sphecotheres vieilloti","Oriolus sagittatus","Oriolus flavocinctus","Coracina novaehollandiae","Coracina papuensis","Edolisoma tenuirostre","Lalage leucomela","Lalage tricolor","Cracticus nigrogularis","Gymnorhina tibicen","Artamus minor","Artamus leucorynchus","Cincloramphus timoriensis","Taeniopygia guttata","Stizoptera bichenovii","Bathilda ruficauda","Neochmia phaeton","Lonchura castaneothorax","Pomatostomus temporalis","Chlamydera nuchalis","Scythrops novaehollandiae","Eudynamys orientalis","Cacomantis pallidus","Cacomantis variolosus","Cuculus optatus","Chrysococcyx basalis","Chrysococcyx minutillus","Centropus phasianinus","Geopelia humeralis","Geopelia cuneata","Geopelia placida","Phaps chalcoptera","Ptilinopus regina","Ducula spilorrhoa","Chalcophaps longirostris","Dromaius novaehollandiae","Egretta sacra.1"
"Megapodius reinwardt",0,121.776932000733,121.776932000751,159.805928986001,159.805928985795,159.80592898577,159.805928985943,159.805928986072,159.805928986081,159.805928985781,206.366301169293,206.366301169188,206.366301169357,206.366301169022,206.366301169136,206.366301168905,206.36630116918,206.366301168929,206.366301168607,206.366301168904,206.366301168604,206.366301168591,206.366301168907,206.366301168971,206.36630116874,206.366301168972,206.36630116899,206.366301168469,206.366301168426,206.366301168631,206.36630116881,206.366301168876,206.366301168961,206.366301168862,206.36630116877,206.366301169386,206.366301169594,206.366301169422,206.366301169256,206.366301168984,206.36630116871,206.366301168758,206.366301168694,206.366301168727,206.366301168938,206.366301169052,206.366301168971,206.366301168905,206.36630116897,206.36630116889,206.366301168957,206.366301168901,206.366301168962,206.366301169001,206.366301168946,206.366301168965,206.366301168949,206.36630116895,206.366301168838,206.366301168811,206.366301168811,206.366301168913,206.366301168711,206.366301168774,206.366301168924,206.366301168687,206.366301168673,206.366301168791,206.366301168839,206.366301168999,206.366301169047,206.366301168864,206.366301168721,206.366301168801,206.366301168975,206.366301168767,206.366301168728,206.366301168534,206.366301168477,206.366301168376,206.366301168279,206.366301168896,206.366301168595,206.366301168886,206.366301169003,206.366301168447,206.366301168539,206.366301168608,206.366301168486,206.366301168478,206.366301168474,206.366301168677,206.36630116809,206.366301168922,206.366301168394,206.366301168782,206.366301168376,206.366301168688,206.366301168416,206.3663011682,206.366301168229,206.366301168429,206.36630116832,206.366301168493,206.366301168649,206.366301168184,206.366301168159,206.366301168281,206.366301168323,206.366301168624,206.366301168115,206.36630116861,206.366301168814,206.366301168558,206.366301168585,206.366301168539,206.36630116909,206.366301169288,206.366301168875,206.366301169021,206.366301168899,206.366301168751,206.366301169114,206.366301168982,206.36630116865,206.366301168946,206.366301168973,206.366301168945,206.366301168648,206.366301168453,206.366301168645,206.366301168697,206.366301168696,206.366301168853,206.366301168917,206.366301168724,206.36630116868,206.366301168606,206.366301168645,206.366301168926,206.366301168758,206.366301168792,206.36630116912,206.366301168935,206.366301168769,206.366301168768,206.366301168816,206.366301168888,206.366301168935,206.366301168832,206.366301168749,206.366301168641,206.366301168657,206.366301168853,206.366301168527,206.36630116859,206.366301168607,206.366301168575,206.366301168827,206.366301168874,206.366301168844,206.366301168863,206.366301168651,206.366301168636,206.366301168642,206.366301168708,206.366301168311,206.36630116897,206.366301168098,206.366301168327,206.366301168368,206.366301168396,206.366301168455,206.366301169245,206.366301168814,206.366301168646,206.366301168594,206.36630116892,206.366301168772,206.366301168738,206.366301168295,206.366301168615,206.366301168515,206.366301168638,206.366301168682,206.366301168486,206.366301168576,206.366301168807,222.05041675671,206.366301168469
"Synoicus chinensis",121.776932000733,0,12.7645286033254,159.805928985995,159.805928985789,159.805928985764,159.805928985937,159.805928986066,159.805928986075,159.805928985775,206.366301169286,206.366301169181,206.36630116935,206.366301169016,206.36630116913,206.366301168899,206.366301169174,206.366301168923,206.366301168601,206.366301168898,206.366301168598,206.366301168585,206.366301168901,206.366301168965,206.366301168734,206.366301168966,206.366301168984,206.366301168463,206.366301168419,206.366301168625,206.366301168804,206.36630116887,206.366301168954,206.366301168855,206.366301168764,206.36630116938,206.366301169587,206.366301169416,206.36630116925,206.366301168977,206.366301168704,206.366301168751,206.366301168688,206.366301168721,206.366301168931,206.366301169045,206.366301168965,206.366301168899,206.366301168964,206.366301168884,206.36630116895,206.366301168894,206.366301168956,206.366301168995,206.36630116894,206.366301168959,206.366301168943,206.366301168944,206.366301168832,206.366301168805,206.366301168805,206.366301168906,206.366301168705,206.366301168768,206.366301168918,206.366301168681,206.366301168667,206.366301168784,206.366301168833,206.366301168992,206.366301169041,206.366301168857,206.366301168714,206.366301168795,206.366301168969,206.366301168761,206.366301168722,206.366301168528,206.366301168471,206.36630116837,206.366301168273,206.36630116889,206.366301168589,206.36630116888,206.366301168997,206.366301168441,206.366301168533,206.366301168602,206.366301168479,206.366301168471,206.366301168467,206.366301168671,206.366301168083,206.366301168915,206.366301168388,206.366301168775,206.366301168369,206.366301168682,206.36630116841,206.366301168194,206.366301168223,206.366301168423,206.366301168314,206.366301168487,206.366301168642,206.366301168178,206.366301168152,206.366301168275,206.366301168317,206.366301168618,206.366301168109,206.366301168603,206.366301168808,206.366301168551,206.366301168579,206.366301168532,206.366301169083,206.366301169282,206.366301168868,206.366301169015,206.366301168892,206.366301168745,206.366301169108,206.366301168976,206.366301168644,206.36630116894,206.366301168967,206.366301168938,206.366301168642,206.366301168446,206.366301168639,206.36630116869,206.366301168689,206.366301168847,206.366301168911,206.366301168718,206.366301168673,206.3663011686,206.366301168639,206.366301168919,206.366301168752,206.366301168786,206.366301169114,206.366301168929,206.366301168763,206.366301168762,206.366301168809,206.366301168882,206.366301168929,206.366301168826,206.366301168743,206.366301168635,206.366301168651,206.366301168847,206.366301168521,206.366301168584,206.366301168601,206.366301168568,206.366301168821,206.366301168867,206.366301168838,206.366301168857,206.366301168644,206.366301168629,206.366301168636,206.366301168701,206.366301168305,206.366301168964,206.366301168091,206.366301168321,206.366301168361,206.366301168389,206.366301168449,206.366301169239,206.366301168808,206.36630116864,206.366301168587,206.366301168913,206.366301168766,206.366301168731,206.366301168289,206.366301168609,206.366301168509,206.366301168632,206.366301168676,206.36630116848,206.36630116857,206.366301168801,222.050416756704,206.366301168463
"Synoicus ypsilophorus",121.776932000751,12.7645286033254,0,159.805928986014,159.805928985808,159.805928985783,159.805928985955,159.805928986085,159.805928986094,159.805928985794,206.366301169305,206.3663011692,206.366301169369,206.366301169035,206.366301169149,206.366301168918,206.366301169193,206.366301168942,206.36630116862,206.366301168916,206.366301168617,206.366301168603,206.36630116892,206.366301168984,206.366301168753,206.366301168985,206.366301169003,206.366301168482,206.366301168438,206.366301168644,206.366301168823,206.366301168888,206.366301168973,206.366301168874,206.366301168783,206.366301169399,206.366301169606,206.366301169435,206.366301169268,206.366301168996,206.366301168723,206.36630116877,206.366301168707,206.366301168739,206.36630116895,206.366301169064,206.366301168984,206.366301168917,206.366301168983,206.366301168903,206.366301168969,206.366301168913,206.366301168975,206.366301169014,206.366301168958,206.366301168978,206.366301168962,206.366301168963,206.366301168851,206.366301168823,206.366301168824,206.366301168925,206.366301168724,206.366301168787,206.366301168937,206.3663011687,206.366301168686,206.366301168803,206.366301168852,206.366301169011,206.36630116906,206.366301168876,206.366301168733,206.366301168814,206.366301168987,206.36630116878,206.366301168741,206.366301168547,206.36630116849,206.366301168389,206.366301168292,206.366301168909,206.366301168607,206.366301168899,206.366301169016,206.36630116846,206.366301168551,206.366301168621,206.366301168498,206.36630116849,206.366301168486,206.36630116869,206.366301168102,206.366301168934,206.366301168407,206.366301168794,206.366301168388,206.366301168701,206.366301168429,206.366301168213,206.366301168242,206.366301168442,206.366301168333,206.366301168506,206.366301168661,206.366301168197,206.366301168171,206.366301168294,206.366301168335,206.366301168637,206.366301168127,206.366301168622,206.366301168827,206.36630116857,206.366301168598,206.366301168551,206.366301169102,206.366301169301,206.366301168887,206.366301169033,206.366301168912,206.366301168764,206.366301169126,206.366301168995,206.366301168663,206.366301168958,206.366301168986,206.366301168957,206.366301168661,206.366301168465,206.366301168658,206.366301168709,206.366301168708,206.366301168865,206.366301168929,206.366301168737,206.366301168692,206.366301168619,206.366301168658,206.366301168938,206.36630116877,206.366301168805,206.366301169133,206.366301168948,206.366301168782,206.366301168781,206.366301168828,206.366301168901,206.366301168948,206.366301168844,206.366301168762,206.366301168653,206.36630116867,206.366301168865,206.36630116854,206.366301168603,206.36630116862,206.366301168587,206.36630116884,206.366301168886,206.366301168857,206.366301168876,206.366301168663,206.366301168648,206.366301168655,206.36630116872,206.366301168324,206.366301168983,206.36630116811,206.36630116834,206.36630116838,206.366301168408,206.366301168468,206.366301169258,206.366301168827,206.366301168659,206.366301168606,206.366301168932,206.366301168785,206.36630116875,206.366301168308,206.366301168627,206.366301168528,206.366301168651,206.366301168695,206.366301168499,206.366301168589,206.36630116882,222.050416756722,206.366301168482
"Anseranas semipalmata",159.805928986001,159.805928985995,159.805928986014,0,127.185295482274,127.185295482249,127.185295482421,127.185295482551,127.185295482559,127.18529548226,206.366301169243,206.366301169138,206.366301169307,206.366301168973,206.366301169087,206.366301168856,206.366301169131,206.36630116888,206.366301168558,206.366301168855,206.366301168555,206.366301168542,206.366301168857,206.366301168922,206.366301168691,206.366301168923,206.366301168941,206.36630116842,206.366301168376,206.366301168582,206.366301168761,206.366301168826,206.366301168911,206.366301168812,206.366301168721,206.366301169337,206.366301169544,206.366301169373,206.366301169206,206.366301168934,206.36630116866,206.366301168708,206.366301168645,206.366301168678,206.366301168888,206.366301169002,206.366301168922,206.366301168855,206.366301168921,206.366301168841,206.366301168907,206.366301168851,206.366301168913,206.366301168952,206.366301168896,206.366301168916,206.3663011689,206.366301168901,206.366301168789,206.366301168761,206.366301168762,206.366301168863,206.366301168662,206.366301168725,206.366301168875,206.366301168638,206.366301168624,206.366301168741,206.36630116879,206.366301168949,206.366301168998,206.366301168814,206.366301168671,206.366301168752,206.366301168926,206.366301168718,206.366301168679,206.366301168485,206.366301168428,206.366301168327,206.36630116823,206.366301168847,206.366301168545,206.366301168837,206.366301168954,206.366301168398,206.36630116849,206.366301168559,206.366301168436,206.366301168428,206.366301168424,206.366301168628,206.36630116804,206.366301168872,206.366301168345,206.366301168733,206.366301168326,206.366301168639,206.366301168367,206.366301168151,206.36630116818,206.36630116838,206.366301168271,206.366301168444,206.366301168599,206.366301168135,206.366301168109,206.366301168232,206.366301168273,206.366301168575,206.366301168065,206.36630116856,206.366301168765,206.366301168508,206.366301168536,206.366301168489,206.36630116904,206.366301169239,206.366301168825,206.366301168972,206.366301168849,206.366301168702,206.366301169064,206.366301168933,206.366301168601,206.366301168896,206.366301168924,206.366301168895,206.366301168599,206.366301168403,206.366301168595,206.366301168647,206.366301168646,206.366301168803,206.366301168867,206.366301168675,206.36630116863,206.366301168557,206.366301168596,206.366301168876,206.366301168708,206.366301168743,206.366301169071,206.366301168886,206.36630116872,206.366301168719,206.366301168766,206.366301168839,206.366301168886,206.366301168782,206.3663011687,206.366301168592,206.366301168608,206.366301168804,206.366301168478,206.366301168541,206.366301168558,206.366301168525,206.366301168778,206.366301168824,206.366301168795,206.366301168814,206.366301168602,206.366301168586,206.366301168593,206.366301168658,206.366301168262,206.36630116892,206.366301168048,206.366301168278,206.366301168318,206.366301168346,206.366301168406,206.366301169196,206.366301168765,206.366301168597,206.366301168544,206.36630116887,206.366301168723,206.366301168689,206.366301168246,206.366301168566,206.366301168466,206.366301168589,206.366301168633,206.366301168437,206.366301168527,206.366301168758,222.050416756661,206.36630116842
"Dendrocygna arcuata",159.805928985795,159.805928985789,159.805928985808,127.185295482274,0,28.4252221057355,63.7353275962235,63.7353275963531,63.7353275963615,63.7353275960622,206.366301169038,206.366301168932,206.366301169101,206.366301168767,206.366301168881,206.36630116865,206.366301168925,206.366301168674,206.366301168352,206.366301168649,206.366301168349,206.366301168336,206.366301168652,206.366301168716,206.366301168485,206.366301168717,206.366301168735,206.366301168214,206.36630116817,206.366301168376,206.366301168555,206.36630116862,206.366301168705,206.366301168606,206.366301168515,206.366301169131,206.366301169338,206.366301169167,206.366301169,206.366301168728,206.366301168455,206.366301168502,206.366301168439,206.366301168471,206.366301168682,206.366301168796,206.366301168716,206.36630116865,206.366301168715,206.366301168635,206.366301168701,206.366301168645,206.366301168707,206.366301168746,206.366301168691,206.36630116871,206.366301168694,206.366301168695,206.366301168583,206.366301168556,206.366301168556,206.366301168657,206.366301168456,206.366301168519,206.366301168669,206.366301168432,206.366301168418,206.366301168535,206.366301168584,206.366301168743,206.366301168792,206.366301168608,206.366301168465,206.366301168546,206.36630116872,206.366301168512,206.366301168473,206.366301168279,206.366301168222,206.366301168121,206.366301168024,206.366301168641,206.366301168339,206.366301168631,206.366301168748,206.366301168192,206.366301168283,206.366301168353,206.36630116823,206.366301168222,206.366301168218,206.366301168422,206.366301167834,206.366301168666,206.366301168139,206.366301168526,206.36630116812,206.366301168433,206.366301168161,206.366301167945,206.366301167974,206.366301168174,206.366301168065,206.366301168238,206.366301168393,206.366301167929,206.366301167903,206.366301168026,206.366301168067,206.366301168369,206.366301167859,206.366301168354,206.366301168559,206.366301168302,206.36630116833,206.366301168283,206.366301168834,206.366301169033,206.366301168619,206.366301168766,206.366301168644,206.366301168496,206.366301168859,206.366301168727,206.366301168395,206.36630116869,206.366301168718,206.366301168689,206.366301168393,206.366301168197,206.36630116839,206.366301168441,206.36630116844,206.366301168597,206.366301168661,206.366301168469,206.366301168424,206.36630116835,206.36630116839,206.36630116867,206.366301168502,206.366301168537,206.366301168865,206.36630116868,206.366301168514,206.366301168513,206.36630116856,206.366301168633,206.36630116868,206.366301168576,206.366301168494,206.366301168386,206.366301168402,206.366301168598,206.366301168272,206.366301168335,206.366301168352,206.366301168319,206.366301168572,206.366301168618,206.366301168589,206.366301168608,206.366301168396,206.36630116838,206.366301168387,206.366301168453,206.366301168056,206.366301168715,206.366301167842,206.366301168072,206.366301168112,206.36630116814,206.3663011682,206.36630116899,206.366301168559,206.366301168391,206.366301168338,206.366301168664,206.366301168517,206.366301168483,206.36630116804,206.366301168359,206.36630116826,206.366301168383,206.366301168427,206.366301168231,206.366301168321,206.366301168552,222.050416756455,206.366301168214
"Dendrocygna eytoni",159.80592898577,159.805928985764,159.805928985783,127.185295482249,28.4252221057355,0,63.7353275961984,63.7353275963281,63.7353275963365,63.7353275960372,206.366301169012,206.366301168907,206.366301169076,206.366301168742,206.366301168856,206.366301168625,206.3663011689,206.366301168649,206.366301168327,206.366301168624,206.366301168324,206.36630116831,206.366301168627,206.366301168691,206.36630116846,206.366301168692,206.36630116871,206.366301168189,206.366301168145,206.366301168351,206.36630116853,206.366301168595,206.36630116868,206.366301168581,206.36630116849,206.366301169106,206.366301169313,206.366301169142,206.366301168975,206.366301168703,206.366301168429,206.366301168477,206.366301168414,206.366301168446,206.366301168657,206.366301168771,206.366301168691,206.366301168624,206.36630116869,206.36630116861,206.366301168676,206.36630116862,206.366301168682,206.366301168721,206.366301168666,206.366301168685,206.366301168669,206.36630116867,206.366301168558,206.366301168531,206.366301168531,206.366301168632,206.366301168431,206.366301168494,206.366301168644,206.366301168407,206.366301168393,206.36630116851,206.366301168559,206.366301168718,206.366301168767,206.366301168583,206.36630116844,206.366301168521,206.366301168695,206.366301168487,206.366301168448,206.366301168254,206.366301168197,206.366301168096,206.366301167999,206.366301168616,206.366301168314,206.366301168606,206.366301168723,206.366301168167,206.366301168258,206.366301168328,206.366301168205,206.366301168197,206.366301168193,206.366301168397,206.366301167809,206.366301168641,206.366301168114,206.366301168502,206.366301168095,206.366301168408,206.366301168136,206.36630116792,206.366301167949,206.366301168149,206.36630116804,206.366301168213,206.366301168368,206.366301167904,206.366301167878,206.366301168001,206.366301168043,206.366301168344,206.366301167834,206.366301168329,206.366301168534,206.366301168277,206.366301168305,206.366301168258,206.36630116881,206.366301169008,206.366301168594,206.36630116874,206.366301168618,206.366301168471,206.366301168834,206.366301168702,206.36630116837,206.366301168665,206.366301168693,206.366301168664,206.366301168368,206.366301168172,206.366301168365,206.366301168416,206.366301168415,206.366301168573,206.366301168636,206.366301168444,206.366301168399,206.366301168326,206.366301168365,206.366301168645,206.366301168477,206.366301168512,206.366301168839,206.366301168655,206.366301168489,206.366301168488,206.366301168535,206.366301168608,206.366301168655,206.366301168551,206.366301168469,206.36630116836,206.366301168377,206.366301168572,206.366301168247,206.36630116831,206.366301168327,206.366301168294,206.366301168547,206.366301168593,206.366301168564,206.366301168583,206.366301168371,206.366301168355,206.366301168362,206.366301168427,206.366301168031,206.366301168689,206.366301167817,206.366301168047,206.366301168087,206.366301168115,206.366301168175,206.366301168965,206.366301168534,206.366301168366,206.366301168313,206.366301168639,206.366301168492,206.366301168458,206.366301168015,206.366301168335,206.366301168235,206.366301168358,206.366301168402,206.366301168206,206.366301168296,206.366301168527,222.050416756429,206.366301168189
"Anas superciliosa",159.805928985943,159.805928985937,159.805928985955,127.185295482421,63.7353275962235,63.7353275961984,0,25.9265513412458,28.9229067771124,38.2353901385229,206.366301169185,206.36630116908,206.366301169249,206.366301168914,206.366301169028,206.366301168797,206.366301169072,206.366301168821,206.366301168499,206.366301168796,206.366301168496,206.366301168483,206.366301168799,206.366301168863,206.366301168633,206.366301168865,206.366301168882,206.366301168361,206.366301168318,206.366301168523,206.366301168703,206.366301168768,206.366301168852,206.366301168754,206.366301168663,206.366301169278,206.366301169486,206.366301169314,206.366301169148,206.366301168876,206.366301168602,206.36630116865,206.366301168586,206.366301168619,206.36630116883,206.366301168944,206.366301168863,206.366301168797,206.366301168862,206.366301168782,206.366301168849,206.366301168793,206.366301168854,206.366301168893,206.366301168838,206.366301168857,206.366301168841,206.366301168843,206.36630116873,206.366301168703,206.366301168703,206.366301168804,206.366301168603,206.366301168666,206.366301168816,206.366301168579,206.366301168565,206.366301168682,206.366301168731,206.366301168891,206.36630116894,206.366301168755,206.366301168612,206.366301168693,206.366301168867,206.36630116866,206.36630116862,206.366301168427,206.366301168369,206.366301168268,206.366301168171,206.366301168788,206.366301168487,206.366301168778,206.366301168895,206.366301168339,206.366301168431,206.3663011685,206.366301168378,206.36630116837,206.366301168366,206.36630116857,206.366301167982,206.366301168814,206.366301168286,206.366301168674,206.366301168268,206.36630116858,206.366301168308,206.366301168092,206.366301168121,206.366301168321,206.366301168212,206.366301168385,206.366301168541,206.366301168076,206.366301168051,206.366301168173,206.366301168215,206.366301168516,206.366301168007,206.366301168502,206.366301168706,206.366301168449,206.366301168477,206.36630116843,206.366301168982,206.366301169181,206.366301168767,206.366301168913,206.366301168791,206.366301168643,206.366301169006,206.366301168874,206.366301168542,206.366301168838,206.366301168866,206.366301168837,206.36630116854,206.366301168345,206.366301168537,206.366301168589,206.366301168587,206.366301168745,206.366301168809,206.366301168616,206.366301168572,206.366301168498,206.366301168537,206.366301168818,206.36630116865,206.366301168685,206.366301169012,206.366301168827,206.366301168661,206.36630116866,206.366301168708,206.36630116878,206.366301168827,206.366301168724,206.366301168641,206.366301168533,206.366301168549,206.366301168745,206.366301168419,206.366301168482,206.366301168499,206.366301168467,206.366301168719,206.366301168766,206.366301168736,206.366301168755,206.366301168543,206.366301168528,206.366301168534,206.3663011686,206.366301168204,206.366301168862,206.36630116799,206.366301168219,206.36630116826,206.366301168288,206.366301168347,206.366301169137,206.366301168706,206.366301168539,206.366301168486,206.366301168812,206.366301168664,206.36630116863,206.366301168187,206.366301168507,206.366301168408,206.36630116853,206.366301168575,206.366301168378,206.366301168468,206.366301168699,222.050416756602,206.366301168361
"Anas gracilis",159.805928986072,159.805928986066,159.805928986085,127.185295482551,63.7353275963531,63.7353275963281,25.9265513412458,0,13.9806247726638,30.7393362201525,206.366301169314,206.366301169209,206.366301169378,206.366301169044,206.366301169158,206.366301168927,206.366301169202,206.366301168951,206.366301168629,206.366301168926,206.366301168626,206.366301168612,206.366301168929,206.366301168993,206.366301168762,206.366301168994,206.366301169012,206.366301168491,206.366301168447,206.366301168653,206.366301168832,206.366301168897,206.366301168982,206.366301168883,206.366301168792,206.366301169407,206.366301169615,206.366301169444,206.366301169278,206.366301169005,206.366301168732,206.366301168779,206.366301168716,206.366301168748,206.366301168959,206.366301169073,206.366301168993,206.366301168926,206.366301168991,206.366301168911,206.366301168978,206.366301168922,206.366301168984,206.366301169023,206.366301168968,206.366301168987,206.366301168971,206.366301168972,206.36630116886,206.366301168832,206.366301168833,206.366301168934,206.366301168733,206.366301168796,206.366301168946,206.366301168709,206.366301168695,206.366301168812,206.366301168861,206.36630116902,206.366301169069,206.366301168885,206.366301168742,206.366301168823,206.366301168997,206.366301168789,206.36630116875,206.366301168556,206.366301168499,206.366301168397,206.366301168301,206.366301168918,206.366301168616,206.366301168908,206.366301169025,206.366301168469,206.366301168561,206.36630116863,206.366301168507,206.366301168499,206.366301168495,206.366301168699,206.366301168111,206.366301168943,206.366301168416,206.366301168803,206.366301168397,206.36630116871,206.366301168438,206.366301168222,206.36630116825,206.366301168451,206.366301168342,206.366301168515,206.36630116867,206.366301168206,206.36630116818,206.366301168303,206.366301168344,206.366301168646,206.366301168136,206.366301168631,206.366301168836,206.366301168579,206.366301168607,206.36630116856,206.366301169112,206.36630116931,206.366301168896,206.366301169043,206.366301168921,206.366301168773,206.366301169136,206.366301169004,206.366301168672,206.366301168967,206.366301168995,206.366301168967,206.36630116867,206.366301168474,206.366301168667,206.366301168718,206.366301168717,206.366301168874,206.366301168938,206.366301168746,206.366301168701,206.366301168627,206.366301168667,206.366301168948,206.366301168779,206.366301168814,206.366301169142,206.366301168957,206.366301168791,206.36630116879,206.366301168837,206.36630116891,206.366301168957,206.366301168853,206.366301168771,206.366301168663,206.366301168679,206.366301168875,206.366301168549,206.366301168612,206.366301168629,206.366301168596,206.366301168849,206.366301168895,206.366301168866,206.366301168885,206.366301168673,206.366301168657,206.366301168664,206.366301168729,206.366301168333,206.366301168992,206.366301168119,206.366301168349,206.366301168389,206.366301168417,206.366301168477,206.366301169267,206.366301168835,206.366301168668,206.366301168615,206.366301168941,206.366301168794,206.36630116876,206.366301168317,206.366301168637,206.366301168537,206.36630116866,206.366301168704,206.366301168508,206.366301168598,206.366301168829,222.050416756732,206.366301168491
