"","Falco moluccensis","Hirundo rustica.2","Meleagris gallopavo.1","Pelecanus conspicillatus.1","Myiagra alecto.1","Oriolus phaeochromus","Lorius garrulus","Hydrobates matsudairae","Melitograis gilolensis","Myzomela obscura.1","Leptocoma aspasia","Eos squamata","Centropus goliath","Rhipidura leucophrys.1","Calonectris leucomelas","Sula leucogaster.1","Hemiprocne mystacea","Tanysiptera galatea","Numenius phaeopus.4","Tringa brevipes.1","Xenus cinereus.2","Cacatua alba","Tanygnathus megalorynchos","Myiagra alecto.2","Columba vitiensis","Ducula concinna","Eulipoa wallacei","Gymnocrex plumbeiventris","Gallirallus wallacii","Rallina fasciata","Geoffroyus geoffroyi","Caloenas nicobarica","Aegotheles crinifrons","Lalage aurea","Aplonis metallica","Aplonis mysolensis","Todiramphus sanctus.1","Todiramphus diops","Todiramphus funebris","Alcedo atthis","Accipiter erythrauchen","Accipiter henicogrammus","Accipiter soloensis","Aviceda subcristata.1","Icthyophaga leucogaster.1","Pandion haliaetus.4","Reinwardtoena reinwardti","Egretta sacra.2","Fregata minor","Fregata ariel.1","Ptilinopus superbus","Ptilinopus hyogastrus","Ptilinopus granulifrons","Myiagra alecto.3","Alisterus amboinensis","Hypocharmosyna placentis","Radjah radjah.1","Tachybaptus ruficollis","Haliastur indus.1","Columba livia.1","Spilopelia chinensis","Calidris ruficollis.1","Anarhynchus leschenaultii.1","Actitis hypoleucos.3","Ixobrychus flavicollis.1","Coracina atriceps","Amaurornis olivacea","Gallus gallus.1","Nycticorax caledonicus.1","Egretta sacra.3","Ardea alba.2","Ardea sumatrana.1","Merops ornatus.1","Sterna hirundo.2","Semioptera wallacii","Corvus validus","Hirundo tahitica","Aerodramus vanikorensis","Myiagra galeata","Symposiachrus trivirgatus","Eurystomus orientalis","Eurystomus azureus","Centropus bengalensis","Pitta maxima","Loriculus amabilis","Symposiachrus trivirgatus.1","Myiagra galeata.1","Carterornis pileatus","Ducula basilica","Artamus leucorynchus.1","Rhyticeros plicatus","Eudynamys scolopaceus","Ducula bicolor","Gallirallus philippensis","Lonchura molucca","Collocalia esculenta","Caprimulgus macrurus.1","Cacomantis variolosus.1","Ninox connivens","Dicrurus hottentottus","Megapodius freycinet","Coracina papuensis.1","Corvus orru.1","Dicaeum erythrothorax","Zosterops atriceps","Zosterops atriceps.1","Cinnyris clementiae","Erythropitta rufiventris","Hypsipetes affinis","Ninox squamipila","Otus magicus","Ducula perspicillata","Lycocorax pyrrhopterus","Chalcophaps indica","Ceyx lepidus","Accipiter hiogaster","Macropygia amboinensis","Pachycephala mentalis","Helopsaltes fasciolatus","Eclectus roratus","Ninox scutulata"
"Geoffroyus geoffroyi",2.40996170152047,3.96694831302566,6.20517175967393,8.57991778539176,3.62980438691923,2.10520214341668,1.13408607577394,3.28190275921845,3.16465114343465,4.66544091021684,5.32407177876265,1.0209598696602,5.07044294258825,3.61453184077983,3.68798103118994,5.02164671403794,4.57070106036273,2.77887212550923,4.06850373326406,3.22996023898784,3.35636238252107,3.46164325521672,3.19445679572432,3.62980438691923,2.70759350453008,3.20253154203887,2.93673793983172,3.34429452276221,5.36905794584829,3.11988209212688,0,3.0821052813739,2.54748595922008,3.11258889965686,2.15779095853849,2.15903132903773,2.21926816958582,2.34179243309247,2.53890259340396,3.50131030384568,2.8446692299026,3.23389353835249,2.15023291942518,3.22422484140814,5.80398091182333,4.50919858384465,3.5048393958301,3.98357731706776,6.12890857196881,5.29825150155252,2.86690918273471,2.58121240571669,2.69729465565741,3.62980438691923,2.26270658050371,2.39108985997324,3.17657693537868,3.16978278102773,4.04724562233081,2.88568714193113,3.37598838186009,4.10295201574712,2.98800231692517,3.29805705718691,3.7092786158631,1.725199409984,3.05775499818698,3.70555639085192,4.43920937322035,3.98357731706776,5.74849801420572,6.71318370025183,2.56483348951676,3.57202094001488,3.3988580906152,4.17443795078481,4.04636613886371,6.47889099571983,4.25712198692589,4.16202472636186,1.08589610900199,1.46376940526497,3.0140119450483,3.50669724461397,3.38406383859998,4.16202472636186,4.25712198692589,4.17269511897693,2.56668290521515,1.63828640231725,6.796284382279,2.33354937858352,2.65735321234194,2.85464105692505,4.54581827372593,6.67678443432949,3.17749677203897,2.47464525205678,3.31610104944114,2.19809420625768,3.23259073479833,1.64647152776044,3.9086676733144,5.50518835573197,5.12120622357577,5.12120622357577,5.31538972924722,3.09926008308487,2.97743550753919,2.1291934390801,1.95835608845441,2.92802361623337,3.36830866235978,3.17329719982315,4.05495610311304,2.58112560725733,3.33442983304223,3.30763998838266,3.85544845024694,2.37157536072011,1.69191140783943
"Caloenas nicobarica",2.15625776846402,4.88163673625512,4.32684367913257,7.87133832480786,4.40295462868011,2.66589917032835,2.82696867306048,3.22589386208921,3.32081718771253,5.34760596611883,6.21353768675898,3.25218558654003,4.12460016451264,3.88466639071247,2.9329794030548,4.80746158745128,4.95529352025517,3.94539238184666,3.11114337132772,3.01023560469178,3.67745462034991,3.77137106812911,4.27296773974013,4.40295462868011,1.10665802894626,1.23921300949742,1.30498006330091,1.74117822894292,4.68349425997864,2.84158621765145,3.0821052813739,0,2.31458712750441,3.92836720397742,3.12601871233728,3.06057813868561,4.17925749922257,4.40059308377423,4.00543829273459,5.12723690601445,1.87163518453741,1.8459929254934,1.68807764504622,2.19155156839125,4.35752464908633,3.33057511759725,2.19452640295416,2.75479744592452,5.88128202806461,5.19659482505248,2.83999541534798,2.8158831109706,2.87778247791207,4.40295462868011,3.0253916253605,4.56505712781351,2.57024875989996,3.556720268946,2.62864159779747,1.69171270634767,2.84834276672532,4.77089839813269,3.21859434191728,3.78109119541471,2.97555599466506,2.39446970427485,2.14114702973385,1.88243486803846,3.23236976500512,2.75479744592452,4.18405154050081,5.34088434445963,3.94732065863785,3.46839134293835,3.00987803328573,3.4540215494137,5.159264622116,7.15639983674786,5.38551105225291,5.05624281623649,2.4976226635989,2.58187334663521,2.40343666315654,3.25629214160584,5.30150973664608,5.05624281623649,5.38551105225291,5.07711999073659,1.12597993072253,3.32554990627741,6.47833550756982,1.91464793083176,1.03904623236458,2.08103075279238,6.12614609537087,7.48568360491921,3.32254051034918,3.40205014446001,2.08157360971196,2.74622194421815,1.24503987919996,2.547450511336,2.96072212139689,6.55455409518269,5.95060678321334,5.95060678321334,6.25811724928899,3.73484851327976,3.57830064770353,1.55314905369937,1.88555284482007,1.16775609487231,2.70097606189345,2.55654033804066,5.85262658825627,1.57756974849808,2.38793768378365,4.08770253314703,4.37258740563964,3.15177418829905,1.84826912728297
"Aegotheles crinifrons",2.45748706983933,3.68444068163313,5.52339292644858,9.26872087783905,2.87163468989614,1.69573402015318,2.6927899136194,3.1276891656628,2.44603478628963,4.10493823643055,5.030628883457,2.78801084329395,4.33353585608686,2.23929684614562,4.2356506322462,5.90870937258661,4.22323265114045,2.64539648566579,4.4455787359357,3.53660719676692,3.92134649039116,4.31376971930738,4.62831940821251,2.87163468989614,1.45011017328203,2.29165434156487,2.28171946797146,2.92771471469925,5.17923040156191,2.6280959473081,2.54748595922008,2.31458712750441,0,2.39839819108765,1.82878428828339,1.82031220510234,3.34915274215065,3.54370765572517,3.4626343635432,4.36655819493415,1.78379344267552,2.45720443140526,1.50838008161807,2.98235491041351,5.78079561502005,4.59918454589867,2.01674792649935,4.24849902773192,6.75215765052888,6.02226269769863,1.86875414209158,1.82672344044783,1.79712386505516,2.87163468989614,2.73669804691264,3.33866374351547,3.62982955416109,3.34187617527898,3.81148925743492,2.16899747446769,1.88384017754936,4.27417021211024,3.29270667045978,3.43436372354718,4.17699886535477,1.760326847167,2.7319526548394,2.43407992446137,4.6500411062447,4.24849902773192,5.76755202505775,6.84283436420845,2.92145397679258,3.98423237354926,2.89031353523412,4.52440441939073,4.02477441596367,6.19217101050558,3.76140871073706,3.47837502680914,2.14181629128276,2.17823327964981,1.7193222634206,3.10592053334755,4.09748442414858,3.47837502680914,3.76140871073706,3.47728768439103,1.4808819407697,2.54234680473636,7.37449638195377,1.7298344732374,1.65024116045424,2.2795757739816,4.6500593434156,6.52969461524306,2.31294897311105,2.02642877281049,3.09145993643466,2.0067395845341,2.37725089389563,1.57215456260526,4.10339374848003,5.24455992853562,4.62626921203707,4.62626921203707,5.05298344644542,2.97109041450726,2.27076872103286,1.77457726034157,1.65230039569427,1.99850315380546,2.93384241111834,1.98997164761961,4.96101488530409,2.01977869018987,1.61892753069767,2.74116622880632,3.22508216058303,3.52649704965233,1.41718077373915
"Lalage aurea",3.98561060590171,2.69899256677763,7.64085213183332,10.8664228736408,1.08018337920082,2.23983998034061,3.76396859593234,3.31617730535464,1.87528436140811,1.86848457458163,2.75731518010943,3.48361044301191,6.07765408383474,0.951764580760949,5.72917299186,7.5551622480917,4.60978503274046,3.1478126034178,5.4896981370891,3.64270178164205,3.60776738616755,5.97205231137142,6.02539438509561,1.08018337920082,3.26722200044856,4.38813321302661,3.29294049550943,3.80006538102801,5.51684898570738,1.97535160216179,3.11258889965686,3.92836720397742,2.39839819108765,0,1.38014108952646,1.35917555023926,2.78955735219842,2.77912957896546,3.81374343044972,2.89235432879618,3.4877532725043,4.40710864571946,3.17439844730997,5.02365311079204,7.8431154922512,6.66042177886318,3.95647959633387,5.55838557920134,8.53742669097288,7.70503896687662,1.45195870691165,1.35714864836418,1.29764770730248,1.08018337920082,4.38228491583607,2.28087489575128,5.31072248914649,2.39374539881663,5.87742221535735,3.3569978627259,2.04333475652959,2.94600754691859,2.97269196950214,2.51368929253286,5.07138367064258,3.13874933986844,3.20037096113916,4.36423667209952,6.23084735222317,5.55838557920134,7.34524942441569,8.50355059624245,2.40918135332324,4.76127680936917,3.37361801868948,6.24305641507411,2.75402028078188,5.07617001611557,1.59914315464011,1.28499916479293,3.33791121913711,3.5253812121378,3.07358616288614,3.53445713270749,2.31422311741563,1.28499916479293,1.59914315464011,1.35298243702465,3.34361549053479,2.25788209968962,9.01551537537085,3.60430645217976,3.45917048805442,2.5141376223981,2.43162481224855,5.20858099635721,2.82016937020053,1.53057948951138,5.11847563708407,3.02062458037971,3.73568351374316,2.43168338827449,5.93183225070684,2.94261630179158,2.32866997937173,2.32866997937173,2.77792896458954,2.08091862478766,1.40296224972891,3.51988751990076,2.56937951233819,4.06545786920088,4.35341026745309,1.84961694995318,3.34146678310135,3.79041650687978,2.83670570068412,0.911602675359918,1.17805739496835,5.01595742236349,2.78956886923372
"Aplonis metallica",2.82301490110028,2.81263072582651,6.74991697529001,9.78676611871501,2.12737554823021,1.72914779245173,2.63541143771814,2.52673369176077,1.75915767989922,2.97466105066802,3.81354369428527,2.30822386900586,5.36680180465218,1.77203635758544,4.50055263545829,6.31399548648717,4.05484099254923,2.40336827266598,4.36829256694736,2.70735869933614,2.80767962591912,4.97921616319494,4.88587686094348,2.12737554823021,2.44100972611859,3.49548017990505,2.67172777666294,3.14290200420534,5.33525089318356,1.90920800937444,2.15779095853849,3.12601871233728,1.82878428828339,1.38014108952646,0,0.549727119553855,2.32989588575504,2.45316687839578,3.18392061576552,3.05454169406872,2.63302230015267,3.45588427247192,2.12418175196514,3.98482437607514,6.7746060197559,5.57925029568065,3.10860925354524,4.61191530518192,7.33589850996301,6.52428164778906,1.47384273975248,1.42636306510945,1.3914624916507,2.12737554823021,3.24950056627276,1.92586962806173,4.30337388684414,2.4059435153056,4.85564293663168,2.51948249228113,1.83644203662392,2.88002093003899,2.24974184736433,2.05384553317601,4.21205720883693,2.17644311745945,2.71377644824291,3.61104682315545,5.26855215809441,4.61191530518192,6.36865164119869,7.53114040917011,1.77591573805107,3.63927968918675,3.08751764219835,5.16310514603733,3.01893253090497,5.37117150383705,2.81697076185857,2.53276388528447,2.34291188760417,2.61765987420267,2.43086938225005,3.33465183438697,2.69526113730127,2.53276388528447,2.81697076185857,2.54259767923039,2.55205962869636,1.50056390244125,8.03054038761325,2.58539157669921,2.57189234966823,1.99712188162549,3.41798062053697,5.56266422974121,2.31077514253478,0.85071977103444,4.09678251034171,2.22154463657979,3.15532619240468,1.50693170510557,4.86117489776598,4.07657106332115,3.54268514353796,3.54268514353796,3.81604066309127,2.27653568509071,1.63694552192666,2.59878762792433,1.87083449771644,3.16165524090662,3.66460475191093,1.7202534883364,3.71607403145568,2.83565379623952,2.25779004912782,1.81891177516732,1.96639179375264,4.0097317295364,1.95257101968365
"Aplonis mysolensis",3.00027873425735,3.25759432306491,6.62031952744116,9.6340336164911,1.86308644055825,1.29322730015582,2.61035345959087,2.95008955168851,1.33331640655983,2.85480886715124,3.71971163949993,2.46168573247726,5.08566752986984,1.65869778326302,4.60542188710387,6.31234907270394,4.55402496469555,2.24262265445305,4.36949046632329,2.90227934019814,2.97044055635094,4.82015969580582,4.83025571276689,1.86308644055825,2.44614459596455,3.45286091797871,2.61179297785586,2.84851419154624,4.84889305580923,1.72714096031624,2.15903132903773,3.06057813868561,1.82031220510234,1.35917555023926,0.549727119553855,0,2.11511985238666,2.23590187061178,2.83523396212169,2.86478910030714,2.57177908584538,3.36637111772655,2.18924272826798,4.00656450303754,6.69954136976786,5.55818567690225,3.21707520169175,4.41085090969718,7.39109561420784,6.61010148327412,1.58791846979794,1.34925273560548,1.3834521661676,1.86308644055825,3.27029819469402,2.23947951970696,4.18989206421703,2.28022754714338,4.79019264650806,2.73556068655737,2.00443422005338,3.20807592372022,2.49832672628011,2.30517057132449,3.94878539066139,1.98374407873472,2.3884946585673,3.44086533144289,5.05288546263783,4.41085090969718,6.17940468698911,7.32001478220514,1.89812446224799,3.94844932830597,2.5935448695885,5.03675505956089,3.40266490238705,5.79965963932207,2.70042329437404,2.40731084733983,2.30694088236398,2.48149184900289,2.15586207725957,2.85535505991345,2.86492655181655,2.40731084733983,2.70042329437404,2.39511710897539,2.47609179669493,1.73406547114734,7.7991016893756,2.50741629491776,2.62856562586182,1.7313553933546,3.37658051846422,5.96771224830899,2.70761436477856,1.29369383697847,4.02515687361272,1.93162708435961,2.96132203160303,1.35609459590444,4.74335851469744,4.10947854270979,3.44570046578483,3.44570046578483,3.71541287330647,1.84655777129527,1.22958091929651,2.46760313417076,1.68109967582269,3.13254644772005,3.30365321422526,1.74193284393352,3.48170467130685,2.72426421183644,2.40944439870341,1.5231333420973,1.89292204959659,3.87343142382023,1.81326327604834
"Todiramphus sanctus.1",4.00974687885496,4.23799793996763,7.34719230503008,9.12845912342713,2.82059491414959,2.14026009923112,2.7606244054381,4.14725137421538,2.45539454363594,3.62037684559321,3.99634642524172,2.68470432371734,5.61957113697371,3.31896480752811,4.94533225050998,6.06744013774572,5.54881667215787,2.46922323672257,4.47738072306945,3.48055133503496,3.10815614855095,4.69466239066765,4.42881307243618,2.82059491414959,3.73653397822055,4.43137890687242,3.96612628343354,3.62565151434609,4.96189125925559,3.12600340885457,2.21926816958582,4.17925749922257,3.34915274215065,2.78955735219842,2.32989588575504,2.11511985238666,0,0.447703303712383,1.74052350924267,1.74773024483067,4.01621527022724,4.48121297515319,3.48873212588381,4.7642954593245,7.0691466893008,5.97138928602794,4.61963728331004,4.44438549951434,7.14404377945379,6.35215962850315,3.20956651965955,2.84611432826136,3.0106309594455,2.82059491414959,3.71235724740345,2.62495876366535,4.34168081983583,3.12134640410016,5.34432292339811,4.02562315514348,3.71842885380657,3.95675612756545,3.38099638447893,3.02694842037511,3.79245149402223,2.5119976786756,3.37657628135622,4.62308548573482,5.16294930724732,4.44438549951434,6.3316124532557,7.30812086180936,1.79816930037571,4.46079640632357,3.1134174020048,5.08296216002235,4.10519180338426,6.8179699310183,3.34863598983596,3.36424953276588,2.48185230091908,2.64783136789271,3.51228603255835,3.46563809410344,3.16007996425133,3.36424953276588,3.34863598983596,3.36147034001661,3.58736249000411,2.25042230415687,7.34999931000125,3.35860963059693,3.83642051363527,3.04872648192283,3.786351564676,6.83309445652694,3.86256867033589,2.64768021892179,4.77271305768392,2.34711603491007,4.15394679729036,2.15314251622235,4.97758180114878,4.77652157687971,4.19911622324348,4.19911622324348,3.96713995711665,2.61512255169134,2.34777359578834,3.43968062279365,2.98761208017391,4.11302500059533,3.74833566475382,3.43988131917439,2.3050308113279,3.85416039194243,4.10820389904944,2.70911308336036,3.17346625450761,3.68601221874881,2.85735220840078
"Todiramphus diops",4.20524811317457,4.23767082951746,7.60295666699329,9.36617417192043,2.78397033632666,2.31843254184804,2.94824033053187,4.28632989345925,2.61982676286556,3.53091396114525,3.83866048018005,2.85279036074975,5.9040428978835,3.36058798556268,5.19695819481867,6.35506285657804,5.70482188339948,2.7858532940684,4.73941638574498,3.65449881958668,3.23843363652339,4.92517780756964,4.65146080783209,2.78397033632666,3.99612404365457,4.7104140806207,4.07386384882183,3.81346107948254,5.01895110839835,3.14054228023699,2.34179243309247,4.40059308377423,3.54370765572517,2.77912957896546,2.45316687839578,2.23590187061178,0.447703303712383,0,1.97294591677944,1.57094191984447,4.19413590529614,4.70874907873816,3.67577029721091,5.03653167103404,7.34254364880733,6.23862929233456,4.92546829317545,4.68561445844061,7.47645469296786,6.68079008484859,3.28788940858418,2.89180082164013,3.05805551566017,2.78397033632666,3.99306230170813,2.57031002943574,4.54262166147423,2.99530862139128,5.62929178655581,4.23609032038557,3.90062670842254,3.93039321084236,3.41856871041591,3.09793589760867,3.98389027807015,2.7699796501817,3.44786069974899,4.85485597998092,5.39376889610198,4.68561445844061,6.58426079349903,7.55700246628888,2.08647224084337,4.724331476198,3.25543229345228,5.35633094799036,4.04966145405622,6.76325468378209,3.19490812193011,3.26830629079271,2.72779843875424,2.87675483831653,3.74896201118552,3.50850985017498,2.96341084715608,3.26830629079271,3.19490812193011,3.25904979467768,3.83028117241184,2.27519901860853,7.6041919339077,3.65006892168416,4.08395209357014,3.17046472633961,3.52532885827458,6.75626013560362,4.05287954735209,2.80309340033152,5.02361374654265,2.64048534504668,4.28629322033414,2.38667648821895,5.24615430357997,4.57403560804097,4.04311510278685,4.04311510278685,3.79724230000004,2.4951639340577,2.47030031168358,3.65417104878622,3.10115199717216,4.38904196932361,3.98025279955637,3.57575069090649,1.98389050577704,4.05579114904442,4.35415692471924,2.65080471332367,3.13899610917289,3.91480249969653,3.06848031636731
"Todiramphus funebris",4.02300592180768,5.58590692193361,6.22858028966787,7.94088915111141,3.64240881757254,2.07814590530563,2.53516205946166,5.06012177653972,2.88196813474159,4.79199656008638,5.31493910394485,3.0054391688423,4.24868588262318,4.0187288390447,4.68684085447671,5.24621151402688,6.47191486679572,2.17342398621118,4.28839212341736,4.26871325402142,4.11582515578427,3.51322930490539,3.54837730412627,3.64240881757254,3.70357828559368,3.95513415600869,4.11684792566125,3.32195819797112,4.11443220252169,3.84732254167411,2.53890259340396,4.00543829273459,3.4626343635432,3.81374343044972,3.18392061576552,2.83523396212169,1.74052350924267,1.97294591677944,0,3.24081028851355,3.72680596342186,3.85026187444795,3.4985773034758,4.20887296198144,6.03559358611883,5.13948096006027,4.49864436043764,3.63192030820093,6.37185092279354,5.77235530667354,4.0468030795596,3.60844991467005,3.78086244692971,3.64240881757254,3.16171284635277,3.96333544786648,3.53405046484631,4.04670374614711,4.51038037200962,4.44083291213434,4.37178753647814,5.41873007750061,4.39131643856961,4.31122951864191,3.10015095164004,2.04123880086967,3.33431754751579,3.9267885717012,4.07301148643588,3.63192030820093,5.28236937834531,6.0741771784988,2.96873764429055,5.01354297657583,2.48210719282902,4.04949754543893,5.57767952741376,8.25978905167186,4.45584594477332,4.39111041167733,2.42553979618221,2.21155147728398,3.05514610776205,2.84595733660408,4.65920488952877,4.39111041167733,4.45584594477332,4.34014442216422,3.38061269457506,3.33391034283033,5.83919719982706,2.86870551296897,3.84239575293569,3.33730466990222,5.05186979018521,8.35748223022599,4.70982508220354,3.64889692983416,4.01700745272832,1.79376486469485,3.88511037603239,2.26119857287195,3.98529155720333,6.16273363304785,5.38329568356384,5.38329568356384,5.27831153690117,3.06386715208826,2.90219060517715,3.03775755516555,3.06450637239365,3.73236050259851,2.57908084410205,4.11643055595108,3.58976353496066,3.37764703923666,4.41459154226064,3.55831872475988,4.26021443826678,2.75042121195107,2.8431109000042
"Alcedo atthis",5.25961701210186,4.23223655401153,8.73650446638451,10.4488443765473,2.79842503069601,3.22740382920699,4.24438514673157,4.62593743104093,2.87688895558284,2.82732857152734,2.84201981564562,4.01518667824244,6.99303805068502,3.56368202293333,6.20527536876079,7.53080994986744,6.07743216290171,3.84157834088223,5.50870108411451,3.96099533199548,3.41245579041562,6.24568262256556,6.01711161501067,2.79842503069601,4.74273159437477,5.65025231255152,4.67341640154095,4.40114108986684,5.42263659126777,3.22940454235784,3.50131030384568,5.12723690601445,4.36655819493415,2.89235432879618,3.05454169406872,2.86478910030714,1.74773024483067,1.57094191984447,3.24081028851355,0,5.19654731505874,5.80268304165607,4.66812354085639,6.15935992214915,8.50480005878344,7.41465834844934,5.68781119162951,5.6189357148093,8.61909230621172,7.76273022709015,3.50440291926752,3.19267353885146,3.35416948200016,2.79842503069601,5.27078440300035,2.96499089539765,5.76769243613531,2.99122820387733,6.75032188777044,4.78786700752415,4.1210050429033,3.55357949618338,3.70095046895243,2.98666524450329,4.83024051336082,3.99095354118729,4.00526529315471,5.82654139376587,6.47154195851611,5.6189357148093,7.56397469639817,8.59634045910164,2.50184527715254,5.25521503126249,3.92638204070409,6.55947498055348,3.8787835233969,6.42065591340943,2.91628134047997,3.03158197780203,3.88811773339067,4.13293294659854,4.60612731828629,4.26168984915042,2.74811909697348,3.03158197780203,2.91628134047997,3.07724120819957,4.6896078764645,3.00221909512328,8.82245210438372,4.76651314403288,4.86482358260045,3.577158996651,3.09879920791187,6.28067627322021,4.44761018068713,3.24898203499454,6.16987580069416,3.76267956568093,5.03365273433106,3.47151180133226,6.44751968609636,3.75597416110172,3.30427594671311,3.30427594671311,2.82226961274212,2.89911924457339,2.75795688340514,4.7046326498517,3.92907627917137,5.32610412942522,5.03544281410809,3.7224716539374,1.06993949856415,5.1235451142932,4.83086341458383,2.70421172986474,2.8526915982504,5.21951314347136,3.94363948088967
"Accipiter erythrauchen",1.74909950711049,4.73292897629273,4.41325731485145,8.33892759457942,3.90731513471033,2.27398461241183,2.38473017875471,3.44604762297032,3.07869932566601,5.08206820742468,6.03237039584933,2.81349733317055,3.64054401528426,3.27166482029714,3.46675070911986,5.16766736183259,5.00485342150046,3.14280344891022,3.84215375229563,3.60507646637668,4.13444059159886,3.62547092277589,4.0517171609235,3.90731513471033,1.72653978885025,1.91380044012553,1.98144702889931,2.44531770639634,4.86756042324107,2.98799814042094,2.8446692299026,1.87163518453741,1.78379344267552,3.4877532725043,2.63302230015267,2.57177908584538,4.01621527022724,4.19413590529614,3.72680596342186,5.19654731505874,0,1.07268231312865,1.08184108325938,2.19724842786417,4.72292090119313,3.70222449873634,2.20871108041876,3.42363230574824,6.27475586843897,5.69556624166152,2.92836275246545,2.84037893560023,2.82532764677787,3.90731513471033,2.36668186603173,4.1371412425088,2.83447093789345,3.71355414945144,2.92160921178198,2.49800151042005,2.97403262234135,4.92435735548219,3.43494499038692,4.0144563645758,3.5041401054462,1.84818624956246,2.38704785598836,1.55689518797564,3.61505135910144,3.42363230574824,4.65344767419226,5.75507272658911,3.85989078561356,4.05285206500266,2.83834498143386,3.56978810504898,5.10310326530464,7.10213081744763,4.84976899320247,4.50762393175118,2.44740350528688,2.27682344406587,1.57515488103836,2.83093104972125,4.97223946759461,4.50762393175118,4.84976899320247,4.47478346203328,1.64274006169947,3.11465435797127,6.53699194462675,1.44707776239676,1.81439575196754,2.36661195805945,5.56300072198158,7.45614219445053,3.47679592371924,3.05504343747526,2.04510590438362,2.20234057043802,1.76761712975163,2.0012565403174,3.11064162009962,6.26909444938356,5.61345620446096,5.61345620446096,6.04396654482335,3.2773291819917,3.2018383807688,1.18947652163608,1.56669903103293,1.80652637382672,2.38087229108049,2.82638546416215,5.75271433844509,0.782495100607554,2.47336196925207,3.6024929337574,4.03942832559894,3.11489476681242,1.84169405086442
"Accipiter henicogrammus",1.93830770741467,5.58687572920051,3.41093230918081,7.43382822494049,4.76076715620642,2.82406456976754,2.52608519957856,4.06199618272438,3.72983482679307,5.97027832924404,6.90177744201847,3.16489656985895,2.96762437169709,4.19573361432849,3.00677978550946,4.38809695881877,5.51230803930414,3.47679721555238,3.53061250196409,3.98671512951376,4.56588765624855,2.96845884098294,3.57531956464958,4.76076715620642,1.97235088872675,1.45019684859739,2.44259551140996,2.52768882127955,4.82854453984089,3.76364572301381,3.23389353835249,1.8459929254934,2.45720443140526,4.40710864571946,3.45588427247192,3.36637111772655,4.48121297515319,4.70874907873816,3.85026187444795,5.80268304165607,1.07268231312865,0,1.64733727501904,1.58488045107224,3.7026407209267,2.78704300637173,2.28001102389297,2.865678769415,5.49475788645501,5.03324648875258,3.75172595982258,3.64496449748303,3.66217023936721,4.76076715620642,2.18964239153171,4.91268828432089,2.21407785507904,4.44949401901012,2.0172475111283,2.87720577796857,3.68241303130201,5.71765384993005,4.08958200404249,4.70448163709965,3.21837951364436,2.08633344080682,2.80452888329957,1.10203669977736,2.81645259832941,2.865678769415,3.81690834031756,4.83824304181807,4.41108129538348,4.17633437685517,3.10223901775023,2.76320084382771,5.95510977707406,7.96533394058998,5.76672596187751,5.435429116328,2.65530913357625,2.40722988286017,1.97431720978861,3.15888976945006,5.84672046399059,5.435429116328,5.76672596187751,5.39859548348146,1.78908879860598,3.82684894451811,5.64584741806739,1.41389236347612,1.99592889668311,2.94724309922644,6.50011031145424,8.33381643880086,4.08674614224231,3.8519828594693,1.15516003375405,2.482211327496,1.95161456286453,2.56306123341146,2.23451188861554,7.23773796658257,6.54362644672474,6.54362644672474,6.91180084761533,4.02827003485365,3.93255806060536,1.33508576698566,2.25555861982585,1.52520083910624,2.08503282044924,3.57651200715243,6.3916087667,0.763881719991451,3.00168264235008,4.48442882036944,4.93893639085194,2.70176005221406,2.27315817237746
"Accipiter soloensis",1.10361768958481,4.02212486083392,4.90022805936591,8.33343038688933,3.77622849355225,2.12180944802029,1.85137267565078,2.65867561431243,2.98195321130181,4.85900568146347,5.73630662655988,2.07501019998041,4.26636716712326,3.19552242015295,2.98078512840604,4.87827859419023,4.21476478261513,3.03314543241946,3.41856659791241,2.86567778577187,3.39719156113011,3.62144960756839,3.76053878313902,3.77622849355225,1.36475564735421,1.85801937854666,1.72844305327443,2.48213340127181,5.18161350805036,2.7079553788947,2.15023291942518,1.68807764504622,1.50838008161807,3.17439844730997,2.12418175196514,2.18924272826798,3.48873212588381,3.67577029721091,3.4985773034758,4.66812354085639,1.08184108325938,1.64733727501904,0,2.1301322507249,4.86924281887985,3.66048464488191,2.10249484460699,3.38339207756345,5.95522279933833,5.24160007845186,2.45337383294397,2.41459044703307,2.41858300075224,3.77622849355225,2.1294585962247,3.44952473487916,2.66733661637266,3.28235126207399,2.99310052274994,1.77891754544289,2.61188700525296,4.2342605652572,2.69950611017074,3.31966772672409,3.40034480892489,1.57092165578419,2.38290687073688,2.16498761882786,3.76806805474015,3.38339207756345,4.86330056228805,5.99326175255437,3.21617370356652,3.21080752523559,3.09247886085593,3.59556049053061,4.36618071972767,6.4511887655568,4.6208168956806,4.34332292983353,1.76045884643588,1.84778400528355,2.0355758259613,3.20228472239323,4.38777591574169,4.34332292983353,4.6208168956806,4.33385251773017,1.38542707585933,2.31074432718296,6.71344452579294,1.32796805054382,1.27808201456899,2.17438600367257,5.26846148348603,6.78846534310721,2.68652448298564,2.45884152354143,2.19227273000809,2.12589962463868,1.94002703478722,1.60142809579676,3.16820026578936,5.93118988870295,5.40917925940018,5.40917925940018,5.74927978885089,3.23315643886389,3.06897901018325,1.09468235702737,1.37006392278642,1.60068443741958,2.77689378962311,2.48818305451019,5.31221970999478,1.13741192593308,2.20353056349923,3.45329368064118,3.80041248449624,2.85812067565535,1.36992113941478
