"","Falco moluccensis","Hirundo rustica.2","Meleagris gallopavo.1","Pelecanus conspicillatus.1","Myiagra alecto.1","Oriolus phaeochromus","Lorius garrulus","Hydrobates matsudairae","Melitograis gilolensis","Myzomela obscura.1","Leptocoma aspasia","Eos squamata","Centropus goliath","Rhipidura leucophrys.1","Calonectris leucomelas","Sula leucogaster.1","Hemiprocne mystacea","Tanysiptera galatea","Numenius phaeopus.4","Tringa brevipes.1","Xenus cinereus.2","Cacatua alba","Tanygnathus megalorynchos","Myiagra alecto.2","Columba vitiensis","Ducula concinna","Eulipoa wallacei","Gymnocrex plumbeiventris","Gallirallus wallacii","Rallina fasciata","Geoffroyus geoffroyi","Caloenas nicobarica","Aegotheles crinifrons","Lalage aurea","Aplonis metallica","Aplonis mysolensis","Todiramphus sanctus.1","Todiramphus diops","Todiramphus funebris","Alcedo atthis","Accipiter erythrauchen","Accipiter henicogrammus","Accipiter soloensis","Aviceda subcristata.1","Icthyophaga leucogaster.1","Pandion haliaetus.4","Reinwardtoena reinwardti","Egretta sacra.2","Fregata minor","Fregata ariel.1","Ptilinopus superbus","Ptilinopus hyogastrus","Ptilinopus granulifrons","Myiagra alecto.3","Alisterus amboinensis","Hypocharmosyna placentis","Radjah radjah.1","Tachybaptus ruficollis","Haliastur indus.1","Columba livia.1","Spilopelia chinensis","Calidris ruficollis.1","Anarhynchus leschenaultii.1","Actitis hypoleucos.3","Ixobrychus flavicollis.1","Coracina atriceps","Amaurornis olivacea","Gallus gallus.1","Nycticorax caledonicus.1","Egretta sacra.3","Ardea alba.2","Ardea sumatrana.1","Merops ornatus.1","Sterna hirundo.2","Semioptera wallacii","Corvus validus","Hirundo tahitica","Aerodramus vanikorensis","Myiagra galeata","Symposiachrus trivirgatus","Eurystomus orientalis","Eurystomus azureus","Centropus bengalensis","Pitta maxima","Loriculus amabilis","Symposiachrus trivirgatus.1","Myiagra galeata.1","Carterornis pileatus","Ducula basilica","Artamus leucorynchus.1","Rhyticeros plicatus","Eudynamys scolopaceus","Ducula bicolor","Gallirallus philippensis","Lonchura molucca","Collocalia esculenta","Caprimulgus macrurus.1","Cacomantis variolosus.1","Ninox connivens","Dicrurus hottentottus","Megapodius freycinet","Coracina papuensis.1","Corvus orru.1","Dicaeum erythrothorax","Zosterops atriceps","Zosterops atriceps.1","Cinnyris clementiae","Erythropitta rufiventris","Hypsipetes affinis","Ninox squamipila","Otus magicus","Ducula perspicillata","Lycocorax pyrrhopterus","Chalcophaps indica","Ceyx lepidus","Accipiter hiogaster","Macropygia amboinensis","Pachycephala mentalis","Helopsaltes fasciolatus","Eclectus roratus","Ninox scutulata"
"Ixobrychus flavicollis.1",3.63554157903697,6.43815458031421,4.77819648720128,6.16038922630649,5.16203589273647,3.28193154331452,3.16364418014229,4.89392007253973,3.81585479254387,6.03793801021376,6.63299824301078,3.87456794164718,4.1791255165356,5.12335470819907,3.23348503392975,4.10664727294796,6.90605437513885,4.1785518043578,2.26217724346994,3.57067648687016,3.72896674291459,3.48148195601587,3.75589301412577,5.16203589273647,3.51515078916041,3.35440693215121,3.34870030366939,1.96133586939738,3.61901056472297,3.86031154656794,3.7092786158631,2.97555599466506,4.17699886535477,5.07138367064258,4.21205720883693,3.94878539066139,3.79245149402223,3.98389027807015,3.10015095164004,4.83024051336082,3.5041401054462,3.21837951364436,3.40034480892489,3.63372849695783,4.40340310693892,3.90021994335535,4.51354346586589,1.07031364475807,5.62554999162443,5.14854400282069,4.58774464567105,4.30708504416443,4.47089624886432,5.16203589273647,3.81188157736477,5.43901937293899,2.37037323641534,4.19705978661143,3.3775986849623,4.05908134737159,4.84223839921867,5.74752372046555,4.05940596338913,4.5231880313935,0,2.96597163592432,2.61449617996334,3.31852995858832,1.98263233479769,1.07031364475807,2.84245286311579,3.91398776371549,4.4090123830867,4.49418749753084,2.82760546632204,2.68623173727179,6.50995491228537,8.90594925925755,6.11165400612225,5.8993316816015,3.26293202938277,3.11976271025963,3.56152742083758,3.13047496625773,6.12039282874332,5.8993316816015,6.11165400612225,5.86872182098311,3.24143342360547,4.15044605079044,5.01174806766325,3.09402865429119,3.50905498955408,3.05740023528511,6.76449856156826,9.05695694732325,5.25336604692328,4.70564270506843,3.20359304117619,3.02052600565867,2.96205568526532,3.29292053941886,2.65192374668539,7.48430571423554,6.73515721354818,6.73515721354818,6.6340867502676,3.94493504365002,4.32284390145985,2.98725406759042,3.2925564746604,3.28406660253154,2.51155840633868,4.35929060786657,5.39263311203352,3.00241749147932,4.71397630358932,4.87108669745982,5.22016787005995,3.06603482732721,3.37222961906773
"Coracina atriceps",2.2188071439475,4.59201543844411,5.06189951704057,7.9506474941383,3.38787007906257,1.25801469772279,1.40118052205533,3.67090897752863,2.50781802600334,4.6789578087752,5.48197081843288,1.96683588735447,3.59595583297976,3.19169088109064,3.48882240316589,4.69845301699241,5.07667912202075,1.92550456566624,3.60058089251119,3.40483234583356,3.64686670415834,2.94321265827152,3.15852541349801,3.38787007906257,1.95314132847849,2.24473976896031,2.64091397011023,2.45974883964327,4.52500352865898,3.02369270803353,1.725199409984,2.39446970427485,1.760326847167,3.13874933986844,2.17644311745945,1.98374407873472,2.5119976786756,2.7699796501817,2.04123880086967,3.99095354118729,1.84818624956246,2.08633344080682,1.57092165578419,2.49516438576034,4.98357355272812,3.86702072084918,2.69215535458865,3.11163259048597,5.76615120165479,5.0975374724893,2.89376069079911,2.61185058690136,2.71400359002793,3.38787007906257,1.7321810102633,3.45050460576457,2.54218656143767,3.54393050066284,3.11629415309185,2.81127870295481,3.09006380679671,4.75167968318791,3.42606237645624,3.67095372672896,2.96597163592432,0,2.49796547463018,2.37940035884679,3.48021381051244,3.11163259048597,4.72555871940077,5.71928849880298,2.7219053117128,3.85367469797441,2.30077336653692,3.27702026217951,4.80312996592039,7.2533053094578,4.33578830432877,4.12313213184912,1.14068120646244,0.866479142895532,1.67861284092115,2.58597624880776,4.37860396555574,4.12313213184912,4.33578830432877,4.0963843565756,1.68821773372352,2.461394413122,5.96056399388922,0.993081000284457,2.07254821075001,2.37618782510829,5.06285130143086,7.49792074607167,3.31758263824873,2.6058812617854,2.42497873503632,0.790982651952021,2.46808936286097,0.860052800817238,2.98099954325855,5.97315576730874,5.28228646608107,5.28228646608107,5.4806123857237,2.88450820713002,2.51359587605546,1.18097035364321,1.59221953246865,1.99424847551119,1.90449473777765,2.94065829856166,4.55776484012171,1.57447483306256,2.81968518152021,3.18834471941104,3.81673221167978,2.09884878906089,1.24369963356967
"Amaurornis olivacea",3.18935312521164,4.94198281327989,5.46090582924367,8.50743297894338,3.38481191971996,2.01288435651392,3.05887105976506,3.82499972487033,2.34403953401988,4.22419698081084,5.0149392516951,3.50043840104998,4.57127824667782,3.18797980629665,4.17039695879068,5.87712309241823,5.93534358658267,3.76563010981223,3.69308271176951,3.14948302919491,3.44516410331219,4.43352729894545,4.85273037467212,3.38481191971996,2.47938325206,3.00533060216482,1.54317560642347,1.16819281419902,3.33406736228301,1.67221701325566,3.05775499818698,2.14114702973385,2.7319526548394,3.20037096113916,2.71377644824291,2.3884946585673,3.37657628135622,3.44786069974899,3.33431754751579,4.00526529315471,2.38704785598836,2.80452888329957,2.38290687073688,3.78865044426259,5.68488726685464,4.83759562677911,3.68056363053046,3.12614924559905,7.27480735620321,6.62364334240895,2.65300512354504,2.30298527527404,2.43072743121746,3.38481191971996,3.86533204770418,4.18387949799945,3.3195759890668,2.18409590259838,4.11123279379371,2.95353663448972,3.1152046811554,4.38939738373374,2.93998896506683,3.38643354591901,2.61449617996334,2.49796547463018,0,2.6473964102425,3.71884784461539,3.12614924559905,4.77880864187207,5.92098576601702,3.78957414317871,4.51665774584963,1.84151330225106,4.3087173389225,5.03022433311474,7.22453502662129,4.31127444427009,4.02453969346712,2.95079079901604,2.90054093909803,2.37172371251271,1.83411993723332,4.57821388273416,4.02453969346712,4.31127444427009,3.98434284111955,2.28251580527517,3.09079685132686,6.96992326637587,2.75883908336602,2.58496959917832,0.987139559214242,4.93182085877782,7.42053346565826,4.08960772917304,3.37028882055951,3.39779168310528,2.61404246027895,1.4282891397199,2.46970613866892,3.95328838141339,5.49347560759905,4.76030176916228,4.76030176916228,5.0150377194156,2.04501516305606,2.75749480569644,2.24277529695391,1.59799125365009,2.8303026592826,2.5510505095681,2.43358204219277,4.51393224712837,2.23758981631679,3.24293620979028,2.94375049084053,3.31014224491913,3.71165643028522,2.18846096488821
"Gallus gallus.1",2.75495188846457,5.81863959872727,3.33802523146526,7.70584704608305,4.58188761081591,2.77056338663597,3.21243051663291,4.45592093815779,3.52770791793913,5.79624771244855,6.72916462157741,3.84039015264692,2.73616649747348,4.02644145331472,3.65997660100159,4.97442041782443,5.88435509210228,3.59414426971496,3.83850591487032,4.2429817767144,4.79334132592512,3.53730260558226,4.31413756673632,4.58188761081591,1.96965964226801,1.50362865013286,2.43459277410408,2.34521678228926,4.29151628268253,3.67678586257957,3.70555639085192,1.88243486803846,2.43407992446137,4.36423667209952,3.61104682315545,3.44086533144289,4.62308548573482,4.85485597998092,3.9267885717012,5.82654139376587,1.55689518797564,1.10203669977736,2.16498761882786,2.36479378098093,4.07023078872564,3.33753904400263,2.38998950614433,3.0284734107827,6.01736131291904,5.5908915255456,3.68105561408169,3.55292470725959,3.56757856816847,4.58188761081591,2.94141549580581,5.26399194872084,2.65533659827934,4.42193609830051,2.56217960688269,3.05159843853457,3.50688971591951,5.90753763245448,4.38717335693681,4.85040323735855,3.31852995858832,2.37940035884679,2.6473964102425,0,3.03004055812244,3.0284734107827,3.96202129195467,4.95083894186941,4.59052362902184,4.68681163852176,2.75322153435063,3.31768924774636,6.1598353695159,8.18693563306211,5.65850088387537,5.30651752878627,3.11968156263194,2.87129567544421,1.78682209646354,2.84832794293453,6.09633088743007,5.30651752878627,5.65850088387537,5.25695797039516,1.68420411355417,4.22860757560102,5.88630705234125,1.79734243902948,2.10092073193479,2.79230190351049,6.50801473579113,8.55639824078926,4.28020292897564,4.04242383090246,1.89146376859331,2.61477819256482,1.70415010708875,2.84007907618809,2.77320733887915,7.16623500557897,6.3682004180956,6.3682004180956,6.73580566417159,3.90789547664686,3.7883407890443,1.82617694406226,2.45672630591353,1.58007185451188,1.89500964765974,3.41607223906399,6.40041700892732,1.3433497525446,2.89066238363341,4.37196654744376,4.81936015393512,3.254906713899,2.49765359561662
"Nycticorax caledonicus.1",3.77496316488752,7.49147253902353,3.07265716031948,4.93850960834026,6.37163837356638,4.20558252128418,3.58991635730306,5.75830487623038,5.06635003915516,7.48403345137462,8.21605470553239,4.47945592184322,3.26402725839324,6.15447649715431,3.04317904576723,3.15298026010202,7.44718870762627,4.84819649936132,2.95856861604045,4.84278174753395,5.22946844627569,2.55392804757219,3.27788777971727,6.37163837356638,3.87041605968937,3.07614197625466,3.99874490934306,2.99509280541415,4.39439444302138,5.16004790201088,4.43920937322035,3.23236976500512,4.6500411062447,6.23084735222317,5.26855215809441,5.05288546263783,5.16294930724732,5.39376889610198,4.07301148643588,6.47154195851611,3.61505135910144,2.81645259832941,3.76806805474015,2.97439574851691,2.58370538487781,2.48643538194188,4.49591177576882,1.1917848802546,4.61349197146069,4.41809300882137,5.60544853622697,5.36355981951912,5.49222770212809,6.37163837356638,3.63946053565082,6.54196391723447,1.78368902811213,5.60725738942043,2.17236695282988,4.61706202612168,5.69804836096594,7.1541806102903,5.33249276871889,5.96232572136817,1.98263233479769,3.48021381051244,3.71884784461539,3.03004055812244,0,1.1917848802546,1.47373941507101,2.35764530159978,5.62380797606777,5.12256461364472,3.77262943017287,1.42231944312433,7.68804161171694,9.96395582906779,7.40133216156711,7.15679386933492,3.80091665473808,3.49676672257134,3.94205538845244,3.92891551008064,7.40281833376381,7.15679386933492,7.40133216156711,7.11845762579086,3.55562872230037,5.24297620789984,3.58950711511295,3.22507277149852,3.82202869073493,4.23478631018129,8.10952029043978,10.2250571624247,5.98132792798395,5.71517583776339,2.35673571325387,3.6989376753495,3.33715268585153,4.09739192213941,1.33563253801268,8.91101615534642,8.1499017591373,8.1499017591373,8.22126973064799,5.23144758785646,5.45726045508347,3.15945295149965,3.99699576892016,3.20925453811761,2.5590777194289,5.37497706092413,7.01491361310614,3.01520859660316,5.21021489386251,6.10327477389605,6.58569949298953,2.78633956020434,3.93684520759071
"Egretta sacra.3",3.44549009164817,6.74299397242306,3.92043414909324,5.52776976550273,5.7289966210254,3.68930117845246,3.27102683243994,5.00621183450151,4.36199234238323,6.69707996797046,7.3639131894994,4.03791919712115,3.78158126742714,5.55083857903039,2.69267314223663,3.40111097850243,6.85116784969877,4.44212466151007,2.0682516480525,3.86966964674527,4.19875305589564,3.05559429116332,3.4819495529496,5.7289966210254,3.38205396044818,2.88933347232906,3.4683842574524,2.28829135362322,4.18208947383084,4.40264352243242,3.98357731706776,2.75479744592452,4.24849902773192,5.55838557920134,4.61191530518192,4.41085090969718,4.44438549951434,4.68561445844061,3.63192030820093,5.6189357148093,3.42363230574824,2.865678769415,3.38339207756345,3.02847048860276,3.41526929351782,3.00286209981921,4.20280085259963,0,4.84283667070406,4.44007590659797,4.90808176999776,4.70077971805307,4.84150342964151,5.7289966210254,3.57927456089738,5.88903076672629,1.88061124205996,4.85760943513142,2.54532628288144,3.98237407173534,5.02372255759099,6.23133026445765,4.47043618827913,5.01444746544043,1.07031364475807,3.11163259048597,3.12614924559905,3.0284734107827,1.1917848802546,0,2.01983501622381,3.15551079050384,4.81896845657199,4.3862574979022,3.33486368223722,1.90564181669711,6.89548728261911,9.2070230291335,6.73586027765716,6.49051163123968,3.35117143062765,3.19036988737447,3.66186312683513,3.64536555460304,6.69358713275414,6.49051163123968,6.73586027765716,6.47213989251399,3.12404452823567,4.54675256128464,4.44836436062276,2.93353080204086,3.33466633827999,3.51655111249095,7.4525077805327,9.42103018640815,5.31311436393574,5.01580343636276,2.60818393130985,3.25611225841096,2.98869611675728,3.55639717589199,1.83666848200672,8.14653368245058,7.40933973230972,7.40933973230972,7.37963150765808,4.64812749590058,4.82231611616058,2.91176461738937,3.5411743175314,2.91793153242961,2.54164875086835,4.64999827852806,6.24055279704671,2.86496638933638,4.69248513120219,5.46227395146159,5.82280246068261,2.85818665657457,3.5011106190804
"Ardea alba.2",4.75764979648599,8.49961877131235,3.10171493223366,4.21061154370313,7.47832825978864,5.42205440145753,4.8561366808359,6.58268826159184,6.05783067689768,8.48774193140616,9.20985832322187,5.66100327269967,3.89332607308599,7.19559168000318,3.60656258886813,3.39510006918926,8.27799593442049,5.89578186576753,3.28041484360682,5.56596607296302,5.97549942282478,3.74833268266826,4.33752422783968,7.47832825978864,4.87133681617641,4.04564362286696,5.02964242337972,3.91120181275219,5.16354202713871,6.17128653689257,5.74849801420572,4.18405154050081,5.76755202505775,7.34524942441569,6.36865164119869,6.17940468698911,6.3316124532557,6.58426079349903,5.28236937834531,7.56397469639817,4.65344767419226,3.81690834031756,4.86330056228805,3.90461124337803,2.53313577513928,3.07938157969522,5.31295604632659,2.01983501622381,4.66679231517011,4.70153769503359,6.677321663259,6.51059961360057,6.62286147725231,7.47832825978864,4.75539784601683,7.71990539095537,3.05109688639864,6.69851862641588,2.91922430771309,5.52678877097127,6.64598389375052,8.04072149333874,6.22116295419758,6.83801838672919,2.84245286311579,4.72555871940077,4.77880864187207,3.96202129195467,1.47373941507101,2.01983501622381,0,1.36358374773673,6.62872139615145,5.74297912209181,4.84301211874147,2.15264091674585,8.73087278769459,10.888415186368,8.53035373171474,8.24737166785737,5.06152854755093,4.8032902349505,4.98173867337851,5.07054794430595,8.59119658308984,8.24737166785737,8.53035373171474,8.21184966725968,4.65551977153379,6.39325112666836,3.56817049525052,4.33699138867563,4.82346073280618,5.24519108667967,9.29818989829448,11.1500934698291,6.92943161599284,6.76310437147567,3.40573819389411,4.85477112636431,4.40098989615098,5.27397691809636,2.28681032940337,10.0034068467801,9.20951734279134,9.20951734279134,9.22422700932125,6.38813135297135,6.5501544482385,4.3796487634588,5.21473747894892,4.22319323011224,3.71288137464397,6.35059520418302,8.15368374837316,4.16211666454503,6.12151511943741,7.22709817348406,7.58446558333707,4.12355278896343,5.16595645781392
"Ardea sumatrana.1",5.86202897675486,9.71062248887443,3.28249625191476,3.18417521523467,8.58060073164232,6.46199660558608,5.80359148027462,7.83358649744157,7.19411191127366,9.66145875413072,10.3694263574142,6.65836552109624,4.32801464890517,8.35212082152245,4.60757588263033,3.66706470559087,9.39958805319829,6.82685698432607,4.45340860501546,6.82575718991463,7.20321853194915,4.1620549081406,4.82088466251139,8.58060073164232,5.99829593865986,5.05181094976394,6.20242535976015,5.09989850577927,5.82152897611037,7.38958766410504,6.71318370025183,5.34088434445963,6.84283436420845,8.50355059624245,7.53114040917011,7.32001478220514,7.30812086180936,7.55700246628888,6.0741771784988,8.59634045910164,5.75507272658911,4.83824304181807,5.99326175255437,4.81531788238057,2.63232908818403,3.62313790567026,6.36816892677645,3.15551079050384,4.74138060216385,5.03593734918488,7.86771603048423,7.66054844620192,7.78275927050547,8.58060073164232,5.60659011040804,8.81876989698678,3.87979287728398,7.85962482150754,3.70980299411591,6.71241741704735,7.84036420339979,9.30957150864642,7.4806690886761,8.09466650122898,3.91398776371549,5.71928849880298,5.92098576601702,4.95083894186941,2.35764530159978,3.15551079050384,1.36358374773673,0,7.73305494361887,6.87950033383342,5.82129310384672,2.87381273445505,9.93111171153815,12.1357983956896,9.63907283762629,9.38121708256024,6.03666026660954,5.72634931987939,6.02282898426702,5.99804949686264,9.71548304604268,9.38121708256024,9.63907283762629,9.33638102942392,5.73319887042352,7.52641231035635,2.7589873000914,5.36739445070209,5.94834068180755,6.44468330701001,10.397358308733,12.4055377804111,8.09174673185602,7.93879691387489,4.29282890665643,5.85392066005534,5.50411286772066,6.3523719721337,3.08892251160739,11.1844018199621,10.3672304808166,10.3672304808166,10.3759508656539,7.46114174399593,7.64569263387727,5.42176291347441,6.32149199299654,5.25959550462637,4.57332106686478,7.56747423560902,9.12784404359077,5.2214764123738,7.26810852133956,8.35074436737581,8.78926299261838,4.7869164721415,6.21942571686686
"Merops ornatus.1",3.63037535249929,3.16915679986776,7.43473611919273,9.64315349297088,2.82060721655703,2.50290536383106,3.05252842760606,3.0651646635734,2.35536534036095,3.3686561299183,3.89812987689318,2.60612696945391,5.83124970018146,2.89542500358305,4.70973458065004,6.16477388422788,4.20653960807717,2.33111379675884,4.34604933385097,2.8248496288172,2.60219762508957,5.20262269837683,4.8717999733889,2.82060721655703,3.22756387056726,4.14885353035302,3.89333220380341,3.83646747908615,5.9074027339899,3.07360511732323,2.56483348951676,3.94732065863785,2.92145397679258,2.40918135332324,1.77591573805107,1.89812446224799,1.79816930037571,2.08647224084337,2.96873764429055,2.50184527715254,3.85989078561356,4.41108129538348,3.21617370356652,4.50274578424653,7.14601783029691,5.95852552887047,3.75632734194669,4.81896845657199,6.95983701697197,6.08796298872309,2.63706446017079,2.63667992722542,2.69887899177526,2.82060721655703,3.56515007582823,2.22117728753741,4.75458572396617,3.45714842891138,5.26999089778886,3.26007770999477,2.75071806866604,3.10578411642348,2.9202555463045,2.20488120222383,4.4090123830867,2.7219053117128,3.78957414317871,4.59052362902184,5.62380797606777,4.81896845657199,6.62872139615145,7.73305494361887,0,3.43698608377229,3.73904023573332,5.32356122060641,3.22869149248653,5.74961633649577,3.35883223348449,3.2084475689077,2.56536432012894,2.95866767422639,3.39881934985544,4.27199150538851,3.01089905116404,3.2084475689077,3.35883223348449,3.27751360601301,3.35846202999542,2.02999521409078,7.98029299636972,3.16717519305155,3.3449676254788,3.06625453049445,3.97609791529296,5.81096205160374,2.60616072089697,1.53198930137143,4.76684078005448,2.54355439570271,4.30107036889501,2.11693208470986,5.17671753630116,4.55970843002041,4.07550831423198,4.07550831423198,3.92747885757224,3.34923188703144,2.25029997103474,3.46754488118301,3.10737584430478,3.81332373082033,4.23930700632051,2.7767682359634,3.37018950784622,3.87342527156601,3.14090741352518,2.78544402040508,2.81238656735451,4.19880599685764,2.78695086251455
"Sterna hirundo.2",2.73349231255698,4.12260380683171,6.53308213338527,8.49097795639157,5.55232950753456,4.39029450031956,3.4666656936532,2.10478104490994,4.59151880007197,5.99554849301573,6.61893657961172,3.02571709275269,6.33193899969941,5.09372781195645,2.67042111035801,4.65007517845188,3.22305184964591,4.53712656911258,2.97677092551853,2.08061010463673,2.64178197390491,5.12763718464477,4.57016339060964,5.55232950753456,3.25185084313481,3.68992612029192,3.80548287972415,4.20330613421963,7.13262599254321,4.28319177397041,3.57202094001488,3.46839134293835,3.98423237354926,4.76127680936917,3.63927968918675,3.94844932830597,4.46079640632357,4.724331476198,5.01354297657583,5.25521503126249,4.05285206500266,4.17633437685517,3.21080752523559,3.63601163404065,5.7408500288421,4.5851898593536,3.42440905336128,4.3862574979022,5.32192604582718,4.39842382808632,3.93143435176352,4.20153380118763,4.20682241734758,5.55232950753456,3.66138596567816,4.05892500917289,4.25662191374589,4.66270429009729,4.30134920301071,2.49251522059442,3.769318177527,3.83850205695868,2.85263715921997,3.13890741927221,4.49418749753084,3.85367469797441,4.51665774584963,4.68681163852176,5.12256461364472,4.3862574979022,5.74297912209181,6.87950033383342,3.43698608377229,0,5.33396445945489,4.63166958009365,4.43693290419756,5.9995616872361,6.16450192550853,5.91564801171867,3.30943307700817,3.84903012274493,4.54167378933901,5.77528332730264,5.0967712384748,5.91564801171867,6.16450192550853,5.9827836726646,3.61055074885956,3.28790924964978,7.68860592130865,3.57144009287376,3.03160560226425,3.98253061838072,6.60792247381473,6.24084377739748,2.88545066185759,3.4110678743171,4.10784743943487,4.16634717909129,4.42611937799776,3.67569633033077,4.45462623423613,6.88445872672969,6.6540567387637,6.6540567387637,6.66508529059889,5.39321218214856,4.81628935590835,3.75724918915325,3.97146101706965,3.49734967953897,5.12594648929296,3.84753917607257,6.20254705340407,3.92963906875719,3.52304223628948,5.27535237533606,5.06854226063983,4.3399194145827,3.60455266115074
"Semioptera wallacii",3.96564220353813,5.63502934261703,5.50754319791859,8.4336051051275,3.06173340229584,1.61564366806454,3.32608207430985,4.8706539060081,1.98769724770947,4.19873845508833,4.98561623086675,3.90692358403069,3.60561919988118,3.1544652651691,4.92450139306017,6.06486839216798,6.69517550014194,2.99593178106913,4.35719888575167,4.19453832609964,4.32029407661315,4.18649868690588,4.80618037527014,3.06173340229584,2.98932350477166,3.34399629203652,2.98239787560103,1.86015966116328,2.55807547393416,2.71708048931215,3.3988580906152,3.00987803328573,2.89031353523412,3.37361801868948,3.08751764219835,2.5935448695885,3.1134174020048,3.25543229345228,2.48210719282902,3.92638204070409,2.83834498143386,3.10223901775023,3.09247886085593,4.06574407166979,5.87150571978426,5.14247623662704,3.92301047408732,3.33486368223722,7.2984589180281,6.74050279965317,3.35036551996052,2.91529670220827,3.0692020396208,3.06173340229584,3.80243291269483,4.62707085286704,3.6677073380422,3.36722695074594,4.26160150529915,3.93749357898102,3.61152575870729,5.32721911930885,4.17641095918265,4.23004498456766,2.82760546632204,2.30077336653692,1.84151330225106,2.75322153435063,3.77262943017287,3.33486368223722,4.84301211874147,5.82129310384672,3.73904023573332,5.33396445945489,0,4.25847139443107,5.71815845847228,8.13860981245451,4.16193070374387,3.88510112276738,3.09670980219962,2.79986344036206,1.92979947597349,0.963103617831574,5.02226154202731,3.88510112276738,4.16193070374387,3.82440541858067,2.69610122086233,3.7284027738558,6.41300564737443,2.7257705040764,3.26428021908793,2.07593075202675,5.03030158989746,8.29875305565183,4.66115650933152,3.69408904127226,3.67270532984762,1.95080377517286,2.46019178134468,2.40090502551765,4.01229705796978,5.7956401251741,4.79902137588743,4.79902137588743,4.98268987528713,2.15778511362949,2.29407148330478,2.54256962084131,2.28677069959882,3.20219841657052,1.67277796672392,3.12100922455999,4.30208820933366,2.68383233494495,3.66471845820555,2.88052702772285,3.58444911169725,3.62373002558102,2.49922008671242
"Corvus validus",3.3530695516716,7.21517895436217,3.33253473041205,4.9379610889627,6.47167928626095,4.28933192766041,3.17653081078335,5.49951357521832,5.24129484265283,7.63510503272703,8.38458615856015,3.98390817072653,3.30081062395213,6.20467159306312,2.58421066073353,2.32440526115203,6.90222256318261,4.50470439391722,2.99700494090946,4.83307977500892,5.2262759480563,1.95571488716843,2.40608439688666,6.47167928626095,3.83703493469934,3.0168174702132,4.35872936100235,3.59856253084908,5.39823221468215,5.48871326132291,4.17443795078481,3.4540215494137,4.52440441939073,6.24305641507411,5.16310514603733,5.03675505956089,5.08296216002235,5.35633094799036,4.04949754543893,6.55947498055348,3.56978810504898,2.76320084382771,3.59556049053061,2.34725235843138,2.30643261362277,1.89437302261181,4.17473972628985,1.90564181669711,3.6011283911662,3.38520071055451,5.68068932324787,5.50368915867494,5.61618139695898,6.47167928626095,2.88259349731543,6.26760355742832,1.80230622476501,5.99085910362653,1.59350734154682,4.53571627472113,5.71148904912392,7.10712531092717,5.3547313587702,5.9540888476679,2.68623173727179,3.27702026217951,4.3087173389225,3.31768924774636,1.42231944312433,1.90564181669711,2.15264091674585,2.87381273445505,5.32356122060641,4.63166958009365,4.25847139443107,0,7.46965940614258,9.71755402357207,7.45614806966002,7.22511290381409,3.42810400284681,3.13778935910905,4.003515745709,4.50353273246581,7.26811431980558,7.22511290381409,7.45614806966002,7.20337940034372,3.61973936555237,5.02088837379223,3.41378690976495,2.92549221944142,3.76354253813678,4.61976414045875,8.16784525296765,9.99218684146269,5.63112218524065,5.47328644351823,2.05539323298957,3.53651743829861,3.86030864298357,3.88957762233289,0.664598689561164,9.01941859862916,8.32508423477166,8.32508423477166,8.39870034559725,5.59135648282192,5.52256098568724,3.05530273795344,4.11410614970405,3.13700218079367,2.8870202386987,5.52070960306631,7.15021768785766,3.03685142338204,5.1129040338503,6.2414762594811,6.73370095367046,2.33135385030081,3.85964902311821
"Hirundo tahitica",4.67083111138348,0.731622121782923,9.12035981735478,11.8911574020305,3.62076278752554,4.39614254281816,4.83291593096856,2.84037794911845,4.24572972455053,3.48404537389183,3.73368781187487,4.1208233085255,8.15204704972923,3.44679027648451,6.16477031239417,8.2211004128104,3.20349722585038,4.99594397997307,6.18178362003684,3.81074311135425,3.67988362952442,7.29124402817559,6.94591642541187,3.62076278752554,4.5520396785228,5.65731601996935,4.53079794317629,5.53775520655615,7.74792529772374,3.64865760352752,4.04636613886371,5.159264622116,4.02477441596367,2.75402028078188,3.01893253090497,3.40266490238705,4.10519180338426,4.04966145405622,5.57767952741376,3.8787835233969,5.10310326530464,5.95510977707406,4.36618071972767,6.03771156295234,8.93515378294257,7.57613134101917,5.09649901329865,6.89548728261911,8.98583419535327,7.99410753672657,2.78272960098865,3.08736016355787,3.00801444768522,3.62076278752554,5.52774202702297,2.27664414127409,6.44356180252963,3.54177089786769,7.03680104074005,3.84252088320932,3.29513539413381,1.90572014695667,3.01044511647279,2.57187120713895,6.50995491228537,4.80312996592039,5.03022433311474,6.1598353695159,7.68804161171694,6.89548728261911,8.73087278769459,9.93111171153815,3.22869149248653,4.43693290419756,5.71815845847228,7.46965940614258,0,2.83711022746427,3.32906951485137,3.36484806921896,4.40180697013534,4.8719808225678,5.26627029077044,5.8823643635153,2.12315465421759,3.36484806921896,3.32906951485137,3.50600345990944,4.77569991520834,2.67347511965566,10.5084069306896,5.113347319606,4.51594023011477,4.31963629871571,3.40281801075017,2.91661009759161,2.58503484764711,2.52840480324936,6.40870774031458,4.93662385356874,5.34997462212101,4.084143689786,7.18714603790291,3.25509324797398,3.66369474702877,3.66369474702877,3.78847758844826,4.34989681782521,3.92189468274907,5.04862467599519,4.28518711566209,5.3108434506541,6.43175205676464,3.34726829052945,4.40107308625237,5.36898839505531,4.05074447276947,3.51987345438609,3.15333624952005,6.22591038879399,4.32191207651887
