"","Perisoreus infaustus","Turdus iliacus","Turdus pilaris","Plectrophenax nivalis.1","Poecile cinctus","Cinclus cinclus","Luscinia svecica","Motacilla alba","Grus grus","Calidris pugnax","Numenius phaeopus.2","Phalaropus lobatus.1","Charadrius hiaticula.2","Pluvialis apricaria","Eudromias morinellus","Tringa totanus","Tringa erythropus","Tringa nebularia.1","Actitis hypoleucos.2","Xenus cinereus.1","Sterna paradisaea.1","Mergus merganser.1","Mergus serrator.1","Anser erythropus","Mareca penelope","Anas crecca.1","Anas acuta.1","Bucephala clangula.1","Melanitta perspicillata.1","Aythya fuligula","Aythya marila.1","Clangula hyemalis.1","Cygnus cygnus","Gavia stellata.1","Lagopus muta.1","Tetrao urogallus","Dryobates minor","Dryocopus martius","Corvus corax.1","Haliaeetus albicilla","Aquila chrysaetos","Buteo lagopus.1","Accipiter nisus","Pandion haliaetus.2","Falco columbarius.1","Falco rusticolus","Bubo scandiacus.1","Strix nebulosa","Asio flammeus.1","Surnia ulula.1","Aegolius funereus.1","Larus marinus.1","Larus argentatus.1","Larus argentatus.2","Uria aalge.1","Fulmarus glacialis","Somateria mollissima.1","Somateria spectabilis.1","Polysticta stelleri","Gavia arctica","Lagopus lagopus.1","Cuculus canorus","Phalacrocorax carbo.2","Picoides tridactylus","Haematopus ostralegus","Anas platyrhynchos","Corvus corone","Falco peregrinus.1","Parus major","Gallinago gallinago","Melanitta fusca","Riparia riparia.1","Falco tinnunculus","Delichon urbicum.1","Motacilla flava.1","Anser fabalis","Pica pica","Accipiter gentilis","Circus cyaneus","Larus canus"
"Aythya marila.1",4.78921626399631,4.72116224835714,4.07791356654969,5.20084883192263,7.51533682447588,5.58136438116874,6.97115912098326,6.12377404641765,5.7325439384855,3.59896728084169,3.29333851357885,5.47585464095022,5.26450569488299,3.95712938476553,4.60418653330442,3.80092163911473,3.62833073383567,3.50372386679965,4.79404089775054,4.04138568325252,4.79141386620102,2.26087973131359,2.03927891136772,2.59663558049957,1.56591954140793,1.63096346821965,2.03108115864079,1.41455231626165,0.831209221944261,0.516046147282269,0,2.0625970392083,4.82105098185989,2.38316338797388,3.43304351072026,3.99502979844605,5.91389506885628,3.54204729216991,4.10996553931361,5.40814329577496,5.40035794776594,4.1127333243473,3.88663442672451,3.60375260299364,3.41892185240869,3.30518372970278,3.80727093464162,4.46517032288708,3.15292267203373,3.55644844694704,3.95069454875351,4.05321069263458,3.67342035011957,3.67342035011957,1.94503304025111,2.50032622033767,1.65167383061124,1.3538306414169,1.13067194780709,2.49506308506391,3.05022772732529,3.64201383825351,3.45574633092972,3.88318048018588,2.75084164946887,1.38340704307296,3.44000020130112,2.64155570760191,7.03288971336819,3.7327185396671,1.01059924262144,7.04127416531832,3.21176301046208,6.77836639676701,6.34154563485868,3.53491153341581,4.30987840163513,3.94251892094641,3.35727656250541,3.56542556684051
"Clangula hyemalis.1",4.25342783005048,4.11698265088177,3.23131649232716,4.5116485210253,6.99995174697173,5.29460299388197,6.60872169932097,5.40306884374979,5.68068439854681,3.37757994379814,3.4314975685145,5.11170252975642,4.52843186607835,3.22843642470813,3.84037969893667,3.63713694104812,3.78393494124293,3.46901951375448,4.44741501605336,4.05034599847289,3.65646509274534,2.27952259727708,2.40903766855459,2.12308873129756,1.22248910374493,1.91117307079918,1.44953120010072,0.947208683050655,1.73646964230107,1.92322831469086,2.0625970392083,0,4.9423424045438,3.2193655939882,2.30704684744977,3.33793800002596,5.51991121187484,3.35146063403896,3.92268710711385,5.14888495420047,4.95454226330541,3.07363950425917,2.59675156458865,2.9670769052648,2.02620694944288,2.31121616557969,3.05510650947272,3.61230667653592,1.73237922941298,2.04860678355352,3.08066225917766,3.6114392657809,3.08979686191241,3.08979686191241,2.69107997754676,1.61586917580675,2.11589345572017,1.46315790284585,1.18047327412075,3.43327087012966,1.9051015327494,2.2557938810363,3.55838076920258,3.64444777089858,2.84330002716917,2.08171897176358,2.96597326763089,1.4059498495409,6.56050021364476,4.11796286240287,1.86686510225631,6.39731405136593,1.54087062390216,5.99626212581808,5.74853402584008,3.55969817065767,3.55486999910763,2.87032967325148,2.44998697403792,2.57220193287992
"Cygnus cygnus",7.36745049687061,8.20730870610008,7.19438531237274,9.02443599712167,11.2092369166599,9.2464480333882,10.5951091635741,9.66164896233757,2.35049640629799,6.89915177578606,4.86276191739893,9.30567906857883,8.97990839032058,7.20300774333364,8.08877552717694,6.88135833460422,6.4027693753633,6.03703430586303,8.64088353358269,7.72110093150849,7.17487069903443,3.64742750970835,4.51367723787544,3.31074162672088,4.69463410055383,5.91886710603233,4.28349195649135,5.09126567866304,4.36982543405189,5.2291703033117,4.82105098185989,4.9423424045438,0,4.42131292024224,6.65120961554287,2.91371450938152,9.76646168151803,4.64752593420169,2.18562824747715,1.64658094781762,2.00030537920347,3.3477164197686,5.9688118367076,2.61010572594119,6.41293651897022,3.19080854420791,2.75068136501766,3.46023320022953,4.93834223615567,5.7089341580003,7.11863695422397,2.47354056490026,3.08498951781398,3.08498951781398,5.52963541683498,3.85326274743703,3.36465533087707,4.22827381229463,4.94555459999235,4.15914064024146,5.91245925080463,6.57183443890027,2.57843910311451,7.51970225647358,4.33437025385154,3.81154680806667,3.22592467735916,4.13843424175821,10.6626370075154,7.16014465214959,3.93837271259069,11.0407966839259,5.59252750293249,10.6595723240341,10.0101214074634,1.58796082995098,5.5476691589071,3.77189942670043,4.2005231232042,4.8295977502524
"Gavia stellata.1",5.28952926323971,5.03133261892645,4.402497486805,5.81692938232248,8.08450992178726,5.77364166795223,7.26295247912046,6.49852929491538,4.46673377724878,3.1337686248131,2.3689267646887,5.58436990704685,5.53010416255709,3.77681590320366,4.64500605839182,3.15145591916085,2.75847263613188,2.54770937203527,4.94843391269466,3.99332057867134,5.00512739689871,1.77192320776499,1.37724366969301,2.563621390707,2.56789705341967,2.79836561039413,2.74246988024603,2.73768840387203,2.38791829232528,2.48995165603898,2.38316338797388,3.2193655939882,4.42131292024224,0,3.90714335493044,4.06872292502351,6.53644288288205,3.90938995440203,4.05703365681524,5.08017994025941,4.98686144615085,3.85185117126423,4.13146979085575,3.66014594918177,4.0118692276529,3.50856545106808,3.72243883553547,4.23735067790639,3.37021359222232,4.17674018574929,4.67507552886046,3.39731309681101,3.03400582269996,3.03400582269996,1.97838472276646,2.60135850548504,2.14643779983111,2.25655447523383,2.41651670912346,0.617122761283453,3.62468360112369,4.33929266981614,2.92557490982118,4.69041011641633,2.02978325745017,2.32728507074084,3.32310632175293,3.08355666487196,7.57894621008175,3.53725572631843,2.43410780590047,7.71139834032253,3.8619405223241,7.44893172308028,6.70794452303086,3.23572831205566,4.66843184307778,3.85946149241807,3.02386436980993,3.01014747701414
"Lagopus muta.1",3.74262493049275,2.61570284909328,2.01232204074213,2.7334261909231,5.39737977157369,3.71884105813791,4.9598792933394,3.76357941301987,6.97880695789286,2.73486434568401,4.48403544562839,3.74142848282368,2.71953880734594,2.0436343214884,2.23924664725035,3.10164103733863,3.90241565905316,3.66219048470725,3.25311569539051,3.68384962524451,3.8147228306585,3.69140864333477,3.48383183471562,3.58206999162703,2.90947817015764,2.62636674356722,3.41636317551273,2.28706719951018,3.4410004214022,3.10096441313993,3.43304351072026,2.30704684744977,6.65120961554287,3.90714335493044,0,4.78650165708425,4.07541936489314,4.50531051313601,5.69695569266038,6.77701150411208,6.40705807223815,4.16656820701765,2.05838265158336,4.56401984297929,1.14943961397687,3.90199592758585,4.45648999735152,4.61018729426813,2.22036801679696,2.18812359759299,1.95881725001741,5.08337715980424,4.47092604891175,4.47092604891175,3.49675247082294,3.13016642254398,3.77513398448848,2.89481062147165,2.59032825808948,4.34141154379366,1.22539777391697,1.85937521553433,5.08906541027036,3.13987566979565,4.12657051020286,3.97096329347192,4.3827569638378,2.89250760165529,5.00028463911477,4.13693478463253,3.64990470114795,4.64163894099475,2.00403420799124,4.2675550889525,4.0998788770325,5.32121507108444,4.15539579318843,3.87807721413547,3.05283846262339,3.12392841520797
"Tetrao urogallus",4.87894549759908,6.0513554423361,4.9772997750687,6.88813648426466,8.82414171263999,7.17336805866362,8.39705864761486,7.42562070170446,3.64586984120492,5.5954128653821,4.37319386927023,7.66547173445194,7.27176895503489,5.83476876512251,6.52497887435101,5.54453998010996,5.43754616561093,5.08312312785579,6.96231966951386,6.48047409667978,5.98961809696646,2.75735950267031,3.70847617378354,2.75950436059512,3.77235325757959,4.68322882993542,3.40316967547757,3.80108011713,3.57348779110347,4.24755542444839,3.99502979844605,3.33793800002596,2.91371450938152,4.06872292502351,4.78650165708425,0,7.55101596142937,2.60735274077327,1.73675425982059,2.36168510360278,2.0914542644281,1.74696795246108,3.65705781494974,1.63691396758805,4.48992240963541,1.77446989722437,1.1964063622295,1.28119436048283,3.17429608819256,3.31469409754139,4.77180917605682,2.602759976609,2.83793523279065,2.83793523279065,4.85426063072952,2.66692205279317,2.57268915651579,3.18834957964349,3.61995006830942,4.15104710696997,3.78576191205184,4.4677523812942,1.90885536298062,5.38061151490665,3.65339297669881,3.18064695407666,1.31344453436277,2.79732595473693,8.29743288513382,5.91873125760782,3.28248780748997,9.20664350287576,3.76533399815757,8.80092392056923,7.81962475652737,2.41936117972618,2.92155627813783,1.4059296365533,2.75946055093437,3.95108605589752
"Dryobates minor",3.43919998255383,1.89779331091838,2.86074401109229,1.83405463404924,1.81554228309133,1.65324365094234,1.84964323385606,1.46355461299853,9.92532392995925,4.31153736277832,6.6153370420716,2.9682241769636,3.32709039190001,4.48051584800599,3.88961396355711,4.34521126826005,5.30706764684305,5.459851591521,2.83491519881505,4.26576279115693,6.00655650072798,6.46453452721602,6.01964496600648,7.12956531918661,6.05016818383593,4.85688143363031,6.49574728350721,5.41188424319422,6.22694595769642,5.5113917388792,5.91389506885628,5.51991121187484,9.76646168151803,6.53644288288205,4.07541936489314,7.55101596142937,0,5.91667138560497,8.35267844744852,9.71877110446428,9.41282545309838,7.38238153611383,4.61563126178214,7.72757308377973,4.40905622902382,7.25638614347585,7.64237258348949,7.37830821695018,5.63240539549299,4.80667882179231,3.09954691085825,8.35750025499006,7.79267244434513,7.79267244434513,5.90830015801777,6.42799491136551,6.69802002153419,6.11730348129768,5.39189145170209,7.07660240645602,4.32813972621566,3.89549719695504,7.62552611907786,2.47381338928265,6.50932567901599,6.65552929473465,6.91088657708602,6.40442371092038,1.56649422221752,4.4602160899284,6.57048865835734,3.51404377684286,5.24382084207227,3.50129288867545,1.38258901626461,8.50658775272111,5.36493466199238,6.81141644015388,6.35700024525532,6.51918694527043
"Dryocopus martius",3.38726565926932,4.72805426969514,3.85818704657133,5.80826470072709,7.29203320780289,5.72129991835076,6.88488179746441,6.05425350666571,5.10369743774036,4.6078560772203,3.66418855711768,6.29411691565958,6.45202359648757,5.31861432365379,5.87302900936627,4.4044769953485,4.3163139505698,4.15850748255983,5.57100299865577,5.10893928769305,5.56612244124599,2.67577830176256,3.18504256945533,3.82414868092372,3.76081408564099,3.85693708867208,3.54387070420521,3.63282797073933,3.42047885121374,3.64959450907806,3.54204729216991,3.35146063403896,4.64752593420169,3.90938995440203,4.50531051313601,2.60735274077327,5.91667138560497,0,2.99627284034764,4.38801244907982,4.3123092576605,3.46404990933665,3.54855316281507,3.2760046751161,4.30198968205977,3.36633206288922,3.26351551540805,2.95484985071214,3.56631772943368,3.13618104248519,3.86859392394483,4.07256211430926,3.97394870091343,3.97394870091343,4.31174452423855,3.21757817207996,2.90062253131755,3.45995174428827,3.2392726103042,4.19906394344827,3.53696498904159,3.62620728086824,2.45927360224035,3.54989960285596,3.12183179310309,3.05832063934677,1.95149974049766,3.573073852534,6.77203618914382,4.20196079823617,3.41422571051197,8.16790584786034,3.86009880812792,7.83775125800838,6.38953786952763,3.86292780038551,1.76544674706669,2.88069907986725,3.57085073478154,4.37429252328962
"Corvus corax.1",5.86801671506338,6.89687250530914,5.87687046874734,7.73226791074075,9.77070180384414,8.02559916436435,9.30177908857046,8.31338134985991,3.11563212856467,5.93480887688239,4.05641807295391,8.18506016349722,7.96195019153406,6.3522325881142,7.14328190166106,5.87805114827812,5.48519017932703,5.13957433065844,7.46378966196186,6.66848431072635,6.10736626740001,2.84168940124451,3.73520343570778,2.95504797287865,3.90138226593536,4.89605925775079,3.38706428384951,4.26248132674095,3.64774970547482,4.41873827112881,4.10996553931361,3.92268710711385,2.18562824747715,4.05703365681524,5.69695569266038,1.73675425982059,8.35267844744852,2.99627284034764,0,1.72330106877526,1.91480722276091,2.42277082800987,4.72249965559062,1.69423877290203,5.24428626646716,2.25653926057238,1.84539254661712,2.27620247101575,3.82859232236676,4.27642637359154,5.74351149224691,2.10293567162687,2.5421424817428,2.5421424817428,4.8424811067494,2.87049639177074,2.72041713401438,3.57545865473058,3.965078437367,3.98718538501357,4.80188552502617,5.1777681252318,1.64081220595932,6.05232834499158,3.35545360339316,2.9208159817975,1.55839972101365,3.22020320964895,9.25457890601612,6.03115455131149,3.39058063874848,9.92320291657282,4.37969054857204,9.51962634582924,8.66914251125076,1.70023904369108,3.86534649136659,2.51511654683515,3.31638773416134,4.12393970808948
"Haliaeetus albicilla",7.08108445013004,8.19365653776147,7.13637904353361,9.01082892764626,11.058558846002,9.30583202895098,10.5731852076422,9.60768876970312,2.66573294445779,7.23880960636641,5.35362042567451,9.5499581172373,9.19379214555544,7.5205426082618,8.34147593200835,7.18920558764033,6.82146813268613,6.44064777339386,8.86302266009157,8.10588080785314,7.30125820088517,4.07409073918549,5.01215241917264,3.78648594217178,5.15260823794836,6.30450759296822,4.66044851661479,5.50246196113391,4.94302131169653,5.76133504620078,5.40814329577496,5.14888495420047,1.64658094781762,5.08017994025941,6.77701150411208,2.36168510360278,9.71877110446428,4.38801244907982,1.72330106877526,0,0.755248120856167,2.95037225693728,5.74803368861242,2.43665485407027,6.39312528122247,3.06522146497704,2.38320562822381,2.74344315200854,4.87312934608696,5.3954151605732,6.94486767052456,2.61095663627381,3.3060260614511,3.3060260614511,6.11740639944291,4.02979656665521,3.88243624814281,4.6712317679085,5.28931583063742,4.93441903645171,5.89873493170517,6.48389684997751,2.68002415308705,7.49696345193924,4.70266410408714,4.30424502865104,2.87233171726965,4.2485096188511,10.5295390898562,7.50399204833191,4.5694545131886,11.2040013746996,5.53682081827573,10.7904995021961,9.98619725689745,2.29032645364565,5.03685756784881,3.25426693126819,4.18222401972292,5.07845394196532
"Aquila chrysaetos",6.7667055441238,7.85258117469065,6.78117496874509,8.65676009603497,10.702812720326,8.97800047603324,10.2129907340122,9.2387023413315,2.6515523179926,6.99130650799763,5.32575458471004,9.27164602389044,8.8406428350579,7.20083125582572,7.99382006540131,6.95066569594329,6.67944826226232,6.27750728197052,8.60904347067028,7.95247926481749,7.10397293536238,3.99298988033501,4.94106038059859,3.57631208788839,5.04939132630612,6.20317936442725,4.60877418938028,5.35155450834919,4.94269106986518,5.71956259545372,5.40035794776594,4.95454226330541,2.00030537920347,4.98686144615085,6.40705807223815,2.0914542644281,9.41282545309838,4.3123092576605,1.91480722276091,0.755248120856167,0,2.44230646073824,5.29627830918997,2.22931091672792,6.02785810296772,2.77565370721144,2.02918330320032,2.25633112597439,4.4997126181254,5.03608982035617,6.59157036779436,2.52125122604066,3.15524579606608,3.15524579606608,6.08556632217233,3.81042606150028,3.85860475859147,4.52049225664209,5.17764660975633,4.90451840219737,5.53934152744793,6.17468952109283,2.73273074203031,7.2822253603005,4.67929987913557,4.36178585689486,2.6845680503086,3.98238682907519,10.1742569029626,7.41774897348845,4.56368243113587,10.8550523330764,5.19677884300093,10.4378025090187,9.62995430684299,2.39988431077182,4.77084368110746,2.78772555720789,3.75538486654366,4.79011649879146
"Buteo lagopus.1",5.1370570462604,5.76239430960749,4.67986745238894,6.44034095002913,8.67359430186463,6.98564091618317,8.19620127154062,7.0846873051697,3.68039544453242,5.02169248778543,4.1658510598607,7.14166096793078,6.52807587110878,5.00182743649848,5.71566949710242,5.08227942255442,5.09784359273827,4.64146663689102,6.52624422788883,6.10808585484689,5.15448055655385,2.79364488090651,3.60448615483187,2.05881200507866,3.38689991426218,4.46894830345138,3.13076024927111,3.57424302350394,3.65015979847157,4.25544056665023,4.1127333243473,3.07363950425917,3.3477164197686,3.85185117126423,4.16656820701765,1.74696795246108,7.38238153611383,3.46404990933665,2.42277082800987,2.95037225693728,2.44230646073824,0,3.09590630676195,1.35275145737193,3.72289955748362,1.14912772526027,0.987625717800148,1.25375265304413,2.1826023229794,2.93833927315534,4.53518430110153,2.06340359274376,2.04068313722287,2.04068313722287,4.66122665155378,1.95065289496139,2.83589444121022,2.98462609323953,3.5405165792764,3.98629253989179,3.4221254526442,3.98802460845803,2.6984317336796,5.49033403875689,3.52029003095382,3.31772829479383,1.7544495655343,1.99221412051137,8.17896120535932,5.88441098883108,3.41194163416296,8.52071879659353,2.90976540939304,8.08503731261275,7.49019986414462,2.45181313210503,3.5343642945044,0.964303976964549,1.54163412501758,2.80095080213119
"Accipiter nisus",2.77765791947472,2.98975439389176,1.95624235929877,3.5974897716375,5.71647613016645,4.20886307460078,5.26436529084922,4.18967921697847,6.07382166212407,3.54407097637747,4.50998860653309,4.94624305496657,4.1416706203897,3.38875431046253,3.60273608637354,3.64191361852395,4.26383523489869,3.98457723995206,4.33964817828635,4.64051717500638,4.72669629306261,3.53338859574467,3.73404954573045,3.44630190434198,3.44061792638658,3.52599372642085,3.66900105610649,2.93612927704945,3.74625904147698,3.72376687236418,3.88663442672451,2.59675156458865,5.9688118367076,4.13146979085575,2.05838265158336,3.65705781494974,4.61563126178214,3.54855316281507,4.72249965559062,5.74803368861242,5.29627830918997,3.09590630676195,0,3.872770545894,1.7569339784989,3.20919706944797,3.54813846901588,3.34684860589876,1.86329183876104,1.58939401860169,1.9364867040948,4.5436558773078,4.10998594136772,4.10998594136772,4.33850551721386,2.87894506533042,3.63193250305349,3.13227699282763,3.03051864778556,4.56352095365112,1.28713737018031,2.17534720426533,4.37078453732378,3.23805637294685,4.08125742550725,3.97922401530188,3.29394386119372,2.71648368524533,5.22187094713033,4.65994374337168,3.82464173560516,5.99170142781735,1.88556538166495,5.59665030794838,4.58867861787762,4.80435111311249,2.66170309406385,2.54805379159751,2.24074066329468,3.33349384523553
"Pandion haliaetus.2",5.59054367191737,6.2339482514972,5.18738207253398,6.88315855781341,9.16380573449261,7.44393148963802,8.73513876080662,7.62996409502229,3.67461040800893,5.28586971898494,4.00184352432681,7.4282174469465,6.96761095104604,5.36964162019171,6.16908010475168,5.37006307304678,5.21664579263403,4.78846773290662,6.79255817830192,6.17266988567402,5.14812400568972,2.46691831360025,3.3379584088714,1.8037476689038,3.02782745552209,4.22799962356178,2.66272813966068,3.38401583278673,3.12052206641607,3.84174947120143,3.60375260299364,2.9670769052648,2.61010572594119,3.66014594918177,4.56401984297929,1.63691396758805,7.72757308377973,3.2760046751161,1.69423877290203,2.43665485407027,2.22931091672792,1.35275145737193,3.872770545894,0,4.16221912610951,0.99909897015614,0.833324403314034,1.72355631769306,2.62416209536553,3.30251153047613,4.92013429958354,1.64724566351194,1.78340882669559,1.78340882669559,4.33182172802772,1.83397246736729,2.24328369890175,2.66472575691254,3.26864996690255,3.67982835231843,3.82580794378918,4.26553056302044,2.17213429449924,5.64045263761885,3.22843966769342,2.61709095894064,1.63302380949052,1.97040159031248,8.67585567227999,5.8383395430442,2.81140182254777,8.87792798315682,3.28919609072052,8.46101251425567,8.01336892917587,1.61690399736816,3.90478207584579,1.79830578467495,2.24723724132771,3.02876936582715
"Falco columbarius.1",3.80514120006768,2.98754287687261,2.25561926324791,3.02602250836519,5.73057921214962,4.23777552773257,5.38835289453414,4.09965271096315,6.74302496697936,2.93375272361086,4.34744161820454,4.13601928235971,3.12771556445,2.33109847866274,2.5610786165334,3.3078753460271,3.95994801233603,3.67989540892049,3.59426922477818,3.85559345910793,3.52949450350551,3.61289819087906,3.49029227790205,3.31913127730988,2.64969370254783,2.56494129601877,3.06855000056651,2.26255033177853,3.33940210485157,3.09920476376963,3.41892185240869,2.02620694944288,6.41293651897022,4.0118692276529,1.14943961397687,4.48992240963541,4.40905622902382,4.30198968205977,5.24428626646716,6.39312528122247,6.02785810296772,3.72289955748362,1.7569339784989,4.16221912610951,0,3.43772271293239,4.08951055742834,4.27604269433641,1.67855239903166,1.76744953498595,2.05210472189881,4.71810175661507,4.10960126186913,4.10960126186913,3.55950343493787,2.70440205042086,3.67979359042783,2.78492919309422,2.47617747975731,4.39992507659226,1.3726373980066,1.59502029641654,4.90057015050147,3.28728630318771,3.91658149584225,3.69637880651786,3.99098856066709,2.4043305233318,5.34577696130076,4.30908078609124,3.54405456315592,4.98039374968568,1.10914823260982,4.55804925174112,4.44836660896871,5.00734296663681,3.89359977589647,3.45776825384356,2.63179401275243,2.84760231535936
"Falco rusticolus",5.19850579265779,5.70161084013136,4.64631038035336,6.26580620994401,8.63724028897928,6.9246696899573,8.20553436392824,7.06111477681695,3.9895496977254,4.82390722435671,3.87916893168173,6.94813465089126,6.32860027278391,4.77317288093905,5.51733739009547,4.9545017089214,4.88627239716645,4.45419151572599,6.29375369707908,5.76541672696164,4.79328773990011,2.35084273815938,3.12789341403191,1.39087549738996,2.55247255264,3.78276473990234,2.2425924005572,2.81642909686203,2.78373181888296,3.47465970073492,3.30518372970278,2.31121616557969,3.19080854420791,3.50856545106808,3.90199592758585,1.77446989722437,7.25638614347585,3.36633206288922,2.25653926057238,3.06522146497704,2.77565370721144,1.14912772526027,3.20919706944797,0.99909897015614,3.43772271293239,0,0.958329766949092,1.92971676055862,1.99285804002076,2.77304889334267,4.4076647318025,1.91114988009146,1.79387284920793,1.79387284920793,3.98447730844026,1.34280648789926,2.10224398095541,2.21246023469308,2.78369022113737,3.56022294782446,3.18251068859928,3.76726441410056,2.52165300151877,5.2579248555036,3.12859682644298,2.47154682517051,1.77811632706618,1.25986291181367,8.15490536503923,5.57527370112699,2.52898340521884,8.29429251971458,2.55818038818047,7.86280448526397,7.44594671702867,1.99554648459799,3.65195593566218,1.43391464023614,1.72360095003958,2.63827887183756
"Bubo scandiacus.1",5.30484602260136,6.07545572926775,5.00373264878648,6.76454445540052,8.97788548419167,7.25813107790285,8.5308346445534,7.47402363930777,3.53484417227702,5.33070056441125,4.21922203847982,7.48842939428117,6.93912040781987,5.39335505733925,6.14377128810628,5.38022470792237,5.29804729071057,4.87152131066667,6.82130707690446,6.31624154893276,5.45529893498519,2.59418454588986,3.49617692158306,1.97560072944578,3.30646781358553,4.42386260040641,2.97084183851614,3.47582072680547,3.30900123577652,4.0341499034917,3.80727093464162,3.05510650947272,2.75068136501766,3.72243883553547,4.45648999735152,1.1964063622295,7.64237258348949,3.26351551540805,1.84539254661712,2.38320562822381,2.02918330320032,0.987625717800148,3.54813846901588,0.833324403314034,4.08951055742834,0.958329766949092,0,1.22998403106761,2.56096039530787,3.15601208272955,4.75230053835196,1.76777561292833,1.96232800632396,1.96232800632396,4.5148465983392,2.0102664597444,2.35614171052698,2.78735968045603,3.37673158585399,3.77157066255924,3.61427089206317,4.30033559182728,2.19246298137711,5.59664860611788,3.45747232030631,2.94172919669773,1.51811305444544,2.08040800593901,8.47599308031668,5.95263197402719,3.03458173695303,8.91173355967182,3.29549868877011,8.48677105007475,7.86198028250006,1.90432688720892,3.58423801133933,1.23302529683622,2.05931622945598,3.15354416318455
"Strix nebulosa",4.80697271118532,5.85039855286146,4.77424674377388,6.66540005420317,8.60979698245286,7.02435450956945,8.19531404228019,7.19620312913004,3.86645510283733,5.49683000981974,4.59655015890629,7.49314614196966,7.02678868778082,5.64192608512511,6.30734109737877,5.46098298039891,5.50947528938214,5.10180550199334,6.8470085420127,6.52049404147272,5.76928386286098,3.10312085841734,3.98010544661716,2.91494131451675,4.05365145100591,4.91414165117403,3.76888045670264,4.07764963491694,4.05200866484048,4.6394826947419,4.46517032288708,3.61230667653592,3.46023320022953,4.23735067790639,4.61018729426813,1.28119436048283,7.37830821695018,2.95484985071214,2.27620247101575,2.74344315200854,2.25633112597439,1.25375265304413,3.34684860589876,1.72355631769306,4.27604269433641,1.92971676055862,1.22998403106761,0,2.81635116317555,3.046710858502,4.53951969805717,2.57920001643213,2.73602357323132,2.73602357323132,5.14337080857681,2.68811218733288,3.09635578008253,3.51635063888591,3.94848358757256,4.41773944524516,3.67239879423719,4.25473950566363,2.52444498668571,5.41030245844148,3.90077020783125,3.70547308861023,1.53675278928557,2.80374502881267,8.10479475414813,6.05892349533281,3.8448941011097,8.92183871194798,3.58715816640192,8.49981026753546,7.60292247254692,2.88739727421962,3.02369036790477,1.05445890826446,2.33404615285755,3.61142991746225
"Asio flammeus.1",4.19956809151732,4.06444279688374,3.08271809772994,4.48889950759556,7.00740145544771,5.34733745322955,6.58708527287481,5.36412374000099,5.34228015131951,3.45993060805012,3.76684900070215,5.27921565490914,4.50299415073066,3.16570471937557,3.77566163803052,3.70235928595724,4.04499550571654,3.61737040040622,4.68379661334027,4.52457108282505,3.67330273784159,2.63723057213332,2.91801502698457,2.06148983846746,2.22197746813827,2.89101870226736,2.36385175544366,2.13958646924337,2.81143472077292,3.04040738289438,3.15292267203373,1.73237922941298,4.93834223615567,3.37021359222232,2.22036801679696,3.17429608819256,5.63240539549299,3.56631772943368,3.82859232236676,4.87312934608696,4.4997126181254,2.1826023229794,1.86329183876104,2.62416209536553,1.67855239903166,1.99285804002076,2.56096039530787,2.81635116317555,0,1.53827934207259,2.88546786414045,3.17194497693062,2.62332524739196,2.62332524739196,3.48264388040099,1.39480730445329,2.69129824176279,2.15474897323868,2.27113032212287,3.68351712610734,1.76226533506901,2.19147413833394,3.66110819776856,4.02062370147692,3.1680785815055,2.91485232874148,2.67924744720871,1.1525162451805,6.57090385513568,4.64084015459247,2.88379338326913,6.43633032715912,1.04335369919875,5.9961738056036,5.74041221641598,3.58239974352519,3.45715284273715,2.11180986320422,1.24265267683253,1.83186333911002
"Surnia ulula.1",3.23075862996142,3.4507029648169,2.46917675975252,3.89923477932073,6.0929164828914,4.76607571131651,5.90402701023565,4.67764956743662,6.20159815435172,3.81473064460255,4.40408363438541,5.09870267571957,4.47042169625271,3.62946811185414,3.99554116836276,3.96525088370883,4.47286027342356,4.15647141136174,4.48286114917801,4.64826389580043,3.99955468719652,3.24528880036559,3.49716860581297,3.23811868459205,2.97532086434673,3.12695237758724,3.06048527786265,2.60169510955689,3.3514033975211,3.39245470242681,3.55644844694704,2.04860678355352,5.7089341580003,4.17674018574929,2.18812359759299,3.31469409754139,4.80667882179231,3.13618104248519,4.27642637359154,5.3954151605732,5.03608982035617,2.93833927315534,1.58939401860169,3.30251153047613,1.76744953498595,2.77304889334267,3.15601208272955,3.046710858502,1.53827934207259,0,1.92150908671911,4.15858247603921,3.72431601167917,3.72431601167917,4.03443163822092,2.47554025752554,3.27836400528696,2.84659769183824,2.60679371622756,4.5568381995138,1.41061943651429,1.58292197663454,4.04577470201666,3.1982880332769,3.76597452690036,3.48845669331861,2.96829380074947,2.25269322859995,5.67930477127588,4.61126668196733,3.47784627759561,6.12472483313691,1.60225367591097,5.69010833280629,5.08939763303387,4.48394889510278,2.67851958567003,2.42948958880245,2.4649780661856,3.09385360988103
