"","Perisoreus infaustus","Turdus iliacus","Turdus pilaris","Plectrophenax nivalis.1","Poecile cinctus","Cinclus cinclus","Luscinia svecica","Motacilla alba","Grus grus","Calidris pugnax","Numenius phaeopus.2","Phalaropus lobatus.1","Charadrius hiaticula.2","Pluvialis apricaria","Eudromias morinellus","Tringa totanus","Tringa erythropus","Tringa nebularia.1","Actitis hypoleucos.2","Xenus cinereus.1","Sterna paradisaea.1","Mergus merganser.1","Mergus serrator.1","Anser erythropus","Mareca penelope","Anas crecca.1","Anas acuta.1","Bucephala clangula.1","Melanitta perspicillata.1","Aythya fuligula","Aythya marila.1","Clangula hyemalis.1","Cygnus cygnus","Gavia stellata.1","Lagopus muta.1","Tetrao urogallus","Dryobates minor","Dryocopus martius","Corvus corax.1","Haliaeetus albicilla","Aquila chrysaetos","Buteo lagopus.1","Accipiter nisus","Pandion haliaetus.2","Falco columbarius.1","Falco rusticolus","Bubo scandiacus.1","Strix nebulosa","Asio flammeus.1","Surnia ulula.1","Aegolius funereus.1","Larus marinus.1","Larus argentatus.1","Larus argentatus.2","Uria aalge.1","Fulmarus glacialis","Somateria mollissima.1","Somateria spectabilis.1","Polysticta stelleri","Gavia arctica","Lagopus lagopus.1","Cuculus canorus","Phalacrocorax carbo.2","Picoides tridactylus","Haematopus ostralegus","Anas platyrhynchos","Corvus corone","Falco peregrinus.1","Parus major","Gallinago gallinago","Melanitta fusca","Riparia riparia.1","Falco tinnunculus","Delichon urbicum.1","Motacilla flava.1","Anser fabalis","Pica pica","Accipiter gentilis","Circus cyaneus","Larus canus"
"Numenius phaeopus.2",5.46670226242379,5.15768079688489,4.52610977317639,6.09454028978183,8.20275473662938,6.02226222597181,7.435513391907,6.41738585896799,4.60012696736243,2.92228302054504,0,5.28430051306716,5.61451735362916,3.8228423916025,4.70392844515502,2.75910389540328,1.87544148090139,1.59675728068352,4.64273981919369,3.30081444718535,4.10885050893821,1.94323276163649,1.55018615822422,3.31690509116096,2.87799242796326,3.06861841866081,2.62726388916984,3.35351715769436,3.0790033753154,3.25991545974752,3.29333851357885,3.4314975685145,4.86276191739893,2.3689267646887,4.48403544562839,4.37319386927023,6.6153370420716,3.66418855711768,4.05641807295391,5.35362042567451,5.32575458471004,4.1658510598607,4.50998860653309,4.00184352432681,4.34744161820454,3.87916893168173,4.21922203847982,4.59655015890629,3.76684900070215,4.40408363438541,5.14641141009433,3.60555539675192,3.13898852586179,3.13898852586179,2.45269899273094,2.88373305087471,3.07013368036066,3.32684734913174,3.02431678520031,2.47273674880848,4.27591071101451,4.11256048674475,3.10940255164506,4.68305610368761,0.986121247789449,2.69996187312682,3.40552334504817,3.52296192660658,7.75027992967009,2.848360564737,3.27082880188791,7.79629070342255,3.96502232447906,7.4677389912517,6.66929294583328,3.65830240421821,4.54922280291377,4.1944108587919,3.67252617987409,3.00316865778203
"Phalaropus lobatus.1",5.03704769839677,2.70245406407003,3.36655077971876,2.74320017440924,4.30944775812047,2.82184277467599,3.71682972622436,2.73288039339514,9.24222058985778,2.64213380182981,5.28430051306716,0,1.92556521524813,2.72696821327236,2.24174485438879,2.82471062107443,3.74428368446148,3.90075201383698,0.924676884847133,2.25477738818082,4.35769427628727,5.75763520827807,5.04149946225433,6.44080063041595,5.20733315561819,4.06692337601108,5.65172857750462,4.89734731942753,5.71679546671371,5.00905037379914,5.47585464095022,5.11170252975642,9.30567906857883,5.58436990704685,3.74142848282368,7.66547173445194,2.9682241769636,6.29411691565958,8.18506016349722,9.5499581172373,9.27164602389044,7.14166096793078,4.94624305496657,7.4282174469465,4.13601928235971,6.94813465089126,7.48842939428117,7.49314614196966,5.27921565490914,5.09870267571957,4.12219465337555,7.65434074402654,6.9500830501213,6.9500830501213,4.6859144333638,5.80637373707115,6.32781448567388,5.65766142995935,4.93187694918144,6.06320996490821,4.51419392355398,3.76885836283566,7.30873619521895,3.5419284011366,5.46670820382806,6.10401040655854,6.85601464455621,5.90410169100871,4.1643603537682,3.28852188937565,6.11107941982599,3.13158964015944,4.89087681050841,3.03817056125787,2.73327258290364,7.92085983802555,6.19383762060996,6.86530153362439,5.97662861472754,5.34167905338112
"Charadrius hiaticula.2",4.96146649141868,2.59429951550989,3.01760377119208,2.02399697122117,4.43321385559694,3.06201650677234,3.92679911388986,2.72357308998639,9.01036339583866,2.86978429695241,5.61451735362916,1.92556521524813,0,2.05621205060868,1.09203547022146,3.27737650084875,4.29634354355796,4.26309019693176,1.96838838072788,3.19233568699163,4.16981395834982,5.67642238886649,5.111622425192,5.83765524847557,4.78640146341957,3.94900388465882,5.31567240899062,4.34918616117733,5.39593396419392,4.79778790472123,5.26450569488299,4.52843186607835,8.97990839032058,5.53010416255709,2.71953880734594,7.27176895503489,3.32709039190001,6.45202359648757,7.96195019153406,9.19379214555544,8.8406428350579,6.52807587110878,4.1416706203897,6.96761095104604,3.12771556445,6.32860027278391,6.93912040781987,7.02678868778082,4.50299415073066,4.47042169625271,3.55146218330954,7.22414441978831,6.50463523675092,6.50463523675092,4.70044611418273,5.30776144631623,6.02182788744146,5.16150662616243,4.59230374848316,5.98146496962678,3.73640682055573,3.3368093054958,7.27357198518863,3.86243687144546,5.6360449212045,5.93774044707309,6.629392152768,5.20879288068518,4.25876054218018,4.31167713690692,5.75969664394949,2.50699530978596,4.03866764543235,2.19744471257373,2.84047106063259,7.55968011769699,6.0645585708416,6.29065709936197,5.27137082057865,4.7575327050758
"Pluvialis apricaria",4.87211341755201,3.07680458545787,2.86629621801291,3.26228243598659,5.88651940439966,3.92208608243539,5.20427871812337,3.97148135567946,7.14567509475295,1.47110199747335,3.8228423916025,2.72696821327236,2.05621205060868,0,1.05174907596409,2.01867372690824,2.80933042358643,2.60073283497421,2.35766536479351,2.40397457776364,3.0857769043617,3.93895221938981,3.3598444300975,4.11743651772293,3.21016349434523,2.73246644962453,3.66662264100352,3.04047050595678,3.96726780078358,3.55454359972314,3.95712938476553,3.22843642470813,7.20300774333364,3.77681590320366,2.0436343214884,5.83476876512251,4.48051584800599,5.31861432365379,6.3522325881142,7.5205426082618,7.20083125582572,5.00182743649848,3.38875431046253,5.36964162019171,2.33109847866274,4.77317288093905,5.39335505733925,5.64192608512511,3.16570471937557,3.62946811185414,3.48689009606694,5.41790758183607,4.68234936026837,4.68234936026837,3.10618571424925,3.64378632618141,4.46194359906201,3.66723024727256,3.22667557429444,4.18128676790194,2.93065497284278,2.72578066427036,5.60073958893222,3.83745249560861,3.84300509316715,4.36734443944618,5.13553541310986,3.67867949589069,5.56158491213607,3.39881835905616,4.28438048110022,4.43032998532931,2.91504332144648,4.08473675857161,4.20355687460258,5.77495330308331,5.24523797354825,4.92007607557205,3.76734411394944,2.95920795287273
"Eudromias morinellus",4.81640049391216,2.69083028975384,2.78326955396094,2.55475095852835,5.13812788174664,3.38674331114778,4.49009511729365,3.25818855215091,8.02651200675117,2.04858072284158,4.70392844515502,2.24174485438879,1.09203547022146,1.05174907596409,0,2.52290529965683,3.46996083038613,3.37161880337751,2.01444410030811,2.69896025647207,3.6454537393625,4.81601491466155,4.24849939116721,4.95792891728644,3.99206420240654,3.31754938275958,4.4920776163879,3.66736414699017,4.67856025457205,4.16347739638733,4.60418653330442,3.84037969893667,8.08877552717694,4.64500605839182,2.23924664725035,6.52497887435101,3.88961396355711,5.87302900936627,7.14328190166106,8.34147593200835,7.99382006540131,5.71566949710242,3.60273608637354,6.16908010475168,2.5610786165334,5.51733739009547,6.14377128810628,6.30734109737877,3.77566163803052,3.99554116836276,3.43248537576893,6.31774350637225,5.59320416204611,5.59320416204611,3.91042249192264,4.45735554334435,5.2447062881674,4.394265393383,3.8881818510668,5.07337878871657,3.23098430427792,2.96706109653388,6.43514516655605,3.79069113820503,4.74240041660603,5.15415365647625,5.85382617363121,4.40998812261957,4.86549860064772,3.81181706722681,5.01570108417033,3.54705072818894,3.36722920906654,3.21618829447824,3.44511245997119,6.66153821794483,5.57720004548587,5.54227502009386,4.4429334935981,3.8581769025207
"Tringa totanus",4.25414597794699,2.91117780234852,2.74042511945122,3.82836775164692,5.83742757309937,3.55690700203665,4.94979618476697,4.00392695171943,6.55121974047476,0.644507561212714,2.75910389540328,2.82471062107443,3.27737650084875,2.01867372690824,2.52290529965683,0,1.18268494459188,1.25164199762008,2.20191146112593,1.56274993497962,3.90960662693339,3.38248372710529,2.67605736629897,4.37425636681482,3.52098647045389,2.76853563064427,3.79440236907089,3.39388572499194,3.89064358436553,3.47315068230276,3.80092163911473,3.63713694104812,6.88135833460422,3.15145591916085,3.10164103733863,5.54453998010996,4.34521126826005,4.4044769953485,5.87805114827812,7.18920558764033,6.95066569594329,5.08227942255442,3.64191361852395,5.37006307304678,3.3078753460271,4.9545017089214,5.38022470792237,5.46098298039891,3.70235928595724,3.96525088370883,3.72136997257704,5.32443465746023,4.69316292037684,4.69316292037684,2.8379242139621,3.78498501777894,4.20737332326246,3.83893759852175,3.24450873028127,3.62722748623838,3.35742117110101,3.14011278661522,4.86712511557403,3.21112783649749,3.01836095564688,4.07064836185335,4.62506435020182,4.13236518803095,5.4272083650157,1.77873003307504,4.23414729914576,5.48896952586427,3.65469777331538,5.23532888993261,4.1833900976821,5.5614308648301,4.55700953060464,4.85513507202731,3.98042614142463,3.47039738428743
"Tringa erythropus",4.88296867239763,3.94155749835947,3.65531157289612,4.86257057086367,6.83115201065985,4.55476365267326,5.94078780020441,5.05601206676117,6.00261919032628,1.4999461648856,1.87544148090139,3.74428368446148,4.29634354355796,2.80933042358643,3.46996083038613,1.18268494459188,0,0.582819603680869,3.12132605659155,1.84221937786266,4.13542033024774,3.02675400463149,2.2381942543098,4.23779541129342,3.40713024678672,2.83291246942316,3.53389652255995,3.51877177911488,3.67761121150824,3.38650606044248,3.62833073383567,3.78393494124293,6.4027693753633,2.75847263613188,3.90241565905316,5.43754616561093,5.30706764684305,4.3163139505698,5.48519017932703,6.82146813268613,6.67944826226232,5.09784359273827,4.26383523489869,5.21664579263403,3.95994801233603,4.88627239716645,5.29804729071057,5.50947528938214,4.04499550571654,4.47286027342356,4.53946565298109,4.98752520716153,4.41033579060056,4.41033579060056,2.47589332980742,3.71476056657619,3.96822930864073,3.810616684987,3.25077369785633,3.10725015756002,3.98505292998279,3.8016305845292,4.43427222127412,3.85203943430974,2.36828329864489,3.67968732893658,4.44985207641443,4.19407010450309,6.40782799636593,1.62457679833066,4.0038015039976,6.4824357753628,4.0481138181865,6.23020481792427,5.21980029391084,5.11975276069443,4.77317236376353,4.9454983893204,4.14750524537146,3.54250960188842
"Tringa nebularia.1",4.87682787545214,3.98093595451362,3.56706599876979,4.88615796326984,6.98948651357662,4.72808138584649,6.13301743390426,5.14757757414918,5.64468661433892,1.47057347842989,1.59675728068352,3.90075201383698,4.26309019693176,2.60073283497421,3.37161880337751,1.25164199762008,0.582819603680869,0,3.27548825094803,2.0925596193967,3.78779980856457,2.67892188627294,1.96410695489117,3.80990311628846,3.09504959022368,2.73782068166391,3.1763154267997,3.25983410550082,3.44974936617063,3.27758071937645,3.50372386679965,3.46901951375448,6.03703430586303,2.54770937203527,3.66219048470725,5.08312312785579,5.459851591521,4.15850748255983,5.13957433065844,6.44064777339386,6.27750728197052,4.64146663689102,3.98457723995206,4.78846773290662,3.67989540892049,4.45419151572599,4.87152131066667,5.10180550199334,3.61737040040622,4.15647141136174,4.412987645744,4.50973622440375,3.90523426218996,3.90523426218996,2.36045247930441,3.27498843268555,3.67761597752521,3.52943310102873,3.03419713398153,2.8944255670868,3.73401970650962,3.54886205906923,4.14317522533227,3.94468530270955,2.04629723991618,3.43567605898538,4.10692662779815,3.76815645465909,6.56446922782812,2.01200105794843,3.76705422721932,6.51635380131687,3.68373789925027,6.2197431043416,5.35427212718668,4.72881832608491,4.60493882825006,4.54444224160566,3.71209727165944,2.99213094715761
"Actitis hypoleucos.2",4.4077355604354,2.18716702003912,2.74338244600599,2.49423188040978,4.30592591734207,2.51979433437048,3.6745868012945,2.61138909402106,8.59056368447191,2.05657101417123,4.64273981919369,0.924676884847133,1.96838838072788,2.35766536479351,2.01444410030811,2.20191146112593,3.12132605659155,3.27548825094803,0,1.7182774181129,4.07211554811213,5.05869476015257,4.35342309195862,5.82777652994292,4.57539561135417,3.39576157397742,4.98035800519839,4.2208682290198,4.99761144756783,4.32941289125568,4.79404089775054,4.44741501605336,8.64088353358269,4.94843391269466,3.25311569539051,6.96231966951386,2.83491519881505,5.57100299865577,7.46378966196186,8.86302266009157,8.60904347067028,6.52624422788883,4.33964817828635,6.79255817830192,3.59426922477818,6.29375369707908,6.82130707690446,6.8470085420127,4.68379661334027,4.48286114917801,3.56906878750969,6.99292207970446,6.30964365376769,6.30964365376769,4.02089074470696,5.15475245297306,5.61250344695165,5.01313274107142,4.21296224212053,5.42138722259497,3.88157490850134,3.21671398743716,6.592710057551,2.89132833096031,4.7788376925993,5.3933562116014,6.14025261905096,5.28004899329278,4.0726991063243,2.63014627001619,5.43071609711132,3.60330972636897,4.31135872231904,3.41568467287206,2.66967657507591,7.24623414100125,5.45973583840882,6.19508692259626,5.37534420356338,4.80830733692294
"Xenus cinereus.1",4.9855283993941,3.36473033981798,3.47202767961381,3.91390903508674,5.85040781757246,3.85031598031926,5.13571341181413,4.15256799070383,7.64278500430449,1.47391971797274,3.30081444718535,2.25477738818082,3.19233568699163,2.40397457776364,2.69896025647207,1.56274993497962,1.84221937786266,2.0925596193967,1.7182774181129,0,3.65883702837496,4.15920921623548,3.30480054333353,5.14381745730915,3.8071925869913,2.71235910298588,4.11067318511601,3.75740881218963,4.22477062430572,3.62570113455711,4.04138568325252,4.05034599847289,7.72110093150849,3.99332057867134,3.68384962524451,6.48047409667978,4.26576279115693,5.10893928769305,6.66848431072635,8.10588080785314,7.95247926481749,6.10808585484689,4.64051717500638,6.17266988567402,3.85559345910793,5.76541672696164,6.31624154893276,6.52049404147272,4.52457108282505,4.64826389580043,4.28390274404877,6.1824225060629,5.51315802664401,5.51315802664401,2.92108269268234,4.5240992849219,4.8666510207033,4.41870292432148,3.61946739264111,4.36908959522045,4.13306388998777,3.50358774032402,5.73404517853073,3.39512474393941,3.60416178040661,4.4550311079392,5.55020492155303,4.81239434178113,5.54760080809226,1.531437339862,4.65499952249642,5.02661619648331,4.23394632914238,4.82269272354449,4.24731189724684,6.3317892130953,5.43129394936572,5.89968855905146,5.04620516539862,4.23980225237577
"Sterna paradisaea.1",6.22421021641018,4.97506663526504,4.55667699601594,5.06983735422285,7.49680841480127,6.08250675134225,7.25124584420649,5.72311691369025,7.44276815461523,3.57066451058927,4.10885050893821,4.35769427628727,4.16981395834982,3.0857769043617,3.6454537393625,3.90960662693339,4.13542033024774,3.78779980856457,4.07211554811213,3.65883702837496,0,4.38795566869298,4.05972861918788,4.53685627500633,3.54313906810328,3.57807215531018,3.50538983931019,3.91756067629347,4.53260092925399,4.45816614624474,4.79141386620102,3.65646509274534,7.17487069903443,5.00512739689871,3.8147228306585,5.98961809696646,6.00655650072798,5.56612244124599,6.10736626740001,7.30125820088517,7.10397293536238,5.15448055655385,4.72669629306261,5.14812400568972,3.52949450350551,4.79328773990011,5.45529893498519,5.76928386286098,3.67330273784159,3.99955468719652,4.77729750040999,5.15212518633418,4.42871985611458,4.42871985611458,3.92714693401293,3.83487979916679,5.00637999363939,4.50448270943955,4.00763723794593,5.23165872606162,4.32578351002932,3.10410844489653,5.79242021028265,5.048476295874,3.97729443738224,4.57710247338809,5.28991609604599,3.89074188429939,7.2995554326575,4.46598907536033,4.87396502637719,5.71695618094634,3.38658119229487,5.23576103975563,6.03270388181313,5.75360409764614,5.8572789397726,5.27741322309151,4.56736607278701,3.01171413243768
"Mergus merganser.1",4.75381400555744,4.91727336938187,4.04789758470528,5.79682850920085,8.01621469226653,5.92109413691912,7.36962405374447,6.36769220442869,3.98470484053771,3.41351408587556,1.94323276163649,5.75763520827807,5.67642238886649,3.93895221938981,4.81601491466155,3.38248372710529,3.02675400463149,2.67892188627294,5.05869476015257,4.15920921623548,4.38795566869298,0,1.02530218465157,1.89784373053183,1.99885559729137,2.67476949484486,1.73888394406994,2.26321036728131,1.89284417799584,2.405026814224,2.26087973131359,2.27952259727708,3.64742750970835,1.77192320776499,3.69140864333477,2.75735950267031,6.46453452721602,2.67577830176256,2.84168940124451,4.07409073918549,3.99298988033501,2.79364488090651,3.53338859574467,2.46691831360025,3.61289819087906,2.35084273815938,2.59418454588986,3.10312085841734,2.63723057213332,3.24528880036559,4.26708368025812,2.50648231274302,2.14437243545502,2.14437243545502,2.36622340768148,1.59811567770769,1.32363759111048,1.87077130597991,1.93455566291374,1.91449650947081,3.14474064203349,3.55096229549994,1.79339230502622,4.31592688887814,1.24395955423618,1.54219512086638,2.02830021986218,2.19638607840376,7.51661242968989,3.64875202355097,1.8913521113812,7.80740696131589,3.11987246261229,7.45382786418214,6.67818329628355,2.37476670576006,3.57074266099345,2.73824711172285,2.47347178955357,2.50516333561585
"Mergus serrator.1",4.8059602740232,4.5480754526577,3.8539338010735,5.3711586587522,7.63135601318213,5.44690365724853,6.9389841250127,5.96866461610708,4.7146311353949,2.67547096502396,1.55018615822422,5.04149946225433,5.111622425192,3.3598444300975,4.24849939116721,2.67605736629897,2.2381942543098,1.96410695489117,4.35342309195862,3.30480054333353,4.05972861918788,1.02530218465157,0,2.43778915842701,1.86578193340457,2.05972567077343,1.8406167019104,2.14619179679035,1.9000998555087,2.03239445452193,2.03927891136772,2.40903766855459,4.51367723787544,1.37724366969301,3.48383183471562,3.70847617378354,6.01964496600648,3.18504256945533,3.73520343570778,5.01215241917264,4.94106038059859,3.60448615483187,3.73404954573045,3.3379584088714,3.49029227790205,3.12789341403191,3.49617692158306,3.98010544661716,2.91801502698457,3.49716860581297,4.18535986525203,3.26609097306012,2.78259339793894,2.78259339793894,1.49772199814972,2.07295392666695,1.89102457235479,2.01202796627725,1.73980210108157,1.62188406099253,3.18565991242668,3.46186699732829,2.65030621648265,4.00941548909305,1.03502874820163,1.73956439735577,2.88433207339757,2.61422664391715,7.15795349065012,2.8485165233255,2.09537414643336,7.25658303318168,3.22591897415807,6.94247415600266,6.22695328574222,3.18880393520798,4.03255490499747,3.52543593966975,2.9410721686154,2.60065108172313
"Anser erythropus",5.4764508735323,5.54376782378849,4.59324576458852,6.07503115855077,8.60970682503123,6.66297796281113,8.02746732457157,6.94039418491483,4.04012276017664,4.1713939309639,3.31690509116096,6.44080063041595,5.83765524847557,4.11743651772293,4.95792891728644,4.37425636681482,4.23779541129342,3.80990311628846,5.82777652994292,5.14381745730915,4.53685627500633,1.89784373053183,2.43778915842701,0,1.8252537303155,3.17799745696394,1.79569904241971,2.22007124034117,2.12160226549001,2.7741982858545,2.59663558049957,2.12308873129756,3.31074162672088,2.563621390707,3.58206999162703,2.75950436059512,7.12956531918661,3.82414868092372,2.95504797287865,3.78648594217178,3.57631208788839,2.05881200507866,3.44630190434198,1.8037476689038,3.31913127730988,1.39087549738996,1.97560072944578,2.91494131451675,2.06148983846746,3.23811868459205,4.51148539493698,2.05974282834779,1.67829134090301,1.67829134090301,3.13091112170276,1.06282749752376,1.62260403779007,1.48323889174652,2.28465222602937,2.56813088849728,3.14480266787645,3.8338461161287,2.73084985934283,5.210474284561,2.6897851856375,1.98722488557901,2.46381467083125,1.17051900934156,8.119533041254,5.06717648566272,1.83464304730799,7.89209048273751,2.61585966594118,7.50640085507717,7.27638208027198,1.91713189963029,4.32524735574102,2.42995427191443,1.68975792196594,2.11688950975687
"Mareca penelope",5.05216948952146,4.6852664768888,3.92220739225883,5.05995604095571,7.64833256809235,5.76661181890058,7.15339587255356,6.00774430338555,5.43844861078543,3.21010587694312,2.87799242796326,5.20733315561819,4.78640146341957,3.21016349434523,3.99206420240654,3.52098647045389,3.40713024678672,3.09504959022368,4.57539561135417,3.8071925869913,3.54313906810328,1.99885559729137,1.86578193340457,1.8252537303155,0,1.54314008318989,0.860962983274084,1.05848052442948,1.26832200206941,1.4618147806574,1.56591954140793,1.22248910374493,4.69463410055383,2.56789705341967,2.90947817015764,3.77235325757959,6.05016818383593,3.76081408564099,3.90138226593536,5.15260823794836,5.04939132630612,3.38689991426218,3.44061792638658,3.02782745552209,2.64969370254783,2.55247255264,3.30646781358553,4.05365145100591,2.22197746813827,2.97532086434673,3.87371583975884,3.35948336045002,2.79150405697864,2.79150405697864,1.89903604181656,1.51773509695453,1.88900826037424,1.19805048441979,1.06625887648146,2.6748628738153,2.74882415773641,2.97872705523269,3.46432224561685,4.17962792056625,2.31049777778313,1.46937571438036,3.19304811203507,1.58676211842951,7.21432673466952,3.89934699909179,1.42806932814748,6.71601354322532,2.18591067304654,6.35656968821763,6.29635677526663,3.20667720409475,4.34079605858502,3.41883133396179,2.64710893272303,2.34526286241512
"Anas crecca.1",4.46291085942051,3.72458571704843,3.25211242912738,4.06085890083685,6.52198462946304,4.64489596462059,6.04003808868457,5.0051512673635,6.48899683892841,2.44215984037543,3.06861841866081,4.06692337601108,3.94900388465882,2.73246644962453,3.31754938275958,2.76853563064427,2.83291246942316,2.73782068166391,3.39576157397742,2.71235910298588,3.57807215531018,2.67476949484486,2.05972567077343,3.17799745696394,1.54314008318989,0,2.08532749838537,1.43394689013775,1.87558834418314,1.15767907938369,1.63096346821965,1.91117307079918,5.91886710603233,2.79836561039413,2.62636674356722,4.68322882993542,4.85688143363031,3.85693708867208,4.89605925775079,6.30450759296822,6.20317936442725,4.46894830345138,3.52599372642085,4.22799962356178,2.56494129601877,3.78276473990234,4.42386260040641,4.91414165117403,2.89101870226736,3.12695237758724,3.29005717623035,4.57849550476526,3.99615106769384,3.99615106769384,1.52382867597116,2.66575421985904,2.73474011922251,2.07039220387788,1.18555319376942,3.07854068760188,2.65210352872453,2.66099335481594,4.21386432370108,3.11872003514578,2.67437314531204,2.26202881859534,3.94092360521078,2.77793325591042,6.11728184809297,2.81032809857479,2.29207959674493,5.75644213415434,2.64592986186675,5.47133409990554,5.21555420737873,4.46616856592584,4.35689772882381,4.26452367053408,3.49597301807229,3.19189692254779
"Anas acuta.1",5.25624402455761,5.08681219370334,4.25713989294531,5.56639028879559,8.07628015658883,6.21093641762117,7.61088282905842,6.41018828429171,5.00924565710368,3.57842354314576,2.62726388916984,5.65172857750462,5.31567240899062,3.66662264100352,4.4920776163879,3.79440236907089,3.53389652255995,3.1763154267997,4.98035800519839,4.11067318511601,3.50538983931019,1.73888394406994,1.8406167019104,1.79569904241971,0.860962983274084,2.08532749838537,0,1.63369124787293,1.5034193033401,2.02809293480885,2.03108115864079,1.44953120010072,4.28349195649135,2.74246988024603,3.41636317551273,3.40316967547757,6.49574728350721,3.54387070420521,3.38706428384951,4.66044851661479,4.60877418938028,3.13076024927111,3.66900105610649,2.66272813966068,3.06855000056651,2.2425924005572,2.97084183851614,3.76888045670264,2.36385175544366,3.06048527786265,4.2546409612546,2.8554132400292,2.32629729536489,2.32629729536489,2.15470370446679,1.3574569164983,1.82961605080057,1.63713179607077,1.491210006276,2.75986758672566,3.11511916501175,3.20495404720495,3.03472605631294,4.5030455408583,1.96073529824388,1.32960484682418,2.83841384393798,1.5825031859016,7.64750086947151,4.07356766325633,1.65081312154892,7.29349359084035,2.42088009426189,6.89566953933374,6.72384096434622,2.7895726987556,4.20788020389977,3.18644597355892,2.72821433652498,2.28817849690019
"Bucephala clangula.1",4.37523916577936,4.03247730294299,3.27694491084052,4.41446666304774,6.9408111749711,5.07258871565306,6.45017753041391,5.38150531812997,5.83550972087012,3.09788173356704,3.35351715769436,4.89734731942753,4.34918616117733,3.04047050595678,3.66736414699017,3.39388572499194,3.51877177911488,3.25983410550082,4.2208682290198,3.75740881218963,3.91756067629347,2.26321036728131,2.14619179679035,2.22007124034117,1.05848052442948,1.43394689013775,1.63369124787293,0,1.21750072579128,1.20617376034114,1.41455231626165,0.947208683050655,5.09126567866304,2.73768840387203,2.28706719951018,3.80108011713,5.41188424319422,3.63282797073933,4.26248132674095,5.50246196113391,5.35155450834919,3.57424302350394,2.93612927704945,3.38401583278673,2.26255033177853,2.81642909686203,3.47582072680547,4.07764963491694,2.13958646924337,2.60169510955689,3.18377906369653,3.84163886571429,3.30811544243689,3.30811544243689,2.12246106357537,1.91931097280591,1.93627711643067,1.1854858977549,0.728732425696253,2.95699229649285,2.03345132198496,2.63227922352959,3.72292235572659,3.57959632059,2.82932617703387,1.93145152615305,3.33790873863534,1.84325027866072,6.48927004022847,3.80786660107525,1.52107596050939,6.24094294614233,2.08143635958088,5.89062568025635,5.66418771335839,3.69269599999449,3.96438874639139,3.39189833419329,2.69221678773089,2.71164342118651
"Melanitta perspicillata.1",4.89512982064657,4.89503176149808,4.13997715009547,5.41766382530578,7.79837789083884,5.85712043058103,7.26488847344124,6.30966704080034,5.29650675858666,3.70431164838273,3.0790033753154,5.71679546671371,5.39593396419392,3.96726780078358,4.67856025457205,3.89064358436553,3.67761121150824,3.44974936617063,4.99761144756783,4.22477062430572,4.53260092925399,1.89284417799584,1.9000998555087,2.12160226549001,1.26832200206941,1.87558834418314,1.5034193033401,1.21750072579128,0,1.04587989927749,0.831209221944261,1.73646964230107,4.36982543405189,2.38791829232528,3.4410004214022,3.57348779110347,6.22694595769642,3.42047885121374,3.64774970547482,4.94302131169653,4.94269106986518,3.65015979847157,3.74625904147698,3.12052206641607,3.33940210485157,2.78373181888296,3.30900123577652,4.05200866484048,2.81143472077292,3.3514033975211,4.0606583725928,3.43709845717673,3.05236513044447,3.05236513044447,2.0049011658541,2.00862749073214,1.22199724042217,1.22774504081786,1.05605803831668,2.42772327206502,2.98996979307343,3.54805829544785,3.11791426100897,4.14808291658233,2.47813427742562,1.03637363754763,3.05626445495317,2.18053828585166,7.3222498260298,3.95676708057704,0.723276867750235,7.27412080822869,2.95287386560687,6.94708779721785,6.56359069949028,3.01650966062324,4.1468254407257,3.52460764203406,3.01505468181672,3.09565442074518
"Aythya fuligula",4.62136765165419,4.34435990516178,3.75777456448801,4.76762403022075,7.12943935929195,5.20950173435364,6.60005375328378,5.71529857783937,6.04245555609464,3.22888527263191,3.25991545974752,5.00905037379914,4.79778790472123,3.55454359972314,4.16347739638733,3.47315068230276,3.38650606044248,3.27758071937645,4.32941289125568,3.62570113455711,4.45816614624474,2.405026814224,2.03239445452193,2.7741982858545,1.4618147806574,1.15767907938369,2.02809293480885,1.20617376034114,1.04587989927749,0,0.516046147282269,1.92322831469086,5.2291703033117,2.48995165603898,3.10096441313993,4.24755542444839,5.5113917388792,3.64959450907806,4.41873827112881,5.76133504620078,5.71956259545372,4.25544056665023,3.72376687236418,3.84174947120143,3.09920476376963,3.47465970073492,4.0341499034917,4.6394826947419,3.04040738289438,3.39245470242681,3.66485211248103,4.26974154880146,3.81459079776887,3.81459079776887,1.7373130578073,2.54644001883578,1.99158876231524,1.49493284946485,0.945981365594344,2.67068843693081,2.8352624841475,3.31238685378842,3.75622205056209,3.56659579776074,2.76751266008116,1.65791845371863,3.63426665800613,2.65939012696478,6.66708297872813,3.43212701545326,1.38997732748245,6.56256356442463,2.99664960164552,6.2988005766409,5.92468273228885,3.88110388230046,4.31254479018485,4.06121626455122,3.38705542557027,3.45577711941652
